,GALNTL6 (442117)
ACH-000004,-0.038289288342
ACH-000007,-0.0428916106539
ACH-000009,0.0504212636035
ACH-000011,-0.0939902769592
ACH-000012,-0.00489566441627
ACH-000013,-0.0051435909665100005
ACH-000014,0.0138241235982
ACH-000015,-0.00657835735875
ACH-000017,0.13248962596799999
ACH-000018,-0.0725296830638
ACH-000019,0.251266161378
ACH-000021,0.08621585281710001
ACH-000022,0.056951231732
ACH-000025,-0.010728229812
ACH-000028,-0.25963165247
ACH-000030,-0.014016608481799999
ACH-000035,-0.0593765848929
ACH-000036,-0.19015360508
ACH-000037,0.150332986019
ACH-000039,-0.11154357302500001
ACH-000040,-0.0613515295545
ACH-000041,-0.17835155037
ACH-000042,-0.04901673247669999
ACH-000045,-0.046531987796400005
ACH-000047,-0.191564435024
ACH-000052,-0.190539341125
ACH-000053,-0.105146380459
ACH-000054,-0.145200982018
ACH-000055,-0.0768584925004
ACH-000060,-0.134740459557
ACH-000067,-0.17273322512800002
ACH-000070,-0.039622993104800004
ACH-000075,-0.186110076311
ACH-000078,-0.230319947055
ACH-000082,-0.149474719921
ACH-000085,0.0238471321746
ACH-000086,-0.307682027415
ACH-000087,-0.0441968948398
ACH-000092,-0.253247373227
ACH-000095,-0.13462649758300002
ACH-000097,-0.139535918728
ACH-000098,-0.128318820248
ACH-000099,-0.25952770278299997
ACH-000108,-0.058734163584
ACH-000113,-0.19565482025800002
ACH-000115,-0.027465875550599997
ACH-000116,-0.221530914737
ACH-000118,-0.0795868434599
ACH-000120,0.155827025335
ACH-000123,-0.106723282871
ACH-000127,-0.0662472490164
ACH-000128,-0.14450673937
ACH-000132,-0.119275992469
ACH-000133,-0.0314499431746
ACH-000137,-0.196785026644
ACH-000138,-0.133375854264
ACH-000142,-0.109306458066
ACH-000143,-0.166301015442
ACH-000146,-0.007453034884680001
ACH-000148,-0.166035214533
ACH-000150,-0.182980493881
ACH-000152,0.0315188119738
ACH-000153,0.047713195458699995
ACH-000159,0.022775153888
ACH-000160,0.052735873679400004
ACH-000163,0.148987840123
ACH-000167,0.0649138680961
ACH-000168,-0.121800246753
ACH-000169,-0.30799634120700004
ACH-000178,-0.08772019337039999
ACH-000182,0.14832694422599998
ACH-000183,0.188595476941
ACH-000188,-0.0519219996068
ACH-000189,-0.19745285392499998
ACH-000190,0.046274599794
ACH-000198,-0.09256700121950001
ACH-000204,-0.159665982316
