,CREBL2 (1389)
ACH-000004,-0.0394086048869
ACH-000007,-0.049335116468400005
ACH-000009,-0.08537080043089999
ACH-000011,-0.181830661207
ACH-000012,0.138583699978
ACH-000013,-0.10500536687100001
ACH-000014,-0.109363046596
ACH-000015,-0.079609088903
ACH-000017,0.112223718189
ACH-000018,-0.252483056872
ACH-000019,-0.158045745569
ACH-000021,-0.125399375394
ACH-000022,-0.0976100485527
ACH-000025,-0.0664785562164
ACH-000028,0.0182616790128
ACH-000030,-0.0363406508282
ACH-000035,-0.029866696440400003
ACH-000036,-0.0987125005168
ACH-000037,-0.0920896165772
ACH-000039,0.019704466849799998
ACH-000040,-0.264881877092
ACH-000041,-0.09342969009089999
ACH-000042,-0.11780597222200001
ACH-000045,0.13930587199
ACH-000047,-0.0420273632575
ACH-000052,-0.0596655924857
ACH-000053,0.00166539242607
ACH-000054,-0.0886478833449
ACH-000055,-0.18124034465999997
ACH-000060,-0.218655941821
ACH-000067,-0.0438208440871
ACH-000070,0.09053115749980001
ACH-000075,-0.0878676919613
ACH-000078,-0.0496596823104
ACH-000082,-0.06941580748710001
ACH-000085,-0.0651552499922
ACH-000086,-0.12278977069599999
ACH-000087,0.0485427919445
ACH-000092,-0.0145756187815
ACH-000095,1.94234543617e-05
ACH-000097,0.0157252546255
ACH-000098,0.021820856295500003
ACH-000099,0.0142511600856
ACH-000108,0.041032283959699996
ACH-000113,0.014944326045600002
ACH-000115,0.062878522138
ACH-000116,0.0168991731644
ACH-000118,-0.11495363225199999
ACH-000120,-0.00825714579904
ACH-000123,-0.146580538688
ACH-000127,-0.208099912188
ACH-000128,0.042879286387400004
ACH-000132,0.0238133879677
ACH-000133,-0.029568127450599998
ACH-000137,0.046287338789900004
ACH-000138,-0.19289738969599998
ACH-000142,-0.0453611271683
ACH-000143,-0.229442849093
ACH-000146,0.0221337260345
ACH-000148,0.022348948716799998
ACH-000150,-0.077863892188
ACH-000152,0.019970730342900003
ACH-000153,-0.0133899614629
ACH-000159,0.0636673537149
ACH-000160,-0.096786914353
ACH-000163,-0.07718574739589999
ACH-000167,-0.553526847304
ACH-000168,0.0140788381156
ACH-000169,0.0640457033887
ACH-000178,-0.014798010042000001
ACH-000182,-0.0833688092974
ACH-000183,-0.197479217383
ACH-000188,-0.084965870088
ACH-000189,0.26374824720600004
ACH-000190,0.12351933626700001
ACH-000198,-0.130175797968
ACH-000204,0.12652642271
ACH-000206,-0.060140468575900004
ACH-000207,-0.24814381742400002
ACH-000211,-0.14025305964600002
ACH-000215,-0.0246813030651
ACH-000221,0.059433392901
ACH-000222,-0.116594299509
ACH-000223,-0.054800414405
ACH-000226,-0.0975467409477
ACH-000227,-0.149840203993
ACH-000228,-0.0774049086311
ACH-000231,-0.161633870444
ACH-000232,-0.0599186201114
ACH-000233,-0.0791674711505
ACH-000234,-0.289232406045
ACH-000235,-0.0903455817932
ACH-000237,-0.09453528213710001
ACH-000238,0.005771753576709999
ACH-000243,0.0038663055330600002
ACH-000244,-0.446337678262
ACH-000246,-0.0265247505258
ACH-000248,0.130037017984
ACH-000250,-0.0470848216148
ACH-000251,-0.142812651004
ACH-000253,-0.0235405546533
ACH-000255,-0.044931693537999993
ACH-000256,-0.22085072301199998
ACH-000257,-0.121921433639
ACH-000258,-0.16829483596500003
ACH-000259,-0.00944802119195
ACH-000260,0.0661626558849
ACH-000261,-0.0375804919026
ACH-000262,-0.153344081518
ACH-000263,-0.214505674604
ACH-000264,-0.12680603357999998
ACH-000265,0.104865705058
ACH-000266,-0.0974724851016
ACH-000272,-0.113690077611
ACH-000273,-0.169632636068
ACH-000274,-0.168573987174
ACH-000277,0.0173902890874
ACH-000278,-0.0581209604252
ACH-000279,-0.22727696846
ACH-000280,-0.12479232840099999
ACH-000281,-0.143857473167
ACH-000288,-0.147550955885
ACH-000291,-0.00126409057454
ACH-000293,0.138261267317
ACH-000294,-0.274968140327
ACH-000295,-0.0563879048002
ACH-000296,-0.0656127118488
ACH-000302,0.0441738558023
ACH-000304,-0.19122871440900002
ACH-000307,-0.201340065524
ACH-000308,-0.17845769155699998
ACH-000310,-0.12233247884000001
ACH-000311,-0.112183733611
ACH-000312,-0.08774649060419999
ACH-000315,0.09694776874199999
ACH-000316,-0.134387060688
ACH-000317,-0.048944815801
ACH-000318,0.0347321254467
ACH-000319,0.119573372693
ACH-000320,0.010112850177399999
ACH-000322,0.0984407078262
ACH-000323,-0.114696879932
ACH-000324,-0.0937895283605
ACH-000329,-0.0462218313519
ACH-000330,0.153258475358
ACH-000331,-0.131450206481
ACH-000332,-0.083950629954
ACH-000334,0.22270946589200002
ACH-000335,-0.068077846156
ACH-000336,0.196992025251
ACH-000337,-0.0404180328584
ACH-000339,-0.0656482396147
ACH-000341,-0.12774783759000002
ACH-000348,-0.194709095862
