,APEX1 (328)
ACH-000004,-0.0515138483691
ACH-000007,-0.259134065779
ACH-000009,-0.08995707081039998
ACH-000011,-0.0600509420929
ACH-000012,0.060209830134600004
ACH-000013,0.0284694972597
ACH-000014,-0.124689569223
ACH-000015,-0.0146852873964
ACH-000017,0.0370283767985
ACH-000018,0.153343427261
ACH-000019,-0.102090385067
ACH-000021,-0.0432856514901
ACH-000022,-0.0163527069374
ACH-000025,0.057513775877900006
ACH-000028,0.051027637059899995
ACH-000030,-0.05816637480280001
ACH-000035,0.019596443317900003
ACH-000036,-0.0550758424127
ACH-000037,0.0471308118815
ACH-000039,-0.19099543313900003
ACH-000040,-0.06670437080580001
ACH-000041,-0.0443390919239
ACH-000042,-0.0463266912823
ACH-000045,0.029539527417099996
ACH-000047,0.000968151989501
ACH-000052,-0.28574098210099996
ACH-000053,0.054300339343499995
ACH-000054,-0.028439254430499997
ACH-000055,-0.027249677575699998
ACH-000060,-0.00689936858202
ACH-000067,-0.183036368508
ACH-000070,-0.08610323521839999
ACH-000075,-0.142235894789
ACH-000078,0.0664167198503
ACH-000082,-0.151910137169
ACH-000085,-0.08600715927819999
ACH-000086,-0.0875682155718
ACH-000087,0.0218153406849
ACH-000092,-0.182570646035
ACH-000095,-0.04402118947869999
ACH-000097,-0.18107734067499998
ACH-000098,0.028122985052299997
ACH-000099,0.0287139480793
ACH-000108,-0.0308989483477
ACH-000113,0.0143872201409
ACH-000115,-0.34170004675300003
ACH-000116,0.00367559062216
ACH-000118,-0.04641194453459999
ACH-000120,-0.018678165784599996
ACH-000123,-0.0285915175831
ACH-000127,-0.0647226231777
ACH-000128,-0.146432553888
ACH-000132,0.016438121918
ACH-000133,0.00853785458648
ACH-000137,0.037216243901499996
ACH-000138,0.024466782897299998
ACH-000142,-0.0405257060183
ACH-000143,-0.205706316868
ACH-000146,0.024739654456700004
ACH-000148,0.075768275341
ACH-000150,0.08985275453510001
ACH-000152,-0.225033566049
ACH-000153,-0.022913038279
ACH-000159,-0.15709491284399998
ACH-000160,0.29800812626400003
ACH-000163,0.0476189135658
ACH-000167,0.515268598785
ACH-000168,0.0444118264262
ACH-000169,-0.166326413958
ACH-000178,-0.00780925965661
ACH-000182,-0.0371311613904
ACH-000183,0.004828671631979999
ACH-000188,-0.1239543775
ACH-000189,-0.333934135792
ACH-000190,0.150781322819
ACH-000198,-0.162363556786
ACH-000204,-0.145146483401
ACH-000206,-0.00744489496958
ACH-000207,-0.051142057269800006
ACH-000211,-0.106378721878
ACH-000215,-0.133931267844
ACH-000221,0.00127556063515
ACH-000222,-0.040584505266499996
ACH-000223,-0.0748536946002
ACH-000226,-0.0908595624268
ACH-000227,-0.0130930732414
ACH-000228,-0.041557457773599996
ACH-000231,0.010623140872
ACH-000232,-0.46496156480800005
ACH-000233,-0.0566869748133
ACH-000234,-0.007998058062100001
ACH-000235,0.0022255852913600003
ACH-000237,0.150632796525
ACH-000238,0.13525240831399998
ACH-000243,-0.08584870455469999
ACH-000244,-0.259826536863
ACH-000246,0.0024220154699800002
ACH-000248,0.0990221169634
ACH-000250,-0.014197297657099999
ACH-000251,0.149971087838
ACH-000253,0.06983368113260001
ACH-000255,-0.00603193036463
ACH-000256,-0.036304403944199995
ACH-000257,-0.08780601195839999
ACH-000258,-0.144222204262
ACH-000259,0.023198080542599996
ACH-000260,-0.04483836970959999
ACH-000261,-0.133586529278
ACH-000262,-0.148995113724
ACH-000263,0.022461577077900002
ACH-000264,0.04864896147580001
ACH-000265,-0.168441536961
ACH-000266,-0.067020859485
ACH-000272,-0.164110851565
ACH-000273,-0.046607322454000004
ACH-000274,-0.0122869659017
ACH-000277,-0.0625838323735
ACH-000278,-0.33578702708700003
ACH-000279,-0.0917358675272
ACH-000280,-0.0314633494304
ACH-000281,-0.00157142356531
ACH-000288,-0.0373380918437
ACH-000291,-0.07493990502999999
ACH-000293,-0.173009999502
ACH-000294,-0.16729552994400002
ACH-000295,0.200999801544
ACH-000296,0.21290508525199997
ACH-000302,-0.27742535108000005
ACH-000304,-0.46960255794699995
ACH-000307,-0.11816750989800001
ACH-000308,0.0232776774094
ACH-000310,0.0650547565405
ACH-000311,-0.331475409267
ACH-000312,-0.00627742011135
ACH-000315,-0.15252740205
ACH-000316,-0.0975669165092
ACH-000317,-0.0498908535726
ACH-000318,-0.09381931572550001
ACH-000319,-0.00299471556271
ACH-000320,0.00612988501311
ACH-000322,-0.100079837656
ACH-000323,-0.220686040385
ACH-000324,-0.0845804934856
ACH-000329,0.0317747264366
