,TCFL5 (10732)
ACH-000473,-0.208025595975
ACH-000475,-0.173161001874
ACH-000476,-0.12934913315
ACH-000477,-0.280844301479
ACH-000480,0.108372341206
ACH-000481,-0.23214662458500002
ACH-000483,-0.16938928868500003
ACH-000484,-0.350152004113
ACH-000485,-0.21194524350299998
ACH-000486,-0.20187776536200003
ACH-000487,-0.0914275991536
ACH-000488,-0.232997521911
ACH-000490,-0.124016383088
ACH-000491,-0.012528583015399998
ACH-000495,-0.381151798174
ACH-000496,-0.19191741606899998
ACH-000499,-0.00374622587997
ACH-000500,-0.23375784965100002
ACH-000502,-0.268305950426
ACH-000503,-0.165449232469
ACH-000505,-0.201549523525
ACH-000507,-0.17867466447799998
ACH-000510,-0.173863467993
ACH-000511,-0.11997604552300001
ACH-000512,-0.0801599017731
ACH-000516,-0.161600820762
ACH-000517,-0.218038852074
ACH-000518,-0.26415605086599997
ACH-000520,-0.382035848265
ACH-000521,-0.375398647422
ACH-000522,-0.21709135448199998
ACH-000524,-0.248883577747
ACH-000527,-0.230841407266
ACH-000528,-0.16905762814199998
ACH-000537,-0.27113196343699997
ACH-000541,-0.043052254053600005
ACH-000542,-0.09968803572519999
ACH-000544,0.000714890995566
ACH-000545,-0.09470739163910001
ACH-000547,0.016104135277
ACH-000548,-0.11006304931500001
ACH-000549,-0.328372477394
ACH-000550,-0.373176279934
ACH-000552,-0.18198548844300003
ACH-000556,-0.15275465315
ACH-000557,-0.546442977372
ACH-000570,-0.373883862796
ACH-000571,-0.187255068752
ACH-000573,-0.239931764664
ACH-000576,-0.233370390177
ACH-000580,-0.195424337346
ACH-000584,-0.161004728648
ACH-000585,-0.138062692363
ACH-000588,-0.015718166119600002
ACH-000589,-0.18423557201699997
ACH-000591,-0.209522396642
ACH-000593,-0.0568309590405
ACH-000600,-0.271134273409
ACH-000601,-0.324323552174
ACH-000604,-0.229182392443
ACH-000605,-0.137453371425
ACH-000606,-0.005947478181170001
ACH-000608,-0.20618739862
ACH-000614,-0.573508426276
ACH-000616,-0.249678941144
ACH-000618,-0.153451501289
ACH-000619,-0.07706316377010002
ACH-000620,-0.13582777700999998
ACH-000621,-0.344008712778
ACH-000622,-0.277433528772
ACH-000623,-0.336079088532
ACH-000624,-0.13735667094100001
ACH-000627,-0.313385821419
ACH-000630,-0.21836190563400001
ACH-000632,-0.176786643158
ACH-000633,-0.378644052289
ACH-000637,0.08675303919569999
ACH-000638,-0.127809987779
ACH-000646,-0.22114110058800002
ACH-000647,-0.34312008416199996
ACH-000648,-0.240250424637
ACH-000649,-0.318952828239
ACH-000651,-0.287677233046
ACH-000652,-0.183787451637
ACH-000653,-0.207436202732
ACH-000657,-0.181064813534
ACH-000658,-0.264753568528
ACH-000661,-0.18415960214000002
ACH-000662,0.23805942939599997
ACH-000663,-0.155180550942
ACH-000665,-0.232488100279
ACH-000671,-0.264141488886
ACH-000673,-0.274690389034
ACH-000676,-0.0734330379191
ACH-000677,-0.23373509438999998
ACH-000681,-0.189831374157
ACH-000682,-0.250637391239
ACH-000683,-0.16505022044700002
ACH-000684,-0.37442550748099995
ACH-000688,-0.297212853144
ACH-000693,-0.07868311701839999
ACH-000694,-0.337155889968
ACH-000695,-0.451815203391
ACH-000696,-0.292243099014
ACH-000697,-0.115360379045
ACH-000699,-0.457363118901
ACH-000701,-0.107970761499
ACH-000706,0.09178843320260001
ACH-000711,-0.26900084235800004
ACH-000713,-0.09324145037750001
ACH-000714,-0.293588221259
ACH-000718,-0.466479682341
ACH-000720,-0.163108463115
ACH-000721,-0.221950068119
ACH-000724,-0.261344683654
ACH-000725,-0.0733582421468
ACH-000732,-0.21197287771099999
ACH-000734,-0.04835514858630001
ACH-000735,-0.268150803279
ACH-000736,-0.097080239011
ACH-000738,-0.143090374731
ACH-000746,-0.124271000516
ACH-000747,-0.20407930599100002
ACH-000748,-0.17303407951299998
ACH-000753,-0.243873018393
ACH-000756,-0.149443280058
ACH-000757,0.008334508397729999
ACH-000758,-0.031048315409400003
ACH-000760,-0.253485924466
ACH-000763,-0.186413484445
ACH-000764,-0.264769922956
ACH-000765,-0.39586944787699996
ACH-000766,-0.354393003785
ACH-000767,-0.235473715362
ACH-000768,-0.176821424552
ACH-000769,-0.0518882695902
ACH-000770,-0.216091107324
ACH-000771,-0.187356988481
ACH-000773,-0.372801410173
ACH-000776,-0.29328554844
ACH-000777,-0.0828971705422
ACH-000778,-0.205548397488
ACH-000781,-0.173582275802
ACH-000782,-0.23215961781599997
ACH-000783,-0.512450871706
ACH-000784,-0.25688344650899997
ACH-000785,-0.307377603321
ACH-000787,-0.193388435202
ACH-000788,-0.187680883608
ACH-000791,-0.274020480302
ACH-000792,-0.00152545012564
ACH-000794,-0.121505476864
ACH-000796,-0.359682667381
ACH-000799,-0.5995062335920001
ACH-000800,-0.320626263542
ACH-000802,-0.11874586940700001
ACH-000804,-0.152825632328
ACH-000805,0.11239514118699999
ACH-000809,-0.41293287708099996
ACH-000810,-0.6262938407109999
ACH-000811,-0.17263632318500002
ACH-000817,0.015806801032300002
ACH-000819,-0.234184110458
ACH-000820,-0.33551751692299997
ACH-000821,-0.156612044565
ACH-000822,-0.32483240330400004
ACH-000823,-0.226496474499
ACH-000824,-0.0739090921985
ACH-000827,-0.30282083850200003
ACH-000829,-0.00217684324667
ACH-000831,-0.329429911696
ACH-000832,0.009881963418540002
ACH-000833,-0.0881954167113
ACH-000834,-0.0958268768703
ACH-000835,0.0878531174397
ACH-000836,-0.36200108618199994
ACH-000837,-0.240962125705
ACH-000838,-0.455761670064
ACH-000839,-0.121138685372
ACH-000840,-0.10766137655300001
ACH-000841,-0.09788965089
ACH-000843,0.0572883839566
ACH-000846,-0.161084638074
ACH-000847,-0.336202931872
ACH-000848,-0.12763133762
ACH-000849,-0.198751684843
ACH-000851,-0.19871032922200002
ACH-000855,-0.178473566313
ACH-000856,0.0175656649748
ACH-000858,-0.24052176951200002
ACH-000859,-0.191571035645
ACH-000861,-0.0368645006503
ACH-000862,-0.408609948528
ACH-000865,-0.296704935766
ACH-000866,-0.20143444491999998
ACH-000867,-0.176781309155
ACH-000869,-0.00047758859202199993
ACH-000872,-0.14582438275999998
ACH-000873,-0.216247029031
ACH-000876,-0.10683139597899999
ACH-000878,-0.232670609076
ACH-000880,-0.24720354846
ACH-000881,-0.238138170768
ACH-000882,-0.253233432967
ACH-000884,-0.36198965310099995
ACH-000885,-0.138795886057
ACH-000887,-0.18001918710999998
ACH-000888,-0.288202657887
ACH-000889,-0.229130007446
ACH-000890,-0.24202773332
ACH-000896,-0.122375289513
ACH-000898,-0.19485510186299998
ACH-000900,-0.384083648475
ACH-000901,-0.13562016995600001
ACH-000905,-0.240668012843
ACH-000906,-0.0654927688574
ACH-000907,-0.320255384645
ACH-000910,0.048821140319099995
ACH-000911,-0.326797694923
ACH-000912,-0.17250042984299999
ACH-000913,-0.179657069036
ACH-000915,0.043082750690999996
ACH-000916,0.20598380280099998
ACH-000917,-0.0819791586576
ACH-000921,-0.335970577905
ACH-000924,-0.30949482073600004
ACH-000926,-0.197773985026
ACH-000928,-0.21246759639199997
ACH-000929,-0.178835615473
ACH-000932,-0.333412430533
ACH-000935,-0.256147401953
ACH-000936,-0.222825761646
ACH-000937,-0.241758343613
ACH-000938,-0.18561056848000002
ACH-000939,-0.00811692078048
ACH-000941,0.0032574220957199995
ACH-000943,-0.199446998085
ACH-000946,-0.252437828529
ACH-000947,-0.135767674944
ACH-000948,-0.0810647363447
ACH-000950,0.011642770123100001
ACH-000953,-0.380924127268
ACH-000957,-0.20880121848400002
ACH-000958,-0.306242657859
ACH-000960,-0.262544197927
ACH-000963,0.239659842707
ACH-000968,-0.134388893452
ACH-000969,-0.032879165913999996
ACH-000973,-0.062100528738599996
ACH-000974,-0.24467758508600002
ACH-000975,-0.254616825475
ACH-000976,-0.21876269532099998
ACH-000978,-0.9800670903740001
ACH-000980,-0.201798173464
ACH-000984,-0.380095200706
ACH-000986,-0.268424548938
ACH-000988,-0.14797545897199998
ACH-000993,-0.4352749376100001
ACH-000994,-0.112636640258
ACH-000996,-0.611774409075
ACH-001001,-0.17899053567899997
ACH-001020,-0.333522486778
ACH-001028,-0.23826579789500002
ACH-001031,0.0126990903626
ACH-001038,-0.189754457022
ACH-001048,-0.276397282375
ACH-001050,-0.312306250181
ACH-001053,-0.0489572706685
ACH-001054,-0.216887044166
ACH-001061,-0.311575561267
ACH-001067,-0.467102836625
ACH-001075,-0.0765748752811
ACH-001096,-0.32043447593400004
ACH-001128,0.255490526132
ACH-001134,-0.2632629869
ACH-001151,-0.11050343659000002
ACH-001163,-0.16367141732999999
ACH-001164,0.173825153747
ACH-001173,-0.279166274263
ACH-001183,-0.261579855754
ACH-001184,-0.132318547895
ACH-001190,-0.364575062754
ACH-001192,-0.0931021352456
ACH-001193,0.0842352104926
ACH-001196,-0.329824548294
ACH-001197,-0.151164471396
ACH-001205,0.0376428290166
ACH-001211,-0.15313672729699998
ACH-001212,-0.266035280792
ACH-001228,-0.239557142103
ACH-001232,-0.212521040126
ACH-001239,-0.306703754629
ACH-001274,-0.33109913992
ACH-001275,-0.297364873051
ACH-001277,-0.18971823344900002
ACH-001278,-0.29246494007
ACH-001280,-0.243121740095
ACH-001283,-0.06869652862430001
ACH-001289,-0.396159693129
ACH-001295,-0.329621759176
ACH-001300,-0.17768484802099999
ACH-001301,-0.382265118262
ACH-001302,-0.277231163625
ACH-001303,-0.714947980898
ACH-001306,-0.12289661393300001
ACH-001318,0.0814806646974
ACH-001322,-0.198211332198
ACH-001328,-0.225677401029
ACH-001332,-0.151987467799
ACH-001333,-0.243617878061
ACH-001336,-0.010421272338600001
ACH-001340,-0.310421372043
ACH-001346,-0.09087172106210001
ACH-001353,-0.367127899799
ACH-001354,-0.209918985216
ACH-001367,-0.129846871937
ACH-001368,-0.279391528827
ACH-001374,0.39563203214299997
ACH-001375,-0.281573861063
ACH-001377,-0.15545342297700002
ACH-001380,-0.354108902865
ACH-001391,-0.36067316661399995
ACH-001407,-0.16816374490400002
ACH-001408,-0.11078997371400001
ACH-001413,-0.327706585343
ACH-001430,-0.0952540613673
ACH-001431,0.025565763812
ACH-001450,0.09811435873299999
ACH-001496,0.0587340140415
ACH-001500,-0.347532697286
ACH-001521,-0.0934202455226
ACH-001523,-0.291495166842
ACH-001532,-0.25455936558000003
ACH-001536,-0.618090457357
ACH-001550,-0.265684259817
ACH-001552,-0.308899055067
ACH-001554,-0.24692134114999997
ACH-001645,-0.14799506004899998
ACH-001654,-0.170776100079
ACH-001715,-0.8836603095479999
ACH-001735,-0.290950804853
ACH-001736,-0.128161425919
ACH-001737,-0.7045511422740001
ACH-001740,-0.172371335711
ACH-001745,-0.221899743561
ACH-001750,-0.466062920549
ACH-001765,-0.307109998628
ACH-001956,-0.262847112835
ACH-001957,-0.32859112520100003
