,ABHD17A (81926)
ACH-000004,-0.412814174044
ACH-000007,-0.359465912668
ACH-000009,-0.575551804221
ACH-000011,-0.706231538957
ACH-000012,-0.4443413921
ACH-000013,-0.560851826531
ACH-000014,-0.428931919257
ACH-000015,-0.41118378975000003
ACH-000017,-0.346325943701
ACH-000018,-0.5322703251290001
ACH-000019,-0.37122315466899997
ACH-000021,-0.39073522039499997
ACH-000022,-0.6086367277470001
ACH-000025,-0.515839631396
ACH-000028,-0.370186598456
ACH-000030,-0.575356333137
ACH-000035,-0.39719127361199996
ACH-000036,-0.6502531244740001
ACH-000037,-0.395548027099
ACH-000039,-0.37630747090899996
ACH-000040,-0.553280687412
ACH-000041,-0.541686975813
ACH-000042,-0.622280430898
ACH-000045,-0.510316419339
ACH-000047,-0.481333283515
ACH-000052,-0.42793129035599997
ACH-000053,-0.451831895258
ACH-000054,-0.560278864952
ACH-000055,-0.6681951695080001
ACH-000060,-0.31036513656
ACH-000067,-0.352469717161
ACH-000070,-0.530206997854
ACH-000075,-0.181716003134
ACH-000078,-0.115494193506
ACH-000082,0.0601748992136
ACH-000085,-0.821122006371
ACH-000086,-0.518175466523
ACH-000087,-0.543992964492
ACH-000092,-0.502590037278
ACH-000095,-0.6478346515119999
ACH-000097,-0.483412609724
ACH-000098,-0.624542899388
ACH-000099,-0.43795481097499994
ACH-000108,-0.55207033795
ACH-000113,-0.290433658582
ACH-000115,-0.928072754567
ACH-000116,-0.24775295162900002
ACH-000118,-0.299999693007
ACH-000120,-0.43397021438699995
ACH-000123,-0.27870559066399997
ACH-000127,-0.5961642988979999
ACH-000128,-0.460940493085
ACH-000132,-0.563844957329
ACH-000133,-0.461055681588
ACH-000137,-0.40248881628899996
ACH-000138,-0.45848378931
ACH-000142,-0.40118578194
ACH-000143,-0.425114881553
ACH-000146,-0.45432878856799996
ACH-000148,-0.422023513213
ACH-000150,-0.8948621313420001
ACH-000152,-0.670113597614
ACH-000153,-0.391416086816
ACH-000159,-0.337235122069
ACH-000160,-0.572645594649
ACH-000163,-0.682832808603
ACH-000167,-0.9288007495110001
ACH-000168,-0.402412076
ACH-000169,-0.301745240218
ACH-000178,-0.368833877192
ACH-000182,-0.319672376596
ACH-000183,-0.599802926696
ACH-000188,-0.424133995409
ACH-000189,-0.7507458980410001
ACH-000190,0.09990808912789999
ACH-000198,-0.37735879989200005
ACH-000204,-0.22361490416700003
ACH-000206,-0.543499937833
ACH-000207,-0.23451112489300002
ACH-000211,-0.5923312027709999
ACH-000215,-0.471256993187
ACH-000221,-0.45731638993600005
ACH-000222,-0.349434182477
ACH-000223,-0.48139124366
ACH-000226,-0.56464156953
ACH-000227,-0.27712156304900004
ACH-000228,-0.385021164839
ACH-000231,-0.556686123047
ACH-000232,-0.5824745678459999
ACH-000233,-0.5398727421280001
ACH-000234,-0.5922727483829999
ACH-000235,-0.381371989552
ACH-000237,-0.6041062160840001
ACH-000238,-0.51259600788
ACH-000243,-0.343001367984
ACH-000244,-0.700049110163
ACH-000246,-0.45066775785400004
ACH-000248,-0.32139653646099997
ACH-000250,-0.43951695042499994
ACH-000251,-0.33214157468100003
ACH-000253,-0.260872359119
ACH-000255,-0.442978833223
ACH-000256,-0.47816206607600004
ACH-000257,-0.554821805377
ACH-000258,-0.376618763139
ACH-000259,-0.398228337808
ACH-000260,-0.392407971769
ACH-000261,-0.488273318856
ACH-000262,-0.45324188026199996
ACH-000263,-0.9179862114749999
ACH-000264,-0.438645772764
ACH-000265,-0.329082885732
ACH-000266,-0.437639225023
ACH-000272,-0.181780793445
ACH-000273,-0.5459010746399999
ACH-000274,-0.6746437937659999
ACH-000277,-0.063757312425
ACH-000278,-0.43948191947
ACH-000279,-0.490610060584
ACH-000280,-0.41971917933499997
ACH-000281,-0.452738674306
ACH-000288,-0.29598540882
ACH-000291,-0.373519876912
ACH-000293,-0.25886730026099997
ACH-000294,-0.704801825475
ACH-000295,-0.08958172111289998
ACH-000296,-0.689269509682
ACH-000302,-0.596076144547
ACH-000304,-0.283305574662
ACH-000307,-0.549053249954
ACH-000308,-0.256605026794
ACH-000310,-0.368425327439
ACH-000311,-0.571729621839
ACH-000312,-0.191946663545
ACH-000315,-0.578649897853
ACH-000316,-0.414421653945
ACH-000317,-0.12464925533099999
ACH-000318,-0.410448554304
ACH-000319,-0.676274403786
ACH-000320,-0.283402383424
ACH-000322,-0.353504613422
ACH-000323,-0.667472662521
ACH-000324,-0.354230725416
ACH-000329,-0.30022634027600004
ACH-000330,-0.863057961809
ACH-000331,-0.554279130367
ACH-000332,-0.380762725591
ACH-000334,-0.521714137434
ACH-000335,-0.21635695663
ACH-000336,-0.578316994736
ACH-000337,-0.376122675069
ACH-000339,-0.466877476847
ACH-000341,-0.854452654128
ACH-000348,-0.309948253459
ACH-000350,-0.658230847539
ACH-000352,-0.468412802288
ACH-000356,-0.5957945438710001
ACH-000361,-0.286808159967
ACH-000362,-0.407181647517
ACH-000363,-0.6364563643069999
ACH-000364,-0.62786484613
ACH-000365,-0.495776798482
ACH-000366,-0.414965573401
ACH-000368,-0.53201115509
ACH-000374,-0.286744510576
ACH-000375,-0.531557027118
ACH-000376,-0.244514190505
ACH-000381,-0.39513872453000004
ACH-000383,-0.406061607656
ACH-000387,-0.355879982676
ACH-000389,-0.503885391576
ACH-000390,-0.520597855576
ACH-000393,-0.782224078255
ACH-000395,-0.5280983457899999
ACH-000397,-0.328629161703
ACH-000401,-0.766727960611
ACH-000402,-0.517958615169
ACH-000403,-0.6353134100869999
ACH-000404,-0.544380618902
ACH-000406,-0.435644369204
ACH-000407,-0.557956287086
ACH-000408,-0.604774068895
ACH-000410,-0.46295620002899995
ACH-000411,-0.577493116677
ACH-000414,-0.15192047227299998
ACH-000415,-0.523346384776
ACH-000416,-0.436483588553
ACH-000420,-0.629981805428
ACH-000421,-0.7385104538699999
ACH-000424,-0.5880701365959999
ACH-000425,-0.317190011905
ACH-000426,-0.14687811801
ACH-000427,-0.36499521696599996
ACH-000433,-0.501708517894
ACH-000436,-0.6623295847990001
ACH-000444,-0.622347989306
ACH-000445,-0.554906402595
ACH-000448,-0.631982583955
ACH-000450,-0.183719654298
ACH-000452,-0.516232562027
ACH-000454,-0.364558597688
ACH-000458,-0.472601988307
ACH-000459,-0.079701545414
ACH-000460,-0.583528389429
ACH-000461,-0.6483665689620001
ACH-000463,-0.520664890895
ACH-000464,-0.600531552402
ACH-000466,-0.280233807836
ACH-000467,-0.446824240705
ACH-000468,-0.737289961816
ACH-000469,-0.570809925589
ACH-000470,-0.56180316421
ACH-000471,-0.462828498986
ACH-000472,-0.550413470324
ACH-000473,-0.494948189328
ACH-000475,-0.491565231782
ACH-000476,-0.50219501103
ACH-000477,-0.09421820434270001
ACH-000480,-0.618202323626
ACH-000481,-0.609321178249
ACH-000483,-0.5688343673699999
ACH-000484,-0.418753996281
ACH-000485,-0.504132531606
ACH-000486,-0.340197401496
ACH-000487,-0.38351175304799995
ACH-000488,-0.47199903423699996
ACH-000490,-0.519284859671
ACH-000491,-0.400187168671
ACH-000495,-0.336686620427
