,SNTA1 (6640)
ACH-000004,-0.282466550608
ACH-000007,0.0452031530864
ACH-000009,-0.14910507487
ACH-000011,-0.329918309293
ACH-000012,-0.04499268387
ACH-000013,0.0928743121223
ACH-000014,-0.17457722024300001
ACH-000015,0.0496372421316
ACH-000017,-0.08534660749980001
ACH-000018,-0.0592250561274
ACH-000019,-0.029503457315599998
ACH-000021,-0.059796654964199995
ACH-000022,-0.0889204865164
ACH-000025,-0.0494390223458
ACH-000028,-0.152089541086
ACH-000030,-0.127059197274
ACH-000035,-0.11604266283
ACH-000036,-0.200689312441
ACH-000037,0.0228630770599
ACH-000039,0.093647918283
ACH-000040,0.0872716713178
ACH-000041,-0.007326319129569999
ACH-000042,-0.270323425668
ACH-000045,-0.066591618311
ACH-000047,-0.027863670232799998
ACH-000052,-0.0327734507056
ACH-000053,-0.14102375348500001
ACH-000054,-0.036951193534599996
ACH-000055,-0.19250345225200002
ACH-000060,-0.19225978897399998
ACH-000067,-0.0267685946689
ACH-000070,-0.122617371299
ACH-000075,-0.250187612802
ACH-000078,-0.11899305170499999
ACH-000082,-0.115882069869
ACH-000085,-0.0500501413016
ACH-000086,-0.0832245532988
ACH-000087,-0.18856307989
ACH-000092,-0.18573551143300002
ACH-000095,-0.110310772447
ACH-000097,-0.08208270375910001
ACH-000098,0.06936619585210001
ACH-000099,-0.168253568534
ACH-000108,0.0321824882101
ACH-000113,-0.00203283989354
ACH-000115,-0.0367158470921
ACH-000116,-0.176768068564
ACH-000118,-0.253023482273
ACH-000120,-0.0794451572699
ACH-000123,-0.191344391341
ACH-000127,-0.209516838084
ACH-000128,-0.329171421756
ACH-000132,-0.0137503137791
ACH-000133,-0.143151955586
ACH-000137,-0.0580060030699
ACH-000138,-0.170391529207
ACH-000142,0.0802568249962
ACH-000143,-0.0602353227375
ACH-000146,-0.0282894461821
ACH-000148,-0.057266037264300004
ACH-000150,-0.208131571243
ACH-000152,-0.0944652140241
ACH-000153,-0.28238156272500003
ACH-000159,-0.16393676798100001
ACH-000160,-0.022561474222400003
ACH-000163,-0.134247572238
ACH-000167,-0.0336714904071
ACH-000168,-0.121911709896
ACH-000169,-0.127522718226
ACH-000178,0.0737345499297
ACH-000182,-0.08066105849930001
ACH-000183,-0.259771273348
ACH-000188,0.0425526070038
ACH-000189,-0.257967133087
ACH-000190,-0.0959601146962
ACH-000198,-0.144859000846
ACH-000204,0.0492124223126
ACH-000206,0.0458821567306
ACH-000207,-0.175273505953
ACH-000211,-0.10237663116599999
ACH-000215,-0.0678528683152
ACH-000221,-0.10882885664200001
ACH-000222,-0.190771112417
ACH-000223,-0.118843987836
ACH-000226,0.029092233357700004
ACH-000227,-0.19241691028400001
ACH-000228,0.058442424422900006
ACH-000231,-0.131908369465
ACH-000232,-0.103039030426
ACH-000233,-0.0558828931594
ACH-000234,-0.338499090015
ACH-000235,-0.102544127659
ACH-000237,0.015371672481100001
ACH-000238,-0.0851905735785
ACH-000243,-0.09919835096989998
ACH-000244,-0.0724224224555
ACH-000246,-0.23257398635899998
ACH-000248,0.0768068244648
ACH-000250,-0.06874755999969999
ACH-000251,0.0485487143042
ACH-000253,-0.0670632989785
ACH-000255,-0.282897256501
ACH-000256,0.11740197302000001
ACH-000257,0.041956978721500005
ACH-000258,0.271686912047
ACH-000259,-0.09152650420769999
ACH-000260,-0.07498355514939999
ACH-000261,-0.28264587380899997
ACH-000262,-0.10922648769400001
ACH-000263,-0.116450586994
ACH-000264,-0.167522164734
ACH-000265,-0.0357432590584
ACH-000266,-0.0232705099897
ACH-000272,-0.229505728471
ACH-000273,-0.222272370891
ACH-000274,-0.11881961978700001
ACH-000277,-0.252071018428
ACH-000278,-0.0376760669734
ACH-000279,-0.028560775372599996
ACH-000280,-0.19974338700599997
ACH-000281,-0.0866772725174
ACH-000288,-0.0056087784103500005
ACH-000291,-0.13833132205499998
ACH-000293,-0.223853616146
ACH-000294,-0.236723481545
ACH-000295,-0.022267235448699997
ACH-000296,-0.0685229301908
ACH-000302,-0.10762425255699999
ACH-000304,-0.0341987465828
ACH-000307,-0.08406035470519999
ACH-000308,-0.0357159876781
ACH-000310,-0.268596793173
ACH-000311,-0.0300959072998
ACH-000312,-0.10456067347999999
ACH-000315,0.0364902661548
ACH-000316,-0.125614063599
ACH-000317,-0.15887469302999999
ACH-000318,0.09383757371519999
ACH-000319,0.0171220558835
ACH-000320,-0.244121217394
ACH-000322,-0.253142701538
ACH-000323,0.0037197122735300003
ACH-000324,-0.167372712556
ACH-000329,-0.023139251545700002
ACH-000330,0.04972944423719999
ACH-000331,-0.05326660192509999
ACH-000332,-0.148411193521
ACH-000334,-0.346275464764
ACH-000335,-0.0294119411625
ACH-000336,-0.0624147972184
ACH-000337,-0.16420244799699998
ACH-000339,0.049431838736500006
ACH-000341,-0.155797336498
ACH-000348,0.017835477107099998
ACH-000350,-0.308416568506
ACH-000352,-0.16589959035399998
ACH-000356,0.013422333748700001
ACH-000361,0.0874158112139
ACH-000362,-0.004295124352260001
ACH-000363,0.130318112162
ACH-000364,-0.0379755194911
ACH-000365,-0.0733206318683
ACH-000366,-0.21508055979899998
ACH-000368,0.0400963314936
