,ACAP1 (9744)
ACH-000004,-0.137812492732
ACH-000007,-0.10082977502599999
ACH-000009,-0.373693256568
ACH-000011,0.0308981464733
ACH-000012,-0.309050552692
ACH-000013,-0.264006936475
ACH-000014,-0.024828442534
ACH-000015,-0.204500087987
ACH-000017,-0.104941016987
ACH-000018,-0.10967547962200001
ACH-000019,-0.171966989157
ACH-000021,-0.05891541261680001
ACH-000022,-0.146033076139
ACH-000025,-0.201471169722
ACH-000028,-0.105308762134
ACH-000030,-0.154045945165
ACH-000035,-0.140431277983
ACH-000036,-0.150353197565
ACH-000037,-0.220050043966
ACH-000039,0.000760576466776
ACH-000040,-0.16454945624000003
ACH-000041,-0.162945610426
ACH-000042,-0.189849588018
ACH-000045,-0.294411714805
ACH-000047,-0.207841270966
ACH-000052,-0.148448885409
ACH-000053,-0.109946550213
ACH-000054,-0.193193659085
ACH-000055,-0.0745533746344
ACH-000060,-0.188981032847
ACH-000067,-0.317101578244
ACH-000070,-0.501010651444
ACH-000075,-0.00234943303937
ACH-000078,-0.122593962445
ACH-000082,-0.276777508742
ACH-000085,-0.0612266945753
ACH-000086,-0.229518177332
ACH-000087,-0.14158094083699999
ACH-000092,-0.215923740513
ACH-000095,-0.155724683055
ACH-000097,-0.17072498035599998
ACH-000098,-0.322101229072
ACH-000099,-0.1193699067
ACH-000108,-0.11470124774900001
ACH-000113,-0.152151343164
ACH-000115,-0.053941599166699994
ACH-000116,-0.0602343326731
ACH-000118,-0.116749406899
ACH-000120,-0.229287420801
ACH-000123,-0.225894387761
ACH-000127,-0.152659772183
ACH-000128,-0.0717751993803
ACH-000132,-0.16912127053
ACH-000133,-0.17686265750100003
ACH-000137,-0.199662978169
ACH-000138,-0.33466322503
ACH-000142,-0.240261665085
ACH-000143,-0.140367780631
ACH-000146,-0.214950078583
ACH-000148,-0.21265713428
ACH-000150,-0.308153975965
ACH-000152,-0.276173841625
ACH-000153,-0.209805122206
ACH-000159,-0.144499139247
ACH-000160,-0.217013587555
ACH-000163,-0.0151933514361
ACH-000167,-0.0288779940686
ACH-000168,-0.316491722756
ACH-000169,-0.09224596329880001
ACH-000178,-0.270665752031
ACH-000182,-0.145178056608
ACH-000183,-0.22776340136700002
ACH-000188,-0.351122783544
ACH-000189,-0.12374232196799999
ACH-000190,-0.23443587482099998
ACH-000198,-0.15147659604
ACH-000204,-0.643306137526
ACH-000206,-0.22593703539
ACH-000207,-0.394104248245
ACH-000211,-0.17943592830699998
ACH-000215,-0.26185810943300003
ACH-000221,-0.07464185299750001
ACH-000222,-0.0820125381836
ACH-000223,-0.0388814932839
ACH-000226,-0.0704303238817
ACH-000227,-0.262392504119
ACH-000228,-0.0312009528063
ACH-000231,-0.284677705669
ACH-000232,-0.016319931107100002
ACH-000233,-0.25812816713000003
ACH-000234,-0.19974614712699998
ACH-000235,-0.16971819870299998
ACH-000237,-0.0997146654465
ACH-000238,-0.477278237077
