,SRRD (402055)
ACH-000004,-0.355145906876
ACH-000007,-0.45475137060500004
ACH-000009,-0.347277286726
ACH-000011,-0.389661849956
ACH-000012,-0.45966968507600003
ACH-000013,-0.264959909889
ACH-000014,-0.351780540177
ACH-000015,-0.418073599899
ACH-000017,-0.570701879551
ACH-000018,-0.226170356343
ACH-000019,-0.6123588837539999
ACH-000021,-0.39797482922
ACH-000022,-0.5152466687789999
ACH-000025,-0.479216333344
ACH-000028,-0.6989740560430001
ACH-000030,-0.37285363290299994
ACH-000035,-0.0310850739987
ACH-000036,-0.296506719956
ACH-000037,-0.33885914625299995
ACH-000039,-0.16101256182600002
ACH-000040,-0.160257387241
ACH-000041,-0.524883207396
ACH-000042,-0.37092709095799997
ACH-000045,-0.484538742327
ACH-000047,-0.503519850059
ACH-000052,0.04595948828319999
ACH-000053,-0.295990314502
ACH-000054,-0.209168108311
ACH-000055,-0.623596199464
ACH-000060,-0.337291483539
ACH-000067,-0.393576946084
ACH-000070,-0.128445648837
ACH-000075,0.20357817022500002
ACH-000078,-0.09692948212099999
ACH-000082,-0.333256124232
ACH-000085,-0.585305471055
ACH-000086,-0.138161775856
ACH-000087,-0.425865064862
ACH-000092,-0.228318467569
ACH-000095,-0.161360769669
ACH-000097,-0.46864834350900003
ACH-000098,-0.0855682573065
ACH-000099,-0.493479301213
ACH-000108,-0.331232790718
ACH-000113,-0.41514452902800003
ACH-000115,-0.656156429814
ACH-000116,-0.45765917469800005
ACH-000118,-0.548014863128
ACH-000120,-0.323702173651
ACH-000123,-0.27687595637699997
ACH-000127,-0.376493791003
ACH-000128,-0.11842171412000001
ACH-000132,-0.191425637652
ACH-000133,-0.29413584489
ACH-000137,-0.23416458835200002
ACH-000138,-0.300301031608
ACH-000142,-0.0865592360752
ACH-000143,-0.33893830090300003
ACH-000146,-0.214266456327
ACH-000148,-0.119877293186
ACH-000150,0.0346961040331
ACH-000152,-0.19195185019000002
ACH-000153,-0.480019770451
ACH-000159,-0.0619653968525
ACH-000160,-0.26441737845400004
ACH-000163,-0.123148298982
ACH-000167,-0.041537776696800005
ACH-000168,-0.101635169222
ACH-000169,-0.173998811633
ACH-000178,-0.463867096912
ACH-000182,-0.25603095254999997
ACH-000183,-0.5221743125289999
ACH-000188,-0.318518534688
ACH-000189,-0.419989502361
ACH-000190,-0.5357250902
ACH-000198,-0.335081059427
ACH-000204,-0.133887391419
ACH-000206,-0.49184090331
ACH-000207,-0.1376405818
ACH-000211,-0.35609231272
ACH-000215,-0.36963409714400003
ACH-000221,-0.460959330687
ACH-000222,-0.357381235622
ACH-000223,-0.426719306223
ACH-000226,-0.521818364503
ACH-000227,-0.4502921057
ACH-000228,-0.05604361791259999
ACH-000231,-0.19544762369600002
ACH-000232,-0.37180667223
ACH-000233,-0.36084222191200005
ACH-000234,-0.0666244481886
ACH-000235,0.0362903275514
ACH-000237,-0.215596606701
ACH-000238,0.0562495676837
ACH-000243,-0.35265493629600003
ACH-000244,-0.0596283491644
ACH-000246,-0.335543807448
ACH-000248,-0.6210441032899999
ACH-000250,-0.309982410548
ACH-000251,-0.11319360482799999
ACH-000253,-0.33890240147100004
ACH-000255,-0.49650017775300004
ACH-000256,-0.44079311854099995
ACH-000257,-0.253993906918
ACH-000258,-0.487645933793
ACH-000259,-0.23443311020799998
ACH-000260,-0.414906739332
ACH-000261,-0.06736247986340001
ACH-000262,-0.271833393098
ACH-000263,-0.541765441861
ACH-000264,-0.46265876301799996
ACH-000265,-0.401845334103
ACH-000266,0.061144640147599995
ACH-000272,-0.157084728091
ACH-000273,-0.38365823221
ACH-000274,-0.0638179126307
ACH-000277,-0.489897223587
ACH-000278,-0.549567054473
ACH-000279,-0.287370425259
ACH-000280,-0.0594336942452
ACH-000281,0.0495296218314
ACH-000288,-0.235087976578
ACH-000291,-0.358361350167
ACH-000293,-0.20970725782400002
ACH-000294,-0.515825148353
ACH-000295,-0.08695822984780001
ACH-000296,-0.448734476254
ACH-000302,-0.324833051287
ACH-000304,-0.694558360806
ACH-000307,-0.204632616272
ACH-000308,-0.440976294054
ACH-000310,-0.371827993981
ACH-000311,-0.36324885377300004
ACH-000312,-0.258480682583
ACH-000315,-0.30077862318799997
ACH-000316,-0.290706572464
ACH-000317,-0.538825807027
ACH-000318,-0.356765358184
ACH-000319,-0.583669950176
ACH-000320,-0.243559642718
ACH-000322,-0.0701706800583
ACH-000323,-0.35076681838600005
ACH-000324,-0.354638432124
ACH-000329,-0.150079186312
ACH-000330,-0.48587180224699994
ACH-000331,-0.0285907183639
ACH-000332,-0.25188940230900003
ACH-000334,-0.493440703633
ACH-000335,-0.303138816097
ACH-000336,-0.400260721568
ACH-000337,-0.645710588696
ACH-000339,-0.411306126925
ACH-000341,-0.6732834769570001
ACH-000348,-0.421634108605
ACH-000350,-0.43104807579099996
ACH-000352,-0.434354838219
ACH-000356,-0.287726922248
ACH-000361,-0.153615016537
ACH-000362,-0.39247699482500004
ACH-000363,-0.19636430753400003
ACH-000364,-0.540641269526
ACH-000365,-0.30893112007199997
ACH-000366,-0.328220639868
ACH-000368,-0.195133571496
ACH-000374,-0.187408319463
ACH-000375,-0.352526048614
ACH-000376,0.104763131405
ACH-000381,-0.379716003644
ACH-000383,-0.17610751264199997
ACH-000387,-0.26943783132300003
ACH-000389,-0.143289175241
ACH-000390,-0.45538350841700004
ACH-000393,-0.353796029908
ACH-000395,-0.487745117634
ACH-000397,-0.363356547879
ACH-000401,-0.175722930346
ACH-000402,-0.304800791357
ACH-000403,-0.244968418167
ACH-000404,-0.28983324426600005
ACH-000406,-0.438868632018
ACH-000407,-0.333345889897
ACH-000408,-0.184154472499
ACH-000410,-0.35301449101899995
ACH-000411,0.0727968621645
ACH-000414,-0.411188079717
ACH-000415,-0.09432801029349999
ACH-000416,-0.39455132406099996
ACH-000420,-0.35027252029600003
ACH-000421,-0.452260445427
ACH-000424,-0.25615691158000004
ACH-000425,-0.290022557103
ACH-000426,-0.436692895273
ACH-000427,-0.103327449388
ACH-000433,-0.0584637913275
ACH-000436,-0.08877076482410001
ACH-000444,-0.551473987524
ACH-000445,-0.3802756028
ACH-000448,-0.217556536567
ACH-000450,-0.614638055243
ACH-000452,-0.20865912132300002
ACH-000454,-0.598684310491
ACH-000458,-0.22744944011799997
ACH-000459,-0.7415237183300001
ACH-000460,-0.366992553747
ACH-000461,-0.334268432116
ACH-000463,-0.0793710006543
ACH-000464,-0.185702574628
ACH-000466,0.087384530711
ACH-000467,-0.199882589532
ACH-000468,-0.755481381853
ACH-000469,-0.63944202193
ACH-000470,-0.672620071685
ACH-000471,-0.08302878987489999
ACH-000472,-0.264184421019
ACH-000473,-0.509747050862
ACH-000475,-0.495175923701
ACH-000476,0.06877421303119999
ACH-000477,-0.287563862928
ACH-000480,-0.473216427004
ACH-000481,-0.42225330530999994
ACH-000483,-0.5597112481409999
ACH-000484,0.078274721613
ACH-000485,-0.43634391551299995
ACH-000486,-0.10604662159
ACH-000487,-0.28449831045
ACH-000488,-0.579998063961
ACH-000490,-0.41149848455
ACH-000491,-0.173999675511
ACH-000495,-0.0648361318298
ACH-000496,-0.226150884899
ACH-000499,-0.34197660822
ACH-000500,0.0646981125557
ACH-000502,-0.46858049751
ACH-000503,-0.243069084716
ACH-000505,-0.43611460738200003
ACH-000507,-0.23738325188499998
ACH-000510,-0.243112104955
ACH-000511,-0.466147269134
ACH-000512,-0.32168395948199996
ACH-000516,-0.361652826102
ACH-000517,-0.30986692896400003
ACH-000518,-0.0391070468367
ACH-000520,-0.536141847557
ACH-000521,-0.045090659269
ACH-000522,-0.345470629874
ACH-000524,-0.468179660463
ACH-000527,-0.347742156664
ACH-000528,-0.246724811564
ACH-000537,-0.303315507379
ACH-000541,-0.121417226281
ACH-000542,-0.299782978659
ACH-000544,-0.423002256184
ACH-000545,-0.11957835742699999
ACH-000547,-0.581207087001
ACH-000548,-0.319491443188
ACH-000549,-0.15430745179000002
ACH-000550,-0.64430155527
ACH-000552,-0.520689064856
ACH-000556,-0.363866038987
ACH-000557,-0.514036902307
ACH-000570,-0.142175591178
ACH-000571,-0.43258659524899995
ACH-000573,-0.139360200929
ACH-000576,-0.510573206156
ACH-000580,-0.655597988698
ACH-000584,-0.5252518187830001
ACH-000585,-0.0200541019021
ACH-000588,-0.11752907818
ACH-000589,-0.340362641147
ACH-000591,-0.674357036471
ACH-000593,-0.25275911549
ACH-000600,-0.186492920266
ACH-000601,-0.489041685459
ACH-000604,-0.222708049775
ACH-000605,0.022868585690599998
ACH-000606,-0.29403059406300003
ACH-000608,-0.499258453767
ACH-000614,0.091499301832
ACH-000616,-0.36582231259900005
ACH-000618,-0.25728859061799997
ACH-000619,-0.467387719094
ACH-000620,-0.199176576422
ACH-000621,-0.17695135622299998
ACH-000622,-0.19937657960400001
ACH-000623,-0.521545179258
ACH-000624,-0.145900397772
ACH-000627,-0.52490313851
ACH-000630,0.13307430192199998
