,BOC (91653)
ACH-000004,0.11050095632899999
ACH-000007,0.171964997741
ACH-000009,-0.26451674552
ACH-000011,-0.100159471818
ACH-000012,-0.133557020173
ACH-000013,-0.0341117986452
ACH-000014,0.0497331034875
ACH-000015,0.11871528236
ACH-000017,-0.017121566648
ACH-000018,-0.210756982009
ACH-000019,0.020739377060599997
ACH-000021,-0.09928050939470001
ACH-000022,-0.155654211237
ACH-000025,-0.119028125613
ACH-000028,-0.0799802622432
ACH-000030,-0.0732513278643
ACH-000035,-0.42368351620800004
ACH-000036,0.026325801220299996
ACH-000037,0.104489357771
ACH-000039,-0.046441903153
ACH-000040,0.0296428803156
ACH-000041,-0.09967704249600001
ACH-000042,-0.189600142104
ACH-000045,-0.214922177895
ACH-000047,-0.00655138895209
ACH-000052,-0.320802933411
ACH-000053,-0.09185120169500001
ACH-000054,0.030869961587099995
ACH-000055,-0.0705405559825
ACH-000060,-0.34871264328
ACH-000067,-0.21263844561999998
ACH-000070,-0.010277991235
ACH-000075,-0.10328242769099999
ACH-000078,0.080228167554
ACH-000082,-0.108503061754
ACH-000085,0.012785353343
ACH-000086,-0.113102217866
ACH-000087,-0.412916985499
ACH-000092,-0.17766804350999998
ACH-000095,-0.0628250952552
ACH-000097,-0.0231165055736
ACH-000098,-0.138291188546
ACH-000099,0.0532304720438
ACH-000108,-0.249513311541
ACH-000113,-0.15263297042
ACH-000115,-0.302033767427
ACH-000116,0.116572004516
ACH-000118,-0.172717215861
ACH-000120,-0.128608881929
ACH-000123,-0.0369907862631
ACH-000127,0.0135408753654
ACH-000128,0.0161808129804
ACH-000132,-0.0992287502725
ACH-000133,-0.12556541513299999
ACH-000137,-0.133951764844
ACH-000138,-0.219498798149
ACH-000142,-0.207585778791
ACH-000143,-0.187996623997
ACH-000146,-0.17070146528400001
ACH-000148,0.025575184761900002
ACH-000150,0.0900710125062
ACH-000152,-0.132586552334
ACH-000153,-0.574564848504
ACH-000159,0.00257146299511
ACH-000160,-0.28287846118500004
ACH-000163,0.024217369685800003
ACH-000167,-0.08063219743200001
ACH-000168,0.00174791292492
ACH-000169,-0.20388204834399998
ACH-000178,0.0784208862859
ACH-000182,-0.153310364669
ACH-000183,-0.025970708852900003
ACH-000188,-0.100584851751
ACH-000189,0.7570882314659999
ACH-000190,-0.150385119404
ACH-000198,-0.145066360989
ACH-000204,0.10472216136399999
ACH-000206,-0.22126842845800002
ACH-000207,-0.33771119064800004
ACH-000211,-0.214492436625
ACH-000215,0.0193779374666
ACH-000221,-0.045192476959499996
ACH-000222,-0.454052120673
ACH-000223,-0.0676121323182
ACH-000226,-0.261533755549
ACH-000227,0.204671775777
ACH-000228,-0.0244345718202
ACH-000231,-0.0304763556476
ACH-000232,-0.10663376012
ACH-000233,-0.0118573187451
ACH-000234,0.055314637724699994
ACH-000235,-0.149949266129
ACH-000237,-0.07095272265449999
ACH-000238,0.198598053496
ACH-000243,-0.12340966965500001
ACH-000244,-0.23539949349199998
ACH-000246,-0.00257417715114
ACH-000248,-0.0297359759307
ACH-000250,-0.0931892228452
ACH-000251,-0.12957382997199998
ACH-000253,0.038987138807
ACH-000255,0.12424998104599999
ACH-000256,0.014417850592700001
ACH-000257,-0.175545694512
ACH-000258,0.0385834188002
ACH-000259,-0.0879035394134
ACH-000260,-0.112422224191
ACH-000261,-0.260198454142
ACH-000262,-0.0506677898632
ACH-000263,-0.151276529564
ACH-000264,0.0364695622699
ACH-000265,-0.03818037460319999
ACH-000266,-0.11651853563100001
ACH-000272,-0.128475319151
ACH-000273,0.00550203677678
ACH-000274,0.00824086508408
