,SULT1C3 (442038)
ACH-000004,0.153613526148
ACH-000007,0.179700909899
ACH-000009,0.03436405897269999
ACH-000011,0.13399972121200002
ACH-000012,0.0832711081332
ACH-000013,0.141835623818
ACH-000014,0.135007350369
ACH-000015,0.120459021391
ACH-000017,0.156689937449
ACH-000018,-0.031258770400999995
ACH-000019,0.09286536034369999
ACH-000021,0.188351757499
ACH-000022,0.188851507617
ACH-000025,0.08902221173250001
ACH-000028,0.0229097304341
ACH-000030,0.00952586603782
ACH-000035,0.169377692053
ACH-000036,0.251171338144
ACH-000037,0.061307518627000006
ACH-000039,-0.12075514146500001
ACH-000040,0.19424373820799998
ACH-000041,0.23768052684799998
ACH-000042,0.107883393501
ACH-000045,0.331032626704
ACH-000047,0.150661082036
ACH-000052,0.036956328584
ACH-000053,0.118448856652
ACH-000054,0.027197510600999997
ACH-000055,0.23190362034899997
ACH-000060,0.126548372426
ACH-000067,0.148541151371
ACH-000070,0.16407811682700002
ACH-000075,-0.0351924752217
ACH-000078,0.0427939651049
ACH-000082,0.127209715174
ACH-000085,0.146226869783
ACH-000086,0.103498746247
ACH-000087,0.199710970603
ACH-000092,0.0917652886854
ACH-000095,0.145615700489
ACH-000097,0.14814130553500002
ACH-000098,0.023408121244900004
ACH-000099,0.16784042665999999
ACH-000108,0.0330640167859
ACH-000113,0.133589664662
ACH-000115,0.21451065263099997
ACH-000116,0.20407417030900002
ACH-000118,0.0542330428615
ACH-000120,0.271574986074
ACH-000123,0.0208696200028
ACH-000127,0.106403440331
ACH-000128,0.144891199542
ACH-000132,0.183543619896
ACH-000133,-0.0826752772053
ACH-000137,0.185205754641
ACH-000138,0.19504127642799998
ACH-000142,0.27739971441399996
ACH-000143,0.05219608683130001
ACH-000146,-0.00467185926867
ACH-000148,0.214438654624
ACH-000150,0.25502384787
ACH-000152,0.061614447607300005
ACH-000153,0.160037496217
ACH-000159,0.23515469587499999
ACH-000160,0.181352333029
ACH-000163,0.196058668324
ACH-000167,0.280913484324
ACH-000168,0.17613480086599997
ACH-000169,0.164287456737
ACH-000178,0.204329339252
ACH-000182,-0.100640147511
ACH-000183,0.0187577231873
ACH-000188,0.222809933316
ACH-000189,0.08627117563969999
ACH-000190,0.0309712348813
ACH-000198,0.181423152398
ACH-000204,0.027122952840400002
ACH-000206,0.040110193908000004
ACH-000207,-0.0930282026345
ACH-000211,-0.0254518607044
ACH-000215,0.197111790872
ACH-000221,0.0705266760492
ACH-000222,0.30782122179099997
ACH-000223,-0.0227520084447
ACH-000226,0.120759331527
ACH-000227,-0.09656159489949999
ACH-000228,0.18412496137
ACH-000231,0.0355689112237
ACH-000232,0.0641709539
ACH-000233,0.0617369225976
ACH-000234,-0.158967930456
ACH-000235,0.12129892489399999
ACH-000237,-0.0172565093822
ACH-000238,0.17619241328
ACH-000243,0.06987195025769999
ACH-000244,0.209995345071
ACH-000246,0.041763918062699995
ACH-000248,0.147221935862
ACH-000250,0.0854656293145
ACH-000251,0.00160102482162
ACH-000253,0.11103418903699999
ACH-000255,0.0886643185523
ACH-000256,0.028686334350000002
ACH-000257,-0.015469055517799998
ACH-000258,0.0625714663656
ACH-000259,0.148095457083
ACH-000260,0.12515622222699999
ACH-000261,0.0909710927331
ACH-000262,0.262531113654
ACH-000263,0.47521786039499997
ACH-000264,0.17325585978799998
ACH-000265,0.11975750597899999
ACH-000266,0.125946405992
ACH-000272,0.07467904631160001
ACH-000273,0.14136781680299998
ACH-000274,0.15709566348600001
ACH-000277,0.222934502231
ACH-000278,0.040337577837000003
ACH-000279,0.07960922698039999
ACH-000280,0.281451481287
ACH-000281,0.17726959682500001
ACH-000288,0.186536200116
ACH-000291,0.13434634104
ACH-000293,0.143892594844
ACH-000294,0.251266894871
ACH-000295,0.331513416376
ACH-000296,0.040248080349199994
ACH-000302,0.12209429898
ACH-000304,-0.153736611872
ACH-000307,0.134109970636
ACH-000308,0.07954860121160001
ACH-000310,0.040097262842800005
ACH-000311,0.138306162523
ACH-000312,0.09872010774560001
ACH-000315,0.0304298245848
ACH-000316,0.235362558507
ACH-000317,0.29118903423500003
ACH-000318,0.340014569152
ACH-000319,0.22591923021899998
ACH-000320,0.121256065542
ACH-000322,0.0381836174895
ACH-000323,0.188879361083
ACH-000324,0.0483823510767
ACH-000329,0.10053451015699999
ACH-000330,0.20140320174000004
ACH-000331,0.162405203538
ACH-000332,0.119817817243
ACH-000334,0.43636739744099995
ACH-000335,0.0945373820924
ACH-000336,0.29714596101
ACH-000337,0.42250034078000004
ACH-000339,0.094998473473
ACH-000341,0.42472962824199995
ACH-000348,0.050561821050000004
ACH-000350,0.273753466302
ACH-000352,0.1294930058
ACH-000356,0.112135837303
ACH-000361,0.319093173834
ACH-000362,0.136180416982
ACH-000363,0.024958020197200004
ACH-000364,0.136989767702
ACH-000365,0.21025283563299998
ACH-000366,0.103962032175
