,TEF (7008)
ACH-000403,-0.379275391539
ACH-000404,-0.17742102292599998
ACH-000406,-0.32250679789000003
ACH-000407,-0.21844273353500002
ACH-000408,-0.564899660017
ACH-000410,-0.460065897877
ACH-000411,-0.234317017285
ACH-000414,-0.27308248649
ACH-000415,-0.35209373859399995
ACH-000416,-0.359205952642
ACH-000420,-0.225144005449
ACH-000421,-0.355516870794
ACH-000424,-0.449880741788
ACH-000425,-0.348791054678
ACH-000426,-0.329911196023
ACH-000427,-0.601857838007
ACH-000433,-0.305125985654
ACH-000436,-0.464457179969
ACH-000444,-0.32956563350699997
ACH-000445,-0.420710881438
ACH-000448,-0.411137596602
ACH-000450,-0.566811332708
ACH-000452,-0.33495533512200004
ACH-000454,-0.544675269931
ACH-000458,-0.507116850594
ACH-000459,-0.347639749959
ACH-000460,-0.26576631883499996
ACH-000461,-0.625222047325
ACH-000463,-0.362239504049
ACH-000464,-0.481983812456
ACH-000466,-0.421357477593
ACH-000467,-0.198155182831
ACH-000468,-0.384172775829
ACH-000469,-0.37344741097499995
ACH-000470,-0.31601647684
ACH-000471,-0.350333664344
ACH-000472,-0.335427559938
ACH-000473,-0.468518701061
ACH-000475,-0.294771621762
ACH-000476,-0.533834561319
ACH-000477,-0.287422501816
ACH-000480,-0.314528657659
ACH-000481,-0.243949252357
ACH-000483,-0.609292669247
ACH-000484,-0.350850639924
ACH-000485,-0.18389185943
ACH-000486,-0.205754156344
ACH-000487,-0.199583214783
ACH-000488,-0.41654041335299996
ACH-000490,-0.380967579116
ACH-000491,-0.317649412833
ACH-000495,-0.24158222997200002
ACH-000496,-0.220370261336
ACH-000499,-0.334916072889
ACH-000500,-0.16375208036299999
ACH-000502,-0.33473342772799997
ACH-000503,-0.34804141871699995
ACH-000505,-0.254873097092
ACH-000507,-0.47863682327600005
ACH-000510,-0.319257291689
ACH-000511,-0.37774829022399997
ACH-000512,-0.320658026594
ACH-000516,-0.611091333873
ACH-000517,-0.43583853156
ACH-000518,-0.31174750042
ACH-000520,-0.307414604017
ACH-000521,-0.40953231681
ACH-000522,-0.232571845681
ACH-000524,-0.39715909046899994
ACH-000527,-0.355329818564
ACH-000528,-0.40458062796899996
ACH-000537,-0.469483187918
ACH-000541,-0.389862338481
ACH-000542,-0.263323736368
ACH-000544,-0.21611544710499997
ACH-000545,-0.398617465406
ACH-000547,-0.434753313034
ACH-000548,-0.517744879226
ACH-000549,-0.115490394984
ACH-000550,-0.286003840952
ACH-000552,-0.28569698748000005
ACH-000556,-0.453980564486
ACH-000557,-0.43859983685000004
ACH-000570,-0.389435277978
ACH-000571,-0.458003724726
ACH-000573,-0.307914414027
ACH-000576,-0.658046526375
ACH-000580,-0.247430103435
ACH-000584,-0.330934155672
ACH-000585,-0.206455895367
ACH-000588,-0.285559545233
ACH-000589,-0.34204273735600005
ACH-000591,-0.579533747388
ACH-000593,-0.154494701139
ACH-000600,-0.41555090108099996
ACH-000601,-0.384818092044
ACH-000604,-0.733515783001
ACH-000605,-0.355081437636
ACH-000606,-0.494654618956
ACH-000608,-0.5200681809300001
ACH-000614,-0.36530515100500005
ACH-000616,-0.35691549949699997
ACH-000618,-0.394720493688
ACH-000619,-0.314790141056
ACH-000620,-0.411723942941
ACH-000621,-0.415648060423
ACH-000622,-0.224325703851
ACH-000623,-0.46884295413599997
ACH-000624,-0.437942528526
ACH-000627,-0.339616387113
ACH-000630,-0.302472330631
ACH-000632,-0.42864473072400006
ACH-000633,-0.678265957735
ACH-000637,-0.424823559073
ACH-000638,-0.247537845224
ACH-000646,-0.343386274416
ACH-000647,-0.332778025629
ACH-000648,-0.0781589452712
ACH-000649,-0.406377371286
ACH-000651,-0.239617394817
ACH-000652,-0.252960876335
ACH-000653,-0.395236613538
ACH-000657,-0.425927950724
ACH-000658,-0.265458025785
ACH-000661,-0.39802213071599996
ACH-000662,-0.450266793499
ACH-000663,-0.331861804179
ACH-000665,-0.5363198386770001
ACH-000671,-0.40912443396700005
ACH-000673,-0.5355139244129999
ACH-000676,-0.120038140509
ACH-000677,-0.23581463041900003
ACH-000681,-0.179235908931
ACH-000682,-0.305231920338
ACH-000683,-0.22606418850499999
ACH-000684,-0.41564720513400005
ACH-000688,-0.227665230267
ACH-000693,-0.413212523975
ACH-000694,-0.621785349828
ACH-000695,-0.573722229907
ACH-000696,-0.33771784496699997
ACH-000697,-0.37367666448700004
ACH-000699,-0.534097775008
ACH-000701,-0.521252958527
ACH-000706,-0.439438315515
ACH-000711,-0.39804141202200005
ACH-000713,-0.36819772938199996
ACH-000714,-0.583205469843
ACH-000718,-0.31723111905400003
ACH-000720,-0.29146517314
ACH-000721,-0.35394476952200005
ACH-000724,-0.17645961863499998
ACH-000725,-0.46611403378300004
ACH-000732,-0.441401572065
ACH-000734,-0.224650420949
ACH-000735,-0.5099877593609999
ACH-000736,-0.443518718548
ACH-000738,-0.335663925987
ACH-000746,-0.704457247652
ACH-000747,-0.494143202236
ACH-000748,-0.346021306246
ACH-000753,-0.27350020698399996
ACH-000756,-0.359275182365
ACH-000757,-0.259374210626
ACH-000758,-0.52051115691
ACH-000760,-0.232780606365
ACH-000763,-0.35955879139700003
ACH-000764,-0.198378172385
ACH-000765,-0.255796778
ACH-000766,-0.31346072863
ACH-000767,-0.350150346043
ACH-000768,-0.39971423189599997
ACH-000769,-0.449740179269
ACH-000770,-0.276402097786
ACH-000771,-0.37739477898400003
ACH-000773,-0.37926145566299996
ACH-000776,-0.447951897172
ACH-000777,-0.579248730947
ACH-000778,-0.479881637988
ACH-000781,-0.303240015676
ACH-000782,-0.287581309575
ACH-000783,-0.43775153513400006
ACH-000784,-0.365092666821
ACH-000785,-0.330752068183
ACH-000787,-0.438301986849
ACH-000788,-0.36530556198200004
ACH-000791,-0.58573726095
ACH-000792,-0.28618597486200004
ACH-000794,-0.48375823954499997
ACH-000796,-0.32918047917300003
ACH-000799,-0.37479207694
ACH-000800,-0.42239394111100004
ACH-000802,-0.427159347353
ACH-000804,-0.14802651851600002
ACH-000805,-0.305719398784
ACH-000809,-0.485699680777
ACH-000810,-0.5448633599930001
ACH-000811,-0.260629504789
ACH-000817,-0.582363982962
ACH-000819,-0.389156264616
ACH-000820,-0.23599693409699998
ACH-000821,-0.4614612618399999
ACH-000822,-0.262479725745
ACH-000823,-0.40861509638000004
ACH-000824,-0.37977235941799997
ACH-000827,-0.322949737141
ACH-000829,-0.325736718054
ACH-000831,-0.45116044966799995
ACH-000832,-0.33843342745099997
ACH-000833,-0.382743094614
ACH-000834,-0.36908173299099994
ACH-000835,-0.487306199028
ACH-000836,-0.46810856678
ACH-000837,-0.201650026078
ACH-000838,-0.463749777958
ACH-000839,-0.290482844045
ACH-000840,-0.21685495470199997
ACH-000841,-0.194698941406
ACH-000843,-0.528664736783
ACH-000846,-0.64524904564
ACH-000847,-0.35996325717200006
ACH-000848,-0.250268045158
ACH-000849,-0.31466781705499997
ACH-000851,-0.298886750799
ACH-000855,-0.35090559824600004
ACH-000856,-0.36335102572300004
ACH-000858,-0.41061043251900003
ACH-000859,-0.595044381896
ACH-000861,-0.334503064268
ACH-000862,-0.6504754754500001
ACH-000865,-0.312897702036
ACH-000866,-0.369969513042
ACH-000867,-0.435635785278
ACH-000869,-0.449141432324
ACH-000872,-0.253469621288
ACH-000873,-0.37000388013700003
ACH-000876,-0.332892279332
ACH-000878,-0.166819302134
ACH-000880,-0.305799873789
ACH-000881,-0.32034230546
ACH-000882,-0.221538201165
ACH-000884,-0.494729526223
ACH-000885,-0.42668902672799996
ACH-000887,-0.301075525079
ACH-000888,-0.22080351412799998
ACH-000889,-0.238043748079
ACH-000890,-0.816414736593
ACH-000896,-0.365926657097
ACH-000898,-0.360688216663
ACH-000900,-0.34031102643100003
ACH-000901,-0.432025739119
ACH-000905,-0.19350380397
ACH-000906,-0.359171483377
ACH-000907,-0.31962024441799997
ACH-000910,-0.298713618319
ACH-000911,-0.38490192331699996
ACH-000912,-0.319607428182
ACH-000913,-0.19751663612999998
ACH-000915,-0.208619242723
ACH-000916,0.027263378941599997
ACH-000917,-0.301740152936
ACH-000921,-0.601343424982
ACH-000924,-0.451143971676
ACH-000926,-0.371105639404
ACH-000928,-0.5440228001349999
ACH-000929,-0.276994104118
ACH-000932,-0.42418080990199997
ACH-000935,-0.269084587188
ACH-000936,-0.416868484928
ACH-000937,-0.429914173159
ACH-000938,-0.43891348213500003
ACH-000939,-0.40756842827399997
ACH-000941,-0.219699982215
ACH-000943,-0.211722256591
ACH-000946,-0.44856230400700003
ACH-000947,-0.278223827898
ACH-000948,-0.134655573452
ACH-000950,-0.36437709362
ACH-000953,-0.45722661556599997
ACH-000957,-0.399996930065
ACH-000958,-0.45765206587800006
ACH-000960,-0.624453554061
ACH-000963,-0.6296402406589999
ACH-000968,-0.487801329515
ACH-000969,-0.45007217481000006
ACH-000973,-0.29966078589899997
ACH-000974,-0.26191933962200004
ACH-000975,-0.3901911547
ACH-000976,-0.445774232368
ACH-000978,-0.9039587543950001
ACH-000980,-0.42039550423199995
ACH-000984,-0.268799029833
ACH-000986,-0.532429152654
ACH-000988,-0.461562475049
ACH-000993,-0.37005515127300004
ACH-000994,-0.417966528873
ACH-000996,-0.258240931314
ACH-001001,-0.42097080070299997
ACH-001020,-0.156129157085
ACH-001028,-0.343805765789
ACH-001031,-0.335766409037
ACH-001038,-0.296746460927
ACH-001048,-0.292517579415
ACH-001050,-0.192961497364
ACH-001053,-0.35714879540100003
ACH-001054,-0.336313597864
ACH-001061,-0.40773806556000003
ACH-001067,-0.428707795559
ACH-001075,-0.295558308067
ACH-001096,-0.44196642108199996
ACH-001128,-0.425631066855
ACH-001134,-0.600025250208
ACH-001151,-0.43761380508599995
ACH-001163,-0.45754281772699995
ACH-001164,-0.25728538261399997
ACH-001173,-0.376373037253
ACH-001183,-0.305454114522
ACH-001184,-0.5875195198390001
ACH-001190,-0.5477101484369999
ACH-001192,-0.31369531419
ACH-001193,-0.180661526494
ACH-001196,-0.522831022683
ACH-001197,-0.376053789126
ACH-001205,-0.315821326274
ACH-001211,-0.595788760665
ACH-001212,-0.804930574914
ACH-001228,-0.48485665514799997
ACH-001232,-0.21172955181699998
ACH-001239,-0.384664889283
ACH-001274,-0.501623948896
ACH-001275,-0.224015096035
ACH-001277,-0.307203819379
ACH-001278,-0.392756785561
ACH-001280,-0.524027728552
ACH-001283,-0.120624331226
ACH-001289,-0.291302973307
ACH-001295,-0.332633822414
ACH-001300,-0.112031155079
ACH-001301,-0.462589662254
ACH-001302,-0.289226301553
ACH-001303,-0.546302196787
ACH-001306,-0.28873971316
ACH-001318,-0.378199586871
ACH-001322,-0.507038028785
ACH-001328,-0.503272929399
ACH-001332,-0.0384393553226
ACH-001333,-0.36726649389
ACH-001336,-0.338990798523
ACH-001340,-0.52160171624
ACH-001346,-0.246304520702
ACH-001353,-0.459996869794
ACH-001354,-0.540273469727
ACH-001367,-0.33755029594999997
ACH-001368,-0.38291680836499997
ACH-001374,-0.27555078952100004
ACH-001375,-0.451178620931
ACH-001377,-0.326826774311
ACH-001380,-0.16523842620100002
ACH-001391,-0.7109625681
ACH-001407,-0.394140396027
ACH-001408,-0.354178742745
ACH-001413,-0.364713612653
ACH-001430,-0.654708779818
ACH-001431,-0.23400490417300002
ACH-001450,-0.257886596243
ACH-001496,-0.43820255213200004
ACH-001500,-0.233786368048
ACH-001521,-0.495212145077
ACH-001523,-0.428119505966
ACH-001532,-0.371234798152
ACH-001536,-0.125966486188
ACH-001550,-0.450801614475
ACH-001552,-0.446000011873
ACH-001554,-0.35205732475400003
ACH-001645,-0.204742507137
ACH-001654,-0.578041651061
ACH-001715,-0.504216810199
ACH-001735,-0.605359904738
ACH-001736,-0.38617277486
ACH-001737,-0.23530630515099998
ACH-001740,-0.443025573398
ACH-001745,-0.334497159499
ACH-001750,-0.338176060479
ACH-001765,-0.518390571991
ACH-001956,-0.37711624108499997
ACH-001957,-0.402904702367
