,CYTH1 (9267)
ACH-000004,-0.09970762613119999
ACH-000007,0.016365822731200002
ACH-000009,-0.19948840854299998
ACH-000011,-0.14531594454000002
ACH-000012,-0.0713018882367
ACH-000013,0.11357814174900001
ACH-000014,-0.05430439423859999
ACH-000015,-0.0741838679749
ACH-000017,-0.447795764171
ACH-000018,-0.04293242599430001
ACH-000019,-0.0661155561387
ACH-000021,-0.122450785648
ACH-000022,-0.00757706261034
ACH-000025,-0.128967831348
ACH-000028,-0.0156506429607
ACH-000030,-0.0541293550422
ACH-000035,-0.19785264091600002
ACH-000036,-0.109788162077
ACH-000037,-0.164178157875
ACH-000039,-0.39931209798100004
ACH-000040,-0.10986697798900001
ACH-000041,-0.11026000242999999
ACH-000042,-0.287847845408
ACH-000045,0.133367162263
ACH-000047,-0.0835002907512
ACH-000052,0.0656422073329
ACH-000053,-0.22858155829399998
ACH-000054,-0.07661189492960001
ACH-000055,-0.19290335723700003
ACH-000060,-0.331457486606
ACH-000067,-0.0755850673012
ACH-000070,-0.0117143772939
ACH-000075,-0.0707739311165
ACH-000078,-0.5788197539159999
ACH-000082,-0.0485754414348
ACH-000085,-0.0791834234994
ACH-000086,-0.0850205064713
ACH-000087,-0.216412225442
ACH-000092,-0.0073725209948
ACH-000095,-0.230578962959
ACH-000097,-0.0079017992874
ACH-000098,-0.138718521912
ACH-000099,-0.356705364139
ACH-000108,-0.18706655534299999
ACH-000113,-0.0865460682518
ACH-000115,0.0732519879143
ACH-000116,0.0715791427622
ACH-000118,-0.198955331091
ACH-000120,-0.312929859849
ACH-000123,0.135574656584
ACH-000127,-0.23760757377500002
ACH-000128,0.0246958256287
ACH-000132,-0.0953076194259
ACH-000133,-0.0648718181185
ACH-000137,0.0686220120614
ACH-000138,-0.12059615860400001
ACH-000142,-0.202608568889
ACH-000143,0.126497943129
ACH-000146,-0.254337806081
ACH-000148,-0.050049757361
ACH-000150,-0.35353199344999997
ACH-000152,-0.125348934243
ACH-000153,0.366966842741
ACH-000159,-0.209144629135
ACH-000160,-0.22010507707600002
ACH-000163,-0.08765262018610001
ACH-000167,-0.18925107895100002
ACH-000168,-0.130066380299
ACH-000169,-0.167325304635
ACH-000178,-0.000274465532821
ACH-000182,0.0632479486342
ACH-000183,-0.213113397082
ACH-000188,-0.00801102807476
ACH-000189,-0.0817653108002
ACH-000190,-0.476067367355
ACH-000198,-0.156880346511
ACH-000204,-0.0171150281379
ACH-000206,0.05526836693519999
ACH-000207,-0.501097948264
ACH-000211,-0.287592567024
ACH-000215,-0.12448844914799999
ACH-000221,-0.0448015872427
ACH-000222,-0.154275743995
ACH-000223,-0.127628839823
ACH-000226,-0.28435194392200003
ACH-000227,0.019249469228799998
ACH-000228,-0.053821576161
ACH-000231,-0.19150831152699999
ACH-000232,-0.12770770873600001
ACH-000233,-0.289069493194
ACH-000234,0.015194011145500001
ACH-000235,-0.107846854925
ACH-000237,-0.130438625534
ACH-000238,-0.220272099996
ACH-000243,-0.192235122384
ACH-000244,-0.230754554114
ACH-000246,-0.155288909567
ACH-000248,-0.40676946818099996
ACH-000250,-0.10583934452299999
ACH-000251,-0.036345000662099995
ACH-000253,0.00552673211012
ACH-000255,-0.209614377804
ACH-000256,-0.21782115100000002
ACH-000257,-0.021178503363099996
ACH-000258,-0.106299321262
ACH-000259,-0.21664101843699998
ACH-000260,-0.25433156255399997
ACH-000261,-0.0303449992429
ACH-000262,-0.203365526164
ACH-000263,-0.172602531834
ACH-000264,-0.381108387937
ACH-000265,0.0204313372072
ACH-000266,-0.31141527519400003
ACH-000272,-0.0684123389031
ACH-000273,-0.00921304162587
ACH-000274,-0.118853604122
ACH-000277,-0.282575147572
ACH-000278,0.09382547682539999
ACH-000279,-0.06257499197930001
ACH-000280,-0.159955241577
ACH-000281,-0.202836506762
ACH-000288,-0.22909381659699998
ACH-000291,-0.26463521618700003
ACH-000293,0.126914266883
ACH-000294,0.0033528716534700002
ACH-000295,-0.250780399045
ACH-000296,-0.19688753204599999
ACH-000302,-0.112196940022
ACH-000304,-0.041315371469199995
ACH-000307,-0.0349353566395
ACH-000308,-0.0627054498186
ACH-000310,-0.8408818379719999
ACH-000311,-0.0785551369497
ACH-000312,-0.35298588034
ACH-000315,-0.347457994534
ACH-000316,-0.111222849705
ACH-000317,-0.158369671207
ACH-000318,-0.1433294572
ACH-000319,-0.126979605828
ACH-000320,0.037255332643900005
ACH-000322,0.129835870303
ACH-000323,-0.246642880263
ACH-000324,-0.194936182687
ACH-000329,-0.122342702938
ACH-000330,-0.49799300230099997
ACH-000331,-0.056772767158399996
ACH-000332,-0.0870990009732
ACH-000334,-0.20513758159499998
ACH-000335,-0.23981074555799997
ACH-000336,-0.477330603259
ACH-000337,-0.182192755112
ACH-000339,-0.273135668661
ACH-000341,-0.20774326563700002
ACH-000348,-0.0912134455715
ACH-000350,-0.08536217454939998
ACH-000352,-0.0588597196724
ACH-000356,0.0871827940327
ACH-000361,-0.0921181039564
ACH-000362,-0.0684131676224
ACH-000363,-0.177354895295
ACH-000364,0.154543752347
ACH-000365,-0.264714867315
ACH-000366,-0.11647801057900001
ACH-000368,-0.187404966075
ACH-000374,-0.225383761406
ACH-000375,-0.0039677099548300005
ACH-000376,-0.23571987273699999
ACH-000381,-0.12275120735999999
ACH-000383,-0.139200317191
ACH-000387,-0.11154371709000001
ACH-000389,-0.154755456543
ACH-000390,-0.0671135287634
ACH-000393,-0.0390645318329
ACH-000395,-0.0752833142111
ACH-000397,-0.124526704792
ACH-000401,-0.197878127289
ACH-000402,-0.169546489212
ACH-000403,-0.0582536552068
ACH-000404,0.062335870137300006
ACH-000406,-0.08060468464039999
ACH-000407,-0.157164225803
ACH-000408,-0.0494677385451
ACH-000410,-0.0802695091554
ACH-000411,0.0426024105599
ACH-000414,-0.180761378631
ACH-000415,-0.160611820593
ACH-000416,-0.113414491183
ACH-000420,-0.14437319084699998
ACH-000421,-0.035022064624199996
ACH-000424,-0.0224359677676
ACH-000425,-0.11187047324
ACH-000426,-0.0686498438474
ACH-000427,-0.131506902718
ACH-000433,-0.233177860065
ACH-000436,0.0034574208133200004
ACH-000444,0.120243725321
ACH-000445,-0.341875698228
ACH-000448,0.0464474583435
ACH-000450,0.0553858731359
ACH-000452,-0.159648228128
ACH-000454,-0.0894971381589
ACH-000458,-0.033854464720200005
ACH-000459,0.12963018401100002
ACH-000460,-0.242676712819
ACH-000461,-0.17672872817200003
ACH-000463,-0.0894017397797
ACH-000464,-0.135341992359
ACH-000466,-0.04596278143450001
ACH-000467,-0.196168515858
ACH-000468,-0.36941443207900004
ACH-000469,-0.09042212165880001
ACH-000470,-0.157485569519
ACH-000471,-0.0581163747591
ACH-000472,-0.135621972023
ACH-000473,-0.205118513445
ACH-000475,-0.113219084712
ACH-000476,-0.228986534437
ACH-000477,-0.00440195806502
ACH-000480,-0.0446175640527
ACH-000481,-0.0475230553613
ACH-000483,-0.170583707302
ACH-000484,-0.0816378327267
ACH-000485,-0.0172385043624
ACH-000486,-0.177011651566
ACH-000487,-0.0227537257477
ACH-000488,-0.14501893508
ACH-000490,-0.07708312754310001
ACH-000491,-0.0584554384631
ACH-000495,-0.0959504093991
ACH-000496,-0.175332578774
ACH-000499,-0.00218692749331
ACH-000500,-0.100020686775
ACH-000502,-0.210565884987
ACH-000503,-0.023563908385299998
ACH-000505,-0.0750276440563
ACH-000507,-0.149536083652
ACH-000510,-0.0692865415538
ACH-000511,-0.249311323895
ACH-000512,0.228724715392
ACH-000516,-0.129538720563
ACH-000517,-0.152589998198
ACH-000518,-0.185548491477
ACH-000520,0.00872193548545
ACH-000521,-0.571346135761
ACH-000522,-0.0323071069802
ACH-000524,-0.148983332073
ACH-000527,-0.0903252915176
ACH-000528,-0.0053770065866499996
ACH-000537,-0.031721774619400005
ACH-000541,-0.020708581794900004
ACH-000542,-0.044696739318699996
ACH-000544,-0.311105865007
ACH-000545,-0.17860748415600003
ACH-000547,0.0699662756092
ACH-000548,-0.151388177191
ACH-000549,0.00174070244547
ACH-000550,-0.317237681226
ACH-000552,-0.0434359274701
ACH-000556,-0.252685421139
ACH-000557,0.160636353773
ACH-000570,-0.11069778172599999
ACH-000571,-0.207543281939
ACH-000573,-0.07151701858489999
ACH-000576,-0.149116581234
ACH-000580,-0.0802776710998
ACH-000584,-0.157766816221
ACH-000585,-0.147273813697
ACH-000588,0.10622678021299999
ACH-000589,-0.13907551523199999
ACH-000591,-0.102334882321
ACH-000593,-0.0340186529368
ACH-000600,0.091838247717
ACH-000601,-0.09666021423450001
ACH-000604,-0.009932508592559999
ACH-000605,-0.126241976174
ACH-000606,-0.148778231732
ACH-000608,-0.00444940781853
ACH-000614,0.0273591021495
ACH-000616,-0.0304535629899
ACH-000618,-0.0950352138715
ACH-000619,-0.113920244791
ACH-000620,-0.21388481575399998
ACH-000621,-0.38749031730300004
ACH-000622,-0.0921827056773
ACH-000623,-0.30667764367600003
ACH-000624,-0.113518182569
ACH-000627,-0.227106261887
ACH-000630,-0.116756180866
ACH-000632,-0.09345270652860001
ACH-000633,-0.17884953852000002
ACH-000637,-0.142032274867
ACH-000638,-0.0625179465558
ACH-000646,-0.19417218548300003
ACH-000647,-0.215012813457
ACH-000648,-0.201743697425
ACH-000649,-0.182670726894
ACH-000651,-0.18526687334300002
ACH-000652,-0.049352476813400006
ACH-000653,-0.216912473439
ACH-000657,-0.126639298299
ACH-000658,-0.169608435322
ACH-000661,-0.11416224852199999
ACH-000662,-0.10057452209699999
ACH-000663,0.0779598897678
ACH-000665,-0.00124939881924
ACH-000671,-0.0894475335946
ACH-000673,-0.22056632946999996
ACH-000676,-0.243160536199
ACH-000677,0.12016172943
ACH-000681,-0.203058533253
ACH-000682,-0.128257158054
ACH-000683,-0.1632107577
ACH-000684,-0.251471078926
ACH-000688,-0.13694294412
ACH-000693,0.00643889662794
ACH-000694,-0.10291306903400001
ACH-000695,-0.2355680322
ACH-000696,0.0191728656682
ACH-000697,-0.0699027018802
ACH-000699,-0.17824635783
ACH-000701,0.145521918295
ACH-000706,-0.153391828631
ACH-000711,-0.165481879675
ACH-000713,-0.09576054816839999
ACH-000714,-0.103357778104
ACH-000718,-0.212138903619
ACH-000720,-0.15981542438100002
ACH-000721,-0.10975932477900001
ACH-000724,0.039831771120800004
ACH-000725,-0.12283512638800001
ACH-000732,-0.273563633882
ACH-000734,-0.0840930691532
ACH-000735,-0.10949737472000001
ACH-000736,-0.07959029020160001
ACH-000738,-0.116311171589
ACH-000746,0.06898777495280001
ACH-000747,0.07799954541950001
