,CNBD2 (140894)
ACH-000004,-0.156302768519
ACH-000007,0.09837861733539999
ACH-000009,-0.06639750501040001
ACH-000011,-0.148131013608
ACH-000012,-0.03807025708
ACH-000013,-0.0321428368746
ACH-000014,-0.332769657859
ACH-000015,-0.076180123572
ACH-000017,-0.257279979079
ACH-000018,-0.293778357595
ACH-000019,-0.233736540035
ACH-000021,-0.199456672082
ACH-000022,-0.31348820019400003
ACH-000025,-0.282060095682
ACH-000028,-0.052965258589199996
ACH-000030,-0.288026886665
ACH-000035,-0.168646193846
ACH-000036,-0.327893738839
ACH-000037,-0.0783375741938
ACH-000039,-0.249514122394
ACH-000040,-0.18566395364
ACH-000041,-0.0388220882345
ACH-000042,-0.296391957642
ACH-000045,-0.0458777929435
ACH-000047,-0.113470901089
ACH-000052,-0.0846973001355
ACH-000053,-0.256198824882
ACH-000054,-0.116083481316
ACH-000055,-0.11303821304000002
ACH-000060,-0.23501225816100002
ACH-000067,0.038361505895500005
ACH-000070,0.0464454720338
ACH-000075,0.10313300765000001
ACH-000078,-0.178187663695
ACH-000082,-0.127897318937
ACH-000085,-0.0890965381539
ACH-000086,-0.320847346487
ACH-000087,0.09475179979489999
ACH-000092,-0.27969555753
ACH-000095,-0.088467202475
ACH-000097,-0.061812568703
ACH-000098,-0.019849201274700003
ACH-000099,-0.146074902523
ACH-000108,-0.36005583840300004
ACH-000113,-0.005851332628359999
ACH-000115,-0.364463100602
ACH-000116,-0.39977609604000003
ACH-000118,-0.107904320596
ACH-000120,-0.16000509368899998
ACH-000123,-0.333363652588
ACH-000127,-0.11114546074000001
ACH-000128,0.037941400072599996
ACH-000132,-0.0176645618518
ACH-000133,-0.302876129968
ACH-000137,-0.138886624472
ACH-000138,-0.193174753033
ACH-000142,0.0056574212937
ACH-000143,-0.307680179567
ACH-000146,-0.0908413044584
ACH-000148,-0.300101731226
ACH-000150,-0.348988220594
ACH-000152,-0.0108998697212
ACH-000153,-0.119436707653
ACH-000159,-0.025833045619099996
ACH-000160,0.0114413028406
ACH-000163,-0.249851808821
ACH-000167,-0.138060334556
ACH-000168,-0.048066973051199995
ACH-000169,-0.141088844138
ACH-000178,-0.211837215991
ACH-000182,-0.0694766228513
ACH-000183,-0.223749431847
ACH-000188,-0.0343299620325
ACH-000189,-0.08611977798910002
ACH-000190,-0.121487974508
ACH-000198,-0.009257450460040001
ACH-000204,-0.118725668272
ACH-000206,-0.13538054403799998
ACH-000207,-0.151082383601
ACH-000211,-0.20049179142700002
ACH-000215,-0.0959069947793
ACH-000221,-0.0442609280416
ACH-000222,-0.303480533171
ACH-000223,-0.10522406551899999
ACH-000226,-0.148089318827
ACH-000227,-0.0979110755094
ACH-000228,-0.18126699864
ACH-000231,-0.189131378871
ACH-000232,-0.111361706833
ACH-000233,-0.19161523651299997
ACH-000234,-0.12247929961899999
ACH-000235,-0.16506204681
ACH-000237,-0.07088779351310001
ACH-000238,-0.23889345939800002
ACH-000243,-0.15424475013900002
ACH-000244,-0.0018148556685899998
ACH-000246,-0.0448171797265
ACH-000248,-0.48903826814900003
ACH-000250,-0.10320412167300001
ACH-000251,-0.139923752686
ACH-000253,-0.294818458027
ACH-000255,-0.376950963569
ACH-000256,-0.33562808291
ACH-000257,0.22697200131700002
ACH-000258,-0.241274148636
ACH-000259,-0.16927374289900002
ACH-000260,-0.185145266256
ACH-000261,-0.21160211053300002
ACH-000262,-0.240336880539
ACH-000263,-0.41474727843099995
ACH-000264,-0.181555893077
ACH-000265,-0.198254748988
ACH-000266,-0.158839692069
ACH-000272,-0.12247556559699999
ACH-000273,-0.240459618296
ACH-000274,-0.17112012327
ACH-000277,-0.516321572394
ACH-000278,-0.038026582426199995
ACH-000279,-0.00274754967351
ACH-000280,0.0514980410216
ACH-000281,-0.449623066805
ACH-000288,-0.057277131731699994
ACH-000291,-0.16277463337200002
ACH-000293,0.025940243053900004
ACH-000294,-0.131346554507
ACH-000295,-0.0976781283875
ACH-000296,-0.435290304441
ACH-000302,-0.164958086942
ACH-000304,-0.09965566562999999
ACH-000307,-0.048514713567399996
ACH-000308,-0.138673418061
ACH-000310,-0.34146519847199996
ACH-000311,-0.287753459478
ACH-000312,-0.244070877139
ACH-000315,-0.169681763937
ACH-000316,-0.155841774844
ACH-000317,-0.39050336880500003
ACH-000318,-0.288010324571
ACH-000319,-0.0159750165699
ACH-000320,-0.354290377488
ACH-000322,-0.27081427394900004
ACH-000323,-0.069528382503
ACH-000324,-0.271824226833
ACH-000329,0.074383587934
ACH-000330,-0.184176872358
ACH-000331,-0.206906001691
ACH-000332,-0.153840095239
ACH-000334,-0.081707010852
ACH-000335,-0.0153939042891
ACH-000336,0.033474064900599995
ACH-000337,-0.166786150962
ACH-000339,-0.116688317951
ACH-000341,-0.14303615873
ACH-000348,-0.00649262682092
ACH-000350,-0.21207992979600002
ACH-000352,-0.0973842132293
ACH-000356,-0.12019373815300001
ACH-000361,0.034985547252599995
ACH-000362,-0.153668944789
ACH-000363,-0.05235435274119999
ACH-000364,0.0377987822451
ACH-000365,-0.111432533998
ACH-000366,-0.241481967887
ACH-000368,-0.254283572003
ACH-000374,-0.177554195557
ACH-000375,-0.374682118557
ACH-000376,-0.37465019301700003
ACH-000381,-0.366235222948
ACH-000383,-0.152098720728
ACH-000387,-0.196647356697
ACH-000389,0.0398980646884
ACH-000390,-0.0316271089855
ACH-000393,-0.101915947644
ACH-000395,-0.118364569899
ACH-000397,-0.0879347271362
ACH-000401,-0.058500151094500005
ACH-000402,-0.313823121753
