,ENOPH1 (58478)
ACH-000004,0.202118714392
ACH-000007,0.17495478261599998
ACH-000009,0.0345461414057
ACH-000011,0.191142216074
ACH-000012,0.0397935046343
ACH-000013,0.167389317172
ACH-000014,0.0524003603039
ACH-000015,0.165821499984
ACH-000017,-0.0552618856984
ACH-000018,-0.0767156413819
ACH-000019,0.116503583203
ACH-000021,-0.029094568185400002
ACH-000022,0.107525661538
ACH-000025,0.0838709275766
ACH-000028,0.14867972443299998
ACH-000030,0.07776912998869999
ACH-000035,0.137969827147
ACH-000036,0.0126021076327
ACH-000037,0.0566985924806
ACH-000039,0.255619279554
ACH-000040,0.11024869775599999
ACH-000041,-0.101137059576
ACH-000042,0.013071160883200001
ACH-000045,0.319337147463
ACH-000047,-0.0028195413195900004
ACH-000052,-0.133838170616
ACH-000053,0.243140870704
ACH-000054,-0.0370547774684
ACH-000055,-0.160418830699
ACH-000060,-0.048951910790999996
ACH-000067,-0.117546025905
ACH-000070,0.110608767738
ACH-000075,0.293276154834
ACH-000078,0.22842409245099998
ACH-000082,0.0778729097574
ACH-000085,-0.147167575935
ACH-000086,0.0580383702719
ACH-000087,-0.12868069648299998
ACH-000092,0.0768988906863
ACH-000095,0.131409386383
ACH-000097,0.025090497979900005
ACH-000098,0.040487323723699994
ACH-000099,0.0887824473726
ACH-000108,0.164957933819
ACH-000113,0.15576194077400002
ACH-000115,0.30356026672200004
ACH-000116,-0.032222945978
ACH-000118,0.10693996740900001
ACH-000120,-0.004600027166399999
ACH-000123,0.11369076658600001
ACH-000127,0.110849630636
ACH-000128,-0.0785033411811
ACH-000132,-0.0439311055851
ACH-000133,0.17358538121599998
ACH-000137,0.309842642079
ACH-000138,0.25704958128000005
ACH-000142,-0.00848252076828
ACH-000143,0.23107219678899998
ACH-000146,0.179217345236
ACH-000148,0.0129882831005
ACH-000150,-0.0851515723874
ACH-000152,0.07335013363439999
ACH-000153,-0.176533444375
ACH-000159,0.00029237193738999997
ACH-000160,0.136500460497
ACH-000163,0.13463336945499998
ACH-000167,0.334994290259
ACH-000168,-0.0134829428124
ACH-000169,0.158637175184
ACH-000178,0.05946055030880001
ACH-000182,-0.0822405776021
ACH-000183,0.0686227470106
ACH-000188,-0.0465217467346
ACH-000189,-0.25202810417
ACH-000190,-0.11009475291899999
ACH-000198,0.023531735906000002
ACH-000204,0.198373050067
ACH-000206,0.238731720364
ACH-000207,0.30569946093600003
ACH-000211,-0.009783475655680001
ACH-000215,0.121016594526
ACH-000221,0.154355932762
ACH-000222,0.221437185262
ACH-000223,0.000977008708987
ACH-000226,-0.0225746704577
ACH-000227,-0.0293718206193
ACH-000228,-0.00396138779072
ACH-000231,0.00187987779687
ACH-000232,0.000866281801846
ACH-000233,0.12835450158700001
ACH-000234,-0.0426586429648
ACH-000235,0.14273772672499999
ACH-000237,0.242575552768
ACH-000238,0.25446246201
ACH-000243,0.15851461434
ACH-000244,0.198596071795
ACH-000246,0.16347200518
ACH-000248,0.207242356024
ACH-000250,0.0425875326946
ACH-000251,0.13067426878900001
ACH-000253,0.0334609921963
ACH-000255,0.135843149207
ACH-000256,0.279572159118
ACH-000257,-0.16638422672
ACH-000258,0.248157615246
ACH-000259,0.0912934600942
ACH-000260,0.09715302840510001
ACH-000261,0.106122167994
ACH-000262,0.243350723874
ACH-000263,0.110263115277
ACH-000264,0.116252532425
ACH-000265,0.0229848404726
ACH-000266,0.0587977232873
ACH-000272,-0.0480223654871
ACH-000273,0.16788374241300003
ACH-000274,0.053935438522899996
