,XPA (7507)
ACH-000004,-0.378739121294
ACH-000007,-0.0641915437782
ACH-000009,-0.0817529711101
ACH-000011,-0.225187361749
ACH-000012,-0.243341686464
ACH-000013,-0.308489641438
ACH-000014,-0.46223786897200003
ACH-000015,-0.277874989952
ACH-000017,-0.023251794886599998
ACH-000018,-0.32229917958099996
ACH-000019,-0.169919790836
ACH-000021,-0.11914362377599999
ACH-000022,-0.22156050184999998
ACH-000025,-0.31503194102800003
ACH-000028,-0.17504210895300001
ACH-000030,-0.19812381127099998
ACH-000035,-0.213005594179
ACH-000036,-0.5007703499449999
ACH-000037,-0.6218341067050001
ACH-000039,-0.466034909837
ACH-000040,-0.19793720580899998
ACH-000041,-0.171396894055
ACH-000042,-0.280869098738
ACH-000045,-0.18575124338399998
ACH-000047,-0.317694191767
ACH-000052,-0.180388309609
ACH-000053,-0.0910485098746
ACH-000054,-0.494677576611
ACH-000055,-0.0696077383458
ACH-000060,-0.239258732415
ACH-000067,-0.42251498997000003
ACH-000070,-0.194544061386
ACH-000075,-0.151421864874
ACH-000078,-0.12135312783
ACH-000082,-0.433446814253
ACH-000085,-0.358767341193
ACH-000086,-0.199002089546
ACH-000087,-0.158098747012
ACH-000092,-0.404261108245
ACH-000095,-0.115132556324
ACH-000097,-0.302087265331
ACH-000098,-0.21340426137200003
ACH-000099,-0.0314774959119
ACH-000108,-0.270865212245
ACH-000113,-0.21867767030000002
ACH-000115,0.0523915543145
ACH-000116,-0.233114271638
ACH-000118,-0.251715898478
ACH-000120,-0.260378919721
ACH-000123,-0.195573419054
ACH-000127,-0.228965174758
ACH-000128,-0.560641124929
ACH-000132,-0.08818896768130001
ACH-000133,-0.50375946601
ACH-000137,-0.229090184991
ACH-000138,-0.154946120189
ACH-000142,-0.148299007147
ACH-000143,-0.16508697419
ACH-000146,-0.179625687227
ACH-000148,-0.24053431167800002
ACH-000150,0.060247312571900004
ACH-000152,-0.407292789192
ACH-000153,-0.10814666589199999
ACH-000159,-0.134518757796
ACH-000160,-0.161524542283
ACH-000163,-0.359732032733
ACH-000167,-0.80707807941
ACH-000168,-0.540167672513
ACH-000169,-0.39460137195399997
ACH-000178,-0.42040020359700003
ACH-000182,-0.30083069702
ACH-000183,-0.23697636491799998
ACH-000188,-0.365855753956
ACH-000189,-0.43095437994999997
ACH-000190,-0.164380072967
ACH-000198,-0.25577553990699997
ACH-000204,-0.0671807917614
ACH-000206,-0.556908188106
ACH-000207,-0.250394191578
ACH-000211,-0.374132574205
ACH-000215,-0.259907850319
ACH-000221,-0.145286800892
ACH-000222,-0.207656538883
ACH-000223,-0.142151390057
ACH-000226,-0.374154503061
ACH-000227,-0.506939077024
ACH-000228,-0.579098629005
ACH-000231,-0.20106623426800002
ACH-000232,-0.205773027007
ACH-000233,-0.125849855849
ACH-000234,-0.388388049023
ACH-000235,-0.26828991979600003
ACH-000237,-0.227994671299
ACH-000238,-0.593533243121
ACH-000243,-0.24782835897100003
ACH-000244,-0.46126118765199997
ACH-000246,-0.33367868965999997
ACH-000248,-0.359524255204
ACH-000250,-0.276254270653
ACH-000251,-0.0635115695106
ACH-000253,-0.28211346263500003
ACH-000255,-0.18922956675299998
ACH-000256,-0.285147661947
ACH-000257,-0.297040597036
ACH-000258,-0.201624872277
ACH-000259,-0.104806846031
ACH-000260,-0.16928953472600003
ACH-000261,-0.384250055528
ACH-000262,0.119479205035
ACH-000263,-0.412147730569
ACH-000264,-0.360360372699
ACH-000265,-0.18960907099899998
ACH-000266,-0.286135009767
ACH-000272,-0.216678599069
ACH-000273,-0.439728578488
ACH-000274,-0.352323197192
ACH-000277,-0.20920972173799998
ACH-000278,-0.165983063539
ACH-000279,-0.146518782209
ACH-000280,-0.176146901041
ACH-000281,0.040949888267199995
ACH-000288,-0.20701447182399998
ACH-000291,-0.306095675915
ACH-000293,-0.44783281835
ACH-000294,-0.016644355054299998
ACH-000295,-0.116193525492
ACH-000296,-0.0634506081429
ACH-000302,-0.278001240642
ACH-000304,-0.301380057777
ACH-000307,-0.253379421899
ACH-000308,-0.257402916583
ACH-000310,-0.1682674816
ACH-000311,-0.29087734171
ACH-000312,-0.24883835936299997
ACH-000315,-0.0357672535027
ACH-000316,-0.5010097472899999
ACH-000317,-0.187321360612
ACH-000318,-0.320295608846
