,DDX19B (11269)
ACH-000004,-0.595984642257
ACH-000007,-0.287008431793
ACH-000009,-0.45897759701000007
ACH-000011,-0.306353384888
ACH-000012,-0.6124339731
ACH-000013,-0.5607502606920001
ACH-000014,-0.316137052093
ACH-000015,-0.551993158175
ACH-000017,-0.415533681075
ACH-000018,-0.603054681278
ACH-000019,-0.836600715591
ACH-000021,-0.53674777024
ACH-000022,-0.365269622893
ACH-000025,-0.47541628511600004
ACH-000028,-0.269366691799
ACH-000030,-0.643174580393
ACH-000035,-0.37033347292900004
ACH-000036,-0.340916869079
ACH-000037,-0.170131998672
ACH-000039,-0.738889726821
ACH-000040,-0.388144006733
ACH-000041,-0.298674041003
ACH-000042,-0.584016697165
ACH-000045,-0.3442082978
ACH-000047,-0.589417492884
ACH-000052,-0.426286186352
ACH-000053,-0.483209581951
ACH-000054,-0.372340048711
ACH-000055,-0.238795659415
ACH-000060,-0.34195908565399996
ACH-000067,-0.548568454088
ACH-000070,-0.269872879188
ACH-000075,-0.526876034835
ACH-000078,-0.49104120047
ACH-000082,-0.7137057940479999
ACH-000085,-0.461462434827
ACH-000086,-0.7406553425519999
ACH-000087,-0.231086879187
ACH-000092,-0.467176216961
ACH-000095,-0.564476614811
ACH-000097,-0.6147811602759999
ACH-000098,-0.571491666395
ACH-000099,-0.505770446153
ACH-000108,-0.400407260154
ACH-000113,-0.5478657974710001
ACH-000115,-0.7268357369059999
ACH-000116,-0.396311535596
ACH-000118,-0.494011754084
ACH-000120,-0.41283634229599997
ACH-000123,-0.5645073662560001
ACH-000127,-0.36587978412600003
ACH-000128,-0.41840726221999996
ACH-000132,-0.722655041538
ACH-000133,-0.581590659159
ACH-000137,-0.544130833049
ACH-000138,-0.532009466377
ACH-000142,-0.47976340587
ACH-000143,-0.240990290917
ACH-000146,-0.397535464891
ACH-000148,-0.37354095498499995
ACH-000150,-0.394564971026
ACH-000152,-0.603530872083
ACH-000153,-0.29247605360999995
ACH-000159,-0.515999594833
ACH-000160,-0.271955413162
ACH-000163,-0.178463859414
ACH-000167,-0.980506177631
ACH-000168,-0.46096805897200005
ACH-000169,-0.5080169301749999
ACH-000178,-0.29911164310800004
ACH-000182,-0.5923344280780001
ACH-000183,-0.512021871728
ACH-000188,-0.453601904981
ACH-000189,-0.306779037012
ACH-000190,-0.627718177328
ACH-000198,-0.557570854874
ACH-000204,-0.48724671563999994
ACH-000206,-0.248575110513
ACH-000207,-0.672460400992
ACH-000211,-0.69609735954
ACH-000215,-0.662046978072
ACH-000221,-0.495398541545
ACH-000222,-0.903490053967
ACH-000223,-0.589485853695
ACH-000226,-0.416258322755
ACH-000227,-0.52600270461
ACH-000228,-0.226669827315
ACH-000231,-0.303018619838
ACH-000232,-0.605984212945
ACH-000233,-0.61130635259
ACH-000234,-0.569928147066
ACH-000235,-0.566564529155
ACH-000237,-0.5028198817849999
ACH-000238,-0.35342098204800004
ACH-000243,-0.46656514465000004
ACH-000244,-0.332346365189
ACH-000246,-0.452583023927
ACH-000248,-0.249483788479
ACH-000250,-0.606958002293
ACH-000251,-0.555918085355
ACH-000253,-0.5977165655560001
ACH-000255,-0.604952515868
ACH-000256,-0.416468348753
ACH-000257,-0.548326848972
ACH-000258,-0.620863269997
ACH-000259,-0.541408526336
ACH-000260,-0.59365232828
ACH-000261,-0.593413239802
ACH-000262,-0.552011546266
ACH-000263,-0.8099148717069999
ACH-000264,-0.566375857818
ACH-000265,-0.484926708741
ACH-000266,-0.715560086457
ACH-000272,-0.646071102774
ACH-000273,-0.730892113656
ACH-000274,-0.760118767205
ACH-000277,-0.614747700346
ACH-000278,-0.7152918348389999
ACH-000279,-0.322936843596
ACH-000280,-0.655402483915
ACH-000281,-0.43372528321599996
ACH-000288,-0.594085563945
ACH-000291,-0.47068780438999996
ACH-000293,-0.6889725746969999
ACH-000294,-0.406664535626
ACH-000295,-0.45110066369199997
ACH-000296,-0.564460742533
ACH-000302,-0.46925770416199997
ACH-000304,-0.278913926726
ACH-000307,-0.525187632912
ACH-000308,-0.673283357984
ACH-000310,-0.7125344761
ACH-000311,-0.368279420921
ACH-000312,-0.484725295502
ACH-000315,-0.421514788077
ACH-000316,-0.5344397423
ACH-000317,-0.46844752855
ACH-000318,-0.347349578993
ACH-000319,-0.28202536406100004
ACH-000320,-0.367407362566
ACH-000322,-0.408159452505
ACH-000323,-0.39639608362400003
ACH-000324,-0.37860206178800004
ACH-000329,-0.404382007828
ACH-000330,-0.237573028022
ACH-000331,-0.529163073015
ACH-000332,-0.499196433847
ACH-000334,-0.665272107202
ACH-000335,-0.301098114802
ACH-000336,-0.446600005996
ACH-000337,-0.820083197502
ACH-000339,-0.475672950651
ACH-000341,-0.582608752444
ACH-000348,-0.433936051401
ACH-000350,-0.534767672586
ACH-000352,-0.604303539706
ACH-000356,-0.39467889237899995
ACH-000361,-0.646718168016
ACH-000362,-0.539879166628
ACH-000363,-0.843283532097
ACH-000364,-0.46303058590199997
ACH-000365,-0.546944594802
ACH-000366,-0.385262016207
ACH-000368,-0.35846396944
ACH-000374,-0.7845751750319999
ACH-000375,-0.33595632006399995
ACH-000376,-0.358445192813
ACH-000381,-0.300833430279
ACH-000383,-0.67339745559
ACH-000387,-0.578232232851
ACH-000389,-0.30660319990400003
ACH-000390,-0.489508499084
ACH-000393,-0.471338116638
ACH-000395,-0.529681188945
ACH-000397,-0.590339798477
ACH-000401,-0.32561885962
ACH-000402,-0.163711654354
ACH-000403,-0.9835367949480001
ACH-000404,-0.117606844601
ACH-000406,-0.231100670559
ACH-000407,-0.326653037863
ACH-000408,-0.220906943585
ACH-000410,-0.487865226968
ACH-000411,-0.284506940998
ACH-000414,-0.681001170021
ACH-000415,-0.373731789736
ACH-000416,-0.675993412942
ACH-000420,-0.6698952593199999
ACH-000421,-0.520000528229
ACH-000424,-0.35809785745399997
ACH-000425,-0.40400992631
ACH-000426,-0.598944034947
ACH-000427,-0.724813325625
ACH-000433,-0.557421822961
ACH-000436,-0.638028328731
ACH-000444,-0.395256067358
ACH-000445,-0.317243963966
ACH-000448,-0.6831588339139999
ACH-000450,-0.518686338607
ACH-000452,-0.41083739725699997
ACH-000454,-0.6587846233219999
ACH-000458,-0.439388009971
ACH-000459,-0.6016342195459999
ACH-000460,-0.379286317139
ACH-000461,-0.653742281896
ACH-000463,-0.733239480635
ACH-000464,-0.546932031187
ACH-000466,-0.505714953578
ACH-000467,-0.54585646932
ACH-000468,-0.397585973905
ACH-000469,-0.5709096890500001
ACH-000470,-0.544297608086
ACH-000471,-0.451257015404
ACH-000472,-0.692358039322
ACH-000473,-0.418400782134
ACH-000475,-0.7216120954359999
ACH-000476,-0.525897057932
ACH-000477,-0.269346665261
ACH-000480,-0.5938305079039999
ACH-000481,-0.577698536299
ACH-000483,-0.7353445001629999
ACH-000484,-0.724277422558
ACH-000485,-0.478845664991
ACH-000486,-0.360016453677
ACH-000487,-0.616428241725
ACH-000488,-0.505328239476
ACH-000490,-0.348606418001
ACH-000491,-0.771789251619
ACH-000495,-0.524652821418
ACH-000496,-0.453227022029
ACH-000499,-0.625968185168
ACH-000500,-0.40743782946999996
ACH-000502,-0.635020528105
ACH-000503,0.025793976990499998
ACH-000505,-0.5369228372829999
ACH-000507,-0.503057615794
ACH-000510,-0.588849091294
ACH-000511,-0.55455962415
ACH-000512,-0.166458575138
ACH-000516,-0.7254886743179999
ACH-000517,-0.796569817349
ACH-000518,-0.696658568561
ACH-000520,-0.624859342975
ACH-000521,-0.613669805442
ACH-000522,-0.7868814484810001
ACH-000524,-0.810853577986
ACH-000527,-0.529468792772
ACH-000528,-0.426886873765
