,QSER1 (79832)
ACH-000004,0.144023890516
ACH-000007,0.105170453827
ACH-000009,0.0804015844997
ACH-000011,0.0435820510444
ACH-000012,0.0395019678741
ACH-000013,0.10912048883
ACH-000014,0.036051052536
ACH-000015,0.21830342509700001
ACH-000017,0.18531590599800002
ACH-000018,0.0898069252877
ACH-000019,0.035878465648
ACH-000021,-0.06355736746780001
ACH-000022,0.126471055547
ACH-000025,-0.11069530459
ACH-000028,-0.124297464741
ACH-000030,-0.09430677521320001
ACH-000035,-0.106526987256
ACH-000036,-0.00619430537174
ACH-000037,0.33364815056200003
ACH-000039,0.023278407382999997
ACH-000040,-0.137717887925
ACH-000041,0.185016856877
ACH-000042,-0.0134163127969
ACH-000045,0.020155562513599998
ACH-000047,0.32146075930999995
ACH-000052,0.231830205507
ACH-000053,0.0447441933562
ACH-000054,-0.0453471349716
ACH-000055,0.057167817956999996
ACH-000060,0.0119658585568
ACH-000067,-0.22581550233699998
ACH-000070,0.316843398098
ACH-000075,0.0639746441608
ACH-000078,0.0756937434029
ACH-000082,0.189443445158
ACH-000085,0.11683590861500001
ACH-000086,0.0424282190448
ACH-000087,0.16821330574700002
ACH-000092,0.273672059007
ACH-000095,-0.0565058016304
ACH-000097,-0.295935772392
ACH-000098,0.034529503084400004
ACH-000099,0.161654898409
ACH-000108,-0.0491264155023
ACH-000113,0.15873134889499999
ACH-000115,0.222559736592
ACH-000116,0.0525061099094
ACH-000118,0.10109521151699999
ACH-000120,0.133518312982
ACH-000123,-0.286149206457
ACH-000127,0.118520544414
ACH-000128,0.15514709915
ACH-000132,0.0747894646017
ACH-000133,-0.00792273561957
ACH-000137,-0.0589860943789
ACH-000138,-0.0700573742517
ACH-000142,-0.13981944089099999
ACH-000143,0.18946316972899999
ACH-000146,0.124156558685
ACH-000148,-0.0826152725536
ACH-000150,-0.00483450057131
ACH-000152,0.0369883705589
ACH-000153,0.338222372899
ACH-000159,0.0580993672392
ACH-000160,0.0614213415427
ACH-000163,0.24902769907900002
ACH-000167,0.14461949451199999
ACH-000168,0.23119786370099998
ACH-000169,0.0562322036808
ACH-000178,0.14271708221100002
ACH-000182,0.0839122378689
ACH-000183,0.0132039191869
ACH-000188,0.190787207429
ACH-000189,0.238697537997
ACH-000190,0.107691442028
ACH-000198,0.10889216668299999
ACH-000204,0.120815537379
ACH-000206,-0.0606003670456
ACH-000207,-0.0501797466105
ACH-000211,0.10538939363199999
ACH-000215,-0.035503355272699995
ACH-000221,-0.0497602636068
ACH-000222,-0.0699822022665
ACH-000223,0.16157304461799998
ACH-000226,0.111647212859
ACH-000227,0.166419561247
ACH-000228,0.293835348612
ACH-000231,0.125179842435
ACH-000232,-0.08961612732449999
ACH-000233,0.09015485146789999
ACH-000234,0.000228629737309
ACH-000235,-0.0283208380003
ACH-000237,0.131383216095
ACH-000238,0.349413760721
ACH-000243,-0.14957133642999998
ACH-000244,-0.0181910295367
ACH-000246,-0.00206510578656
ACH-000248,0.11495655535700001
ACH-000250,0.139129205811
ACH-000251,0.206422319608
ACH-000253,0.00950230602067
ACH-000255,-0.0943023566787
ACH-000256,0.0936611052482
ACH-000257,0.051364510087299996
ACH-000258,-0.061024854829900006
ACH-000259,0.06869776639330001
ACH-000260,-0.010128210371899999
ACH-000261,0.07804523873989999
ACH-000262,0.00177827545819
ACH-000263,0.254670131729
ACH-000264,0.137779040717
ACH-000265,-0.142980807052
ACH-000266,0.106742825284
ACH-000272,-0.0266490820317
ACH-000273,0.23873212444699998
ACH-000274,0.055779905119
ACH-000277,-0.08288983862860001
ACH-000278,-0.08442303651119999
ACH-000279,0.169002917109
ACH-000280,0.11690348572999999
ACH-000281,-0.000220849025793
ACH-000288,0.216437211896
ACH-000291,0.08323087033139999
ACH-000293,-0.05111466485280001
ACH-000294,0.13160531170999998
ACH-000295,0.08847042054289998
ACH-000296,0.0660213669087
ACH-000302,0.133847281612
ACH-000304,0.38349574805500003
ACH-000307,-0.0727328493959
ACH-000308,0.14847567006100001
ACH-000310,-0.142438375579
ACH-000311,0.0553914180612
ACH-000312,0.12649213864
ACH-000315,0.164166909976
ACH-000316,-0.0035288901311300003
