,MEF2B (100271849)
ACH-000288,-0.0699036898975
ACH-000291,-0.16511473631100002
ACH-000293,-0.206442308089
ACH-000294,-0.183757716789
ACH-000295,-0.32464299824000004
ACH-000296,-0.011316886782
ACH-000302,-0.33078772359
ACH-000304,-0.370910202205
ACH-000307,-0.239974524119
ACH-000308,-0.0404894411176
ACH-000310,-0.12345778214000001
ACH-000311,-0.017835911803
ACH-000312,-0.19549433107099998
ACH-000315,-1.25416450435
ACH-000316,-0.023053093577099996
ACH-000317,-0.020820843377200002
ACH-000318,-0.33785668853100004
ACH-000319,-0.167537375297
ACH-000320,-0.132753142006
ACH-000322,-0.0862021891845
ACH-000323,-0.257667730183
ACH-000324,-0.11671674177500001
ACH-000329,-0.012550177433
ACH-000330,-0.08327588484699999
ACH-000331,-0.152541045985
ACH-000332,-0.143350516875
ACH-000334,-1.40743356297
ACH-000335,-0.032450462691
ACH-000336,0.114217863092
ACH-000337,-0.18787363080400002
ACH-000339,-0.134774373094
ACH-000341,-0.21694600696
ACH-000348,-0.200903573202
ACH-000350,-0.0037322320422700003
ACH-000352,-0.275278620108
ACH-000356,-0.32326805884
ACH-000361,-0.135515150522
ACH-000362,-0.0942953113389
ACH-000363,-0.143031042791
ACH-000364,-0.169837839908
ACH-000365,-0.846013393275
ACH-000366,-0.207093021025
ACH-000368,-0.235291949456
ACH-000374,-0.188619677326
ACH-000375,-0.21224410573600003
ACH-000376,0.0263939725205
ACH-000381,-0.0828677190371
ACH-000383,-0.277705374883
ACH-000387,-0.0878594575527
ACH-000389,-0.268757871946
ACH-000390,-0.192375646337
ACH-000393,-0.316177095651
ACH-000395,-0.210740615438
ACH-000397,-0.129961254833
ACH-000401,-0.044658518780199996
ACH-000402,-0.9485056103380001
ACH-000403,-0.12723975136600002
ACH-000404,-0.120188540156
ACH-000406,-0.255509468233
ACH-000407,-0.0584798861962
ACH-000408,-0.412100230418
ACH-000410,-0.215388728679
ACH-000411,-0.182500269414
ACH-000414,0.0446543421899
ACH-000415,-0.286115814071
ACH-000416,-0.214054448799
ACH-000420,-0.34655889463100004
ACH-000421,-0.17563552023899998
ACH-000424,-0.234309456261
ACH-000425,0.00043910481861800005
ACH-000426,-0.248427028343
ACH-000427,-0.29684521104899997
ACH-000433,-0.301291615892
ACH-000436,-0.13986382457000002
ACH-000444,-0.118899297876
ACH-000445,-0.398131406659
ACH-000448,-0.280158935219
ACH-000450,-0.111958957502
ACH-000452,-0.28846854410399997
ACH-000454,-0.508315056307
ACH-000458,-0.266234878066
ACH-000459,-0.26495751297200004
ACH-000460,-0.14486060370999998
ACH-000461,-0.22743138848799999
ACH-000463,-0.0871951861586
ACH-000464,-0.15492722665
ACH-000466,0.0018876722214699999
ACH-000467,-0.0453574400894
ACH-000468,-0.317229961642
ACH-000469,-0.20935259839099998
ACH-000470,-0.168688083514
ACH-000471,-0.256225304168
ACH-000472,-0.12969847685900002
ACH-000473,-0.341586788364
ACH-000475,-0.182285114709
ACH-000476,-0.107663171279
ACH-000477,-0.195332295472
ACH-000480,-0.19700741369600003
ACH-000481,-0.200757529227
ACH-000483,-0.08613784691080001
ACH-000484,0.0363839817651
ACH-000485,-0.258058135099
ACH-000486,-0.23613547687
ACH-000487,-0.08741153102730001
ACH-000488,-0.141231246161
ACH-000490,-0.0927705715765
ACH-000491,-0.0948937092406
ACH-000495,-0.14335663830700002
ACH-000496,-0.13190708884000002
ACH-000499,-0.219311297847
ACH-000500,0.024201111929900005
ACH-000502,-0.279983635218
ACH-000503,-0.015165163979499999
ACH-000505,-0.220415155489
ACH-000507,0.021208650328599997
ACH-000510,-0.096688497387
ACH-000511,-0.138132354035
ACH-000512,-1.01886060506
ACH-000516,-0.014391924738
ACH-000517,-0.199587762463
ACH-000518,-0.154473613698
ACH-000520,-0.303925978694
ACH-000521,0.013047077428299999
ACH-000522,-0.318475616776
ACH-000524,-0.223121767399
ACH-000527,-0.321458355164
ACH-000528,-0.19408300085900002
ACH-000537,-0.23949503846500003
ACH-000541,-0.0867976967121
ACH-000542,0.0368601514878
ACH-000544,-0.254112457007
ACH-000545,-0.34085462732
ACH-000547,-0.156481616661
ACH-000548,-0.17907173664099998
ACH-000549,-0.194255582271
ACH-000550,-0.0179284244675
ACH-000552,-0.35315251610799997
ACH-000556,-0.224052462523
ACH-000557,-0.07248885788039999
ACH-000570,-0.105266902087
ACH-000571,-0.17097428469099998
ACH-000573,-0.017130745409600003
ACH-000576,-0.344929047617
ACH-000580,-0.07103417140539998
ACH-000584,-0.0545974470931
ACH-000585,-0.327021965201
ACH-000588,-0.28721771624000003
ACH-000589,-0.217464643953
ACH-000591,-0.355371534595
ACH-000593,-0.31504565321600003
ACH-000600,-0.219707195703
ACH-000601,-0.146983101699
ACH-000604,-0.0535431297621
ACH-000605,-0.27510665262600004
ACH-000606,-0.334601899989
ACH-000608,-0.241935245282
ACH-000614,-0.07793865725360001
ACH-000616,0.08048398712589999
ACH-000618,-0.29406693414
ACH-000619,-0.25700144571
ACH-000620,-0.149693143611
ACH-000621,-0.21852569967500002
ACH-000622,-0.11396719813100001
ACH-000623,-0.21743090816
ACH-000624,-0.163971275882
ACH-000627,-0.230692689926
ACH-000630,-0.25908706662500003
ACH-000632,-0.22049641806200002
ACH-000633,-0.306357496624
ACH-000637,-0.196893273637
ACH-000638,-0.22290930409899998
ACH-000646,-0.0220501364238
ACH-000647,-0.0382465291494
ACH-000648,-0.2261712391
ACH-000649,-0.0356057929537
ACH-000651,-0.162877454467
ACH-000652,-0.287251690905
ACH-000653,-0.04987922856719999
ACH-000657,-0.191073681959
ACH-000658,0.200169863951
ACH-000661,-0.09545880471139999
ACH-000662,-0.252325148617
ACH-000663,-0.239379278286
ACH-000665,-0.345661857053
ACH-000671,-0.0547158825954
ACH-000673,-0.14549146562100002
ACH-000676,-0.11786449850099999
ACH-000677,-0.36577824037
ACH-000681,-0.174251354395
ACH-000682,-0.386990837589
ACH-000683,-0.373155415286
ACH-000684,-0.140913831786
ACH-000688,-0.311528153477
ACH-000693,-0.250842592609
ACH-000694,-0.149276240203
ACH-000695,0.032808422983
ACH-000696,-0.134311709684
ACH-000697,-0.024503915224599996
ACH-000699,-0.116273742348
ACH-000701,-0.263613970541
ACH-000706,-0.12202332362
ACH-000711,-0.286995107791
ACH-000713,-0.301024200662
ACH-000714,-0.158075353468
ACH-000718,0.12857728601399998
ACH-000720,-0.119696648206
ACH-000721,-0.288229306582
ACH-000724,0.000254021612689
ACH-000725,-0.372671364135
ACH-000732,-0.16280275117999998
ACH-000734,-0.46971753739600003
ACH-000735,-0.25682939558400003
ACH-000736,-0.20366926757800002
ACH-000738,-0.143525649389
ACH-000746,-0.13163452014799998
ACH-000747,-0.311014653413
ACH-000748,-0.195710142333
ACH-000753,-0.154603150002
ACH-000756,-0.204481647548
ACH-000757,-0.22481932081599998
ACH-000758,-0.114368688916
ACH-000760,-0.0714221639483
ACH-000763,-0.0744028326819
ACH-000764,-0.24486297993099998
ACH-000765,-0.140368431272
ACH-000766,-0.09784760277039999
ACH-000767,-0.194838820149
ACH-000768,-0.215050819784
ACH-000769,-0.299531588382
ACH-000770,-0.0453620144063
ACH-000771,-0.184817687802
ACH-000773,-0.111912991631
ACH-000776,-0.332101077842
ACH-000777,-0.10972326322
ACH-000778,-0.278635935133
ACH-000781,-0.232123564415
ACH-000782,-0.0740836535146
ACH-000783,-0.135571838679
ACH-000784,-0.196606617448
ACH-000785,-0.22349615667
ACH-000787,-0.012512560863299998
ACH-000788,-0.25021571648
ACH-000791,-0.252623425047
ACH-000792,-0.35865510839000003
ACH-000794,-0.310676508737
ACH-000796,-0.191421475385
ACH-000799,-0.322133263114
ACH-000800,-0.30526666657699997
ACH-000802,-0.298568587595
ACH-000804,-0.23245504869000003
ACH-000805,-0.45966623914
ACH-000809,-0.197218654478
ACH-000810,-0.136053807065
ACH-000811,-0.140523048403
ACH-000817,-0.0514512584027
ACH-000819,-0.265156352843
ACH-000820,-0.317072456521
ACH-000821,-0.610816763768
ACH-000822,-0.156338225753
ACH-000823,-0.370027437153
ACH-000824,-0.054561892320600006
ACH-000827,-0.279447001676
ACH-000829,-0.14391613543
ACH-000831,-0.232874406048
ACH-000832,-0.29870876799400004
ACH-000833,-0.131916743132
ACH-000834,-0.29993192081500003
ACH-000835,-0.007851271746649999
ACH-000836,-0.30555377341400003
ACH-000837,-0.33909484242399995
ACH-000838,-0.145106521759
ACH-000839,-0.222581053631
ACH-000840,-0.259053413197
ACH-000841,-0.269621972241
ACH-000843,-0.176155951368
ACH-000846,-0.224391757227
ACH-000847,-0.19515248983199998
ACH-000848,-0.037994392564900004
ACH-000849,-0.16614101770300002
ACH-000851,-0.17066060850499998
ACH-000855,0.154171492646
ACH-000856,-0.206385583173
ACH-000858,-0.24787001555799998
ACH-000859,-0.288596327675
ACH-000861,-0.291834737263
ACH-000862,-0.037917804207699995
ACH-000865,-0.261318565585
ACH-000866,-0.08600464768619999
ACH-000867,-0.266420950944
ACH-000869,-0.228446405548
ACH-000872,-0.222171332573
ACH-000873,-0.173384249721
ACH-000876,-0.247789450238
ACH-000878,0.08029855113239999
ACH-000880,-0.120104031454
ACH-000881,-0.048049278283
ACH-000882,-0.10965492296700001
ACH-000884,-0.026148266099400002
ACH-000885,-0.17127135685400002
ACH-000887,-0.408466250132
ACH-000888,-0.0442218416881
ACH-000889,-0.13227409749900002
ACH-000890,-0.0143417649206
ACH-000896,-0.147082909028
ACH-000898,-0.0140409597365
ACH-000900,-0.22829108539299997
ACH-000901,-0.128245036311
ACH-000905,-0.182162359331
ACH-000906,-0.18782282190299998
ACH-000907,-0.0498031047116
ACH-000910,-0.015598483959299999
ACH-000911,-0.271888444309
ACH-000912,-0.282634055438
ACH-000913,-0.0864809917335
ACH-000915,-0.11295851875
ACH-000916,-0.504918245712
ACH-000917,-0.319155018622
ACH-000921,-0.136157944428
ACH-000924,-0.235511765737
ACH-000926,-0.08076979642360001
ACH-000928,-0.124070388318
ACH-000929,-0.0931278392512
ACH-000932,-0.223199065722
ACH-000935,0.0137220250209
ACH-000936,-0.273951226525
ACH-000937,-0.235017584199
ACH-000938,-0.159758314593
ACH-000939,-0.16585297516
ACH-000941,-0.337784401664
ACH-000943,-0.278071679298
ACH-000946,-0.0334154908714
ACH-000947,-0.06747575017999999
ACH-000948,-0.23030915896899998
ACH-000950,-0.258887434149
ACH-000953,-0.238909974716
ACH-000957,-0.15474542974400002
ACH-000958,-0.150958018858
ACH-000960,-0.141796880556
ACH-000963,-0.0422186683203
ACH-000968,-0.167126243332
ACH-000969,-0.118536024636
ACH-000973,0.0767350705645
ACH-000974,-0.0767256545133
ACH-000975,-0.279971195816
ACH-000976,-0.0385767314151
ACH-000978,-0.411780093763
ACH-000980,-0.155503853528
ACH-000984,-0.34570869004
ACH-000986,-0.153468233966
ACH-000988,-0.239857096979
ACH-000993,-0.17820246251699998
ACH-000994,-0.111222844111
ACH-000996,-0.250469533395
ACH-001001,-0.126271163365
ACH-001020,-0.0312932778545
ACH-001028,-0.28372456589899997
ACH-001031,-0.148917914467
ACH-001038,-0.10844830690400001
ACH-001048,-0.22741945062
ACH-001050,-0.24656913051399998
ACH-001053,-0.11894217248700001
ACH-001054,-0.09244099578610002
ACH-001061,-0.14551205451899998
ACH-001067,-0.448255960534
ACH-001075,-0.0164335904083
ACH-001096,-0.0942156926256
ACH-001128,-0.47946250506300003
ACH-001134,-0.17729340017700002
ACH-001151,-0.12209971926799999
ACH-001163,-0.167722990297
ACH-001164,-0.33835644683300004
ACH-001173,-0.09800353580710001
ACH-001183,-0.08048233203130001
ACH-001184,-0.23837416916200002
ACH-001190,-0.335698489676
ACH-001192,-0.236044985276
ACH-001193,-0.21066134689
ACH-001196,0.023457389912799997
ACH-001197,-0.253466548314
ACH-001205,-0.0491788938901
ACH-001211,-0.265954460129
ACH-001212,-0.292676401159
ACH-001228,-0.193962491438
ACH-001232,-0.0566267805701
ACH-001239,-0.156004144245
ACH-001274,-0.128697512436
ACH-001275,-0.17255531778299998
ACH-001277,-0.25439146781599997
ACH-001278,-0.228672500787
ACH-001280,-0.34249871827699996
ACH-001283,-0.218047307033
ACH-001289,-0.0921201705102
ACH-001295,-0.151480193825
ACH-001300,-0.14916394252
ACH-001301,-0.000313935925117
ACH-001302,0.048657648897
ACH-001303,0.0243101237704
ACH-001306,-0.288481648237
ACH-001318,-0.191477787595
ACH-001322,-0.122373986506
ACH-001328,-0.336286881822
ACH-001332,-0.18810940004
ACH-001333,-0.10962264419500001
ACH-001336,0.0239052729977
ACH-001340,-0.124749885055
ACH-001346,-0.340836990166
ACH-001353,-0.16807828438900002
ACH-001354,-0.228688067091
ACH-001367,-0.391433430525
ACH-001368,-0.367930871505
ACH-001374,-0.020584781535400002
ACH-001375,-0.17671477379
ACH-001377,-0.188093269378
ACH-001380,-0.254993740628
ACH-001391,-0.2786083223
ACH-001407,-0.265244451324
ACH-001408,-0.0978642398673
ACH-001413,-0.337616572776
ACH-001430,0.175003216777
ACH-001431,-0.127045760723
ACH-001450,-0.967416433951
ACH-001496,-0.104653962992
ACH-001500,-0.18755081272
ACH-001521,-0.0399752855529
ACH-001523,-0.155485743249
ACH-001532,-0.133414706852
ACH-001536,-0.151785677488
ACH-001550,-0.134317588899
ACH-001552,-0.1765126493
ACH-001554,-0.20905012213799998
ACH-001645,0.00311038792726
ACH-001654,-0.226690814262
ACH-001715,-0.238964521807
ACH-001735,-0.18634868685400002
ACH-001736,-0.09213291047800001
ACH-001737,0.204240122163
ACH-001740,-0.169124546719
ACH-001745,-0.112894583297
ACH-001750,-0.548778615263
ACH-001765,-0.21444338580400002
ACH-001956,-0.090910145542
ACH-001957,0.00031619632836699997
