,ACSM1 (116285)
ACH-000004,0.0197812501404
ACH-000007,-0.0627553575861
ACH-000009,0.211055871656
ACH-000011,0.10866809812200001
ACH-000012,-0.0125812850303
ACH-000013,0.0642407576815
ACH-000014,0.214640010992
ACH-000015,0.0264153720088
ACH-000017,0.24246154065900002
ACH-000018,0.09804320552930001
ACH-000019,0.0205172986333
ACH-000021,0.202596176959
ACH-000022,0.278941678644
ACH-000025,0.146490099971
ACH-000028,0.262351679632
ACH-000030,0.164287588016
ACH-000035,-0.0775593123542
ACH-000036,0.141373634089
ACH-000037,0.283316742578
ACH-000039,0.04635877256580001
ACH-000040,0.0294663643438
ACH-000041,0.313807525669
ACH-000042,0.191566389386
ACH-000045,0.255214461442
ACH-000047,0.043371845967699996
ACH-000052,0.234370631543
ACH-000053,0.131397208475
ACH-000054,0.173153366248
ACH-000055,0.12485514212400001
ACH-000060,0.45427501013800003
ACH-000067,0.100876232706
ACH-000070,0.305901151796
ACH-000075,-0.328126977004
ACH-000078,0.132171283479
ACH-000082,0.106811012255
ACH-000085,0.352675734345
ACH-000086,0.0365066786107
ACH-000087,0.153276282606
ACH-000092,0.132799890548
ACH-000095,0.18120198741799998
ACH-000097,0.035436546851800005
ACH-000098,0.026178598286599998
ACH-000099,0.17473838527899999
ACH-000108,0.057557278830199995
ACH-000113,0.0305785885114
ACH-000115,-0.044958783044499996
ACH-000116,0.13696772495200002
ACH-000118,-0.0708912198593
ACH-000120,0.134645276002
ACH-000123,-0.00102309747457
ACH-000127,0.132080048791
ACH-000128,0.152722253168
ACH-000132,0.1773782305
ACH-000133,0.07054816713289999
ACH-000137,0.15086142137
ACH-000138,0.18336275576400002
ACH-000142,-0.09290732914960001
ACH-000143,0.11334603588600001
ACH-000146,0.14898282854599998
ACH-000148,0.0898052934005
ACH-000150,0.237195255843
ACH-000152,0.160191010921
ACH-000153,0.130857920328
ACH-000159,-0.0949565704008
ACH-000160,0.19751238850900002
ACH-000163,0.220167423453
ACH-000167,0.18934691236099999
ACH-000168,-0.022344950340999998
ACH-000169,0.17585482504799999
ACH-000178,-0.06879900820860001
ACH-000182,0.0748980886022
ACH-000183,-0.08119652782289999
ACH-000188,0.142492526372
ACH-000189,-0.0174610943219
ACH-000190,-0.0403237518381
ACH-000198,0.132630780039
ACH-000204,-0.290681336131
ACH-000206,0.213646613202
ACH-000207,0.552996970801
ACH-000211,0.18132730093899999
ACH-000215,0.00038080579772800004
ACH-000221,0.101731068326
ACH-000222,0.13588994481799999
ACH-000223,0.20136954688099998
ACH-000226,0.0384995507471
ACH-000227,0.015384256698399998
ACH-000228,0.310689809574
ACH-000231,0.148833236699
ACH-000232,0.0782401118541
ACH-000233,0.0713237070207
ACH-000234,0.21033021878400002
ACH-000235,0.146347166602
ACH-000237,0.21093387142099998
ACH-000238,0.203324103284
ACH-000243,-0.023610737898
ACH-000244,0.314659677369
ACH-000246,0.0795257566071
ACH-000248,0.12469636782299999
ACH-000250,0.11381134517100001
ACH-000251,0.06311419664699999
ACH-000253,0.318576463224
ACH-000255,-0.0328932871543
ACH-000256,0.0584405843489
ACH-000257,0.156536599496
ACH-000258,0.025670316997700005
ACH-000259,0.143043355943
ACH-000260,0.0349427732713
ACH-000261,0.0435351661524
ACH-000262,-0.0106808130505
ACH-000263,-0.0257064855986
ACH-000264,0.156301533356
ACH-000265,0.0107969552611
ACH-000266,0.10512715401799999
ACH-000272,0.20907396601
ACH-000273,0.185380007924
ACH-000274,0.143856283606
ACH-000277,0.126720585785
ACH-000278,0.18686968622400002
ACH-000279,0.242737861773
ACH-000280,0.25153009020399997
ACH-000281,0.294989050905
ACH-000288,0.139026055117
ACH-000291,0.210414094714
ACH-000293,0.209188073336
ACH-000294,0.0342186089413
ACH-000295,0.132445866872
ACH-000296,0.047211085367800006
ACH-000302,0.16257070052
ACH-000304,0.33621203925
ACH-000307,0.220443393884
ACH-000308,0.241290531667
ACH-000310,0.168946819625
ACH-000311,0.12490687651799999
ACH-000312,0.285460627711
ACH-000315,0.0352833645923
ACH-000316,0.192784232434
ACH-000317,0.110274490733
ACH-000318,-0.00596672975939
ACH-000319,0.107340546381
ACH-000320,0.211279240779
ACH-000322,0.0043348822565200005
ACH-000323,0.0906002956015
ACH-000324,0.07470782665860001
ACH-000329,0.120826791729
ACH-000330,0.09591749138019999
ACH-000331,0.09160672832789998
ACH-000332,0.0384089967218
ACH-000334,-0.141657809104
ACH-000335,0.201629203494
ACH-000336,0.36847079768700003
ACH-000337,0.046289048362499995
ACH-000339,0.0180309061019
ACH-000341,0.38289798656400004
ACH-000348,0.198201278873
ACH-000350,0.282310390813
ACH-000352,0.13619730305299999
ACH-000356,0.20640184678100001
ACH-000361,0.468050737033
ACH-000362,0.0767492787078
ACH-000363,0.010589828051700001
ACH-000364,0.021053225494
ACH-000365,0.19680347359499997
ACH-000366,0.15666069773900002
ACH-000368,0.0663194099558
ACH-000374,0.105601383076
ACH-000375,0.0675261714561
ACH-000376,0.11571601627999999
ACH-000381,0.168601790557
ACH-000383,0.229515863501
ACH-000387,0.042841108843400005
ACH-000389,0.102840058235
ACH-000390,0.144453880003
ACH-000393,0.20403380010699998
ACH-000395,0.194195453191
ACH-000397,0.07125375300689998
ACH-000401,0.102069528061
ACH-000402,0.48481675584399997
ACH-000403,0.163383810921
ACH-000404,-0.0418783951267
ACH-000406,0.0942685947632
ACH-000407,0.15976814919000001
ACH-000408,0.155921419671
ACH-000410,0.106116901503
ACH-000411,0.17941793847800003
ACH-000414,0.116547908323
ACH-000415,0.163698204187
ACH-000416,0.136639058254
ACH-000420,0.101564127028
ACH-000421,0.110042012983
ACH-000424,0.024927827311299996
ACH-000425,0.0712884793093
ACH-000426,0.052858523261900006
ACH-000427,0.16788621781
ACH-000433,-0.00630385670822
ACH-000436,0.0746799163775
ACH-000444,0.171651091596
ACH-000445,0.100715919175
ACH-000448,0.0237521374302
ACH-000450,0.0610300060441
ACH-000452,0.0863879657371
ACH-000454,0.243185625719
ACH-000458,0.105445225711
ACH-000459,-0.29534451361499997
ACH-000460,0.0509019525375
ACH-000461,0.233022931311
ACH-000463,0.138428006578
ACH-000464,0.11274914588099999
ACH-000466,0.19834466276
ACH-000467,0.131383990177
ACH-000468,0.24132429231
ACH-000469,-0.054675346396199996
ACH-000470,0.204223137011
ACH-000471,0.21282802920699997
ACH-000472,0.111499396965
ACH-000473,0.24034812453899998
ACH-000475,0.116213000783
ACH-000476,0.149441563056
ACH-000477,0.25553122370000003
ACH-000480,0.0483733350373
ACH-000481,0.170532147164
ACH-000483,-0.040373744270999996
ACH-000484,0.042150538106500005
ACH-000485,0.11552859114
ACH-000486,0.0849167742362
ACH-000487,0.140258384402
ACH-000488,0.0943257015516
ACH-000490,0.24533173065000002
ACH-000491,0.042907393101
ACH-000495,0.171802801811
ACH-000496,0.09789043358989999
ACH-000499,0.0288393364492
ACH-000500,0.666506252914
ACH-000502,0.14542529989
ACH-000503,-0.07723673410710001
ACH-000505,-0.00671639594391
ACH-000507,0.210660291001
ACH-000510,0.0785886121796
ACH-000511,0.178014253029
ACH-000512,0.41094268674999995
ACH-000516,0.126978217074
ACH-000517,0.113406564232
ACH-000518,0.10661304262299999
ACH-000520,0.0164687475369
ACH-000521,0.22779923422499998
ACH-000522,0.061702381366900004
ACH-000524,0.0554859578554
ACH-000527,0.0734398931569
ACH-000528,0.05891616446859999
ACH-000537,0.14147028838300002
ACH-000541,0.147820180482
ACH-000542,0.17810265485100002
ACH-000544,0.317412378864
ACH-000545,0.12278560443099999
ACH-000547,-0.222963284023
ACH-000548,0.08611767175000001
ACH-000549,0.0367332312871
ACH-000550,0.145795345026
ACH-000552,0.13399129757300002
ACH-000556,0.13866077390999998
ACH-000557,0.149200463504
ACH-000570,0.175477717081
ACH-000571,0.0526480918504
ACH-000573,0.175247852027
ACH-000576,0.075479858564
ACH-000580,0.308092670703
ACH-000584,0.11063324236300001
ACH-000585,0.0648512103491
ACH-000588,-0.030350453719599997
ACH-000589,0.00287206724608
ACH-000591,0.0884487859196
ACH-000593,0.28301284006099997
ACH-000600,0.198834957933
ACH-000601,0.09783039278030001
ACH-000604,0.006508942441029999
ACH-000605,0.12441893525999999
ACH-000606,0.269287574341
ACH-000608,0.0330154869915
ACH-000614,0.35155475007700004
ACH-000616,-0.0987898799297
ACH-000618,0.09558436632419999
ACH-000619,0.14535882568800002
ACH-000620,-0.025808292533499998
ACH-000621,0.051309263349900006
ACH-000622,0.09772706504310001
ACH-000623,-0.0616953484064
ACH-000624,0.0403404457067
ACH-000627,0.27627821471999997
ACH-000630,0.107802172113
ACH-000632,0.0502007971051
ACH-000633,0.126703543642
ACH-000637,-0.020126118288599996
ACH-000638,0.08703599627460001
ACH-000646,0.119440883816
ACH-000647,0.21221542581099997
ACH-000648,0.0999408035467
ACH-000649,0.210956621418
ACH-000651,0.161283894933
ACH-000652,0.007376713349050001
ACH-000653,-0.052331828368100006
ACH-000657,0.19553572950399997
ACH-000658,0.00675267725145
ACH-000661,-0.0059232771407
ACH-000662,-0.20429788420000003
ACH-000663,0.0368713603744
ACH-000665,0.20317916505699998
ACH-000671,-0.00199897200846
ACH-000673,0.189236544464
ACH-000676,0.06596917470819999
ACH-000677,0.009963819259540001
ACH-000681,0.0367013048644
ACH-000682,0.172391073818
ACH-000683,0.15837622449799998
ACH-000684,-0.051999384781599996
ACH-000688,-0.0020703428888099997
ACH-000693,0.23136948889400002
ACH-000694,0.16401622013599998
ACH-000695,-0.00413881094539
ACH-000696,0.107129144077
ACH-000697,0.09394434335969999
ACH-000699,-0.00345982789706
ACH-000701,0.101931590119
ACH-000706,0.0485816144535
ACH-000711,0.113208555429
ACH-000713,0.0360153228173
ACH-000714,0.0267738901438
ACH-000718,0.191608196966
ACH-000720,0.237157389049
ACH-000721,0.0755047513492
ACH-000724,0.0998644716085
ACH-000725,-0.100644200206
ACH-000732,0.0454634337926
ACH-000734,0.187284035742
ACH-000735,0.123966630069
ACH-000736,0.141396561471
ACH-000738,0.110827018856
ACH-000746,-0.143067168852
ACH-000747,0.187247444023
ACH-000748,0.0883691400896
ACH-000753,0.064128486813
ACH-000756,-0.0644475429799
ACH-000757,-0.044173192082599996
ACH-000758,-0.16236162953
ACH-000760,0.0550923841586
ACH-000763,0.159773063365
ACH-000764,0.0269346011297
ACH-000765,0.00019870366582299998
ACH-000766,-0.120686887762
ACH-000767,0.150014278717
ACH-000768,0.032387168544299995
ACH-000769,0.11612093858200001
ACH-000770,0.179436767773
ACH-000771,0.167117892622
ACH-000773,0.260060508749
ACH-000776,0.10661188316199999
ACH-000777,0.137559603465
ACH-000778,0.0328930332211
ACH-000781,0.19947981500300002
ACH-000782,0.037327565729699995
ACH-000783,0.209280437183
ACH-000784,0.0620470454538
ACH-000785,0.14974652764000002
ACH-000787,0.125679697688
ACH-000788,0.035506820812599996
ACH-000791,0.233099917429
ACH-000792,0.180563787143
ACH-000794,0.13219501744
ACH-000796,0.048057733472499996
ACH-000799,0.198110323689
