,ITPKB (3707)
ACH-000004,0.09678170636219999
ACH-000007,0.186773579038
ACH-000009,-0.037761637147199996
ACH-000011,0.0727632210502
ACH-000012,-0.0190747714345
ACH-000013,-0.00828690363517
ACH-000014,0.08795825825169999
ACH-000015,0.0904751372005
ACH-000017,-0.21057324848900003
ACH-000018,-0.0653055934896
ACH-000019,-0.09281252725719999
ACH-000021,-0.0554145320651
ACH-000022,-0.0853812179504
ACH-000025,-0.136338259097
ACH-000028,0.194071963701
ACH-000030,-0.00634341667466
ACH-000035,-0.0630538833512
ACH-000036,0.0147323477216
ACH-000037,0.00226703379365
ACH-000039,0.112459706469
ACH-000040,0.0441010516792
ACH-000041,0.08904064755650001
ACH-000042,0.0224620157632
ACH-000045,0.01602307332
ACH-000047,0.0659675882149
ACH-000052,-0.0184040105923
ACH-000053,0.170357784401
ACH-000054,-0.0921858330762
ACH-000055,-0.017855614423499998
ACH-000060,-0.052848198181
ACH-000067,-0.033091807447299997
ACH-000070,0.138673129816
ACH-000075,0.341016526265
ACH-000078,0.185801267933
ACH-000082,-0.191377860952
ACH-000085,-0.0603899235743
ACH-000086,0.130931598693
ACH-000087,0.364745665326
ACH-000092,0.0365744730892
ACH-000095,-0.151475992138
ACH-000097,0.15649183603
ACH-000098,-0.120672584583
ACH-000099,0.13739134014499998
ACH-000108,0.0335108987925
ACH-000113,0.030597746533400003
ACH-000115,-0.20001704837900003
ACH-000116,0.0704464939175
ACH-000118,0.0645554922604
ACH-000120,-0.0298371168063
ACH-000123,-0.0441950527766
ACH-000127,0.0162296812092
ACH-000128,-0.06668867821140001
ACH-000132,0.0223117832529
ACH-000133,-0.0102485752917
ACH-000137,-0.08940276016519999
ACH-000138,0.229031647734
ACH-000142,-0.154317971514
ACH-000143,-0.153959330673
ACH-000146,0.19195925208200001
ACH-000148,-0.167740763893
ACH-000150,0.109535935704
ACH-000152,-0.136700541494
ACH-000153,0.0914089473077
ACH-000159,-0.042515653320699995
ACH-000160,-0.028219768290200002
ACH-000163,0.0109516853205
ACH-000167,-0.244318220526
ACH-000168,-0.137742330497
ACH-000169,0.0306803037293
ACH-000178,0.258869505504
ACH-000182,0.0411667299298
ACH-000183,-0.178638863984
ACH-000188,-0.028349237858599996
ACH-000189,-0.0281075537307
ACH-000190,0.039549415911500005
ACH-000198,0.020464411294
ACH-000204,0.022321717051400004
ACH-000206,-0.10880013373700001
ACH-000207,-0.0236217488128
ACH-000211,-0.105406056018
ACH-000215,0.0012682607901
ACH-000221,0.027774144962400004
ACH-000222,0.180038520037
ACH-000223,-0.00102119730627
ACH-000226,-0.0967408677781
ACH-000227,-0.268041349696
ACH-000228,0.00406993842984
ACH-000231,0.0104038804765
ACH-000232,-0.006628016535069999
ACH-000233,-0.121819560671
ACH-000234,-0.102558683599
ACH-000235,0.06790542286449999
ACH-000237,0.10831661182600001
ACH-000238,0.20579341003499999
ACH-000243,0.149255229296
ACH-000244,0.16929987519900003
ACH-000246,0.013414834395700001
ACH-000248,0.15348797777
ACH-000250,0.100423910051
ACH-000251,-0.0250470375176
ACH-000253,0.0432125691637
ACH-000255,-0.0932446019784
ACH-000256,-0.18727809959199998
ACH-000257,0.10137754265599999
ACH-000258,-0.036971901638300005
ACH-000259,0.10275220053200002
ACH-000260,0.030894239236499997
ACH-000261,0.04201208739569999
ACH-000262,0.09959779365289999
ACH-000263,-0.133155910582
ACH-000264,-0.19475744142499998
ACH-000265,0.09655668296110001
ACH-000266,0.0073393885779200006
ACH-000272,0.0038951957016999995
ACH-000273,-0.061984012780800006
ACH-000274,-0.168570291961
ACH-000277,-0.161574342992
ACH-000278,-0.0119230160268
ACH-000279,-0.07922318397099999
ACH-000280,0.217935219313
ACH-000281,-0.311218125189
ACH-000288,0.10931413506
ACH-000291,-0.021711690000100002
ACH-000293,-0.183158133441
ACH-000294,0.05262796028990001
ACH-000295,0.392708111486
ACH-000296,0.294598983044
ACH-000302,0.0472950785171
ACH-000304,0.134331855943
ACH-000307,0.0776804200133
ACH-000308,-0.04408266170630001
ACH-000310,0.197983291581
ACH-000311,0.086873165116
ACH-000312,-0.056156584758
ACH-000315,-0.261501984299
ACH-000316,0.0684063292798
ACH-000317,0.0222579285035
ACH-000318,-0.0484614753196
ACH-000319,0.182632697383
ACH-000320,0.162363425672
ACH-000322,0.0208435926287
ACH-000323,-0.10168493838199999
ACH-000324,0.16669553129200002
ACH-000329,-0.0341158337928
ACH-000330,0.599925701629
ACH-000331,-0.0896440812167
ACH-000332,0.07309100250219999
ACH-000334,0.252775314708
