,GABBR1 (2550)
ACH-000004,-0.115965512372
ACH-000007,-0.16241692104900002
ACH-000009,0.00590143788305
ACH-000011,-0.07224250300230001
ACH-000012,-0.126881770756
ACH-000013,-0.117700023114
ACH-000014,-0.171881417601
ACH-000015,-0.07563862233360001
ACH-000017,0.041313800609300004
ACH-000018,-0.312408232979
ACH-000019,-0.34690849625799997
ACH-000021,-0.0510392698133
ACH-000022,-0.260297882075
ACH-000025,-0.0462930593795
ACH-000028,-0.0802394459696
ACH-000030,-0.16279484333
ACH-000035,-0.054908423009099996
ACH-000036,-0.130524715912
ACH-000037,-0.0398395557482
ACH-000039,-0.369154831158
ACH-000040,-0.16988958547400002
ACH-000041,-0.144233179365
ACH-000042,-0.0671879491265
ACH-000045,-0.035048156344
ACH-000047,-0.237447177013
ACH-000052,-0.124994893727
ACH-000053,-0.0954518298636
ACH-000054,-0.0194770210621
ACH-000055,-0.015760023730899998
ACH-000060,-0.183816848951
ACH-000067,-0.148844062777
ACH-000070,-0.124560851565
ACH-000075,0.08256768814330001
ACH-000078,-0.20023820812100002
ACH-000082,-0.13044140694599998
ACH-000085,0.0400096768953
ACH-000086,-0.045128144213500004
ACH-000087,-0.105367780112
ACH-000092,-0.013742281385099999
ACH-000095,-0.09568286342389999
ACH-000097,-0.185686828732
ACH-000098,-0.139796531991
ACH-000099,0.0671908549836
ACH-000108,-0.044582798194900006
ACH-000113,-0.0409614335974
ACH-000115,-0.287138499981
ACH-000116,-0.122108498766
ACH-000118,-0.18971978497699998
ACH-000120,-0.152389640531
ACH-000123,-0.07864811458689999
ACH-000127,-0.11170942450999999
ACH-000128,-0.301288211137
ACH-000132,-0.07777216867360001
ACH-000133,-0.0704516579975
ACH-000137,-0.015010106687
ACH-000138,-0.260734643243
ACH-000142,-0.180452035847
ACH-000143,-0.0818083122381
ACH-000146,0.0668205790982
ACH-000148,-0.0561849629793
ACH-000150,0.0892408637717
ACH-000152,-0.17989550711599997
ACH-000153,-0.0112971663214
ACH-000159,-0.314598986924
ACH-000160,-0.130665716811
ACH-000163,0.132771525822
ACH-000167,-0.136520783321
ACH-000168,-0.167086915241
ACH-000169,-0.0988897102755
ACH-000178,-0.145804443527
ACH-000182,-0.151670786204
ACH-000183,-0.138741184474
ACH-000188,-0.034921884409199994
ACH-000189,-0.0566821897773
ACH-000190,-0.394773067219
ACH-000198,-0.125478889887
ACH-000204,-0.403409594859
ACH-000206,0.0196086262709
ACH-000207,-0.298672323209
ACH-000211,0.0577250914607
ACH-000215,-0.132751665169
ACH-000221,-0.11584296740599999
ACH-000222,-0.00669335864065
ACH-000223,-0.259866412336
ACH-000226,-0.029717233744700002
ACH-000227,-0.0496510141097
ACH-000228,-0.07832013167110001
ACH-000231,-0.120112187347
ACH-000232,0.019595934149599998
ACH-000233,-0.0543773223221
ACH-000234,-0.27642808060199997
ACH-000235,-0.062397838568099995
ACH-000237,-0.0138927773115
ACH-000238,-0.20409166194699999
ACH-000243,0.009001378606959999
ACH-000244,-0.23511583538699998
ACH-000246,-0.121235758255
ACH-000248,-0.0875513522747
ACH-000250,-0.134274592081
ACH-000251,-0.10918483845799999
ACH-000253,-0.31005198512
ACH-000255,0.134132191583
ACH-000256,-0.0992639016762
ACH-000257,0.073260523429
ACH-000258,0.153372007498
ACH-000259,-0.106837620085
ACH-000260,0.0353400360299
ACH-000261,-0.12300617764
ACH-000262,0.12448617074200001
ACH-000263,-0.108131317235
ACH-000264,-0.104592916537
ACH-000265,0.0434939424884
ACH-000266,-0.08338171170419999
ACH-000272,-0.18227672144999998
ACH-000273,-0.231453297789
ACH-000274,-0.0635200880759
ACH-000277,-0.07115289960519999
ACH-000278,-0.046659544927500005
ACH-000279,-0.152296438192
ACH-000280,0.051784413244199995
ACH-000281,-0.10029032351099999
ACH-000288,-0.00559703841622
ACH-000291,-0.14926425295600002
ACH-000293,-0.20011075133
ACH-000294,-0.000620415587924
ACH-000295,-0.372148951439
ACH-000296,-0.09419517498260001
ACH-000302,-0.16182285596100002
ACH-000304,-0.141833791934
ACH-000307,0.05245816694469999
ACH-000308,-0.175981197351
ACH-000310,0.08455317809039999
ACH-000311,0.0894626029981
ACH-000312,0.091114231633
ACH-000315,-0.0987481396738
ACH-000316,0.0327950316013
ACH-000317,0.09185795512099999
ACH-000318,-0.298210086182
ACH-000319,-0.09501499582730001
ACH-000320,0.29691701822
ACH-000322,-0.231961412337
ACH-000323,-0.114109598848
ACH-000324,-0.011347895643499998
ACH-000329,-0.209419770783
ACH-000330,-0.0656005663162
ACH-000331,-0.09047547565160001
ACH-000332,-0.093822347512
ACH-000334,-0.130148973282
ACH-000335,0.168786635997
ACH-000336,-0.164864965391
ACH-000337,-0.270090036618
ACH-000339,-0.0424892501248
ACH-000341,-0.0855193745234
ACH-000348,-0.0427687273629
ACH-000350,-0.0972097070888
ACH-000352,-0.233398147187
ACH-000356,-0.10154792108899999
ACH-000361,0.0825580401009
ACH-000362,-0.023849602746599998
ACH-000363,-0.195475734398
ACH-000364,-0.0787280340398
ACH-000365,-0.0457324711192
ACH-000366,-0.0237181333989
ACH-000368,-0.15913322022600002
ACH-000374,-0.226558556315
ACH-000375,0.005183352800909999
ACH-000376,-0.16152432340999998
ACH-000381,0.00313047135966
ACH-000383,-0.111662919459
ACH-000387,0.047865220323700004
ACH-000389,-0.16545522021
ACH-000390,-0.21089569038800002
ACH-000393,-0.20537652810899998
ACH-000395,0.0890492946277
ACH-000397,0.0791724711822
ACH-000401,-0.00704992756891
ACH-000402,0.107822801785
ACH-000403,-0.26449398016
ACH-000404,0.32273779845600004
ACH-000406,-0.160034409849
ACH-000407,-0.19242641241
ACH-000408,0.0950183263446
ACH-000410,-0.07263832728
ACH-000411,-0.12314809871400001
ACH-000414,0.0195073598227
ACH-000415,-0.0207439655263
ACH-000416,-0.0351959890843
ACH-000420,0.053393077265
ACH-000421,-0.118709900705
ACH-000424,0.207202437142
ACH-000425,-0.07962084115450001
ACH-000426,-0.129740028308
ACH-000427,-0.17065690459199997
ACH-000433,-0.09497255063719999
ACH-000436,-0.14278013549000002
ACH-000444,-0.138842360191
ACH-000445,-0.197813988489
ACH-000448,-0.108927340644
ACH-000450,0.0780013612176
ACH-000452,-0.129669681878
ACH-000454,-0.12508750903899998
ACH-000458,-0.242244933022
ACH-000459,0.079107389425
ACH-000460,-0.0541303636025
ACH-000461,-0.0489748222716
ACH-000463,0.010571175475000002
ACH-000464,0.00869378879266
ACH-000466,0.0965509759683
ACH-000467,-0.204920716996
ACH-000468,-0.147002522487
ACH-000469,-0.04588531991780001
ACH-000470,-0.105727285959
ACH-000471,-0.11961088720799999
ACH-000472,-0.08945017454160001
ACH-000473,-0.0573349879023
ACH-000475,-0.160604497893
ACH-000476,-0.15823699837000002
ACH-000477,0.36300341843
ACH-000480,-0.0644666548451
ACH-000481,-0.0419110625568
ACH-000483,0.31321944179
ACH-000484,-0.0412182623795
ACH-000485,-0.24486197829
ACH-000486,-0.17421638869199998
ACH-000487,-0.0638077809291
ACH-000488,-0.116611202687
