,SLC9B1 (150159)
ACH-000004,-0.664853022467
ACH-000007,-0.7660133206749999
ACH-000009,-0.664585610696
ACH-000011,-0.476628987294
ACH-000012,-0.567791622328
ACH-000013,-0.251598244991
ACH-000014,-0.814830108759
ACH-000015,-0.56203341571
ACH-000017,-0.500838962792
ACH-000018,-0.493331595758
ACH-000019,-0.37231122590300003
ACH-000021,-0.8719809238680001
ACH-000022,-0.6208121523260001
ACH-000025,-0.700210621514
ACH-000028,-0.518319069436
ACH-000030,-0.521746468252
ACH-000035,-0.647071437866
ACH-000036,-0.795544289244
ACH-000037,-0.647576818176
ACH-000039,-0.7567904662899999
ACH-000040,-0.581416810733
ACH-000041,-0.428417985644
ACH-000042,-0.7644180303929999
ACH-000045,-0.401930534693
ACH-000047,-0.482797268231
ACH-000052,-0.610926786503
ACH-000053,-0.576173266369
ACH-000054,-0.434206970429
ACH-000055,-0.462001270016
ACH-000060,-0.646542578691
ACH-000067,-0.608862729426
ACH-000070,-0.553996276803
ACH-000075,-0.5920840622510001
ACH-000078,-0.695725710413
ACH-000082,-0.641127431879
ACH-000085,-0.365166471457
ACH-000086,-0.290733767792
ACH-000087,-0.557592753825
ACH-000092,-0.8477249835349999
ACH-000095,-0.631227667302
ACH-000097,-0.498836713618
ACH-000098,-0.564685924947
ACH-000099,-0.632874069859
ACH-000108,-0.451688814056
ACH-000113,-0.539993829268
ACH-000115,-0.5610950901380001
ACH-000116,-0.661683847781
ACH-000118,-0.5178748709709999
ACH-000120,-0.444934414977
ACH-000123,-0.668623705387
ACH-000127,-0.612324817977
ACH-000128,-0.586998057521
ACH-000132,-1.03188966903
ACH-000133,-0.717580787984
ACH-000137,-0.561320048064
ACH-000138,-0.36589473813199996
ACH-000142,-0.510682967967
ACH-000143,-0.707314222529
ACH-000146,-0.5197964324009999
ACH-000148,-0.39671556593900004
ACH-000150,-0.833836641634
ACH-000152,-0.638835064054
ACH-000153,-0.725588387213
ACH-000159,-0.534089326175
ACH-000160,-0.45607044520499995
ACH-000163,-0.3332395959
ACH-000167,-0.7367041195039999
ACH-000168,-0.815648754167
ACH-000169,-0.5505568649539999
ACH-000178,-0.641825278336
ACH-000182,-0.39680316739699995
ACH-000183,-0.975100618257
ACH-000188,-0.654808379944
ACH-000189,-0.6633071097559999
ACH-000190,-0.692312087127
ACH-000198,-0.640435368205
ACH-000204,-0.60617112163
ACH-000206,-0.7343287429
ACH-000207,-0.677761277604
ACH-000211,-0.413516368583
ACH-000215,-0.590484471146
ACH-000221,-0.46854196518799995
ACH-000222,-0.7899282092540001
ACH-000223,-0.8940720423080001
ACH-000226,-0.618333214472
ACH-000227,-1.0175636131299999
ACH-000228,-0.600633440041
ACH-000231,-0.626037022504
ACH-000232,-0.6512763973910001
ACH-000233,-0.535208186776
ACH-000234,-0.5961790102210001
ACH-000235,-0.471215964683
ACH-000237,-0.687259491985
ACH-000238,-0.666583002281
ACH-000243,-0.729982245545
ACH-000244,-0.63054251633
ACH-000246,-0.408235364636
ACH-000248,-0.583888948707
ACH-000250,-0.49434758492700004
ACH-000251,-0.6839174990960001
ACH-000253,-0.46274881378999994
ACH-000255,-0.41812640096000003
ACH-000256,-0.524605652958
ACH-000257,-0.44212836300700004
ACH-000258,-0.528997884147
ACH-000259,-0.361081421847
ACH-000260,-0.43404772380900003
ACH-000261,-0.616292237705
ACH-000262,-0.602300822991
ACH-000263,-0.43298142754600005
ACH-000264,-0.655830314701
ACH-000265,-0.7244006512119999
ACH-000266,-0.579766683006
ACH-000272,-0.719663906451
ACH-000273,-0.650188127663
ACH-000274,-0.736101957669
ACH-000277,-0.46239594453
ACH-000278,-0.537814783197
ACH-000279,-0.711300929065
ACH-000280,-0.436654948169
ACH-000281,-0.40324153850100003
ACH-000288,-0.676771728309
ACH-000291,-0.6908375473180001
ACH-000293,-0.574191267926
ACH-000294,-0.885468231391
ACH-000295,-0.680942370773
ACH-000296,-0.563203729804
ACH-000302,-0.545657308799
ACH-000304,-0.44032214808200004
ACH-000307,-0.600423390407
ACH-000308,-0.41800251917
ACH-000310,-0.875560114174
ACH-000311,-0.630364352241
ACH-000312,-0.582426854297
ACH-000315,-0.679324045146
ACH-000316,-0.328708585549
ACH-000317,-0.7735306953579999
ACH-000318,-0.562226709161
ACH-000319,-0.560096843382
ACH-000320,-0.665635102601
ACH-000322,-0.57254030073
ACH-000323,-0.50415482577
ACH-000324,-0.486061073925
ACH-000329,-0.50665255369
ACH-000330,-0.494018496374
ACH-000331,-0.566034954894
ACH-000332,-0.657920282374
ACH-000334,-1.0215943493700002
ACH-000335,-0.443771113243
ACH-000336,-0.49475256015600005
ACH-000337,-0.334071704725
ACH-000339,-0.52481951324
ACH-000341,-0.526076503894
ACH-000348,-0.577161988239
ACH-000350,-0.689792744746
ACH-000352,-0.40800382376999994
ACH-000356,-0.653286656197
ACH-000361,-0.442268716641
ACH-000362,-0.6034265455210001
ACH-000363,-0.856806881494
