,EGLN3 (112399)
ACH-000004,0.04633939311390001
ACH-000007,0.13223075235600001
ACH-000009,0.119110690869
ACH-000011,0.21023550529399998
ACH-000012,-0.203507152617
ACH-000013,-0.06567632163499999
ACH-000014,0.131326255483
ACH-000015,0.128849704958
ACH-000017,0.0166340207981
ACH-000018,0.19519428690699997
ACH-000019,0.014412543200399999
ACH-000021,0.150519572442
ACH-000022,-0.038316271547
ACH-000025,0.22870076225400002
ACH-000028,0.13967619322
ACH-000030,-0.0651350159743
ACH-000035,-0.0617345275532
ACH-000036,0.17776598923700002
ACH-000037,0.340988316676
ACH-000039,-0.114214193403
ACH-000040,0.0897948310948
ACH-000041,0.120255994001
ACH-000042,0.0166832963427
ACH-000045,0.204798858822
ACH-000047,0.157655127226
ACH-000052,-0.278488631215
ACH-000053,0.13090788804099998
ACH-000054,0.13654410304700001
ACH-000055,0.36917069488399995
ACH-000060,0.09222832211169998
ACH-000067,0.158041184407
ACH-000070,-0.06646999099550001
ACH-000075,0.17178170746500002
ACH-000078,0.0388349998482
ACH-000082,0.0156219187316
ACH-000085,0.118632198116
ACH-000086,0.0737815420304
ACH-000087,0.11499322479699998
ACH-000092,0.0817955482468
ACH-000095,-0.40154920997500004
ACH-000097,0.107761124272
ACH-000098,0.125974689404
ACH-000099,-0.445243353532
ACH-000108,0.236434361406
ACH-000113,0.09286922002360001
ACH-000115,0.08587981459010001
ACH-000116,-0.0781008554767
ACH-000118,0.0460638835348
ACH-000120,0.0400376455099
ACH-000123,0.018873104158400003
ACH-000127,0.0594943927089
ACH-000128,0.114835088906
ACH-000132,0.06105513114780001
ACH-000133,0.0423687628336
ACH-000137,0.07628274572480001
ACH-000138,0.159625595185
ACH-000142,-0.33496222471799997
ACH-000143,0.33595113999
ACH-000146,0.20775113739300002
ACH-000148,-0.0174947722829
ACH-000150,0.165780298651
ACH-000152,0.17472785997499998
ACH-000153,-0.0536393617304
ACH-000159,0.170933211543
ACH-000160,0.30123453745900003
ACH-000163,0.127448792182
ACH-000167,0.661813202164
ACH-000168,0.0730542753514
ACH-000169,0.0984034746422
ACH-000178,0.280775395505
ACH-000182,0.0327305603143
ACH-000183,0.0877341851447
ACH-000188,0.204418400037
ACH-000189,0.365905935721
ACH-000190,0.367163653046
ACH-000198,0.07704367171450001
ACH-000204,-0.0511108671792
ACH-000206,0.1115803359
ACH-000207,-0.38609097427199995
ACH-000211,0.126809919614
ACH-000215,0.0033929168273
ACH-000221,0.139925321141
ACH-000222,-0.0168755688809
ACH-000223,0.0595109462234
ACH-000226,0.044014963779300004
ACH-000227,0.295226634212
ACH-000228,0.20750508041700003
ACH-000231,0.122311933569
ACH-000232,-0.234783859337
ACH-000233,-0.965562176937
ACH-000234,0.226088688242
ACH-000235,-0.0272871057907
ACH-000237,-0.18602679330400002
ACH-000238,0.053733824544599997
ACH-000243,-0.047096851983199996
ACH-000244,0.215817755314
ACH-000246,0.0355566013785
ACH-000248,0.22811793695399998
ACH-000250,0.11921017219
ACH-000251,0.645997459904
ACH-000253,0.271556713473
ACH-000255,0.121218178147
ACH-000256,0.114484904244
ACH-000257,-0.12802373611600001
ACH-000258,0.283017369934
ACH-000259,-0.109499697811
ACH-000260,0.103561339254
ACH-000261,-0.022397159241299997
ACH-000262,0.09458970444769998
ACH-000263,0.10879646702
ACH-000264,-0.0175343323392
ACH-000265,0.0700937395653
ACH-000266,-0.09831091411769999
ACH-000272,0.13254887276900001
ACH-000273,0.20639146960000002
ACH-000274,0.066208601548
ACH-000277,0.163258122659
ACH-000278,0.128845322119
ACH-000279,0.0815073664075
ACH-000280,-0.253003691014
ACH-000281,0.190105540308
ACH-000288,0.07632687544069999
ACH-000291,0.05634560326219999
ACH-000293,0.15881710305400001
ACH-000294,0.0469950904115
ACH-000295,-0.0582985892545
ACH-000296,0.145252066112
ACH-000302,0.166051055418
ACH-000304,0.0764971920352
ACH-000307,0.00351095275021
ACH-000308,0.100873655045
ACH-000310,0.12212110954199999
ACH-000311,-0.837258940498
ACH-000312,0.142728159094
ACH-000315,0.07822268506010001
ACH-000316,-0.141768167347
ACH-000317,0.00628137110031
ACH-000318,-0.275906630907
ACH-000319,0.163895239575
ACH-000320,-0.163771675888
ACH-000322,0.23599248176600002
ACH-000323,0.0617305219781
ACH-000324,-0.154215974644
ACH-000329,0.025153646776900004
ACH-000330,0.157001693881
ACH-000331,0.16377023762499998
ACH-000332,0.0724338313825
ACH-000334,0.209130872163
ACH-000335,-0.0127352715839
ACH-000336,-0.0725485299667
ACH-000337,-0.38039219316
ACH-000339,-0.0815153057499
ACH-000341,0.0221415300988
ACH-000348,0.037248030411699995
ACH-000350,0.15306632839
ACH-000352,-0.07001544654900001
ACH-000356,-0.007278020313600001
ACH-000361,0.09359757360160001
ACH-000362,0.154176442665
ACH-000363,-0.020706434017
ACH-000364,0.161927188221
ACH-000365,0.125705919922
ACH-000366,0.00117306739121
ACH-000368,0.22315714922899998
ACH-000374,0.16194924632000002
ACH-000375,-0.0646680995759
ACH-000376,0.09277490454569999
ACH-000381,0.025265349913599997
ACH-000383,0.010405144330799998
ACH-000387,0.100703283423
ACH-000389,0.108714538144
ACH-000390,-0.603882756883
ACH-000393,-0.038719301672900004
ACH-000395,0.0900547596862
ACH-000397,-0.0676198220773
ACH-000401,-0.08166753621469999
ACH-000402,0.18253836789
ACH-000403,0.0555871404585
ACH-000404,0.18462394598999998
ACH-000406,0.211636310288
ACH-000407,0.13787520158299998
ACH-000408,0.1424817065
ACH-000410,-0.24937277891399998
ACH-000411,0.246000444815
ACH-000414,-0.11447551197599999
ACH-000415,0.09314454115
ACH-000416,0.06292100255699999
ACH-000420,0.260608350641
ACH-000421,-0.00427985357931
ACH-000424,0.115082324376
ACH-000425,0.046541105616100004
ACH-000426,0.23343948339
