,MIS12 (79003)
ACH-000004,-0.5780007190209999
ACH-000007,-0.625685057522
ACH-000009,-1.1930303438
ACH-000011,-0.536113661176
ACH-000012,-0.6927424629260001
ACH-000013,-0.9746887183380001
ACH-000014,-0.551439786257
ACH-000015,-0.760369951699
ACH-000017,-0.810664627695
ACH-000018,-0.761251668434
ACH-000019,-0.8705675399230001
ACH-000021,-0.629064240419
ACH-000022,-1.05490070239
ACH-000025,-0.7647345777069999
ACH-000028,-0.751445850925
ACH-000030,-0.619328124834
ACH-000035,-0.799577198513
ACH-000036,-0.8359714157629999
ACH-000037,-1.05342244176
ACH-000039,-1.09109064676
ACH-000040,-0.765033550282
ACH-000041,-1.14242403129
ACH-000042,-0.751827874438
ACH-000045,-0.6757021289949999
ACH-000047,-0.5518146682680001
ACH-000052,-0.894905443918
ACH-000053,-1.14239392046
ACH-000054,-0.844429449591
ACH-000055,-0.723359412671
ACH-000060,-1.09542282193
ACH-000067,-0.884869479786
ACH-000070,-0.84744861752
ACH-000075,-1.07055055052
ACH-000078,-1.06441397947
ACH-000082,-0.761192628829
ACH-000085,-0.618784762451
ACH-000086,-0.888041619961
ACH-000087,-0.6136957635629999
ACH-000092,-0.552868106721
ACH-000095,-1.05589694037
ACH-000097,-0.756521123814
ACH-000098,-0.8434819410100001
ACH-000099,-1.06118900448
ACH-000108,-0.758365872633
ACH-000113,-0.655867926081
ACH-000115,-1.4110684705399998
ACH-000116,-1.02251693865
ACH-000118,-0.656325922126
ACH-000120,-0.521136622195
ACH-000123,-0.799859778664
ACH-000127,-0.534761044372
ACH-000128,-0.8696026394930001
ACH-000132,-1.12988018444
ACH-000133,-0.921676086518
ACH-000137,-0.83132129811
ACH-000138,-0.814597060854
ACH-000142,-0.852335926895
ACH-000143,-0.746606720973
ACH-000146,-0.8356465789830001
ACH-000148,-0.5496316608699999
ACH-000150,-0.7927941557260001
ACH-000152,-0.662784504725
ACH-000153,-1.0497906272600002
ACH-000159,-0.710025342488
ACH-000160,-0.841161133463
ACH-000163,-0.6727484149840001
ACH-000167,-0.855181754559
ACH-000168,-0.93774932963
ACH-000169,-0.856328366307
ACH-000178,-0.7799351332760001
ACH-000182,-0.726752879858
ACH-000183,-0.774213966857
ACH-000188,-0.784322905107
ACH-000189,-0.7544536363429999
ACH-000190,-0.790951041047
ACH-000198,-0.740953412121
ACH-000204,-0.787327625793
ACH-000206,-0.8875547218500001
ACH-000207,-0.895288376552
ACH-000211,-0.891638769847
ACH-000215,-0.941844272755
ACH-000221,-0.939237569703
ACH-000222,-0.616285466804
ACH-000223,-0.504124648379
ACH-000226,-0.828976054656
ACH-000227,-1.07762379967
ACH-000228,-1.0875207733299999
ACH-000231,-1.0909951232700001
ACH-000232,-0.7312568558079999
ACH-000233,-0.97408204506
ACH-000234,-0.8604219224140001
ACH-000235,-0.7546084932420001
ACH-000237,-0.659351845914
ACH-000238,-0.7999532588689999
ACH-000243,-0.838955560407
ACH-000244,-0.86429818096
ACH-000246,-0.8841885368469999
ACH-000248,-1.02278538484
ACH-000250,-0.862728152456
ACH-000251,-0.986655256175
ACH-000253,-0.732801070247
ACH-000255,-0.574396378669
ACH-000256,-0.8603856592810001
ACH-000257,-0.8942717757299999
ACH-000258,-0.726740707202
ACH-000259,-0.552335935882
ACH-000260,-1.0616275883
ACH-000261,-0.869761085077
ACH-000262,-0.8130645038169999
ACH-000263,-1.17253893161
ACH-000264,-1.22623593469
ACH-000265,-0.6418701302300001
ACH-000266,-0.9072179895290001
ACH-000272,-0.7268646004260001
ACH-000273,-0.8648486617910001
ACH-000274,-0.9090639027949999
ACH-000277,-0.7723121023780001
ACH-000278,-0.946996106447
ACH-000279,-0.992744472866
ACH-000280,-0.8798513110989999
ACH-000281,-1.00152689517
ACH-000288,-0.800815699479
ACH-000291,-0.7095692445899999
ACH-000293,-0.846535118317
ACH-000294,-0.8514422193160001
ACH-000295,-0.983248122395
ACH-000296,-1.08219233305
ACH-000302,-0.853851739897
ACH-000304,-0.491641253803
ACH-000307,-0.523808687097
ACH-000308,-0.86779249949
ACH-000310,-1.3671249666
ACH-000311,-0.854954518943
ACH-000312,-0.922893469476
ACH-000315,-0.41585046724
ACH-000316,-0.642876236802
ACH-000317,-0.357123838511
ACH-000318,-0.865983112387
ACH-000319,-0.635164694761
ACH-000320,-0.796332767086
ACH-000322,-0.732209095465
ACH-000323,-1.01672958606
ACH-000324,-0.968248189104
ACH-000329,-0.995595717492
ACH-000330,-0.9921375691840001
ACH-000331,-0.7935291752689999
ACH-000332,-0.831006881595
ACH-000334,-0.74015204986
ACH-000335,-0.485365057856
ACH-000336,-0.734167382009
ACH-000337,-0.864956468875
ACH-000339,-0.765160813833
ACH-000341,-1.10682770611
ACH-000348,-0.770641072896
ACH-000350,-0.700283531605
ACH-000352,-0.868677418712
ACH-000356,-0.689945919543
ACH-000361,-0.687504564403
ACH-000362,-0.9498511447840001
ACH-000363,-1.0160390391399998
ACH-000364,-1.01289505955
ACH-000365,-0.730480550693
ACH-000366,-0.6480049617010001
ACH-000368,-0.478863869983
ACH-000374,-0.984522063544
ACH-000375,-0.7284709288160001
ACH-000376,-0.778886661507
