,IRAK3 (11213)
ACH-000004,0.215296220201
ACH-000007,0.37834388827200005
ACH-000009,0.08646225787139998
ACH-000011,-0.15543419492799998
ACH-000012,0.109624040916
ACH-000013,-0.136975490407
ACH-000014,0.032597848374
ACH-000015,-0.157907385835
ACH-000017,-0.0811230984006
ACH-000018,0.49086887513300004
ACH-000019,-0.0715172996544
ACH-000021,0.145023741631
ACH-000022,0.0234726634355
ACH-000025,-0.11881077552899999
ACH-000028,0.0487275274734
ACH-000030,-0.0500768461173
ACH-000035,0.0990422100548
ACH-000036,-0.109809172239
ACH-000037,-0.24290954949700003
ACH-000039,-0.153208435839
ACH-000040,0.167561292724
ACH-000041,-0.0727184260647
ACH-000042,0.120680485921
ACH-000045,0.030389899983200002
ACH-000047,0.157012377711
ACH-000052,0.064121185258
ACH-000053,0.06459982078530001
ACH-000054,-0.0244871936009
ACH-000055,0.204018621832
ACH-000060,-0.09339702730360001
ACH-000067,0.18902948241300002
ACH-000070,-0.08040336286439999
ACH-000075,0.220783123384
ACH-000078,0.297538032128
ACH-000082,-0.31717141730799997
ACH-000085,0.0243795632229
ACH-000086,-0.0426259761668
ACH-000087,0.0784300349325
ACH-000092,0.114038483512
ACH-000095,-0.07686393287189999
ACH-000097,-0.00960410000222
ACH-000098,0.22429938088100002
ACH-000099,0.08781522127119999
ACH-000108,0.216369198389
ACH-000113,0.118102893409
ACH-000115,-0.0599276211311
ACH-000116,-0.0691705761846
ACH-000118,0.0319443689125
ACH-000120,0.171494595737
ACH-000123,0.051822147516800005
ACH-000127,-0.0413011036186
ACH-000128,0.0759081070937
ACH-000132,0.149580674712
ACH-000133,0.0249801471169
ACH-000137,-0.328078684574
ACH-000138,0.0909460628249
ACH-000142,-0.131116410389
ACH-000143,0.223155416195
ACH-000146,0.100568882527
ACH-000148,-0.27367837033000003
ACH-000150,-0.278172402672
ACH-000152,-0.113516149466
ACH-000153,-0.0796799667745
ACH-000159,0.0604031967639
ACH-000160,0.172942399173
ACH-000163,0.012645658345000001
ACH-000167,0.09655399019689999
ACH-000168,0.025694066815900002
ACH-000169,0.053753070028
ACH-000178,0.165737936689
ACH-000182,0.00669442380826
ACH-000183,-0.0308775157565
ACH-000188,0.179084048187
ACH-000189,-0.363257434675
ACH-000190,-0.0673967526362
ACH-000198,-0.049353641488699994
ACH-000204,0.278685889204
ACH-000206,0.00340223037384
ACH-000207,0.00991745631416
ACH-000211,-0.104985633693
ACH-000215,-0.163226965596
ACH-000221,-0.0724449305439
ACH-000222,0.283477967635
ACH-000223,0.108205425129
ACH-000226,-0.0235582117869
ACH-000227,-0.093745652896
ACH-000228,-0.117870326779
ACH-000231,0.040461994172
ACH-000232,-0.162884572253
ACH-000233,-0.11743448575099999
ACH-000234,-0.35873564400200003
ACH-000235,0.014595361512500002
ACH-000237,-0.0705847877784
ACH-000238,-0.0099619402429
ACH-000243,0.00522996554859
