,QTRT1 (81890)
ACH-000004,-0.482559072881
ACH-000007,0.07947783387080001
ACH-000009,0.023942905569099997
ACH-000011,-0.159640814681
ACH-000012,-0.127065355406
ACH-000013,-0.140608511812
ACH-000014,-0.42112688708000007
ACH-000015,-0.132314996567
ACH-000017,-0.012513548783
ACH-000018,-0.29261232498100004
ACH-000019,-0.359683749427
ACH-000021,-0.349304660494
ACH-000022,-0.137149531589
ACH-000025,-0.255066933858
ACH-000028,-0.410327341745
ACH-000030,-0.21792507542800002
ACH-000035,-0.23019018405299999
ACH-000036,-0.22080824096700002
ACH-000037,-0.10397565279200001
ACH-000039,-0.27658266474599996
ACH-000040,-0.247345700863
ACH-000041,0.038170842839000005
ACH-000042,-0.022456645922099998
ACH-000045,-0.295392697984
ACH-000047,-0.17965288151
ACH-000052,0.000222146076935
ACH-000053,-0.0822493029854
ACH-000054,-0.038005573869400004
ACH-000055,-0.129382063125
ACH-000060,-0.0908993552902
ACH-000067,-0.238771019681
ACH-000070,0.045222763174199994
ACH-000075,-0.06333551549909999
ACH-000078,0.16020641154999998
ACH-000082,-0.09822950189339999
ACH-000085,-0.24973915808400002
ACH-000086,-0.13672506981
ACH-000087,-0.239521099428
ACH-000092,-0.23428688797299999
ACH-000095,-0.16000617136499998
ACH-000097,-0.0221920125551
ACH-000098,-0.139812871742
ACH-000099,-0.10746373946599999
ACH-000108,-0.09112401015910002
ACH-000113,-0.22215409669599998
ACH-000115,-0.154915208575
ACH-000116,-0.45432031957099994
ACH-000118,-0.314810948296
ACH-000120,-0.0576415019766
ACH-000123,-0.110661696571
ACH-000127,-0.222229393644
ACH-000128,-0.25152930105300003
ACH-000132,-0.208781536009
ACH-000133,-0.08527333960580001
ACH-000137,-0.17226816868099998
ACH-000138,-0.245542831549
ACH-000142,-0.06377212882540001
ACH-000143,0.00739606603748
ACH-000146,-0.225888652804
ACH-000148,-0.0852835703757
ACH-000150,-0.301117299907
ACH-000152,-0.0965994269213
ACH-000153,0.0131649650327
ACH-000159,-0.10433293889499999
ACH-000160,-0.13719259024900002
ACH-000163,-0.225280604197
ACH-000167,-0.49789073984
ACH-000168,-0.13807520917899999
ACH-000169,0.010134004603700002
ACH-000178,-0.158420851014
ACH-000182,-0.145445772178
ACH-000183,-0.055491087930500005
ACH-000188,-0.817344821652
ACH-000189,-0.47437611445600003
ACH-000190,-0.154795594489
ACH-000198,-0.113478393023
ACH-000204,0.0155460236618
ACH-000206,0.0299039635866
ACH-000207,0.0344212366889
ACH-000211,-0.191249192249
ACH-000215,-0.0273313957002
ACH-000221,-0.08906082410800001
ACH-000222,-0.045652506287900005
ACH-000223,-0.210055938252
ACH-000226,-0.149199395923
ACH-000227,-0.157123187503
ACH-000228,-0.09411601416319999
ACH-000231,-0.134644535754
ACH-000232,-0.03946121241930001
ACH-000233,-0.328881609862
ACH-000234,0.028785643628799998
ACH-000235,-0.123394346205
ACH-000237,-0.103005746133
ACH-000238,0.0979078531411
ACH-000243,-0.332819366243
ACH-000244,-0.40870226808300003
ACH-000246,-0.284321098284
ACH-000248,-0.171126785449
ACH-000250,-0.136819552985
ACH-000251,-0.277631003994
ACH-000253,-0.19996156577100002
ACH-000255,-0.116623108375
ACH-000256,-0.39218137241400003
ACH-000257,-0.360660006589
ACH-000258,-0.0440648518652
ACH-000259,-0.10101703146
ACH-000260,-0.102425962258
ACH-000261,-0.10430433071100001
ACH-000262,0.0038482287317800003
ACH-000263,-0.395195867635
ACH-000264,-0.199595373627
ACH-000265,-0.199803603354
ACH-000266,-0.0670926361327
ACH-000272,-0.165136551371
ACH-000273,-0.0440591743717
ACH-000274,-0.0967573125274
ACH-000277,-0.0852240834953
ACH-000278,-0.232023301259
ACH-000279,0.17107972337299998
ACH-000280,0.0009394911428710001
ACH-000281,-0.113015416781
ACH-000288,-0.17720227745
ACH-000291,-0.197079805004
ACH-000293,-0.23486567549000004
ACH-000294,-0.70883564134
ACH-000295,-0.136669970924
ACH-000296,-0.315800911335
ACH-000302,-0.27407183778099997
ACH-000304,-0.18601486973499998
ACH-000307,-0.0720162714602
ACH-000308,-0.0665116770596
ACH-000310,-0.09289282562830001
ACH-000311,-0.166559888145
ACH-000312,-0.113128746729
ACH-000315,0.0740652669475
ACH-000316,-0.010213547648
ACH-000317,-0.03524531967
ACH-000318,-0.428961339579
ACH-000319,-0.24881610135600002
ACH-000320,-0.211804689359
ACH-000322,-0.105031370815
ACH-000323,-0.229758387618
ACH-000324,-0.233896570421
ACH-000329,0.09563816121919999
ACH-000330,-0.0715000531439
ACH-000331,-0.034945622006
ACH-000332,-0.19823807905000002
ACH-000334,-0.502370677311
ACH-000335,0.055974396031200004
ACH-000336,-0.0134796769203
ACH-000337,-0.18755915160300002
ACH-000339,-0.208938060988
ACH-000341,-0.264630606386
ACH-000348,-0.163738524489
ACH-000350,-0.0380324364315
ACH-000352,0.0437872032325
ACH-000356,-0.0774973902
ACH-000361,-0.047163973285300004
ACH-000362,-0.324076587272
ACH-000363,-0.0513984530674
ACH-000364,-0.170148634006
ACH-000365,-0.00289426429993
ACH-000366,-0.122584691177
ACH-000368,-0.06807945661209999
ACH-000374,-0.0790024523955
ACH-000375,-0.07039543425269999
ACH-000376,0.0747088828892
ACH-000381,-0.0266011381713
ACH-000383,-0.10465327609899999
ACH-000387,-0.22781492599800002
ACH-000389,-0.056213364393999994
ACH-000390,-0.09791566977779999
ACH-000393,-0.188769215297
ACH-000395,-0.263564336012
ACH-000397,-0.0633720917277
ACH-000401,-0.20846837830499998
ACH-000402,-0.151439770374
ACH-000403,-0.101684432534
ACH-000404,-0.152736446833
ACH-000406,-0.09666612557189999
ACH-000407,-0.237857997962
ACH-000408,-0.16111623522399998
ACH-000410,-0.139329275428
ACH-000411,-0.296244291023
ACH-000414,0.075838248005
ACH-000415,-0.256397147012
ACH-000416,-0.237582699022
ACH-000420,-0.221122168934
ACH-000421,-0.17498152517299997
ACH-000424,-0.00884972949794
