,QTRTD1 (79691)
ACH-000004,0.07001378526430001
ACH-000007,0.227667332346
ACH-000009,-0.010639756530799998
ACH-000011,-0.00237359796835
ACH-000012,-0.0688975247303
ACH-000013,0.0503457614712
ACH-000014,-0.0188505106943
ACH-000015,0.324073188608
ACH-000017,0.185505042081
ACH-000018,-0.015373791244999999
ACH-000019,0.296114839621
ACH-000021,-0.0592155872534
ACH-000022,0.11536741769600001
ACH-000025,-0.200506303513
ACH-000028,0.17502695714400002
ACH-000030,-0.109944299937
ACH-000035,-0.00464051310181
ACH-000036,0.11162518170600001
ACH-000037,0.46543589281099995
ACH-000039,-0.117583178217
ACH-000040,0.0457346558646
ACH-000041,0.10553689671199999
ACH-000042,-0.09580395935460001
ACH-000045,0.12498630130899999
ACH-000047,-0.07463818474480001
ACH-000052,0.024285806381599995
ACH-000053,0.131653213995
ACH-000054,-0.18535985115200002
ACH-000055,0.0563477546486
ACH-000060,-0.08561518488810001
ACH-000067,-0.108788256651
ACH-000070,0.137634944767
ACH-000075,0.124402675263
ACH-000078,0.09558846860739999
ACH-000082,0.249384021993
ACH-000085,-0.110275532396
ACH-000086,0.0633465371854
ACH-000087,0.234684797799
ACH-000092,0.11715834103299999
ACH-000095,0.018894255276
ACH-000097,-0.027058824523200003
ACH-000098,0.137673893266
ACH-000099,0.115390149818
ACH-000108,-0.121734104156
ACH-000113,-0.018465760489
ACH-000115,-0.025410726938200002
ACH-000116,0.0207604041463
ACH-000118,-0.09197188989360001
ACH-000120,-0.122422752591
ACH-000123,-0.043372565848000005
ACH-000127,0.06722969556469999
ACH-000128,-0.19586045792800003
ACH-000132,-0.0246398629869
ACH-000133,-0.175975131222
ACH-000137,-0.12585122181299999
ACH-000138,-0.0464730893301
ACH-000142,0.186510008987
ACH-000143,0.030533267078299998
ACH-000146,0.0143824245111
ACH-000148,0.0318765835617
ACH-000150,0.17288089536899998
ACH-000152,0.00982083088846
ACH-000153,0.0980598166403
ACH-000159,-0.08048056223780001
ACH-000160,-0.140352706788
ACH-000163,0.064308302021
ACH-000167,-0.09224757034320001
ACH-000168,-0.127111123671
ACH-000169,0.124059767081
ACH-000178,-0.018931502332900002
ACH-000182,-0.114536366824
ACH-000183,0.24273465843000003
ACH-000188,0.0674001204775
ACH-000189,0.044038141845
ACH-000190,-0.0958817084583
ACH-000198,-0.0357535240861
ACH-000204,0.229820595791
ACH-000206,0.129814609842
ACH-000207,-0.0962148433708
ACH-000211,-0.011809409636600002
ACH-000215,0.10130519053999999
ACH-000221,0.010611992335700001
ACH-000222,-0.10938047507899999
ACH-000223,0.226926418633
ACH-000226,0.0259341951028
ACH-000227,-0.06387072335
ACH-000228,0.154509281802
ACH-000231,0.013170774959
ACH-000232,0.119716029501
ACH-000233,0.0162244104752
ACH-000234,-0.0446070054939
ACH-000235,0.0062022088772200005
ACH-000237,-0.043610830204
ACH-000238,0.369212680881
ACH-000243,-0.022946643988900003
ACH-000244,-0.103123881566
ACH-000246,-0.05270713548690001
ACH-000248,0.056289620470900005
ACH-000250,-0.0443277328131
ACH-000251,-0.06738827734240001
ACH-000253,0.0952472162232
ACH-000255,0.106993968925
ACH-000256,0.128197039315
ACH-000257,0.0527672077458
ACH-000258,0.0253698636933
ACH-000259,0.011698135621599999
ACH-000260,-0.024938945282
ACH-000261,-0.045354700965700004
ACH-000262,-0.06562701880609999
ACH-000263,0.183727928322
ACH-000264,-0.06592652791
ACH-000265,0.07863111157269999
ACH-000266,0.00997276848639
ACH-000272,-0.0941020614993
ACH-000273,0.188076050043
ACH-000274,0.02469170741
ACH-000277,-0.00399927624485
ACH-000278,0.05093496278199999
ACH-000279,-0.165506303764
ACH-000280,0.06656151688569999
ACH-000281,-0.07379143231549999
ACH-000288,0.15186875200799999
ACH-000291,0.06624802250009999
ACH-000293,0.288987088777
ACH-000294,-0.27759737994600003
ACH-000295,0.28092074379799997
ACH-000296,0.084510122083
ACH-000302,0.0366373761054
ACH-000304,-0.67786559029
ACH-000307,-0.0329330510285
ACH-000308,0.171937594725
ACH-000310,0.055546886698900004
ACH-000311,-0.27888064789
ACH-000312,0.04069808666
ACH-000315,-0.11080402279200001
ACH-000316,-0.010009017206299998
ACH-000317,-0.210357934981
ACH-000318,0.19165657361299998
ACH-000319,-0.0803373095162
ACH-000320,-0.31713047803800004
ACH-000322,-0.0649075394372
ACH-000323,-0.0116583425999
ACH-000324,-0.0462114923376
ACH-000329,0.142152952587
ACH-000330,0.17526543337499997
ACH-000331,-0.039968202782
ACH-000332,0.0439492405738
ACH-000334,0.0631236460685
ACH-000335,-0.1204311908
ACH-000336,-0.156053332649
ACH-000337,0.005357295434579999
ACH-000339,0.07213462172960002
ACH-000341,-0.007218138156420001
ACH-000348,0.05564951260559999
ACH-000350,-0.136481914647
ACH-000352,0.012020120029799998
ACH-000356,-0.05946832268209999
ACH-000361,-0.21534023305
ACH-000362,-0.030490341724
ACH-000363,0.219020880481
ACH-000364,-0.0629338612584
ACH-000365,0.0931204161286
ACH-000366,-0.0233470818207
ACH-000368,-0.030021066895
