,CCT4 (10575)
ACH-000004,-1.61869690935
ACH-000007,-1.31931039395
ACH-000009,-1.5468766486899999
ACH-000011,-1.81529820595
ACH-000012,-1.4691504295299997
ACH-000013,-1.7172568094799998
ACH-000014,-1.4843566830300001
ACH-000015,-1.5563330221599998
ACH-000017,-1.62142185379
ACH-000018,-1.88829690685
ACH-000019,-1.80887328977
ACH-000021,-1.63317342579
ACH-000022,-1.74740276613
ACH-000025,-1.50767067516
ACH-000028,-1.6713539565
ACH-000030,-1.72592408496
ACH-000035,-1.5085366441899999
ACH-000036,-1.6093322537
ACH-000037,-2.32311169894
ACH-000039,-1.60799863551
ACH-000040,-1.80534709938
ACH-000041,-1.7470030258700002
ACH-000042,-1.58648716123
ACH-000045,-1.84012406905
ACH-000047,-1.5007575132700002
ACH-000052,-1.63719520669
ACH-000053,-1.7824003978099998
ACH-000054,-1.6652412115700002
ACH-000055,-1.6170252676499999
ACH-000060,-1.5592248643200002
ACH-000067,-1.78951481874
ACH-000070,-1.57789740467
ACH-000075,-1.4675738422799998
ACH-000078,-1.77477916039
ACH-000082,-1.5888416383000001
ACH-000085,-1.60950351938
ACH-000086,-1.5147151254100002
ACH-000087,-1.64641975156
ACH-000092,-1.6871139808500002
ACH-000095,-1.82066600695
ACH-000097,-1.64069322988
ACH-000098,-1.78133633029
ACH-000099,-1.77900418833
ACH-000108,-1.50311739266
ACH-000113,-1.69480903769
ACH-000115,-2.21162318713
ACH-000116,-1.51796811775
ACH-000118,-1.5828711352
ACH-000120,-1.63026246184
ACH-000123,-1.6451961921200002
ACH-000127,-1.7466685922599998
ACH-000128,-1.67312614439
ACH-000132,-1.7264866613999998
ACH-000133,-1.8670340881799998
ACH-000137,-1.77493588806
ACH-000138,-1.65269074879
ACH-000142,-1.5964054232799998
ACH-000143,-1.6174493313799998
ACH-000146,-1.62564324424
ACH-000148,-1.7673296843900002
ACH-000150,-1.55967614602
ACH-000152,-1.75416075287
ACH-000153,-1.22231985433
ACH-000159,-1.9765327631099998
ACH-000160,-1.82348794729
ACH-000163,-2.08448776485
ACH-000167,-2.3799596226700004
ACH-000168,-1.84805077533
ACH-000169,-1.5411792949899998
ACH-000178,-1.63749288414
ACH-000182,-1.5277351730500002
ACH-000183,-1.81509364218
ACH-000188,-1.71224782648
ACH-000189,-1.29616335323
ACH-000190,-1.3080960529
ACH-000198,-1.83307680157
ACH-000204,-1.8383082064200003
ACH-000206,-1.48693189414
ACH-000207,-1.73548987715
ACH-000211,-2.06089910215
ACH-000215,-1.96708201341
ACH-000221,-1.4893002118599998
ACH-000222,-1.62825439659
ACH-000223,-1.6642197290799998
ACH-000226,-1.6834980997100002
ACH-000227,-1.80750514813
ACH-000228,-1.60993044769
ACH-000231,-1.5798400978
ACH-000232,-1.84719136509
ACH-000233,-1.7816081212400001
ACH-000234,-1.46175587148
ACH-000235,-1.47885312345
ACH-000237,-1.5359530853499999
ACH-000238,-2.1070896
ACH-000243,-1.57730414814
ACH-000244,-1.6066528325799998
ACH-000246,-1.62077310842
ACH-000248,-1.42006584651
ACH-000250,-1.70162599079
ACH-000251,-1.5760537783000002
ACH-000253,-1.7361263980300001
ACH-000255,-1.7383991669
ACH-000256,-1.55941504459
ACH-000257,-1.5489798756600002
ACH-000258,-1.49348886836
ACH-000259,-1.42414614428
ACH-000260,-1.7384424036900001
ACH-000261,-1.6904456106799999
ACH-000262,-1.6660393623700003
ACH-000263,-1.50059584722
ACH-000264,-1.43583872025
ACH-000265,-1.62381700312
ACH-000266,-1.54050872081
ACH-000272,-1.65590961636
ACH-000273,-1.7091274437600001
ACH-000274,-1.9058589376900001
ACH-000277,-1.55772064175
ACH-000278,-1.2330125000499998
ACH-000279,-1.6707031975100002
ACH-000280,-1.5978044198299999
ACH-000281,-1.6699279109
ACH-000288,-1.77526890591
ACH-000291,-1.91069690417
ACH-000293,-1.45937019879
ACH-000294,-1.67819848587
ACH-000295,-1.88739011015
ACH-000296,-1.5926002072
ACH-000302,-1.17555695205
ACH-000304,-1.32197186003
ACH-000307,-1.5229753024000001
ACH-000308,-1.70033246374
ACH-000310,-1.90859846712
ACH-000311,-1.60099988724
ACH-000312,-1.70118026786
ACH-000315,-1.7087051144299998
ACH-000316,-1.83546747259
ACH-000317,-1.5783873691499999
ACH-000318,-1.7156626141
ACH-000319,-1.53917861246
ACH-000320,-1.5549281575
ACH-000322,-1.6755304829100002
ACH-000323,-2.03755605072
ACH-000324,-1.75907052664
ACH-000329,-1.97377571382
ACH-000330,-1.6380288715600002
ACH-000331,-1.50854451567
ACH-000332,-1.5654139842500001
ACH-000334,-1.91087557377
ACH-000335,-1.7041782484399999
ACH-000336,-2.18192736767
ACH-000337,-1.1745256709
ACH-000339,-1.7786735346400002
ACH-000341,-2.03891961256
ACH-000348,-1.7565810088099998
ACH-000350,-1.9877760169299998
ACH-000352,-1.61368721144
ACH-000356,-1.37013951606
ACH-000361,-1.58801884676
ACH-000362,-1.7353297826700003
ACH-000363,-1.69986054902
ACH-000364,-1.4462836576499998
ACH-000365,-1.69624437186
ACH-000366,-1.7770962609299998
ACH-000368,-1.78828661268
ACH-000374,-1.49715633581
ACH-000375,-1.64165786259
ACH-000376,-1.6622193710600002
ACH-000381,-1.59470990567
ACH-000383,-1.6981330954499998
ACH-000387,-1.65383033492
ACH-000389,-1.6128722613799997
ACH-000390,-1.71494326966
ACH-000393,-1.7361538068200002
ACH-000395,-1.61199811814
ACH-000397,-1.59183257227
ACH-000401,-1.41855081384
ACH-000402,-1.9675904187900002
ACH-000403,-1.76941537221
ACH-000404,-1.56424457532
ACH-000406,-1.64659331956
ACH-000407,-1.7640422898500001
ACH-000408,-1.61830117936
ACH-000410,-1.5264211066799998
ACH-000411,-1.6035154700999998
ACH-000414,-1.83044094875
ACH-000415,-1.66885798731
ACH-000416,-1.58384767875
ACH-000420,-1.44285676343
ACH-000421,-1.3142216485200002
ACH-000424,-1.9402453065
ACH-000425,-1.52638674129
ACH-000426,-1.9380001361099997
ACH-000427,-1.5946237088
ACH-000433,-1.6044518301100001
ACH-000436,-1.78249067589
ACH-000444,-1.3175294086700002
ACH-000445,-1.70077179095
ACH-000448,-1.56914079633
ACH-000450,-1.28979429677
ACH-000452,-1.7926230893000001
ACH-000454,-1.71214807144
ACH-000458,-1.76856251944
ACH-000459,-1.66574421878
ACH-000460,-1.5870506838499998
ACH-000461,-1.52359096455
ACH-000463,-1.52936736526
ACH-000464,-1.77265698738
ACH-000466,-1.7548645882900002
ACH-000467,-1.69010020016
ACH-000468,-1.7776786938
ACH-000469,-1.7019554377000001
ACH-000470,-1.50029445366
ACH-000471,-1.5897535132499998
ACH-000472,-2.1767336411000002
ACH-000473,-1.6212246274200002
ACH-000475,-1.67376888161
ACH-000476,-1.77727684495
ACH-000477,-2.0300961701599998
ACH-000480,-1.5635462494699999
ACH-000481,-1.58631215503
ACH-000483,-1.4046752147400001
ACH-000484,-1.60340292071
ACH-000485,-1.87294839347
ACH-000486,-1.58385493813
ACH-000487,-1.55546247424
ACH-000488,-1.7714798276400003
ACH-000490,-1.31923434411
ACH-000491,-1.47190492571
ACH-000495,-1.5820006614
ACH-000496,-1.3220992642
ACH-000499,-1.44297802276
ACH-000500,-1.75970513253
ACH-000502,-1.6237585738799998
ACH-000503,-2.16164445721
ACH-000505,-1.56362593692
ACH-000507,-1.5749351427
ACH-000510,-1.8496785421700002
ACH-000511,-1.4579365549899999
ACH-000512,-1.16595578441
ACH-000516,-1.97128903444
ACH-000517,-1.58139929954
ACH-000518,-2.04704495181
ACH-000520,-1.73179024337
ACH-000521,-1.43973804574
ACH-000522,-1.7354291141299998
ACH-000524,-1.68093456935
ACH-000527,-1.5752090708000002
ACH-000528,-1.54553980697
ACH-000537,-1.5971760592
ACH-000541,-1.9391994720299999
ACH-000542,-1.7409316171
ACH-000544,-1.7661750361500002
ACH-000545,-1.48767715007
ACH-000547,-1.13894638582
ACH-000548,-1.5702151599899998
ACH-000549,-1.52823757946
ACH-000550,-1.76839814252
ACH-000552,-1.58798484607
ACH-000556,-1.76151862177
ACH-000557,-1.9790770046500001
ACH-000570,-1.89836933074
ACH-000571,-2.0196946643500002
ACH-000573,-1.38158839556
ACH-000576,-1.7397996034099998
ACH-000580,-1.9856391991599998
ACH-000584,-1.5114281778799998
ACH-000585,-2.01342747594
ACH-000588,-1.89569109405
ACH-000589,-1.54706069329
ACH-000591,-2.07723470774
ACH-000593,-1.7811845265000001
ACH-000600,-1.50008294541
ACH-000601,-1.4648009398
ACH-000604,-1.68770237741
ACH-000605,-1.61520396579
ACH-000606,-1.50074559719
ACH-000608,-2.1068911938799997
ACH-000614,-1.9129643114200001
ACH-000616,-1.698808349
ACH-000618,-1.8773917437999998
ACH-000619,-1.9029580444999998
ACH-000620,-1.74867906732
ACH-000621,-1.49035624688
ACH-000622,-1.4359853192899998
ACH-000623,-1.8953942174599998
ACH-000624,-1.6007376284700001
ACH-000627,-1.7222517367299999
ACH-000630,-1.81856582007
ACH-000632,-1.7702658098800002
ACH-000633,-2.03280406639
ACH-000637,-1.6667818106799999
ACH-000638,-1.5318519209600001
ACH-000646,-1.21614526107
ACH-000647,-1.66384854472
ACH-000648,-2.01362715582
ACH-000649,-1.74324536723
ACH-000651,-1.4838303612200001
ACH-000652,-1.6408226527899998
ACH-000653,-1.8878401851400002
ACH-000657,-1.85194656936
ACH-000658,-1.4654135674200002
ACH-000661,-1.92780971785
ACH-000662,-1.83770618338
ACH-000663,-1.5726726276299998
ACH-000665,-1.4979371629799998
ACH-000671,-1.61460932277
ACH-000673,-1.80242914033
ACH-000676,-1.7620105298099997
ACH-000677,-1.46174731814
ACH-000681,-1.5769328862799998
ACH-000682,-1.91721252876
ACH-000683,-1.5890648884399998
ACH-000684,-1.7621255548900003
