,NUS1 (116150)
ACH-000757,-1.26815011274
ACH-000758,-1.2918530508200001
ACH-000760,-1.44881543176
ACH-000763,-1.7412379481400002
ACH-000764,-1.11353921028
ACH-000765,-1.59974289651
ACH-000766,-1.27823977695
ACH-000767,-1.2366824276000001
ACH-000768,-1.3278553553299999
ACH-000769,-1.43474138283
ACH-000770,-1.40674394641
ACH-000771,-1.4739198779299998
ACH-000773,-1.1096688293299999
ACH-000776,-1.28425854317
ACH-000777,-1.43150799965
ACH-000778,-2.23185543587
ACH-000781,-1.5504729770899999
ACH-000782,-1.1914269690000001
ACH-000783,-1.60519104714
ACH-000784,-1.49714335208
ACH-000785,-1.6721084486700002
ACH-000787,-1.38006803439
ACH-000788,-1.239401853
ACH-000791,-1.38184864679
ACH-000792,-1.6530238668500001
ACH-000794,-1.1052715963600002
ACH-000796,-1.3538553001
ACH-000799,-1.15591952716
ACH-000800,-1.70132199822
ACH-000802,-1.2533806305700002
ACH-000804,-1.24006420351
ACH-000805,-1.32179110815
ACH-000809,-1.2665944055299998
ACH-000810,-1.52079118807
ACH-000811,-1.5093042138100001
ACH-000817,-1.4704227655700002
ACH-000819,-1.2415624547
ACH-000820,-1.1265525994299999
ACH-000821,-1.60911864793
ACH-000822,-1.43678236982
ACH-000823,-1.18287979927
ACH-000824,-1.30417442708
ACH-000827,-1.38716181928
ACH-000829,-1.44865257933
ACH-000831,-1.5462123474399998
ACH-000832,-1.16477054992
ACH-000833,-1.78220696729
ACH-000834,-1.39361167648
ACH-000835,-1.21652648554
ACH-000836,-1.5014227668900002
ACH-000837,-1.18133864863
ACH-000838,-1.9076254173599998
ACH-000839,-1.06906900896
ACH-000840,-1.6763666948700002
ACH-000841,-1.32734653721
ACH-000843,-1.69384682313
ACH-000846,-1.5878643221200002
ACH-000847,-1.23940620593
ACH-000848,-1.38078625187
ACH-000849,-1.41577968895
ACH-000851,-1.19444303341
ACH-000855,-1.19776046778
ACH-000856,-1.4634318513999998
ACH-000858,-1.25567878971
ACH-000859,-0.867525395405
ACH-000861,-1.50009538205
ACH-000862,-1.57762285254
ACH-000865,-1.5082916792899999
ACH-000866,-1.4437935332799998
ACH-000867,-1.51237462674
ACH-000869,-1.3850479684700001
ACH-000872,-1.54434571274
ACH-000873,-0.994014812105
ACH-000876,-1.42960246431
ACH-000878,-1.28904088803
ACH-000880,-1.44027879534
ACH-000881,-1.5472475149
ACH-000882,-1.38095183067
ACH-000884,-1.21071860143
ACH-000885,-1.52980563463
ACH-000887,-1.3371428018
ACH-000888,-1.5169697254799999
ACH-000889,-1.2552840707700001
ACH-000890,-1.24602364094
ACH-000896,-1.3972537251800001
ACH-000898,-1.4645754256299999
ACH-000900,-1.28206355442
ACH-000901,-1.32193532227
ACH-000905,-1.3242181080700002
ACH-000906,-1.4161939315799998
ACH-000907,-1.1753718203599999
ACH-000910,-1.24681372826
ACH-000911,-1.23553379642
ACH-000912,-1.37981563456
ACH-000913,-1.1779091724200002
ACH-000915,-1.50613531373
ACH-000916,-1.6582987772100002
ACH-000917,-1.09789672529
ACH-000921,-1.31334558154
ACH-000924,-1.4074011042399999
ACH-000926,-1.33513346338
ACH-000928,-1.22650986033
ACH-000929,-0.992441190556
ACH-000932,-1.32390868177
ACH-000935,-1.04584325353
ACH-000936,-1.54280658903
ACH-000937,-1.6639167159600001
ACH-000938,-1.5591269994999999
ACH-000939,-1.5901851963799998
ACH-000941,-1.33129377542
ACH-000943,-1.57371548588
ACH-000946,-1.27343978983
ACH-000947,-1.5435120130200002
ACH-000948,-1.4179587603600001
ACH-000950,-1.47485144329
ACH-000953,-1.7502608169599998
ACH-000957,-1.4684586691200001
ACH-000958,-1.39474248611
ACH-000960,-1.67481083891
ACH-000963,-0.999457721159
ACH-000968,-1.6450675640999999
ACH-000969,-1.4857250874
ACH-000973,-1.33499070116
ACH-000974,-1.3870029554199999
ACH-000975,-1.53027013782
ACH-000976,-1.53805468652
ACH-000978,-1.0634534123100001
ACH-000980,-1.6529606674000001
ACH-000984,-1.03966294549
ACH-000986,-1.18534280652
ACH-000988,-1.32989911462
ACH-000993,-1.62010606204
ACH-000994,-1.64567770278
ACH-000996,-1.5182690788799997
ACH-001001,-1.44954481311
ACH-001020,-1.0621160697499998
ACH-001028,-1.23374586223
ACH-001031,-1.38812333186
ACH-001038,-1.53715671293
ACH-001048,-1.31536334485
ACH-001050,-1.2853562022299998
ACH-001053,-1.3855680252
ACH-001054,-1.1822034172700002
ACH-001061,-1.25599091434
ACH-001067,-1.3547131940600001
ACH-001075,-1.40906084898
ACH-001096,-1.54131615308
ACH-001128,-1.58765413822
ACH-001134,-1.46700606012
ACH-001151,-1.26491668842
ACH-001163,-1.24539660094
ACH-001164,-1.44687433321
ACH-001173,-1.29412462995
ACH-001183,-1.37974738329
ACH-001184,-1.3844341378999998
ACH-001190,-1.1097929502600001
ACH-001192,-1.34418375698
ACH-001193,-1.2233636183399998
ACH-001196,-1.48079047192
ACH-001197,-1.14698631788
ACH-001205,-1.2167644702399998
ACH-001211,-1.18893812719
ACH-001212,-1.02994559482
ACH-001228,-1.7214158195400002
ACH-001232,-1.3182309479899998
ACH-001239,-1.3687478093
ACH-001274,-1.6821395386200002
ACH-001275,-1.29301679579
ACH-001277,-1.36521207222
ACH-001278,-1.27065191438
ACH-001280,-1.37473225419
ACH-001283,-1.42983479997
ACH-001289,-1.33118533056
ACH-001295,-1.27688655039
ACH-001300,-1.4472069611000002
ACH-001301,-1.33257515646
ACH-001302,-1.53551281753
ACH-001303,-1.8393092201299999
ACH-001306,-1.36790772695
ACH-001318,-1.30932328034
ACH-001322,-1.13016796772
ACH-001328,-1.226344112
ACH-001332,-0.882076710723
ACH-001333,-1.38859650806
ACH-001336,-1.2202742015399999
ACH-001340,-1.4165730576700002
ACH-001346,-1.3748145885799998
ACH-001353,-1.3599233191100002
ACH-001354,-1.23570253782
ACH-001367,-1.1546749095
ACH-001368,-1.3807240773299998
ACH-001374,-1.3913949232700003
ACH-001375,-1.17848127497
ACH-001377,-1.4568969532499998
ACH-001380,-1.3195641952500001
ACH-001391,-1.5035942742299997
ACH-001407,-1.50259716504
ACH-001408,-1.5373429575100002
ACH-001413,-1.1027295639899999
ACH-001430,-1.64842958102
ACH-001431,-1.43979992276
ACH-001450,-1.3315016410200002
ACH-001496,-1.3688967169100001
ACH-001500,-1.22955434351
ACH-001521,-2.00910900219
ACH-001523,-1.32391312588
ACH-001532,-1.5789302591499998
ACH-001536,-1.3790890577500001
ACH-001550,-1.30164972853
ACH-001552,-1.2039067075499998
ACH-001554,-1.78262806655
ACH-001645,-1.0410221844499998
ACH-001654,-1.3133254051999999
ACH-001715,-1.3363526559
ACH-001735,-1.5854384952899998
ACH-001736,-1.54648516866
ACH-001737,-2.32020009609
ACH-001740,-1.8084491285099997
ACH-001745,-1.6239306082499998
ACH-001750,-1.32870628738
ACH-001765,-1.4395042745
ACH-001956,-1.82657849762
ACH-001957,-1.44953696741
