,NUS1 (116150)
ACH-000004,-1.28625085792
ACH-000007,-1.6109721005500002
ACH-000009,-1.23548215504
ACH-000011,-1.54241931421
ACH-000012,-1.32591435185
ACH-000013,-1.5641483882499998
ACH-000014,-1.3125001620899999
ACH-000015,-1.38632782765
ACH-000017,-1.6159715328
ACH-000018,-1.28899988582
ACH-000019,-1.6337425105
ACH-000021,-1.4855658247
ACH-000022,-1.5053150607199999
ACH-000025,-1.14770255819
ACH-000028,-1.21697633721
ACH-000030,-1.50404681894
ACH-000035,-1.0697160654200002
ACH-000036,-1.30786580639
ACH-000037,-1.2780640305500002
ACH-000039,-1.25182784988
ACH-000040,-1.32701768326
ACH-000041,-1.24262679024
ACH-000042,-1.48946097811
ACH-000045,-1.3004330128000001
ACH-000047,-1.50186124406
ACH-000052,-1.35499170938
ACH-000053,-1.54676518028
ACH-000054,-1.41643363234
ACH-000055,-1.37956406782
ACH-000060,-1.6116711731
ACH-000067,-1.29117836588
ACH-000070,-1.44645948575
ACH-000075,-1.3886939436399999
ACH-000078,-1.09927663144
ACH-000082,-1.74567111262
ACH-000085,-1.1397507665
ACH-000086,-1.0855547333700002
ACH-000087,-1.57670612021
ACH-000092,-1.10431404828
ACH-000095,-1.4929332023800002
ACH-000097,-1.7511471927900002
ACH-000098,-1.2896437302700001
ACH-000099,-1.2949789469
ACH-000108,-1.3935069464399998
ACH-000113,-1.3192002648899999
ACH-000115,-1.9962684676900002
ACH-000116,-1.12811038547
ACH-000118,-1.4737001021899998
ACH-000120,-1.33133510006
ACH-000123,-1.31081722196
ACH-000127,-1.56412329062
ACH-000128,-1.03617723655
ACH-000132,-1.6074946138400001
ACH-000133,-1.7505222868900001
ACH-000137,-1.2923149083399998
ACH-000138,-1.2922470364
ACH-000142,-1.18366367285
ACH-000143,-1.6884315225
ACH-000146,-1.4386644116
ACH-000148,-1.5088264515600003
ACH-000150,-1.22213874464
ACH-000152,-1.30367702749
ACH-000153,-1.5988087487600002
ACH-000159,-1.5714621302899998
ACH-000160,-1.57476828007
ACH-000163,-1.73740232724
ACH-000167,-1.73389708213
ACH-000168,-1.5908416733000001
ACH-000169,-1.43237345415
ACH-000178,-1.29795921843
ACH-000182,-1.51449389239
ACH-000183,-1.7748819138599998
ACH-000188,-1.32027363239
ACH-000189,-1.09443514343
ACH-000190,-1.23990269865
ACH-000198,-1.31393538503
ACH-000204,-1.72493050213
ACH-000206,-1.54816977295
ACH-000207,-1.9972594873700003
ACH-000211,-1.3492833276299998
ACH-000215,-1.2110816384
ACH-000221,-1.53414474623
ACH-000222,-1.37140108419
ACH-000223,-1.30810625103
ACH-000226,-1.43568909689
ACH-000227,-1.28478148023
ACH-000228,-1.49752526489
ACH-000231,-1.10204602289
ACH-000232,-1.4093768702899998
ACH-000233,-1.59791029405
ACH-000234,-1.3950080014500001
ACH-000235,-1.3904650861599999
ACH-000237,-1.28166651517
ACH-000238,-1.46985559033
ACH-000243,-1.24888349244
ACH-000244,-1.63930771881
ACH-000246,-1.3376258887799999
ACH-000248,-1.23224432813
ACH-000250,-1.3208679687
ACH-000251,-1.5846581203799999
ACH-000253,-1.3878776343099999
ACH-000255,-1.3489258717200001
ACH-000256,-1.4314411884
ACH-000257,-1.40652059412
ACH-000258,-1.12718648569
ACH-000259,-1.60339155473
ACH-000260,-1.66301622116
ACH-000261,-1.39054753848
ACH-000262,-1.17887856221
ACH-000263,-1.2984999695200001
ACH-000264,-1.4037749070299999
ACH-000265,-1.34141991397
ACH-000266,-1.4506536725799999
ACH-000272,-1.2361521107200002
ACH-000273,-1.30322168256
ACH-000274,-1.7371995505700002
ACH-000277,-1.37401436211
ACH-000278,-1.38192872196
ACH-000279,-1.3858733218700001
ACH-000280,-1.41296554104
ACH-000281,-1.2245680589599999
ACH-000288,-1.2580958902500001
ACH-000291,-1.28381282832
ACH-000293,-1.4386583812600002
ACH-000294,-1.65792456935
ACH-000295,-1.28945095317
ACH-000296,-0.974222785931
ACH-000302,-1.20775821727
ACH-000304,-1.2520019120299999
ACH-000307,-1.6431536716
ACH-000308,-1.41309783318
ACH-000310,-1.1681912904
ACH-000311,-1.43964801087
ACH-000312,-1.2522053411299998
ACH-000315,-1.5637093216100002
ACH-000316,-1.55528370879
ACH-000317,-1.32901950963
ACH-000318,-1.23189254933
ACH-000319,-0.9825824460220001
ACH-000320,-1.12436418839
ACH-000322,-1.1510132985700001
ACH-000323,-1.3675312268700002
ACH-000324,-1.35448400609
ACH-000329,-1.32626132931
ACH-000330,-1.1316965915000001
ACH-000331,-1.5161433757700002
ACH-000332,-1.42233670011
ACH-000334,-1.64711841812
ACH-000335,-1.06784526512
ACH-000336,-1.64520539074
ACH-000337,-1.20015351793
ACH-000339,-1.32119815513
ACH-000341,-1.76047364741
ACH-000348,-1.5357302694200001
ACH-000350,-1.87831144208
ACH-000352,-1.4145915116299999
ACH-000356,-1.35351643831
ACH-000361,-1.4736577393599999
ACH-000362,-1.3137368316
ACH-000363,-1.8182172349099999
ACH-000364,-1.3828603041499998
ACH-000365,-1.40167812991
ACH-000366,-1.03483425433
ACH-000368,-1.31390746413
ACH-000374,-1.19354402519
ACH-000375,-1.48136350052
ACH-000376,-1.3702697333000002
ACH-000381,-1.0341614729000002
ACH-000383,-1.38123977371
ACH-000387,-1.39608362859
ACH-000389,-1.4420472932
ACH-000390,-1.3547687553
ACH-000393,-1.3828365929
ACH-000395,-1.52271017167
ACH-000397,-1.56002116723
ACH-000401,-1.3125983513600001
ACH-000402,-1.5624239149
ACH-000403,-1.7389416950799998
ACH-000404,-1.0956263666
ACH-000406,-1.4048695152200001
ACH-000407,-1.44822713555
ACH-000408,-0.976332302216
ACH-000410,-1.14410104852
ACH-000411,-1.36299932811
ACH-000414,-1.54120111753
ACH-000415,-1.42332486968
ACH-000416,-1.3230235473799998
ACH-000420,-1.3753384041999999
ACH-000421,-1.5432600737900002
ACH-000424,-1.64754107058
ACH-000425,-1.4525837327000002
ACH-000426,-1.71009186368
ACH-000427,-1.50244775271
ACH-000433,-1.2187211363500001
ACH-000436,-1.6283947317299998
ACH-000444,-1.20328298301
ACH-000445,-1.41991195615
ACH-000448,-1.32974898532
ACH-000450,-1.8161713142099998
ACH-000452,-1.30438417463
ACH-000454,-1.20582725694
ACH-000458,-1.3744606206799999
ACH-000459,-1.32884220097
ACH-000460,-1.36152571912
ACH-000461,-1.55589373785
ACH-000463,-1.27675768014
ACH-000464,-1.4435830712399997
ACH-000466,-1.62520255337
ACH-000467,-1.3288058638
ACH-000468,-1.43900847724
ACH-000469,-1.25343002055
ACH-000470,-1.23762963973
ACH-000471,-1.38062105385
ACH-000472,-1.45513230521
ACH-000473,-1.25473054066
ACH-000475,-1.33623577336
ACH-000476,-1.35693854005
ACH-000477,-1.93419872146
ACH-000480,-1.3408882961700002
ACH-000481,-1.39233765595
ACH-000483,-1.98513303717
ACH-000484,-1.21257900286
ACH-000485,-1.5228582873199998
ACH-000486,-1.3117785688799999
ACH-000487,-1.4680981979799999
ACH-000488,-1.48756031951
ACH-000490,-1.36405166834
ACH-000491,-1.22676728756
ACH-000495,-1.27544674589
ACH-000496,-1.4310850233599999
ACH-000499,-1.4210462240900001
ACH-000500,-1.31512675213
ACH-000502,-1.3206009354700001
ACH-000503,-0.8486628538240001
ACH-000505,-1.38484414953
ACH-000507,-1.3555784045700001
ACH-000510,-1.2710473467
ACH-000511,-1.4681719686399999
ACH-000512,-1.33874194862
ACH-000516,-1.48174852004
ACH-000517,-1.51125690461
ACH-000518,-1.15387119733
ACH-000520,-1.4242633768200001
ACH-000521,-1.4712696892299997
ACH-000522,-1.2475259699099999
ACH-000524,-1.6602654939100001
ACH-000527,-1.4705594427500002
ACH-000528,-1.25171461184
ACH-000537,-1.66762078546
ACH-000541,-1.7084260271399998
ACH-000542,-1.10804685339
ACH-000544,-1.09249108175
ACH-000545,-1.30501275204
ACH-000547,-0.979255184961
ACH-000548,-1.58122257315
ACH-000549,-1.3954381340200002
ACH-000550,-1.33355057204
ACH-000552,-1.41413198296
ACH-000556,-1.6841537462600003
ACH-000557,-1.5310815466299998
ACH-000570,-1.16110295189
ACH-000571,-1.66434626975
ACH-000573,-1.29384707416
ACH-000576,-1.43232470997
ACH-000580,-1.33639814745
ACH-000584,-1.28538152544
ACH-000585,-1.4533149234799998
ACH-000588,-1.2625368055700001
ACH-000589,-1.42301967539
ACH-000591,-1.4421509702500002
ACH-000593,-1.41015413872
ACH-000600,-1.2116185314399999
ACH-000601,-1.27268686412
ACH-000604,-1.4574825378299998
ACH-000605,-1.56311012395
ACH-000606,-1.27599237791
ACH-000608,-1.7125695313
ACH-000614,-1.42522997496
ACH-000616,-1.17860477508
ACH-000618,-1.7349487373199999
ACH-000619,-1.2757469915700002
ACH-000620,-1.45610746384
ACH-000621,-1.50200717063
ACH-000622,-1.2214108741399998
ACH-000623,-1.36214728192
ACH-000624,-1.4671963449599998
ACH-000627,-1.05005939534
ACH-000630,-1.22593169843
ACH-000632,-1.4067911902399999
ACH-000633,-1.49294970109
ACH-000637,-1.7295228913499998
ACH-000638,-1.4206474785299998
ACH-000646,-1.78335942488
ACH-000647,-1.4110143731600002
ACH-000648,-1.1528244735
ACH-000649,-1.30155573979
ACH-000651,-1.31394869956
ACH-000652,-1.25223754471
ACH-000653,-1.7528468686099996
ACH-000657,-1.4965503216799998
ACH-000658,-1.72410159723
ACH-000661,-1.52286712143
ACH-000662,-1.5556271357799998
ACH-000663,-1.6478295292700003
ACH-000665,-1.26312606883
ACH-000671,-1.57635938389
ACH-000673,-1.0853656860299998
ACH-000676,-1.1763031935700001
ACH-000677,-1.49015620871
ACH-000681,-1.4479504970200001
ACH-000682,-1.2637547489299998
ACH-000683,-1.2179902483
ACH-000684,-1.22402452127
ACH-000688,-1.90733352813
ACH-000693,-1.31961397317
ACH-000694,-1.20321143492
ACH-000695,-1.67541462984
ACH-000696,-1.40256479565
ACH-000697,-1.46072753935
ACH-000699,-1.29092292035
ACH-000701,-1.6680743435799998
ACH-000706,-1.3521878569499999
ACH-000711,-1.40556997465
ACH-000713,-1.18144194189
ACH-000714,-1.27268029974
ACH-000718,-1.5419458537200001
ACH-000720,-1.3838499218
ACH-000721,-1.17562504418
ACH-000724,-2.28117031092
ACH-000725,-2.0074641887099998
ACH-000732,-1.5516439073500001
ACH-000734,-1.32294174425
ACH-000735,-1.16925651249
ACH-000736,-1.29958877314
ACH-000738,-1.54591835454
ACH-000746,-1.6386575918200001
ACH-000747,-1.1614847121
ACH-000748,-1.52020569977
ACH-000753,-1.19334940506
ACH-000756,-1.37564519303
