,HK1 (3098)
ACH-000004,-0.0432165413677
ACH-000007,0.207629784059
ACH-000009,-0.0399117140032
ACH-000011,-0.10831186207900001
ACH-000012,-0.0971726660643
ACH-000013,-0.0242640934045
ACH-000014,-0.040521769651300006
ACH-000015,-0.171973925478
ACH-000017,-0.00486231461503
ACH-000018,-0.12417316011700001
ACH-000019,-0.070912537497
ACH-000021,-0.10059155196399999
ACH-000022,-0.16612828304000002
ACH-000025,-0.20306388885499999
ACH-000028,0.00142953468935
ACH-000030,-0.164975122754
ACH-000035,-0.15310209167199998
ACH-000036,-0.058682305689
ACH-000037,-0.0798219804218
ACH-000039,-0.0797245595609
ACH-000040,0.0793249220225
ACH-000041,-0.0547181591672
ACH-000042,-0.12383168803099999
ACH-000045,-0.223978641588
ACH-000047,-0.0926389749588
ACH-000052,0.23862495474599998
ACH-000053,-0.12361381178
ACH-000054,-0.25576663177700004
ACH-000055,0.0468025064874
ACH-000060,0.0459597423596
ACH-000067,-0.046131297852800006
ACH-000070,0.0726191350664
ACH-000075,-0.11122454069
ACH-000078,0.0466271451446
ACH-000082,0.07634472689939999
ACH-000085,-0.0121030914759
ACH-000086,-0.273500893543
ACH-000087,-0.0707362764477
ACH-000092,0.170495647123
ACH-000095,-0.031614569404
ACH-000097,-0.0590121386326
ACH-000098,-0.156082484554
ACH-000099,-0.0656692767833
ACH-000108,0.184801732887
ACH-000113,-0.0279276379647
ACH-000115,0.0857973612339
ACH-000116,-0.0469024579048
ACH-000118,0.07176206896250001
ACH-000120,-0.11029582625
ACH-000123,-0.168145090144
ACH-000127,-0.188614080614
ACH-000128,-0.006151794923159999
ACH-000132,0.008441189036569999
ACH-000133,0.018896346889900002
ACH-000137,-0.166605448149
ACH-000138,-0.00717111122828
ACH-000142,0.034821455555800004
ACH-000143,-0.213934515731
ACH-000146,-0.014429461511600001
ACH-000148,-0.16065184369000002
ACH-000150,-0.13089798570699998
ACH-000152,-0.139729453225
ACH-000153,0.0057645785017400005
ACH-000159,-0.116105823569
ACH-000160,-0.117222506649
ACH-000163,0.0364489269892
ACH-000167,-0.00651644832278
ACH-000168,-0.229590005774
ACH-000169,0.0616567854561
ACH-000178,-0.133809314654
ACH-000182,-0.129695369916
ACH-000183,-0.09379840479260002
ACH-000188,-0.184008914503
ACH-000189,0.121970648968
ACH-000190,-0.21008090462200002
ACH-000198,-0.00244744400475
ACH-000204,-0.138385859533
ACH-000206,-0.0595968307282
ACH-000207,0.133878489154
ACH-000211,-0.14227031307600002
ACH-000215,0.019400807275599997
ACH-000221,-0.337475413304
ACH-000222,-0.19432207769200002
ACH-000223,-0.253020196614
ACH-000226,0.0669384814536
ACH-000227,-0.182755535071
ACH-000228,-0.24219517828
ACH-000231,-0.0562479868497
ACH-000232,-0.0284007276253
ACH-000233,-0.0840994588879
ACH-000234,-0.106989878599
