,ATL3 (25923)
ACH-000004,0.148535379493
ACH-000007,0.09153302912039998
ACH-000009,-0.0535228555243
ACH-000011,0.0877822507955
ACH-000012,-0.132399587362
ACH-000013,0.058551414098699996
ACH-000014,0.105434487922
ACH-000015,-0.438980717813
ACH-000017,0.116305898719
ACH-000018,-0.362136472296
ACH-000019,-0.23068913874299998
ACH-000021,-0.0313021098056
ACH-000022,0.04195837355169999
ACH-000025,-0.12392740502999999
ACH-000028,-0.27067726548
ACH-000030,-0.152684170356
ACH-000035,-0.0987071858795
ACH-000036,-0.213728135581
ACH-000037,0.0281618678958
ACH-000039,0.0951859900482
ACH-000040,-0.110840496708
ACH-000041,-0.0139738238548
ACH-000042,-0.0240425558432
ACH-000045,-0.146753449119
ACH-000047,0.0331545076249
ACH-000052,0.0359752692022
ACH-000053,0.00509827182228
ACH-000054,0.110674399364
ACH-000055,-0.0977126978483
ACH-000060,-0.039145869393300003
ACH-000067,-0.193299401899
ACH-000070,-0.19271046476599998
ACH-000075,-0.369084551294
ACH-000078,-0.194354095676
ACH-000082,-0.160467249868
ACH-000085,0.10478063049599999
ACH-000086,-0.08164868973310001
ACH-000087,0.00738012304928
ACH-000092,-0.0353018238348
ACH-000095,-0.036210156144
ACH-000097,-0.0997896727981
ACH-000098,-0.050165668037999996
ACH-000099,-0.132395492326
ACH-000108,-0.235688256203
ACH-000113,-0.07966411530119999
ACH-000115,-0.0401475219575
ACH-000116,-0.12037180083799999
ACH-000118,-0.38017045971100005
ACH-000120,-0.022528723123300003
ACH-000123,-0.114345121562
ACH-000127,-0.0264539780493
ACH-000128,-0.0728137789255
ACH-000132,-0.0849898623752
ACH-000133,-0.236470336727
ACH-000137,-0.19493547557
ACH-000138,-0.333119823501
ACH-000142,0.11882647132000002
ACH-000143,-0.326672538659
ACH-000146,-0.11145579104699999
ACH-000148,0.025631093924699998
ACH-000150,0.027874484975499998
ACH-000152,-0.211519108825
ACH-000153,-0.148937442471
ACH-000159,-0.18136083723299998
ACH-000160,-0.103920565283
ACH-000163,-0.124700449742
ACH-000167,0.087656972783
ACH-000168,-0.0954803992347
ACH-000169,-0.0336926434639
ACH-000178,0.0467901754132
ACH-000182,0.0260673761588
ACH-000183,0.06954300966030001
ACH-000188,0.0522628445252
ACH-000189,0.156134674468
ACH-000190,-0.204757732163
ACH-000198,-0.0016678698329500002
ACH-000204,-0.14816180170600002
ACH-000206,0.0424907048802
ACH-000207,-0.129146012347
ACH-000211,-0.00799438352557
ACH-000215,0.0371377530829
ACH-000221,-0.017609751146
ACH-000222,-0.19489622544
ACH-000223,-0.20378112885000002
ACH-000226,0.107969553346
ACH-000227,-0.0927224101343
ACH-000228,-0.0693553877267
ACH-000231,0.16786805024
ACH-000232,0.017049082692
ACH-000233,0.0642602965723
ACH-000234,-0.00210590460398
ACH-000235,-0.0717876586393
ACH-000237,0.0123059438799
ACH-000238,0.22025276114599998
ACH-000243,-0.195088472907
ACH-000244,0.0524454972523
ACH-000246,0.0131839813451
ACH-000248,-0.0295554931502
ACH-000250,-0.315131792643
ACH-000251,-0.124999466061
ACH-000253,-0.0187160681818
ACH-000255,0.026137158510599997
ACH-000256,-0.113333030263
ACH-000257,-0.301639843613
ACH-000258,0.255633248298
ACH-000259,-0.0391527844525
ACH-000260,0.00424582109051
ACH-000261,-0.080387844677
ACH-000262,-0.142966382662
ACH-000263,0.07799956627339999
ACH-000264,-0.0331464658524
ACH-000265,-0.201318535296
ACH-000266,-0.166051488075
ACH-000272,-0.10444507707
ACH-000273,-0.219194041926
ACH-000274,0.032883619780099994
ACH-000277,-0.156360788912
ACH-000278,0.0797963109827
ACH-000279,-0.135444810943
ACH-000280,-0.0537187220899
ACH-000281,0.006454538670000001
ACH-000288,-0.10983241988600001
ACH-000291,0.09583161218049999
ACH-000293,-0.0348809678953
ACH-000294,-0.0875141661607
ACH-000295,-0.24448404353599998
ACH-000296,0.0406126566351
ACH-000302,-0.15593242048800002
ACH-000304,-0.12000738777
ACH-000307,-0.05476067555650001
ACH-000308,-0.0895029307394
ACH-000310,-0.370058330813
ACH-000311,-0.0261069722042
ACH-000312,-0.144963946287
ACH-000315,0.213598220889
ACH-000316,-0.231641869344
ACH-000317,-0.22783308309099998
ACH-000318,-0.051452662903000004
ACH-000319,-0.21181626551199997
ACH-000320,-0.153232934966
ACH-000322,0.108078824738
ACH-000323,-0.169001589771
ACH-000324,-0.191358218918
ACH-000329,0.130110269947
ACH-000330,-0.233313647163
ACH-000331,0.0104811836721
ACH-000332,-0.258557909333
