,CSAD (51380)
ACH-000250,-0.051942487688499996
ACH-000251,-0.415227633394
ACH-000253,-0.09491421712169999
ACH-000255,-0.15250282422
ACH-000256,-0.032366009523800005
ACH-000257,0.0658094665403
ACH-000258,0.0418923826869
ACH-000259,-0.179393875093
ACH-000260,-0.234901635647
ACH-000261,-0.209592588869
ACH-000262,-0.162688848336
ACH-000263,-0.260463872531
ACH-000264,-0.21412905751699998
ACH-000265,-0.119182962244
ACH-000266,-0.248776358875
ACH-000272,-0.0110933000214
ACH-000273,-0.120903032879
ACH-000274,-0.2115851975
ACH-000277,0.0802904082703
ACH-000278,-0.21470902324299998
ACH-000279,-0.215379680553
ACH-000280,-0.278099428227
ACH-000281,-0.254882963242
ACH-000288,-0.309981781691
ACH-000291,-0.211317683234
ACH-000293,-0.22520095347199998
ACH-000294,-0.22553092975699998
ACH-000295,-0.16947293107
ACH-000296,-0.24481645436299998
ACH-000302,-0.134557605322
ACH-000304,-0.287863567518
ACH-000307,-0.0975612604236
ACH-000308,-0.20369654948199997
ACH-000310,-0.0998455694747
ACH-000311,-0.136238803346
ACH-000312,-0.0466864572924
ACH-000315,-0.20616782934
ACH-000316,-0.244891186039
ACH-000317,-0.253350058554
ACH-000318,-0.313565305892
ACH-000319,-0.24887931079700001
ACH-000320,-0.336933757557
ACH-000322,-0.11694894479800001
ACH-000323,-0.057459729885099994
ACH-000324,-0.149709303118
ACH-000329,-0.056071731683599996
ACH-000330,0.00463951463807
ACH-000331,-0.217148590016
ACH-000332,-0.11740250027799999
ACH-000334,0.035591933366
ACH-000335,-0.0721155116447
ACH-000336,-0.244903946362
ACH-000337,-0.224866722076
ACH-000339,-0.23670052237199998
ACH-000341,-0.027258909136099997
ACH-000348,-0.18598043234099998
ACH-000350,-0.349517027107
ACH-000352,-0.195382168147
ACH-000356,-0.39804945686899995
ACH-000361,-0.0482673125138
ACH-000362,-0.0761578389216
ACH-000363,-0.0474753064669
ACH-000364,-0.30021772348000003
ACH-000365,-0.179345621891
ACH-000366,-0.194959273561
ACH-000368,-0.375872539335
ACH-000374,-0.198047486148
ACH-000375,-0.270384927392
ACH-000376,-0.21381683751400002
ACH-000381,-0.134795763778
ACH-000383,-0.21025220400800002
ACH-000387,-0.34314260679499997
ACH-000389,-0.143875827249
ACH-000390,-0.18427445583299998
ACH-000393,-0.13797444826
ACH-000395,-0.328210080115
ACH-000397,0.014680739592600002
ACH-000401,0.0269953867561
ACH-000402,0.0886453193735
ACH-000403,-0.23451009799699998
ACH-000404,0.201860462803
ACH-000406,-0.244824243083
ACH-000407,-0.159869382639
ACH-000408,-0.31855808468
ACH-000410,-0.00763828766374
ACH-000411,-0.18932498418
ACH-000414,-0.184170141472
ACH-000415,-0.21997077664999998
ACH-000416,-0.290413197032
ACH-000420,-0.0661854985285
ACH-000421,-0.20860694099100002
ACH-000424,-0.21325609170200002
ACH-000425,-0.0493303688791
ACH-000426,-0.137152545794
ACH-000427,-0.0853520436617
ACH-000433,-0.347071993874
ACH-000436,-0.353907855749
ACH-000444,-0.11330380651
ACH-000445,-0.248338492768
ACH-000448,-0.141191529734
ACH-000450,-0.0584450093657
ACH-000452,-0.237070424936
ACH-000454,-0.264927080163
ACH-000458,-0.274963187823
ACH-000459,-0.113142164804
ACH-000460,-0.128229979022
ACH-000461,-0.641940780013
ACH-000463,-0.386289222277
ACH-000464,-0.19544254342999998
ACH-000466,-0.122823887688
ACH-000467,-0.177669236223
ACH-000468,-0.361240114258
ACH-000469,-0.049944584765
ACH-000470,-0.18423082841699998
ACH-000471,-0.013856522702899998
ACH-000472,-0.19424199835499997
ACH-000473,0.01924711524
ACH-000475,-0.21817639963500002
ACH-000476,-0.198242779719
ACH-000477,-0.061557251288400006
ACH-000480,-0.139622591282
ACH-000481,-0.389411883615
ACH-000483,-0.058336487808499995
ACH-000484,0.0136260463533
ACH-000485,-0.40250247097900005
ACH-000486,-0.242727659327
ACH-000487,-0.032702491709
ACH-000488,-0.232682256771
ACH-000490,-0.38987653345600004
ACH-000491,-0.283383052272
ACH-000495,0.0776660873598
ACH-000496,-0.43115438021799996
ACH-000499,-0.254108042595
ACH-000500,-0.161683005111
ACH-000502,-0.142773245183
ACH-000503,-0.0724577836945
ACH-000505,-0.27029683904
ACH-000507,-0.341535212676
ACH-000510,-0.10212405075999999
ACH-000511,-0.0834064319907
ACH-000512,-0.10442276662999998
ACH-000516,-0.413798990693
ACH-000517,-0.167655449533
ACH-000518,-0.222248392262
ACH-000520,-0.279334248961
ACH-000521,0.09638202063920001
ACH-000522,-0.208098701277
ACH-000524,-0.217416076891
ACH-000527,-0.122593954559
ACH-000528,-0.14327741765000002
ACH-000537,-0.195670099194
ACH-000541,-0.047477440876400004
ACH-000542,-0.184521854361
ACH-000544,-0.313615815744
ACH-000545,-0.269250159006
ACH-000547,-0.213154867266
ACH-000548,-0.186715967348
ACH-000549,-0.34175804171499996
ACH-000550,-0.411144879236
ACH-000552,-0.279146437658
ACH-000556,-0.281100282751
ACH-000557,-0.108743494379
ACH-000570,-0.180831254476
ACH-000571,-0.10665927534900001
ACH-000573,-0.0186058759475
ACH-000576,-0.252134205462
ACH-000580,-0.162142349751
ACH-000584,-0.335114263691
ACH-000585,-0.0864921698556
ACH-000588,-0.00245038405431
ACH-000589,-0.253681880909
ACH-000591,-0.28928765146200003
ACH-000593,-0.163616195111
ACH-000600,-0.208599167885
ACH-000601,-0.129640038134
ACH-000604,-0.377553214141
ACH-000605,-0.107636903088
ACH-000606,-0.34534370041699997
ACH-000608,-0.42553757871
ACH-000614,-0.413203681435
ACH-000616,-0.300181483649
ACH-000618,-0.23891320890599999
ACH-000619,-0.0680257888105
ACH-000620,-0.167684453588
ACH-000621,-0.17188967117600001
ACH-000622,-0.146375530614
ACH-000623,-0.17155019948300002
ACH-000624,-0.09107144271119999
ACH-000627,-0.22194032584399997
ACH-000630,-0.13255261549699998
ACH-000632,-0.11685535291799999
ACH-000633,-0.25561334434
ACH-000637,-0.159582782406
ACH-000638,-0.283502542282
ACH-000646,-0.24297268062
ACH-000647,-0.283278279955
ACH-000648,3.26895502307e-05
ACH-000649,-0.19789651064599997
ACH-000651,-0.468483891616
ACH-000652,-0.11090497091700001
ACH-000653,-0.25658099064
ACH-000657,-0.224377542694
ACH-000658,-0.102849787979
ACH-000661,-0.241221373054
ACH-000662,-0.297739771526
ACH-000663,-0.338818997012
ACH-000665,-0.26501094724
ACH-000671,-0.144325309475
ACH-000673,-0.170018935323
ACH-000676,-0.29996268476300003
ACH-000677,-0.259915471733
ACH-000681,-0.17358270309
ACH-000682,-0.33227282933
ACH-000683,-0.08208153433280001
ACH-000684,-0.0353192800973
ACH-000688,0.10135864635900001
ACH-000693,-0.260742646282
ACH-000694,-0.431306823113
ACH-000695,-0.27129724031
ACH-000696,-0.18025914893
ACH-000697,-0.23422674082800002
ACH-000699,-0.173519370168
ACH-000701,-0.281020627361
ACH-000706,-0.225914266587
ACH-000711,-0.150697253577
ACH-000713,-0.246474843394
ACH-000714,-0.272025297639
ACH-000718,-0.10603857618899999
ACH-000720,-0.131443297771
ACH-000721,-0.101513028155
ACH-000724,-0.366195779807
ACH-000725,-0.322769322739
ACH-000732,-0.20440150241500002
ACH-000734,-0.294898816554
ACH-000735,-0.24205002455699998
ACH-000736,-0.346262219299
ACH-000738,-0.30574953180799996
ACH-000746,-0.12028717134500001
ACH-000747,-0.191885840395
ACH-000748,-0.190741389484
ACH-000753,-0.237867721006
ACH-000756,-0.156242768704
ACH-000757,-0.37081103698
ACH-000758,-0.28188094385699997
ACH-000760,-0.19914849473700003
ACH-000763,-0.0885273612903
ACH-000764,-0.329834183687
ACH-000765,-0.39240630068599996
ACH-000766,-0.048050746381
ACH-000767,-0.112026723182
ACH-000768,-0.170278776565
ACH-000769,-0.13174589271099998
ACH-000770,-0.259868756648
ACH-000771,-0.212308119084
ACH-000773,-0.111768086739
ACH-000776,-0.22537059401700002
ACH-000777,-0.18879288126
ACH-000778,-0.135940859117
ACH-000781,-0.162277846335
ACH-000782,-0.24404861462299998
ACH-000783,-0.268298156617
ACH-000784,-0.23427978849599998
ACH-000785,-0.20392416120700002
ACH-000787,-0.119963999744
ACH-000788,-0.0705070774705
ACH-000791,-0.140020584107
ACH-000792,-0.256809543864
ACH-000794,0.030153550552400002
ACH-000796,-0.275900187004
ACH-000799,-0.11321309199799999
ACH-000800,-0.199329012572
ACH-000802,-0.269899393365
ACH-000804,-0.177323616299
ACH-000805,-0.10274608265599999
ACH-000809,-0.241908458345
ACH-000810,-0.282279816455
ACH-000811,-0.25533827149099997
ACH-000817,-0.32662404461
ACH-000819,-0.276994322201
ACH-000820,-0.23688193557300002
ACH-000821,-0.214612856089
ACH-000822,-0.211011533094
ACH-000823,-0.366032910911
ACH-000824,-0.090434930033
ACH-000827,-0.170593671941
ACH-000829,-0.0335228389904
ACH-000831,-0.423964606807
ACH-000832,-0.3122943475
ACH-000833,-0.428434570646
ACH-000834,-0.298610681959
ACH-000835,-0.187327116026
ACH-000836,-0.0790374150215
ACH-000837,-0.19860999235500001
ACH-000838,0.053229861733400004
ACH-000839,-0.11540364777
ACH-000840,-0.312084077645
ACH-000841,-0.48609601607299996
ACH-000843,-0.05989515308519999
ACH-000846,-0.2765218559
ACH-000847,-0.222586843508
ACH-000848,-0.15738778108100002
ACH-000849,-0.09813864760299999
ACH-000851,-0.21195395486
ACH-000855,-0.237741208638
ACH-000856,-0.22103756371
ACH-000858,-0.135645471019
ACH-000859,-0.411936496038
ACH-000861,-0.25127062850299997
ACH-000862,-0.13510288348
ACH-000865,-0.35243752538199996
ACH-000866,-0.208477006328
ACH-000867,-0.173979473624
ACH-000869,-0.0408385000325
ACH-000872,-0.0470821519149
ACH-000873,-0.247047256868
ACH-000876,-0.336725600279
ACH-000878,-0.288206623811
ACH-000880,-0.38482364110100004
ACH-000881,-0.07243816871230001
ACH-000882,-0.263755703342
ACH-000884,-0.115217733914
ACH-000885,-0.184844237566
ACH-000887,-0.25906437152399997
ACH-000888,-0.109018195714
ACH-000889,-0.26932662978599997
ACH-000890,0.00504863170994
ACH-000896,-0.167390462416
ACH-000898,-0.306860903504
ACH-000900,-0.419128009773
ACH-000901,-0.202837875273
ACH-000905,-0.153364730369
ACH-000906,-0.289381823981
ACH-000907,-0.038445704428500004
ACH-000910,-0.0298775698243
ACH-000911,-0.257515604674
ACH-000912,-0.210703304853
ACH-000913,-0.286540074117
ACH-000915,-0.336973567232
ACH-000916,-0.361799696735
ACH-000917,-0.374858821665
ACH-000921,-0.234100449069
ACH-000924,-0.0156251628832
ACH-000926,-0.11414189139
ACH-000928,-0.052636929341699994
ACH-000929,-0.10396213182
ACH-000932,-0.16179306568
ACH-000935,-0.12910853415100002
ACH-000936,-0.275283984016
ACH-000937,-0.188277864863
ACH-000938,-0.207897736725
ACH-000939,-0.0519484236534
ACH-000941,-0.254007202252
ACH-000943,-0.198605574943
ACH-000946,-0.0892625015065
ACH-000947,-0.210661788355
ACH-000948,-0.107518828532
ACH-000950,-0.274472632657
ACH-000953,-0.17177955031
ACH-000957,-0.05882297432
ACH-000958,-0.192718727558
ACH-000960,-0.14260970858799998
ACH-000963,-0.17985266379099998
ACH-000968,-0.159674347292
ACH-000969,-0.180885399006
ACH-000973,-0.172398434928
ACH-000974,-0.09336342718810002
ACH-000975,-0.174389074014
ACH-000976,-0.23822072147700002
ACH-000978,-0.09510779182430001
ACH-000980,-0.09031863773639999
ACH-000984,-0.269648943667
ACH-000986,-0.189360769742
ACH-000988,-0.0814668844669
ACH-000993,-0.18060810350200002
ACH-000994,-0.123405502725
ACH-000996,-0.050538038345900003
ACH-001001,-0.178292734373
ACH-001020,-0.31339655271600003
ACH-001028,-0.30423711280099996
ACH-001031,-0.12763355428200002
ACH-001038,-0.21297390694899998
ACH-001048,-0.24811755142900002
ACH-001050,-0.425157735366
ACH-001053,-0.335947055533
ACH-001054,-0.0160113691405
ACH-001061,-0.244039874385
ACH-001067,-0.251775373032
ACH-001075,-0.0160541444969
ACH-001096,-0.17382733542599998
ACH-001128,-0.39277113558700005
ACH-001134,-0.226450885464
ACH-001151,-0.0653795054304
ACH-001163,-0.312757809772
ACH-001164,-0.626900456812
ACH-001173,-0.22763265044199998
ACH-001183,-0.135132780191
ACH-001184,0.0901938913683
ACH-001190,-0.0283782064469
ACH-001192,-0.23884428273299999
ACH-001193,-0.358661398143
ACH-001196,-0.294561041866
ACH-001197,0.0714563149538
ACH-001205,-0.291567316117
ACH-001211,-0.0721734197102
ACH-001212,0.21032547704100002
ACH-001228,-0.164137439808
ACH-001232,-0.315175544227
ACH-001239,-0.312480507936
ACH-001274,-0.213570684734
ACH-001275,0.015598416832099999
ACH-001277,-0.00364211185654
ACH-001278,-0.30218258361
ACH-001280,-0.193895722482
ACH-001283,-0.19221110053399998
ACH-001289,-0.0489889355229
ACH-001295,-0.092031951154
ACH-001300,-0.218195695108
ACH-001301,-0.361571845635
ACH-001302,-0.445532282613
ACH-001303,0.0760674017502
ACH-001306,-0.061145457418599995
ACH-001318,-0.235540748945
ACH-001322,-0.104239666708
ACH-001328,-0.18544373166099998
ACH-001332,-0.142238846098
ACH-001333,-0.0683014246014
ACH-001336,-0.327931900427
ACH-001340,-0.23195034725900002
ACH-001346,-0.23518927265999998
ACH-001353,-0.13021844471
ACH-001354,-0.338289401693
ACH-001367,-0.441187979394
ACH-001368,-0.20650566723400002
ACH-001374,-0.284278189296
ACH-001375,-0.11786416117000001
ACH-001377,-0.294032805825
ACH-001380,-0.130186820713
ACH-001391,-0.309836424289
ACH-001407,-0.276594511461
ACH-001408,-0.107961867167
ACH-001413,-0.316624990615
ACH-001430,-0.449513246854
ACH-001431,-0.018979118607000002
ACH-001450,-0.28429502198199996
ACH-001496,-0.209281960774
ACH-001500,-0.142230862304
ACH-001521,-0.00766897194353
ACH-001523,-0.155362912568
ACH-001532,-0.230213797861
ACH-001536,-0.20540166660999998
ACH-001550,-0.448788088116
ACH-001552,-0.15536840049
ACH-001554,-0.0767379386428
ACH-001645,-0.37011548363700003
ACH-001654,-0.192246889468
ACH-001715,-0.108141622434
ACH-001735,-0.161854649453
ACH-001736,-0.128518534401
ACH-001737,-0.0827561428814
ACH-001740,-0.334374777458
ACH-001745,-0.126534530944
ACH-001750,-0.205598554833
ACH-001765,-0.157734620737
ACH-001956,-0.109845065769
ACH-001957,-0.400664976523
