,ALDH1L1 (10840)
ACH-000004,0.0341578549745
ACH-000007,-0.118158807005
ACH-000009,-0.166652943416
ACH-000011,-0.0283412920444
ACH-000012,-0.0160899917276
ACH-000013,-0.150365529892
ACH-000014,-0.498148582135
ACH-000015,-0.18364037533799998
ACH-000017,0.020219216761099997
ACH-000018,-0.0266812393112
ACH-000019,-0.16954030954399998
ACH-000021,-0.21753970461
ACH-000022,-0.21852869049000004
ACH-000025,-0.177866896809
ACH-000028,-0.502368407595
ACH-000030,-0.0590728043064
ACH-000035,-0.318321373304
ACH-000036,0.152643379905
ACH-000037,0.19376275256499997
ACH-000039,-0.30041985425
ACH-000040,0.029811290640099998
ACH-000041,-0.0204616800344
ACH-000042,-0.10236261996
ACH-000045,-0.173317946309
ACH-000047,-0.164497567117
ACH-000052,-0.154893172554
ACH-000053,-0.101804304396
ACH-000054,-0.110561212532
ACH-000055,-0.0958147793815
ACH-000060,-0.10622983247300001
ACH-000067,-0.0786527218849
ACH-000070,0.0093368211963
ACH-000075,-0.12804593237700002
ACH-000078,-0.054031550366000006
ACH-000082,-0.006651704145590001
ACH-000085,0.062283176024099995
ACH-000086,-0.0126764361515
ACH-000087,0.040169944084
ACH-000092,-0.114567122587
ACH-000095,-0.0773158134958
ACH-000097,-0.0296160502831
ACH-000098,0.0329304522374
ACH-000099,-0.08895941389519998
ACH-000108,-0.276960331584
ACH-000113,-0.116697140484
ACH-000115,0.028592739909700002
ACH-000116,-0.0520412393551
ACH-000118,-0.267815008064
ACH-000120,-0.0140893947747
ACH-000123,-0.20061650574200002
ACH-000127,-0.0588769914361
ACH-000128,-0.376885382104
ACH-000132,-0.0555952170565
ACH-000133,-0.049488796977399996
ACH-000137,-0.36230165644400003
ACH-000138,-0.335477173867
ACH-000142,-0.0715595719511
ACH-000143,-0.209796702725
ACH-000146,-0.0850465978499
ACH-000148,-0.08804375363269999
ACH-000150,-0.18295940878800002
ACH-000152,0.15400408491599998
ACH-000153,-0.439102641409
ACH-000159,-0.19508415812600002
ACH-000160,-0.280201522014
ACH-000163,-0.274795486084
ACH-000167,0.0379329594116
ACH-000168,0.18853259150899998
ACH-000169,-0.0119996933235
ACH-000178,-0.05651732000799999
ACH-000182,-0.0123556182211
ACH-000183,0.0362400320225
ACH-000188,-0.19243901461
ACH-000189,-0.0168768286107
ACH-000190,0.0272786234913
ACH-000198,-0.221959311322
ACH-000204,0.18301445561500002
ACH-000206,-0.0690219907609
ACH-000207,-0.2533813497
ACH-000211,-0.195876399543
ACH-000215,-0.0338541571206
ACH-000221,-0.22497864465700002
ACH-000222,-0.294433214766
ACH-000223,-0.254075987324
ACH-000226,-0.0498948005035
ACH-000227,-0.28231376517900003
ACH-000228,-0.140170368619
ACH-000231,-0.130460121045
ACH-000232,-0.0822598495651
ACH-000233,-0.0629340627185
ACH-000234,-0.0741970283994
ACH-000235,-0.123116872805
ACH-000237,-0.0180887945183
ACH-000238,-0.064001525195
ACH-000243,-0.004315194767149999
ACH-000244,0.0142927958482
ACH-000246,0.060809257714599996
ACH-000248,-0.0018111650914899998
ACH-000250,-0.15035536425899998
ACH-000251,-0.33031717855500004
ACH-000253,-0.119057284326
ACH-000255,-0.202823832662
ACH-000256,0.0513113688057
ACH-000257,-0.263408468985
ACH-000258,-0.462605178434
ACH-000259,-0.21537635368299998
ACH-000260,-0.167307724792
ACH-000261,0.00041375097284599994
ACH-000262,0.0906737251629
ACH-000263,-0.144923409812
ACH-000264,-0.05564827437250001
ACH-000265,-0.205306532181
ACH-000266,-0.08046900096310002
ACH-000272,-0.0352465921765
ACH-000273,0.0015432811548399998
ACH-000274,-0.0264708744696
ACH-000277,-0.09046698794060001
ACH-000278,-0.05580177167019999
ACH-000279,-0.0625015462811
ACH-000280,-0.283076875239
ACH-000281,-0.22164956137400002
ACH-000288,-0.0701860848943
ACH-000291,-0.11324011634600001
ACH-000293,0.048460745525500004
ACH-000294,-0.128893020557
ACH-000295,-0.23378630500300002
ACH-000296,0.0564111456236
ACH-000302,-0.14045529461200001
ACH-000304,-0.073632994902
ACH-000307,-0.205014535217
ACH-000308,0.00177326604756
ACH-000310,-0.100002384404
ACH-000311,-0.0138234639192
ACH-000312,-0.120546431562
ACH-000315,-0.121338488509
ACH-000316,-0.0353582908843
ACH-000317,-0.41822917784599994
ACH-000318,-0.136910809367
ACH-000319,-0.08245734769989999
ACH-000320,0.026437067829200002
ACH-000322,0.375740500862
ACH-000323,-0.08172949277269999
ACH-000324,-0.13001643574400001
ACH-000329,-0.0446003548379
ACH-000330,-0.230803323373
ACH-000331,-0.124738352907
ACH-000332,-0.0744920416643
ACH-000334,0.256337791946
ACH-000335,-0.348948997897
ACH-000336,-0.286976303087
ACH-000337,0.000512786094512
ACH-000339,-0.074856520992
ACH-000341,0.34182415774400005
ACH-000348,0.042001379763500005
ACH-000350,-0.19483734294799998
ACH-000352,-0.267626634492
ACH-000356,0.0092810479235
ACH-000361,-0.467617742612
ACH-000362,-0.127124600108
ACH-000363,0.067339979903
ACH-000364,-0.0279487950943
ACH-000365,-0.149204876272
ACH-000366,-0.16286212991
ACH-000368,-0.0286057741353
ACH-000374,-0.00810416768651
ACH-000375,-0.040392528096
ACH-000376,-0.08779383031980001
ACH-000381,-0.278226145607
ACH-000383,-0.214020485836
ACH-000387,-0.0132778755764
ACH-000389,0.0393521192763
ACH-000390,-0.0737924961591
ACH-000393,-0.0649789367644
ACH-000395,-0.134658166237
ACH-000397,-0.09009896457739999
ACH-000401,-0.23400689886300002
ACH-000402,-0.0547377219982
ACH-000403,-0.042314961736399995
ACH-000404,-0.431092655177
ACH-000406,-0.1275079732
ACH-000407,-0.258977545764
ACH-000408,-0.236034270854
ACH-000410,-0.111406594612
ACH-000411,-0.0674069457312
ACH-000414,-0.152571099865
ACH-000415,-0.196943338818
ACH-000416,-0.0612081034767
ACH-000420,-0.209236607997
ACH-000421,-0.054698406636699996
ACH-000424,-0.246718525918
ACH-000425,-0.0712408144679
ACH-000426,-0.13783077300899998
ACH-000427,-0.29758233103799997
ACH-000433,0.058794724234499995
