,UMOD (7369)
ACH-000004,-0.225974073668
ACH-000007,-0.44311774287100003
ACH-000009,0.108225868296
ACH-000011,-0.40578659115800003
ACH-000012,-0.0584566143713
ACH-000013,-0.183145691153
ACH-000014,-0.305228314268
ACH-000015,-0.246156711118
ACH-000017,-0.137733198967
ACH-000018,0.0138406530598
ACH-000019,-0.0866890180026
ACH-000021,-0.0619781572205
ACH-000022,0.00504603951549
ACH-000025,-0.00885244617259
ACH-000028,-0.0512740602431
ACH-000030,-0.0513603211646
ACH-000035,-0.176203856259
ACH-000036,-0.149104942917
ACH-000037,-0.353546418477
ACH-000039,-0.120000791326
ACH-000040,-0.264101908275
ACH-000041,0.254335624339
ACH-000042,0.014069700911600001
ACH-000045,-0.133079725316
ACH-000047,0.0532838595825
ACH-000052,-0.48500409556400004
ACH-000053,-0.035376275887800006
ACH-000054,0.0678346583194
ACH-000055,-0.326553001677
ACH-000060,0.0490640808248
ACH-000067,-0.227322062532
ACH-000070,-0.316228505061
ACH-000075,-0.593046985857
ACH-000078,0.26205290609299997
ACH-000082,-0.17597012757199998
ACH-000085,-0.08923177870200001
ACH-000086,0.014007677967299998
ACH-000087,-0.575550428856
ACH-000092,-0.253104262688
ACH-000095,-0.0912788755157
ACH-000097,-0.214387101546
ACH-000098,-0.357398389297
ACH-000099,0.0544668843719
ACH-000108,0.11222810486099999
ACH-000113,-0.141660417711
ACH-000115,0.00913488691417
ACH-000116,-0.032086227727000004
ACH-000118,-0.11312954132000001
ACH-000120,0.0628076704551
ACH-000123,-0.05081249328719999
ACH-000127,-0.423581060224
ACH-000128,-0.0630833094529
ACH-000132,-0.382337463618
ACH-000133,-0.0147437063711
ACH-000137,-0.227419012646
ACH-000138,-0.035175868073199994
ACH-000142,-0.239368603259
ACH-000143,-0.439234832764
ACH-000146,-0.00193799999978
ACH-000148,-0.200210996723
ACH-000150,-0.10626748502599999
ACH-000152,-0.122235918794
ACH-000153,-0.456961633653
ACH-000159,-0.0831102827503
ACH-000160,-0.036383702445800005
ACH-000163,-0.012282333347100001
ACH-000167,-0.149018372819
ACH-000168,-0.09455764336519999
ACH-000169,-0.22286652477899999
ACH-000178,-0.07802182671539999
ACH-000182,-0.0782283124294
ACH-000183,-0.20000763440699998
ACH-000188,-0.204668636077
ACH-000189,-0.30016792614
ACH-000190,0.114970527087
ACH-000198,-0.256022206152
ACH-000204,-0.271576814954
ACH-000206,-0.312644362369
ACH-000207,-0.481262825649
ACH-000211,-0.0108144222676
ACH-000215,-0.113785512672
ACH-000221,-0.295333514188
ACH-000222,0.073662940066
ACH-000223,0.00309004105337
ACH-000226,-0.287058842447
ACH-000227,-0.35611757623499996
ACH-000228,-0.042368342229500006
ACH-000231,-0.22565997221200002
ACH-000232,-0.236594916196
ACH-000233,-0.031788236328699995
ACH-000234,-0.28992266402100003
ACH-000235,-0.0954620691574
ACH-000237,-0.0101401268326
ACH-000238,-0.00783420272127
ACH-000243,-0.057106376388499996
ACH-000244,-0.10997365320800001
ACH-000246,-0.192351003062
ACH-000248,-0.209571511039
ACH-000250,-0.18808388336100001
ACH-000251,-0.00859712509424
ACH-000253,0.0633395905315
ACH-000255,-0.108316610214
ACH-000256,-0.32013478254
ACH-000257,-0.308903351128
ACH-000258,-0.143671083669
ACH-000259,-0.0336034497893
ACH-000260,-0.048838449053800005
ACH-000261,-0.09460808058910002
ACH-000262,-0.565391083144
ACH-000263,-0.137279273462
ACH-000264,-0.027569360979400003
ACH-000265,-0.135795245818
ACH-000266,0.0221367480495
ACH-000272,-0.0818484420693
ACH-000273,-0.0584129121368
ACH-000274,-0.134587864778
ACH-000277,-0.15666770080700002
ACH-000278,-0.118778379382
ACH-000279,-0.10486459319599999
ACH-000280,-0.0751791270763
ACH-000281,0.163434232348
ACH-000288,0.0063448493212899994
ACH-000291,-0.0958260329267
ACH-000293,-0.202453033123
ACH-000294,-0.142832289072
ACH-000295,-0.316993093215
ACH-000296,-0.274360839754
ACH-000302,-0.123708688803
ACH-000304,-0.21103658037999998
ACH-000307,-0.220143065655
ACH-000308,-0.0812653223042
ACH-000310,0.0630050698209
ACH-000311,0.0573847561776
ACH-000312,0.149249297772
ACH-000315,-0.343443580748
ACH-000316,-0.173747433123
ACH-000317,-0.308721459252
ACH-000318,-0.083362129254
ACH-000319,-0.273195731184
ACH-000320,0.173278325543
ACH-000322,-0.188659882247
ACH-000323,0.11442903122000002
ACH-000324,-0.025641078055799998
ACH-000329,-0.385200664675
ACH-000330,-0.021741283264000003
ACH-000331,-0.136115753118
ACH-000332,-0.028951409920900003
ACH-000334,-0.08090505720289999
ACH-000335,-0.22212236288000003
ACH-000336,0.08596429721969999
ACH-000337,-0.0614044513431
ACH-000339,-0.19894111216899998
ACH-000341,0.107097461305
ACH-000348,-0.24703979372200002
ACH-000350,-0.111974196209
ACH-000352,-0.053463949892800004
ACH-000356,-0.179924944709
ACH-000361,-0.0826342474146
ACH-000362,0.0142802702306
ACH-000363,-0.25414493776700003
ACH-000364,-0.276052704694
ACH-000365,-0.326807493304
ACH-000366,-0.25387355958
ACH-000368,-0.321583497244
ACH-000374,0.09492782814639998
ACH-000375,-0.127450481161
ACH-000376,-0.229742445551
ACH-000381,-0.256788686417
ACH-000383,-0.19971816104600001
ACH-000387,-0.131910076016
ACH-000389,-0.461192227059
ACH-000390,-0.051462654694499996
ACH-000393,-0.0635298594579
ACH-000395,0.323932763254
ACH-000397,0.0553256833555
ACH-000401,-0.061958911575600004
ACH-000402,-0.461951857772
ACH-000403,-0.20322641892999999
ACH-000404,-0.584656167189
ACH-000406,-0.09570241412410001
ACH-000407,-0.28514494638
ACH-000408,-0.166016709971
ACH-000410,-0.216894408093
ACH-000411,0.132397681626
ACH-000414,0.0264367003005
ACH-000415,-0.162917807669
ACH-000416,-0.07591086571530001
ACH-000420,-0.34070791870800005
