,TIMM10 (26519)
ACH-000004,-1.57823858332
ACH-000007,-1.62113704162
ACH-000009,-1.6141516698700002
ACH-000011,-1.6907884098800001
ACH-000012,-1.3571964982499998
ACH-000013,-1.49527256771
ACH-000014,-1.87182363939
ACH-000015,-1.6036022560299998
ACH-000017,-1.06474452485
ACH-000018,-1.66885195197
ACH-000019,-1.0271597594
ACH-000021,-1.29879385582
ACH-000022,-1.57116549183
ACH-000025,-1.48377732375
ACH-000028,-1.6082264373
ACH-000030,-1.3998280671599999
ACH-000035,-1.73010225412
ACH-000036,-1.7328990061400003
ACH-000037,-1.18370303606
ACH-000039,-1.5615665404499999
ACH-000040,-1.5911655924099999
ACH-000041,-1.49879124345
ACH-000042,-1.23844884074
ACH-000045,-1.4910296661000002
ACH-000047,-1.28974363519
ACH-000052,-1.77368228557
ACH-000053,-1.17936345346
ACH-000054,-1.17928431237
ACH-000055,-1.4877691700799998
ACH-000060,-1.6161784598299997
ACH-000067,-1.48509580996
ACH-000070,-1.5930715373500002
ACH-000075,-1.34840550161
ACH-000078,-1.9406376173599997
ACH-000082,-1.4069046873
ACH-000085,-1.20910172194
ACH-000086,-1.38832172062
ACH-000087,-1.35424584244
ACH-000092,-1.51658161796
ACH-000095,-1.27985125371
ACH-000097,-1.29015832219
ACH-000098,-1.59924156412
ACH-000099,-1.59831040914
ACH-000108,-1.16172565818
ACH-000113,-1.16471566922
ACH-000115,-0.8573393602509999
ACH-000116,-1.63488588945
ACH-000118,-1.29052969001
ACH-000120,-1.53243361126
ACH-000123,-1.38653783464
ACH-000127,-1.56393524848
ACH-000128,-1.5412726662099998
ACH-000132,-1.46164427991
ACH-000133,-1.6987353050299998
ACH-000137,-1.8545078298599997
ACH-000138,-1.4852528068700002
ACH-000142,-1.7296314690799999
ACH-000143,-1.4312330676499998
ACH-000146,-1.18890934839
ACH-000148,-1.79189392246
ACH-000150,-1.52829046403
ACH-000152,-1.4067473078200001
ACH-000153,-1.8541258420099997
ACH-000159,-1.4581588505
ACH-000160,-1.5432623918900001
ACH-000163,-1.68018173551
ACH-000167,-1.92478519426
ACH-000168,-1.2035975645700001
ACH-000169,-1.53624232132
ACH-000178,-1.52080224573
ACH-000182,-0.9559821134790001
ACH-000183,-1.5201006013799998
ACH-000188,-1.5414759084799998
ACH-000189,-1.5384851477700001
ACH-000190,-1.41573057367
ACH-000198,-1.40056828379
ACH-000204,-1.5707468272
ACH-000206,-1.0712642443
ACH-000207,-1.3583535953299999
ACH-000211,-1.42435091761
ACH-000215,-1.6416283338
ACH-000221,-1.59713153824
ACH-000222,-1.63425736907
ACH-000223,-1.05466315685
ACH-000226,-1.41763941342
ACH-000227,-1.7920113785
ACH-000228,-1.73290356518
ACH-000231,-1.50334002911
ACH-000232,-1.4287390682799999
ACH-000233,-1.52753399051
ACH-000234,-1.53933368152
ACH-000235,-1.28078430094
ACH-000237,-1.68756757419
ACH-000238,-1.7920881150599999
ACH-000243,-1.49968512866
ACH-000244,-1.68185868037
ACH-000246,-1.52732633026
ACH-000248,-1.27285219459
ACH-000250,-1.6670933524899998
ACH-000251,-1.01827004214
ACH-000253,-1.4183136716100002
ACH-000255,-1.5374331932499998
ACH-000256,-1.5691263061899998
ACH-000257,-1.50389651504
ACH-000258,-1.1770791434
ACH-000259,-1.66351850761
ACH-000260,-1.32782113459
ACH-000261,-1.3636628712
ACH-000262,-1.84894422816
