,MMS22L (253714)
ACH-000004,-1.89785126248
ACH-000007,-1.7386182775599999
ACH-000009,-1.59593643982
ACH-000011,-1.7763289910599998
ACH-000012,-1.58527473965
ACH-000013,-1.86220253789
ACH-000014,-1.86818589063
ACH-000015,-1.51542747267
ACH-000017,-1.61950104961
ACH-000018,-1.50728143554
ACH-000019,-1.50850550997
ACH-000021,-1.63145556389
ACH-000022,-1.6658984979
ACH-000025,-1.5974827457799998
ACH-000028,-1.7825339989400002
ACH-000030,-1.8526875024
ACH-000035,-1.6031207851
ACH-000036,-1.62112639097
ACH-000037,-1.7872003962599998
ACH-000039,-2.12010438368
ACH-000040,-1.71280088227
ACH-000041,-1.98876895782
ACH-000042,-2.0775420621
ACH-000045,-1.4404929996899998
ACH-000047,-2.00742178232
ACH-000052,-1.40765829975
ACH-000053,-1.89635049219
ACH-000054,-1.5117996506400002
ACH-000055,-1.6398426814200002
ACH-000060,-1.79294042603
ACH-000067,-1.6278662119
ACH-000070,-1.73300512417
ACH-000075,-1.48121458896
ACH-000078,-1.88807103907
ACH-000082,-1.59894649633
ACH-000085,-1.5780528525100002
ACH-000086,-1.70242015973
ACH-000087,-1.8253856849099999
ACH-000092,-1.7872734815400002
ACH-000095,-1.55514632817
ACH-000097,-1.93602664286
ACH-000098,-1.52485335711
ACH-000099,-1.54634276962
ACH-000108,-1.96694943853
ACH-000113,-1.48438980613
ACH-000115,-1.6171868549200001
ACH-000116,-2.11380220769
ACH-000118,-1.8396798154400003
ACH-000120,-1.67907036671
ACH-000123,-1.7682051054499999
ACH-000127,-1.64208216713
ACH-000128,-1.5194187045700003
ACH-000132,-1.68678994905
ACH-000133,-1.8877850341599998
ACH-000137,-1.6959187596899998
ACH-000138,-1.8821767899700002
ACH-000142,-1.6475692497799999
ACH-000143,-1.71418505384
ACH-000146,-1.77617800315
ACH-000148,-2.15729377732
ACH-000150,-1.6843083593900001
ACH-000152,-1.6707048404299998
ACH-000153,-1.71222360593
ACH-000159,-1.64964037574
ACH-000160,-2.0512690935799998
ACH-000163,-1.86142546785
ACH-000167,-1.8373736961000002
ACH-000168,-1.55146729585
ACH-000169,-1.54825860724
ACH-000178,-1.67702161003
ACH-000182,-1.7829580685099997
ACH-000183,-1.7196255126400002
ACH-000188,-1.7049552138100001
ACH-000189,-1.59212376748
ACH-000190,-1.76248556693
ACH-000198,-1.50975245855
ACH-000204,-2.0190529395500003
ACH-000206,-1.33224993535
ACH-000207,-1.94730063538
ACH-000211,-1.6194458089
ACH-000215,-1.89104832098
ACH-000221,-1.81971562375
ACH-000222,-1.76899715607
ACH-000223,-1.5096427428900001
ACH-000226,-1.59438384643
ACH-000227,-2.2127320165
ACH-000228,-1.7882052438099998
ACH-000231,-1.7261455288299998
ACH-000232,-1.6060076613799998
ACH-000233,-2.0771928018200003
ACH-000234,-1.67309019347
ACH-000235,-1.55404276244
ACH-000237,-1.9009349336599999
ACH-000238,-1.4825589657299998
ACH-000243,-1.68758848942
ACH-000244,-1.6063022154299997
ACH-000246,-1.8183299323400002
ACH-000248,-1.48006291886
ACH-000250,-1.61933007264
ACH-000251,-1.91861737732
ACH-000253,-2.12982301586
ACH-000255,-1.58689273064
ACH-000256,-1.67083811926
ACH-000257,-1.99397103515
ACH-000258,-2.163943675
ACH-000259,-1.62165101347
ACH-000260,-1.62744614856
ACH-000261,-1.47644590477
ACH-000262,-1.6809839891299998
ACH-000263,-1.6290477276299997
ACH-000264,-1.62895886058
ACH-000265,-1.7927743017900002
ACH-000266,-1.58828023366
ACH-000272,-1.3139728418
ACH-000273,-1.66841147333
ACH-000274,-2.0187551299
ACH-000277,-1.64462020915
ACH-000278,-2.4075609898500003
ACH-000279,-1.9103670624200002
ACH-000280,-1.96850722557
ACH-000281,-2.15614725188
ACH-000288,-1.7073392427599998
ACH-000291,-1.6023308578400002
ACH-000293,-1.74707580847
ACH-000294,-2.28586091765
ACH-000295,-1.63724245449
ACH-000296,-2.10209936114
ACH-000302,-1.52562384204
ACH-000304,-1.90040629134
ACH-000307,-1.77199314594
ACH-000308,-1.6930304466600001
ACH-000310,-2.0173454990099997
ACH-000311,-1.55556512326
ACH-000312,-1.6947843723500002
ACH-000315,-1.6416129362799998
ACH-000316,-1.5981664488499998
ACH-000317,-1.91892424538
ACH-000318,-1.7890210720200002
ACH-000319,-1.8454938649300001
ACH-000320,-2.0692326962
ACH-000322,-1.42728154718
ACH-000323,-1.68118032778
ACH-000324,-1.7192786613099997
ACH-000329,-1.67490197247
ACH-000330,-1.6224735288499998
ACH-000331,-1.79820597208
ACH-000332,-1.7816842762799998
ACH-000334,-2.38404714245
ACH-000335,-1.6372661846899998
ACH-000336,-1.7342522010699999
ACH-000337,-1.0231985217200001
ACH-000339,-1.8576088460299998
ACH-000341,-1.7384174691900003
ACH-000348,-1.5487065033
ACH-000350,-2.51608788206
ACH-000352,-1.77317964595
ACH-000356,-1.65316327031
ACH-000361,-1.33181282066
ACH-000362,-1.5521604803
ACH-000363,-1.9121380900799998
ACH-000364,-1.32017589434
ACH-000365,-1.7252434598900002
ACH-000366,-1.6323095968299999
ACH-000368,-1.9134385272
ACH-000374,-1.6506186921700001
ACH-000375,-1.7495612845900002
ACH-000376,-1.65485581916
ACH-000381,-1.5452772798199998
ACH-000383,-1.45393533788
ACH-000387,-1.75958385732
ACH-000389,-1.75200299442
ACH-000390,-1.1616612260999999
ACH-000393,-1.3454557542299999
ACH-000395,-1.33322134184
ACH-000397,-1.9134120451099998
ACH-000401,-1.58984792843
ACH-000402,-1.7806365484200002
ACH-000403,-1.5710562155899999
ACH-000404,-1.985981108
ACH-000406,-1.8963562158900003
ACH-000407,-1.9869220917800001
ACH-000408,-1.61015114863
ACH-000410,-1.8943273022099998
ACH-000411,-1.6165709852799999
ACH-000414,-1.9528217597400002
ACH-000415,-1.8112314351499998
ACH-000416,-1.7483713335900002
ACH-000420,-1.57162349861
ACH-000421,-1.8676347822
ACH-000424,-1.80354112208
ACH-000425,-1.51258646699
ACH-000426,-1.63515154179
ACH-000427,-1.7332616758000001
ACH-000433,-1.50798761444
ACH-000436,-1.3900027804
ACH-000444,-1.7240988078
ACH-000445,-1.548309186
ACH-000448,-1.4930348719799997
ACH-000450,-1.6939096972799998
ACH-000452,-1.3758900412700001
ACH-000454,-1.72905076363
ACH-000458,-1.6616932016400001
ACH-000459,-1.19956788764
ACH-000460,-1.505233494
ACH-000461,-1.58953004079
ACH-000463,-1.94666966117
ACH-000464,-1.80004405036
ACH-000466,-2.02469478234
ACH-000467,-1.8512967787799999
ACH-000468,-1.82842678187
ACH-000469,-1.6133791717
ACH-000470,-1.9038347194999998
ACH-000471,-1.3410943526
ACH-000472,-1.7443440418400002
ACH-000473,-1.6388871146500001
ACH-000475,-1.7927780079099997
ACH-000476,-1.53366969427
ACH-000477,-2.17950932148
ACH-000480,-1.58406956894
ACH-000481,-1.97340173712
ACH-000483,-2.12301572585
ACH-000484,-1.79119607567
ACH-000485,-1.7725010089900002
ACH-000486,-1.53243509534
ACH-000487,-1.35584289963
ACH-000488,-1.79301210969
ACH-000490,-1.54379246602
ACH-000491,-1.9414762292200003
ACH-000495,-1.5434307819600002
ACH-000496,-1.8832163298900002
ACH-000499,-1.72294112904
ACH-000500,-1.02173301884
ACH-000502,-1.86387903815
ACH-000503,-1.8898401765400001
ACH-000505,-1.57070547887
ACH-000507,-1.6893733194299998
ACH-000510,-1.43620674248
ACH-000511,-1.7922735164599999
ACH-000512,-1.3822164130399999
ACH-000516,-1.9416589610599997
ACH-000517,-1.6166055542
ACH-000518,-2.07234717077
ACH-000520,-1.36438371076
ACH-000521,-1.84112292345
ACH-000522,-1.7082393785299999
ACH-000524,-1.64843518545
ACH-000527,-1.60494297239
ACH-000528,-1.50417205584
ACH-000537,-1.6390955607
ACH-000541,-1.53054115051
ACH-000542,-1.69164540231
ACH-000544,-1.7384625696
ACH-000545,-1.60251580282
ACH-000547,-1.72245064685
ACH-000548,-1.5502661665000002
ACH-000549,-1.6805235483
ACH-000550,-1.95379156056
ACH-000552,-1.58883568873
ACH-000556,-1.8479817198099997
ACH-000557,-1.73901518528
ACH-000570,-1.7088487522100002
ACH-000571,-1.42964504901
ACH-000573,-1.2783965837
ACH-000576,-1.8731177629299998
ACH-000580,-1.7296288651400002
ACH-000584,-1.9163255057799997
ACH-000585,-1.45919961562
ACH-000588,-1.8316437698199999
ACH-000589,-2.04503465815
ACH-000591,-1.91996417336
ACH-000593,-1.43561581333
ACH-000600,-1.05585756096
ACH-000601,-1.49991633588
ACH-000604,-1.84972435448
ACH-000605,-1.72246899681
ACH-000606,-1.54496978568
ACH-000608,-1.4664386486899998
ACH-000614,-1.34136248206
ACH-000616,-1.70377346713
ACH-000618,-2.02119089027
ACH-000619,-1.47670094879
ACH-000620,-1.80405055343
ACH-000621,-2.2128992256099997
ACH-000622,-1.79456674488
ACH-000623,-1.5597374791299998
ACH-000624,-1.49853192562
ACH-000627,-1.86604236493
ACH-000630,-1.5505824989399999
ACH-000632,-1.83063482025
ACH-000633,-2.08065961494
ACH-000637,-1.7324760242
ACH-000638,-1.8742423116099998
ACH-000646,-1.71149483465
ACH-000647,-1.4578498895299998
ACH-000648,-2.06056134655
ACH-000649,-1.78515885349
ACH-000651,-1.5909765220299998
ACH-000652,-2.06666319158
ACH-000653,-1.86929155097
ACH-000657,-1.8656871385599998
ACH-000658,-1.4849713614200002
ACH-000661,-1.38189748767
ACH-000662,-1.97942673444
ACH-000663,-1.8515076009599998
ACH-000665,-1.74551404926
ACH-000671,-1.7831531130400002
ACH-000673,-1.66606736571
ACH-000676,-1.6722285061200002
ACH-000677,-1.66657443005
ACH-000681,-1.9611179616799999
ACH-000682,-1.48091719436
ACH-000683,-1.78757675157
ACH-000684,-1.3182139782100002
ACH-000688,-1.53139342051
ACH-000693,-1.5846840951499999
ACH-000694,-1.6415346345299997
ACH-000695,-2.0165225425999997
ACH-000696,-1.7471923551099997
ACH-000697,-1.32210431334
ACH-000699,-1.8624755829599997
ACH-000701,-2.12286060654
ACH-000706,-1.8353378753
ACH-000711,-1.7492619126599998
ACH-000713,-1.8076564836400002
ACH-000714,-1.90645256509
ACH-000718,-1.9184285677700001
ACH-000720,-1.7672872631799998
ACH-000721,-1.8527442300699999
ACH-000724,-1.5472676701199999
ACH-000725,-2.63651961849
ACH-000732,-1.6523945305899999
ACH-000734,-1.63362545149
ACH-000735,-1.63431673657
ACH-000736,-1.52393277213
ACH-000738,-1.9054546916900004
ACH-000746,-1.69474556521
ACH-000747,-1.6636507929299997
ACH-000748,-1.6809287737600003
ACH-000753,-1.69333651064
ACH-000756,-1.5779792061000002
ACH-000757,-1.7965756244799997
ACH-000758,-1.38159815701
ACH-000760,-1.70933574859
ACH-000763,-1.9093225447
ACH-000764,-1.82045308787
ACH-000765,-1.73776255869
ACH-000766,-1.63837807681
ACH-000767,-2.12426771166
ACH-000768,-1.4457337600100002
ACH-000769,-1.7699651113900003
ACH-000770,-2.00180543914
ACH-000771,-1.8720264050400002
ACH-000773,-1.9466209220400004
ACH-000776,-1.5908226744
ACH-000777,-1.66300510378
ACH-000778,-2.42640904329
ACH-000781,-1.82488614319
ACH-000782,-1.8129533179099997
ACH-000783,-2.12756210857
ACH-000784,-1.59286097597
ACH-000785,-2.50414215105
ACH-000787,-1.5038844104799998
ACH-000788,-1.7314406107799998
ACH-000791,-1.8805508435299998
ACH-000792,-1.42390348579
ACH-000794,-1.3441736148399999
ACH-000796,-1.98857510943
ACH-000799,-1.32249934737
ACH-000800,-1.9579355140999999
ACH-000802,-1.5516891268700002
ACH-000804,-1.89157604215
ACH-000805,-1.58838908618
ACH-000809,-1.45012728592
ACH-000810,-1.7145016578299999
ACH-000811,-1.84870231262
ACH-000817,-1.7539761170700001
ACH-000819,-1.7943447346999999
ACH-000820,-1.7259762819799997
ACH-000821,-1.86772046497
ACH-000822,-1.05825222071
ACH-000823,-1.94384745676
ACH-000824,-1.6661008661899999
ACH-000827,-1.53042340468
ACH-000829,-1.7933815416499999
ACH-000831,-1.6264644603100002
ACH-000832,-1.69828835445
ACH-000833,-2.06518751535
ACH-000834,-1.34138934603
ACH-000835,-1.59815044616
ACH-000836,-2.0166057672999997
ACH-000837,-1.8520436237
ACH-000838,-2.05206443368
ACH-000839,-1.08929113021
ACH-000840,-1.6934027409399999
ACH-000841,-2.09557603887
ACH-000843,-1.70165259609
ACH-000846,-1.66893208996
ACH-000847,-1.45910239363
ACH-000848,-1.5752223703200001
ACH-000849,-1.6983568997799998
ACH-000851,-1.7154296296200002
ACH-000855,-1.9146992991
ACH-000856,-1.69984442829
ACH-000858,-1.54226369812
ACH-000859,-1.4407833683200002
ACH-000861,-2.1587763355700003
ACH-000862,-1.75499484008
ACH-000865,-1.7632444199000001
ACH-000866,-1.7929296531999999
ACH-000867,-1.7042169508899998
ACH-000869,-1.28181469425
ACH-000872,-1.7332122169
ACH-000873,-1.54125248768
ACH-000876,-1.68209266347
ACH-000878,-1.3885002314300001
ACH-000880,-1.50555679003
ACH-000881,-1.7615555917200003
ACH-000882,-1.9863138409
ACH-000884,-1.71192771834
ACH-000885,-1.7069601612099998
ACH-000887,-1.27379262844
ACH-000888,-1.8066087713699999
ACH-000889,-1.95090502857
ACH-000890,-1.46785678445
ACH-000896,-1.8912871061
ACH-000898,-1.65899938574
ACH-000900,-1.6241767320700002
ACH-000901,-1.82603525449
ACH-000905,-1.9293913309000001
ACH-000906,-1.74268789945
ACH-000907,-1.5065310606400002
ACH-000910,-1.94334023055
ACH-000911,-1.51003650167
ACH-000912,-1.7910910234400002
ACH-000913,-1.8940475062200002
ACH-000915,-1.6494588562099999
ACH-000916,-1.5525566609600001
ACH-000917,-1.5489763970100001
ACH-000921,-1.6421572015
ACH-000924,-1.5867616285600001
ACH-000926,-1.29672495767
ACH-000928,-1.54215127607
ACH-000929,-1.68952266896
ACH-000932,-1.68955261929
ACH-000935,-1.3019632624200002
ACH-000936,-1.79827637712
ACH-000937,-2.15110362211
ACH-000938,-1.82155236322
ACH-000939,-1.50587702214
ACH-000941,-1.0802612165
ACH-000943,-1.6365908611500002
ACH-000946,-1.5595437390200002
ACH-000947,-1.86883020937
ACH-000948,-1.61243990303
ACH-000950,-1.6634653504799999
ACH-000953,-2.18229584907
ACH-000957,-1.4835433634
ACH-000958,-1.6296452787399998
ACH-000960,-2.13171600027
ACH-000963,-1.28508517683
ACH-000968,-1.98207864105
ACH-000969,-1.8055103901499998
ACH-000973,-1.74574965523
ACH-000974,-1.67751241639
ACH-000975,-1.69164135141
ACH-000976,-1.93431693537
ACH-000978,-1.8355206900799999
ACH-000980,-1.7040491067399999
ACH-000984,-1.3544322103400002
ACH-000986,-1.5046472433200002
ACH-000988,-2.0517467826900004
ACH-000993,-1.7616370288799998
ACH-000994,-1.8515292084200001
ACH-000996,-1.7196156298700003
ACH-001001,-1.7993153911700002
ACH-001020,-1.29505835094
ACH-001028,-1.81312053655
ACH-001031,-1.62248440569
ACH-001038,-1.8030521337099998
ACH-001048,-1.7857584331799998
ACH-001050,-1.45723411637
ACH-001053,-1.10083375586
ACH-001054,-1.5666536450400002
ACH-001061,-1.3376982216700002
ACH-001067,-1.58578799225
ACH-001075,-1.64754735482
ACH-001096,-1.7705512492
ACH-001128,-1.94474996588
ACH-001134,-1.71449617874
ACH-001151,-1.68229718789
ACH-001163,-1.52250109783
ACH-001164,-1.7687437891599997
ACH-001173,-1.5147856455700002
ACH-001183,-1.5637419510600001
ACH-001184,-1.64775648769
ACH-001190,-1.32709255744
ACH-001192,-1.74312074509
ACH-001193,-1.43612188949
ACH-001196,-2.1179677692
ACH-001197,-1.8010121771
ACH-001205,-1.7969222002599998
ACH-001211,-1.507877375
ACH-001212,-1.46186383774
ACH-001228,-1.41840053411
ACH-001232,-2.10126482202
ACH-001239,-1.62328221567
ACH-001274,-0.9686326191169999
ACH-001275,-1.54985701375
ACH-001277,-1.56652094701
ACH-001278,-1.5963478850200001
ACH-001280,-2.5637886809799997
ACH-001283,-1.88607556572
ACH-001289,-1.9588674052400001
ACH-001295,-1.49283487259
ACH-001300,-1.75897620167
ACH-001301,-1.78655862273
ACH-001302,-1.9737522789900002
ACH-001303,-1.68968716315
ACH-001306,-1.68613012821
ACH-001318,-1.30893572649
ACH-001322,-1.8610038601400003
ACH-001328,-1.3109691432700001
ACH-001332,-1.54309637574
ACH-001333,-1.7596996778099998
ACH-001336,-1.84557340868
ACH-001340,-1.4647460756400001
ACH-001346,-1.7657510232599998
ACH-001353,-1.82592853058
ACH-001354,-2.23549025542
ACH-001367,-1.27747875589
ACH-001368,-1.4466064267200003
ACH-001374,-1.6731171821200002
ACH-001375,-1.64309529188
ACH-001377,-1.81463235113
ACH-001380,-1.7449145333099998
ACH-001391,-2.0358301254700004
ACH-001407,-1.94234739715
ACH-001408,-2.2104502879299996
ACH-001413,-1.2337974093600002
ACH-001430,-1.59613892332
ACH-001431,-1.9161874462400001
ACH-001450,-1.24534276934
ACH-001496,-1.59442762467
ACH-001500,-1.77030826928
ACH-001521,-0.947261489577
ACH-001523,-1.62009077541
ACH-001532,-1.69499022905
ACH-001536,-1.849069919
ACH-001550,-2.0231713409400003
ACH-001552,-1.41008199685
ACH-001554,-2.02742877374
ACH-001645,-1.6167463187900002
ACH-001654,-1.2345980188299999
ACH-001715,-1.86327921434
ACH-001735,-1.70810962002
ACH-001736,-1.88842273595
ACH-001737,-1.28145016642
ACH-001740,-1.98779800914
