,GGH (8836)
ACH-000004,0.145251132803
ACH-000007,0.17746993074
ACH-000009,0.222070624936
ACH-000011,0.13486741720999998
ACH-000012,0.17953570023200002
ACH-000013,0.163330056125
ACH-000014,-0.0655483585556
ACH-000015,0.108212545632
ACH-000017,0.158640778496
ACH-000018,0.0985062381419
ACH-000019,0.0749787761187
ACH-000021,0.166538808776
ACH-000022,0.0232116108238
ACH-000025,0.012782476156299998
ACH-000028,0.063082403473
ACH-000030,0.0816096148957
ACH-000035,0.064142080865
ACH-000036,-0.00977120118792
ACH-000037,0.149542955768
ACH-000039,0.047256605538400005
ACH-000040,0.127247761593
ACH-000041,0.160953905216
ACH-000042,0.18019682305799997
ACH-000045,0.05125752630480001
ACH-000047,0.144730393277
ACH-000052,0.203929858682
ACH-000053,0.0844797139897
ACH-000054,0.0987720989892
ACH-000055,0.261300622376
ACH-000060,0.155215753358
ACH-000067,0.20082183471
ACH-000070,-0.0035048100556900005
ACH-000075,0.200188684317
ACH-000078,0.212436699936
ACH-000082,0.037285096222099995
ACH-000085,0.0914963036951
ACH-000086,0.222410385336
ACH-000087,0.00372731119354
ACH-000092,-0.0029009987696100004
ACH-000095,0.140264245502
ACH-000097,0.07536091884219999
ACH-000098,-0.014557550041000001
ACH-000099,0.224616102476
ACH-000108,0.11673295539
ACH-000113,0.0030863907618800005
ACH-000115,0.09674277622739999
ACH-000116,-0.05056368985140001
ACH-000118,0.132025808944
ACH-000120,0.0278112664932
ACH-000123,0.244262569687
ACH-000127,0.0815034394364
ACH-000128,0.11282910369100001
ACH-000132,0.16747943647299998
ACH-000133,0.0289562586803
ACH-000137,0.14891586911
ACH-000138,0.12334838844000001
ACH-000142,0.160122687641
ACH-000143,0.147664860886
ACH-000146,0.162403348586
ACH-000148,0.15685784807199998
ACH-000150,-0.10491577833799999
ACH-000152,0.1358403226
ACH-000153,-0.138371935688
ACH-000159,0.066629249266
ACH-000160,0.0386587927365
ACH-000163,-0.171986649248
ACH-000167,-0.12977907909199998
ACH-000168,-0.035041192112800004
ACH-000169,0.154994584781
ACH-000178,0.0750211590887
ACH-000182,0.0275116043554
ACH-000183,-0.124054356615
ACH-000188,0.0759591153197
ACH-000189,-0.07946812598149999
ACH-000190,0.25378752198000004
ACH-000198,0.06291776382730001
ACH-000204,0.137416677766
ACH-000206,-0.0256411249658
ACH-000207,0.253635103084
ACH-000211,0.0903098006134
ACH-000215,0.06735458477530001
ACH-000221,0.0671799325389
ACH-000222,0.251463769343
ACH-000223,-0.0313150826311
ACH-000226,0.0840580672758
ACH-000227,0.387900849329
ACH-000228,0.146084084263
ACH-000231,0.09096620627049999
ACH-000232,0.00691212851104
ACH-000233,0.0913764857733
ACH-000234,0.09334488227269999
ACH-000235,0.0470520045175
ACH-000237,0.0615155251451
ACH-000238,0.10400376295399999
ACH-000243,0.20893191409000003
ACH-000244,-0.000570675738447
ACH-000246,0.096568771348
ACH-000248,-0.0386781541521
ACH-000250,0.112825837814
ACH-000251,-0.0707709453023
ACH-000253,0.0995961456314
ACH-000255,0.128182148695
ACH-000256,0.16391243840199998
ACH-000257,0.217930188167
ACH-000258,-0.139413003556
ACH-000259,0.14963950197
ACH-000260,0.050866835788000005
ACH-000261,0.000256075138292
ACH-000262,0.0321209339475
ACH-000263,0.275696504106
ACH-000264,-0.0342043810963
ACH-000265,0.0516602235945
ACH-000266,0.09228471198169999
ACH-000272,0.029071565383
ACH-000273,0.15956193615999997
ACH-000274,0.044664120955
ACH-000277,0.105268981523
ACH-000278,0.0419104732706
ACH-000279,0.11676883272399999
ACH-000280,0.07645248887339999
ACH-000281,0.209429916287
ACH-000288,0.245531536182
ACH-000291,0.13270076681600002
ACH-000293,-0.0165686973095
ACH-000294,0.147206184582
ACH-000295,0.254918959557
ACH-000296,0.21311294119600002
ACH-000302,-0.022656041392700003
ACH-000304,0.0249874108274
ACH-000307,0.09783636658539999
ACH-000308,0.0237365236981
ACH-000310,0.0681256872223
ACH-000311,0.126121328144
ACH-000312,0.20823469729400002
ACH-000315,0.17160768297100001
ACH-000316,-0.100097684436
ACH-000317,0.158262496604
ACH-000318,0.00342679539924
ACH-000319,-0.0509414324374
ACH-000320,0.056582196527699996
ACH-000322,0.284440296493
ACH-000323,0.0425965937375
ACH-000324,0.258057847735
ACH-000329,0.10423983684699999
ACH-000330,0.112682105073
ACH-000331,0.103059566671
ACH-000332,0.0693359709267
ACH-000334,-0.315370302106
ACH-000335,-0.0184011796464
ACH-000336,0.08635276001520001
ACH-000337,-0.021354004457700002
ACH-000339,0.07770605890339999
ACH-000341,0.0849777270367
ACH-000348,0.00386806721726
ACH-000350,0.262957536234
ACH-000352,-0.0166294558783
ACH-000356,0.22859569899
ACH-000361,0.13330395418
ACH-000362,-0.016900486455899998
ACH-000363,0.053624452067400005
ACH-000364,0.10006685238299999
ACH-000365,0.161226765705
ACH-000366,0.20824934064599998
ACH-000368,0.111845075911
ACH-000374,0.316381979932
ACH-000375,0.249304347757
ACH-000376,0.103888203118
ACH-000381,0.13911686434
ACH-000383,0.00685948596674
ACH-000387,0.145008038752
ACH-000389,0.000423953067522
ACH-000390,-0.00980979039312
ACH-000393,0.157323250765
ACH-000395,0.0303597171238
ACH-000397,0.10839389929500001
ACH-000401,0.171280459316
ACH-000402,0.257729732308
ACH-000403,0.006848220222479999
ACH-000404,0.0492210607656
ACH-000406,0.162537113445
ACH-000407,0.125956685242
ACH-000408,0.160953391172
ACH-000410,0.00545894426796
ACH-000411,-0.0195031874342
ACH-000414,-0.122825456279
ACH-000415,0.206808747962
ACH-000416,0.08656790260819999
ACH-000420,0.014914144320200003
ACH-000421,0.0779546417089
ACH-000424,0.23303193691799998
ACH-000425,0.0844419671453
ACH-000426,0.0839040640633
ACH-000427,0.0281722838523
ACH-000433,0.0366645050028
ACH-000436,0.128716337864
ACH-000444,0.129735789233
ACH-000445,0.166661614486
ACH-000448,0.0028679728417399996
ACH-000450,0.34910912006300004
ACH-000452,0.11336090156999999
ACH-000454,0.131477614203
ACH-000458,0.057370308167699995
ACH-000459,0.295100759439
ACH-000460,0.10481320662900001
ACH-000461,0.183136078919
ACH-000463,0.09592890274910001
ACH-000464,0.11227481166600001
ACH-000466,0.133696491156
ACH-000467,0.020267525949299998
ACH-000468,0.24290326426
ACH-000469,0.0186884885729
ACH-000470,-0.0678545267492
ACH-000471,0.0029386124915400003
ACH-000472,0.0318528758689
ACH-000473,0.0794822939474
ACH-000475,0.0761060348766
ACH-000476,0.049743071173
ACH-000477,-0.00351640623877
ACH-000480,0.06456815708909999
ACH-000481,0.0155517755678
ACH-000483,0.157537890538
ACH-000484,-0.04438970462180001
ACH-000485,-0.06880762710560001
ACH-000486,0.14354768237999999
ACH-000487,0.11327078421700001
ACH-000488,0.10025468122000002
ACH-000490,-0.057886596903
