,SMPDL3A (10924)
ACH-000004,-0.028307183219499998
ACH-000007,0.0537483891049
ACH-000009,0.11303908527899999
ACH-000011,-0.152389259717
ACH-000012,0.17283486303399997
ACH-000013,0.100235056383
ACH-000014,0.0290411523721
ACH-000015,-0.012951312032299999
ACH-000017,0.00747422534221
ACH-000018,0.049291737406800006
ACH-000019,0.0843985583893
ACH-000021,-0.11802334875600001
ACH-000022,0.0218841989523
ACH-000025,0.010702997755200002
ACH-000028,-0.0462470920125
ACH-000030,-0.016335260789399998
ACH-000035,-0.0379398270387
ACH-000036,0.060864874786800006
ACH-000037,0.29214291174199997
ACH-000039,-0.11368676173900001
ACH-000040,0.130686134367
ACH-000041,0.0550798056437
ACH-000042,0.0154832006429
ACH-000045,-0.0149391665331
ACH-000047,0.035508585362199994
ACH-000052,0.0551693543509
ACH-000053,0.12555785755899998
ACH-000054,-0.15166847940199998
ACH-000055,0.11287761044900001
ACH-000060,-0.109305231977
ACH-000067,0.0916375588669
ACH-000070,-0.00813697179308
ACH-000075,0.279783842394
ACH-000078,-0.092696765992
ACH-000082,0.0680883963853
ACH-000085,0.108794581611
ACH-000086,0.032267688448
ACH-000087,-0.0600497314976
ACH-000092,0.14448082863199999
ACH-000095,0.111384679936
ACH-000097,-0.08069779262280001
ACH-000098,-0.0208153140967
ACH-000099,-0.054189519959199996
ACH-000108,0.132287749273
ACH-000113,-0.0023094313920100002
ACH-000115,0.038313607510099996
ACH-000116,-0.0659995219923
ACH-000118,-0.0426310708563
ACH-000120,0.000135183850563
ACH-000123,0.155722885525
ACH-000127,-0.00159336813418
ACH-000128,0.21521480600200002
ACH-000132,-0.158412403735
ACH-000133,-0.015180499619200002
ACH-000137,-0.00876888256588
ACH-000138,0.0163035543139
ACH-000142,0.300589365326
ACH-000143,-0.0375107237777
ACH-000146,0.0331526341519
ACH-000148,-0.021867922315700002
ACH-000150,0.0870416530546
ACH-000152,0.107234770874
ACH-000153,-0.301487969279
ACH-000159,0.127951092693
ACH-000160,-0.0397345901334
ACH-000163,0.0671883210484
ACH-000167,-0.14361679091
ACH-000168,-0.00979252554563
ACH-000169,0.0742477254537
ACH-000178,0.00827006466093
ACH-000182,0.027754334435099996
ACH-000183,-0.0405846433364
ACH-000188,0.09211590154680001
ACH-000189,-0.0328665235289
ACH-000190,0.162194530075
ACH-000198,-0.0483872716451
ACH-000204,-0.0322855504483
ACH-000206,0.248799134476
ACH-000207,0.09422430508610001
ACH-000211,-0.010659590869
ACH-000215,-0.11139608157400001
ACH-000221,0.08867596283669998
ACH-000222,-0.214391359261
ACH-000223,-0.013173710563
ACH-000226,0.107545095327
ACH-000227,0.0321501696559
ACH-000228,0.144859431955
ACH-000231,0.0468858210864
ACH-000232,0.0671544565866
ACH-000233,0.07061666552319999
ACH-000234,-0.13118081326
ACH-000235,0.055596617127300005
ACH-000237,0.008714114092780001
ACH-000238,0.0403828616368
ACH-000243,0.0926338407821
ACH-000244,0.139347614805
ACH-000246,0.0831366504319
ACH-000248,-0.05181746637
ACH-000250,-0.00417686351698
ACH-000251,-0.0724278080665
ACH-000253,0.0100404036742
ACH-000255,-0.04937617567390001
ACH-000256,0.07623083209039999
ACH-000257,0.0672048572484
ACH-000258,0.335773018799
ACH-000259,0.120781556425
ACH-000260,-0.0716357923664
ACH-000261,0.0950032066734
ACH-000262,-0.0954345553525
ACH-000263,0.218383829707
ACH-000264,-0.0384039571031
ACH-000265,-0.0060659200118
ACH-000266,0.022960623032
ACH-000272,-0.103598228665
ACH-000273,0.00524027753984
ACH-000274,-0.0989475265347
