,PFDN2 (5202)
ACH-000004,-1.4011482392399999
ACH-000007,-1.4778260567500001
ACH-000009,-1.6105221985799998
ACH-000011,-1.9860840454299997
ACH-000012,-1.6306068075799998
ACH-000013,-1.8209391666900003
ACH-000014,-1.51411543935
ACH-000015,-1.726477143
ACH-000017,-1.77039829877
ACH-000018,-1.54522517662
ACH-000019,-1.94866928303
ACH-000021,-1.76921717635
ACH-000022,-1.9728838505500002
ACH-000025,-1.31445697825
ACH-000028,-1.56114773796
ACH-000030,-1.6837325672499999
ACH-000035,-1.65124135075
ACH-000036,-1.45359755964
ACH-000037,-1.0610132642
ACH-000039,-1.58380208285
ACH-000040,-1.42497968081
ACH-000041,-1.73433686625
ACH-000042,-1.8893160448900002
ACH-000045,-1.97857157793
ACH-000047,-1.46050305829
ACH-000052,-1.61307635715
ACH-000053,-1.56373951064
ACH-000054,-1.3840378178100001
ACH-000055,-1.342636907
ACH-000060,-1.64708984773
ACH-000067,-1.6303219018000001
ACH-000070,-1.55323989152
ACH-000075,-1.5373007347799998
ACH-000078,-1.65462151738
ACH-000082,-1.62482918521
ACH-000085,-1.68608833192
ACH-000086,-1.4020170973
ACH-000087,-1.7950624650799998
ACH-000092,-1.4650531059399998
ACH-000095,-1.50963365433
ACH-000097,-1.6379944404
ACH-000098,-1.52567426345
ACH-000099,-1.72747915228
ACH-000108,-1.49659869311
ACH-000113,-1.7360374864500001
ACH-000115,-2.1004709885599997
ACH-000116,-1.52851685215
ACH-000118,-1.47899945852
ACH-000120,-1.51615278199
ACH-000123,-1.5009634659399997
ACH-000127,-1.75447588691
ACH-000128,-1.31126357254
ACH-000132,-1.59396388602
ACH-000133,-1.4825273426899999
ACH-000137,-1.5990525002899998
ACH-000138,-1.52983091128
ACH-000142,-1.3706406180500001
ACH-000143,-1.67965439822
ACH-000146,-1.85431921573
ACH-000148,-1.72913058024
ACH-000150,-1.5439326877200001
ACH-000152,-1.4749908040900002
ACH-000153,-1.20077875596
ACH-000159,-1.64527575944
ACH-000160,-1.64452474227
ACH-000163,-2.01144354279
ACH-000167,-2.27336620718
ACH-000168,-1.8457463772599998
ACH-000169,-1.6182708315
ACH-000178,-1.55527716926
ACH-000182,-1.81318572465
ACH-000183,-1.4601913725600002
ACH-000188,-1.6389460878100002
ACH-000189,-1.4351370238999999
ACH-000190,-1.4870887947100002
ACH-000198,-1.9192509029400002
ACH-000204,-1.82842609884
ACH-000206,-2.23256874417
ACH-000207,-2.12186680873
ACH-000211,-1.5499590792200002
ACH-000215,-1.75349698349
ACH-000221,-1.8400687647599998
ACH-000222,-1.5410549425100002
ACH-000223,-1.6674097441999998
ACH-000226,-1.4498325997200001
ACH-000227,-1.2109487450799998
ACH-000228,-1.62375421056
ACH-000231,-1.5785179401700002
ACH-000232,-1.56754302854
ACH-000233,-1.22929532541
ACH-000234,-2.16201372672
ACH-000235,-1.64977668049
ACH-000237,-1.62365815907
ACH-000238,-2.10377729402
ACH-000243,-1.85201510718
ACH-000244,-1.33645405017
ACH-000246,-1.5572525734600002
ACH-000248,-1.42609756935
ACH-000250,-1.5285505315099999
ACH-000251,-2.04108475084
ACH-000253,-1.63435562812
ACH-000255,-1.36854400126
ACH-000256,-1.3058333022600002
ACH-000257,-1.5381001521200002
ACH-000258,-1.29265040725
ACH-000259,-1.73562030877
ACH-000260,-1.5274689953100002
ACH-000261,-1.5680471699
ACH-000262,-1.52060842481
ACH-000263,-1.9213656781
ACH-000264,-1.9067775087599999
ACH-000265,-1.67648395944
ACH-000266,-1.72189454128
ACH-000272,-1.38291527791
ACH-000273,-1.47456126027
ACH-000274,-1.7907402236099996
ACH-000277,-1.96523335183
ACH-000278,-1.39954856054
ACH-000279,-1.53465816875
ACH-000280,-1.7590968921799999
ACH-000281,-1.2885402943000002
ACH-000288,-1.63626910875
ACH-000291,-1.52959586889
ACH-000293,-1.4482471420899998
ACH-000294,-1.45265917062
ACH-000295,-1.77434150255
ACH-000296,-1.3121224759299999
ACH-000302,-1.6499159303100002
ACH-000304,-1.3927217620899999
ACH-000307,-1.48248768864
ACH-000308,-1.7352341443900001
ACH-000310,-1.3560832840200001
ACH-000311,-1.80757446738
ACH-000312,-1.74749106026
ACH-000315,-1.67512112849
ACH-000316,-1.26142807979
ACH-000317,-1.15977368291
ACH-000318,-1.91370360378
ACH-000319,-1.49988548217
ACH-000320,-1.96865979849
ACH-000322,-1.25857496785
ACH-000323,-1.46910756454
ACH-000324,-1.38199517465
ACH-000329,-1.6639512138600001
ACH-000330,-1.4238153426
ACH-000331,-1.4362401904700002
ACH-000332,-1.6764063335600001
ACH-000334,-1.23433416
ACH-000335,-1.33597180419
ACH-000336,-1.71698462454
ACH-000337,-2.01735722972
ACH-000339,-1.6622799047999999
ACH-000341,-2.0279426310799997
ACH-000348,-1.5678640327200002
ACH-000350,-1.7901442606400002
ACH-000352,-1.6045174634900001
ACH-000356,-1.47357421218
ACH-000361,-1.61830454331
ACH-000362,-1.58699519229
ACH-000363,-1.38519561907
ACH-000364,-1.4302136807299999
ACH-000365,-1.7349254589200003
ACH-000366,-1.6755689927200001
ACH-000368,-1.59757552866
ACH-000374,-1.65037818921
ACH-000375,-1.76427509387
ACH-000376,-1.40379528541
ACH-000381,-1.7382725041099998
ACH-000383,-2.06573459473
ACH-000387,-1.5029036977599999
ACH-000389,-1.33072305118
ACH-000390,-1.7047126307700002
ACH-000393,-1.7287954971400001
ACH-000395,-1.38997762346
ACH-000397,-1.82849002162
ACH-000401,-1.66638176687
ACH-000402,-1.84419849373
ACH-000403,-1.56751423347
ACH-000404,-1.4444506880899999
ACH-000406,-1.5716325395100001
ACH-000407,-1.33058546011
ACH-000408,-1.67822478447
ACH-000410,-1.6465770107700002
ACH-000411,-1.5400429816299999
ACH-000414,-1.8402979596900002
ACH-000415,-1.47934659016
ACH-000416,-1.41644717726
ACH-000420,-1.4788041023899998
ACH-000421,-1.76211472083
ACH-000424,-1.58745560498
ACH-000425,-1.7100267923399999
ACH-000426,-1.45393971963
