,SIVA1 (10572)
ACH-000004,-0.513519057346
ACH-000007,-0.512988112936
ACH-000009,-0.34694177812399996
ACH-000011,-0.047902955871800004
ACH-000012,-0.527774380902
ACH-000013,-0.45605227826899997
ACH-000014,-0.18010408412999998
ACH-000015,-0.06881422050960001
ACH-000017,-0.371272876021
ACH-000018,-0.521624985742
ACH-000019,-0.558566419199
ACH-000021,-0.41349376593599996
ACH-000022,-0.423029483636
ACH-000025,-0.350266353273
ACH-000028,-0.572347452739
ACH-000030,-0.17288157797000003
ACH-000035,-0.0698812572607
ACH-000036,-0.09385530744110002
ACH-000037,-0.564281693963
ACH-000039,-0.11170403258400001
ACH-000040,-0.372814432157
ACH-000041,-0.480426899033
ACH-000042,-0.342488882249
ACH-000045,-0.07213435357010001
ACH-000047,-0.663241234562
ACH-000052,-0.317058857036
ACH-000053,-0.227642761419
ACH-000054,-0.375378356643
ACH-000055,-0.916803509831
ACH-000060,-0.551302691556
ACH-000067,-0.33952510704899996
ACH-000070,-0.516609199715
ACH-000075,-0.389487316443
ACH-000078,-0.40207446325900004
ACH-000082,-0.43200422602399996
ACH-000085,-0.350029632761
ACH-000086,-0.331305635056
ACH-000087,-0.385873967832
ACH-000092,-0.32088180398899996
ACH-000095,-0.392579329529
ACH-000097,-0.48414120088
ACH-000098,-0.312580920323
ACH-000099,-0.652525669489
ACH-000108,-0.49233077700000005
ACH-000113,-0.17819779108199998
ACH-000115,-0.479198414997
ACH-000116,-0.695502943158
ACH-000118,-0.275763921789
ACH-000120,-0.6633879531710001
ACH-000123,-0.9024271309020001
ACH-000127,-0.324833679651
ACH-000128,-0.45499046240099994
ACH-000132,-0.294441593957
ACH-000133,-0.8159917507009999
ACH-000137,-0.187784480367
ACH-000138,-0.421441045331
ACH-000142,-0.39003647453699997
ACH-000143,-0.30316561250999996
ACH-000146,-0.726712897656
ACH-000148,-0.301858126648
ACH-000150,-0.413786526122
ACH-000152,-0.257457206
ACH-000153,-0.250765058068
ACH-000159,-0.272548654071
ACH-000160,-1.1118272415700001
ACH-000163,-0.459966044476
ACH-000167,-0.274681091848
ACH-000168,-0.587712322141
ACH-000169,-0.48600068101800004
ACH-000178,-0.12804073313
ACH-000182,-0.40220166934
ACH-000183,-0.3874486955
ACH-000188,-0.18771249479000002
ACH-000189,-0.053618697346800005
ACH-000190,-0.5409111058
ACH-000198,-0.450129918634
ACH-000204,-0.234409609179
ACH-000206,-0.5340821928180001
ACH-000207,-0.255762582347
ACH-000211,-0.35103387408
ACH-000215,-0.246201368688
ACH-000221,-0.33978288294299996
ACH-000222,0.0568252148886
ACH-000223,-0.072050578174
ACH-000226,-0.10838337375399999
ACH-000227,-0.582729081336
ACH-000228,-0.712353925969
ACH-000231,-0.489664901095
ACH-000232,-0.44593539688
ACH-000233,-0.342276670234
ACH-000234,-0.183429747634
ACH-000235,-0.389625065955
ACH-000237,0.00476882898267
ACH-000238,-0.7673728392129999
ACH-000243,-0.13095682683499998
ACH-000244,-0.0374114800349
ACH-000246,-0.41356183829800003
ACH-000248,-0.25827727108000004
ACH-000250,-0.331164385188
ACH-000251,-0.39685547678599997
ACH-000253,-0.341340839597
ACH-000255,-0.23038864686500002
ACH-000256,-0.326813963107
ACH-000257,-0.649723940326
ACH-000258,-0.42510686413099996
ACH-000259,-0.31059293508499997
ACH-000260,-0.650702405326
ACH-000261,-0.479157048368
ACH-000262,-0.205520965637
ACH-000263,-0.083820561159
ACH-000264,-0.706474724058
ACH-000265,-0.872175510652
ACH-000266,-0.29676812498300004
ACH-000272,-0.358855612341
ACH-000273,-0.25986927390299996
ACH-000274,-0.282923287364
ACH-000277,-0.46940014531
ACH-000278,-0.292318356444
ACH-000279,-0.2535759488
ACH-000280,-0.418856322062
ACH-000281,-0.09241849461639999
ACH-000288,-0.190338012347
ACH-000291,-0.22510408191300002
ACH-000293,-0.29522274279800004
ACH-000294,-0.275453684164
ACH-000295,-0.344594336604
ACH-000296,-0.42497400444
ACH-000302,-0.39528173534100003
ACH-000304,-0.471887983757
ACH-000307,-0.40501637540200003
ACH-000308,-0.494283159982
ACH-000310,-0.606124071984
ACH-000311,-0.179401485563
ACH-000312,-0.281909388697
ACH-000315,-0.36642056690200003
ACH-000316,-0.0973595527684
ACH-000317,-0.326019326865
ACH-000318,-0.178894304876
ACH-000319,-0.40336231398199995
ACH-000320,-0.0493996347847
ACH-000322,-0.392034974337
ACH-000323,-0.48329892734700003
ACH-000324,-0.18009468705200002
ACH-000329,-0.471495483373
ACH-000330,-0.508328709026
ACH-000331,-0.330008040862
ACH-000332,-0.375010393724
ACH-000334,-0.534118223461
ACH-000335,0.133746386347
ACH-000336,-0.312093035089
ACH-000337,-0.053008110644199996
ACH-000339,-0.33467178331999997
ACH-000341,-0.735273921737
ACH-000348,-0.475742477787
ACH-000350,-0.538860169216
ACH-000352,-0.944859934728
ACH-000356,-0.15294979315999999
ACH-000361,-0.10384942062000001
ACH-000362,-0.140267364363
ACH-000363,-0.504226430782
ACH-000364,-0.5144340733899999
