,GCSH (2653)
ACH-000004,-0.817732791313
ACH-000007,-0.65869206397
ACH-000009,-0.09531731427380001
ACH-000011,-0.380177339288
ACH-000012,-0.300991581533
ACH-000013,-0.275922310846
ACH-000014,-0.0931859418593
ACH-000015,-0.26904270399999997
ACH-000017,-0.286746290454
ACH-000018,-0.50303299332
ACH-000019,-0.973477113569
ACH-000021,-0.38892620310000003
ACH-000022,-0.202320333222
ACH-000025,-0.44730949987400004
ACH-000028,-0.273027202187
ACH-000030,-0.499570618111
ACH-000035,-0.440908996668
ACH-000036,-0.293314330597
ACH-000037,-0.584060608951
ACH-000039,-0.324561550157
ACH-000040,-0.230161282934
ACH-000041,-0.443284594922
ACH-000042,-0.42435757352700004
ACH-000045,-0.512532587278
ACH-000047,-0.584592385871
ACH-000052,-0.472798840044
ACH-000053,-0.43508316601
ACH-000054,-0.512885493152
ACH-000055,-0.669244637027
ACH-000060,-0.457760829414
ACH-000067,-0.30143877488000004
ACH-000070,-0.497435651974
ACH-000075,-0.0690227817615
ACH-000078,-0.11705311870200001
ACH-000082,-0.508407090545
ACH-000085,-0.333059015054
ACH-000086,-0.601770402407
ACH-000087,-0.446834855667
ACH-000092,-0.263017911945
ACH-000095,-0.168771634523
ACH-000097,-0.256584576621
ACH-000098,-0.302570872292
ACH-000099,-0.365022713592
ACH-000108,-0.41562448695500004
ACH-000113,-0.6900770740180001
ACH-000115,-0.546884710999
ACH-000116,-0.291949570965
ACH-000118,-0.527979881882
ACH-000120,-0.469051999959
ACH-000123,-0.259541481838
ACH-000127,-0.5486690925450001
ACH-000128,-0.183953564562
ACH-000132,-0.630952103962
ACH-000133,-0.335368698949
ACH-000137,-0.396646505802
ACH-000138,-0.331238107895
ACH-000142,-0.512486164005
ACH-000143,-0.238091341171
ACH-000146,-0.429789941162
ACH-000148,-0.592527421166
ACH-000150,-0.164888398652
ACH-000152,-0.330285140682
ACH-000153,-0.34050371220799996
ACH-000159,-0.579923588471
ACH-000160,-0.384934814423
ACH-000163,-0.298969372155
ACH-000167,-0.151834760838
ACH-000168,-0.207189827371
ACH-000169,-0.265561598619
ACH-000178,-0.292879122557
ACH-000182,-0.41189780733900005
ACH-000183,-0.164662749372
ACH-000188,-0.516399090931
ACH-000189,-0.773826014631
ACH-000190,-0.6175639184489999
ACH-000198,-0.6093393014090001
ACH-000204,-0.41462551113799995
ACH-000206,-0.116153730713
ACH-000207,-0.343321708928
ACH-000211,-0.36517650174500005
ACH-000215,-0.5017119279460001
ACH-000221,-0.48884301132
ACH-000222,-0.152338313837
ACH-000223,-0.455791805257
ACH-000226,-0.327002321118
ACH-000227,-0.319551267683
ACH-000228,-0.337279586106
ACH-000231,-0.21696274096700002
ACH-000232,-0.203618290474
ACH-000233,-0.173369738867
ACH-000234,-0.32151479397599997
ACH-000235,-0.37468599888899995
ACH-000237,-0.636294479594
ACH-000238,-0.182907333377
ACH-000243,-0.276977115522
ACH-000244,-0.159786177957
ACH-000246,-0.357510257127
ACH-000248,-0.20284542827500002
ACH-000250,-0.352777925509
ACH-000251,-0.0495442161657
ACH-000253,-0.394238012341
ACH-000255,-0.261562431923
ACH-000256,-0.314782751887
ACH-000257,-0.658285482982
ACH-000258,-0.136422945385
ACH-000259,-0.431975914127
ACH-000260,-0.278564529267
ACH-000261,-0.572750993843
ACH-000262,-0.394720626133
ACH-000263,-0.588762021276
ACH-000264,-0.315368947723
ACH-000265,-0.351646474349
ACH-000266,-0.536911341503
ACH-000272,-0.157226045428
ACH-000273,-0.27068798877300004
ACH-000274,-0.141571199743
ACH-000277,-0.591826354152
ACH-000278,-0.482922028874
ACH-000279,-0.39317653055699997
ACH-000280,-0.069236570767
ACH-000281,-0.385014764987
ACH-000288,-0.49564207821199996
ACH-000291,-0.24373676362799998
ACH-000293,-0.13710205087400001
