,CNIH2 (254263)
ACH-000004,-0.126071570281
ACH-000007,-0.292905554692
ACH-000009,0.167630548683
ACH-000011,-0.201635009386
ACH-000012,-0.186192426756
ACH-000013,-0.193671039449
ACH-000014,0.22041004285399998
ACH-000015,-0.154631406623
ACH-000017,-0.18832764723700002
ACH-000018,-0.0802383474042
ACH-000019,-0.411412263855
ACH-000021,-0.161475178695
ACH-000022,-0.113897822136
ACH-000025,-0.0606876857186
ACH-000028,-0.284781982035
ACH-000030,-0.24932008513700002
ACH-000035,0.038932242650000004
ACH-000036,-0.274942093502
ACH-000037,-0.43990159058999995
ACH-000039,-0.148832911772
ACH-000040,-0.0356125616373
ACH-000041,-0.13365613627599998
ACH-000042,-0.180564958803
ACH-000045,-0.282585879719
ACH-000047,0.0574589871901
ACH-000052,-0.25209715924000003
ACH-000053,-0.236906231629
ACH-000054,-0.15017899577299998
ACH-000055,-0.09452720780410001
ACH-000060,-0.326265661797
ACH-000067,0.0659493894548
ACH-000070,-0.0782853851831
ACH-000075,-0.105271750309
ACH-000078,-0.193073657894
ACH-000082,-0.42085864413
ACH-000085,-0.23443658871800002
ACH-000086,-0.38903979207199996
ACH-000087,-0.028164287423
ACH-000092,-0.19448692273600002
ACH-000095,-0.216493265921
ACH-000097,-0.44180804004100005
ACH-000098,-0.036458132453199996
ACH-000099,-0.0979572995757
ACH-000108,-0.210430524727
ACH-000113,-0.159967709428
ACH-000115,-0.503393468139
ACH-000116,-0.238199305053
ACH-000118,-0.316594382831
ACH-000120,-0.19933943366700002
ACH-000123,-0.174102562107
ACH-000127,-0.0584816585074
ACH-000128,0.14655935194800002
ACH-000132,-0.25674549586199996
ACH-000133,-0.32169459200100003
ACH-000137,-0.31139835717799996
ACH-000138,-0.41052191878600003
ACH-000142,-0.0595041387364
ACH-000143,0.0148935349046
ACH-000146,-0.037735144580099994
ACH-000148,-0.0772451286522
ACH-000150,-0.36095676563199997
ACH-000152,0.0128915969964
ACH-000153,-0.0666257731597
