,NNT (23530)
ACH-000004,0.0510651673211
ACH-000007,-0.126021250345
ACH-000009,-6.71675015132e-05
ACH-000011,-0.128824983947
ACH-000012,0.0829385589557
ACH-000013,0.0055172079382
ACH-000014,-0.0021547747327800002
ACH-000015,-0.160941892859
ACH-000017,0.165028198624
ACH-000018,0.0971873427181
ACH-000019,-0.231689915579
ACH-000021,0.102723812202
ACH-000022,-0.006615174349550001
ACH-000025,0.131654065347
ACH-000028,0.06443560884909999
ACH-000030,0.23211960862
ACH-000035,0.0216408394526
ACH-000036,0.038368696951599994
ACH-000037,-0.07235435513619999
ACH-000039,0.08038217235110001
ACH-000040,-0.174580179678
ACH-000041,0.0488825280281
ACH-000042,-0.02211562817
ACH-000045,0.134781765737
ACH-000047,-0.153943193241
ACH-000052,0.0398237901277
ACH-000053,-0.0334774070289
ACH-000054,0.0263673121128
ACH-000055,0.29868009294
ACH-000060,-0.133653512022
ACH-000067,-0.276583976049
ACH-000070,-0.1738222416
ACH-000075,0.08882911165439998
ACH-000078,0.113860065113
ACH-000082,0.27756752804400003
ACH-000085,0.0385589330337
ACH-000086,0.07491808489889999
ACH-000087,0.221934622124
ACH-000092,0.031861378277500005
ACH-000095,-0.0770484289072
ACH-000097,-0.175394374837
ACH-000098,-0.0227181861429
ACH-000099,0.113199741085
ACH-000108,0.0217729088946
ACH-000113,0.07908472791480001
ACH-000115,0.07728729097749999
ACH-000116,-0.07034101994389999
ACH-000118,-0.00294238888938
ACH-000120,-0.0599851068827
ACH-000123,0.037500842903
ACH-000127,-0.104412324904
ACH-000128,0.0677196029297
ACH-000132,0.0596842858609
ACH-000133,0.133233233998
ACH-000137,0.054332366029000004
ACH-000138,-0.007408664085180001
ACH-000142,-0.0306886715478
ACH-000143,-0.220952365244
ACH-000146,-0.0844970834843
ACH-000148,0.150084343802
ACH-000150,0.0110603336188
ACH-000152,-0.07407334216
ACH-000153,-0.223362421406
ACH-000159,-0.0206219712283
ACH-000160,0.0455461416103
ACH-000163,0.12383028447899999
ACH-000167,-0.203643351849
ACH-000168,-0.0380728902034
ACH-000169,0.00039257057196699993
ACH-000178,0.076251773391
ACH-000182,0.150600964189
ACH-000183,-0.0863414955134
ACH-000188,0.014834393011
ACH-000189,-0.11419605459400001
ACH-000190,0.0325250601149
ACH-000198,-0.09960090655069999
ACH-000204,0.240720180773
ACH-000206,-0.129390059685
ACH-000207,-0.165661118648
ACH-000211,0.0154091519206
ACH-000215,-0.0116447015075
ACH-000221,0.0285747224335
ACH-000222,0.0279101130045
ACH-000223,0.09960761051030001
ACH-000226,-0.0627863151188
ACH-000227,0.30858440194000003
ACH-000228,0.201065196984
ACH-000231,0.0771508618642
ACH-000232,-0.181459226413
ACH-000233,0.193330434335
ACH-000234,0.10264064980000001
ACH-000235,-0.0496973427706
ACH-000237,0.030014408464200004
ACH-000238,-0.0404620745326
ACH-000243,0.08971144304369999
ACH-000244,0.09797060461729999
ACH-000246,-0.0512788983666
ACH-000248,0.0457774521836
ACH-000250,0.0122603569762
ACH-000251,0.199351364421
ACH-000253,0.102437972093
ACH-000255,0.139525369736
ACH-000256,-0.0257445599579
ACH-000257,0.253484653633
ACH-000258,-0.0573874601256
ACH-000259,0.0252874771258
