,TUBA3E (112714)
ACH-000004,-0.276220798523
ACH-000007,0.161708395422
ACH-000009,-0.404380501919
ACH-000011,-0.0480909967973
ACH-000012,0.012800716342599999
ACH-000013,0.12041687149800001
ACH-000014,-0.17858996360100002
ACH-000015,-0.21197456760400002
ACH-000017,0.21875435358399997
ACH-000018,0.04202541131580001
ACH-000019,0.128377695629
ACH-000021,-0.146170636115
ACH-000022,0.0376118670031
ACH-000025,0.036766981991900004
ACH-000028,-0.070350401722
ACH-000030,0.022915773853199997
ACH-000035,0.0829419006586
ACH-000036,0.1650743551
ACH-000037,0.09638288607869999
ACH-000039,-0.165796316783
ACH-000040,0.17060962300700003
ACH-000041,-0.133576646635
ACH-000042,-0.0727697340911
ACH-000045,0.210916726755
ACH-000047,0.010494021198
ACH-000052,0.028881513060300002
ACH-000053,-0.0630466505004
ACH-000054,-0.0692026767237
ACH-000055,-0.178846399716
ACH-000060,0.183780341284
ACH-000067,-0.116226526336
ACH-000070,0.12428029554000002
ACH-000075,-0.223671964662
ACH-000078,-0.24707946043499998
ACH-000082,0.09730860422939999
ACH-000085,0.0256947603452
ACH-000086,0.0202264222758
ACH-000087,-0.10421774219699999
ACH-000092,-0.254920707762
ACH-000095,-0.0326980455246
ACH-000097,-0.0401978799387
ACH-000098,-0.09038648929860002
ACH-000099,-0.0310680060817
ACH-000108,-0.265325266514
ACH-000113,-0.172796742415
ACH-000115,-0.2024496742
ACH-000116,0.0823881611613
ACH-000118,-0.0269167487845
ACH-000120,0.0743828211197
ACH-000123,-0.170811025159
ACH-000127,-0.00462993694694
ACH-000128,-0.126495698339
ACH-000132,0.010577771408200001
ACH-000133,0.0410965652529
ACH-000137,-0.177410737457
ACH-000138,-0.192181044593
ACH-000142,0.111107170124
ACH-000143,0.185633345881
ACH-000146,0.0648944197139
ACH-000148,0.140682850256
ACH-000150,0.130829757825
ACH-000152,0.113350400357
ACH-000153,-0.12488365030200001
ACH-000159,-0.165241320738
ACH-000160,0.04875392157530001
ACH-000163,0.16008432586100002
ACH-000167,-0.0631185255395
ACH-000168,-0.172152456489
ACH-000169,-0.0978549686324
ACH-000178,0.144317138782
ACH-000182,0.14376740002399999
ACH-000183,-0.0211969132896
ACH-000188,0.140908692148
ACH-000189,0.012775002144200001
ACH-000190,0.09587714601089999
ACH-000198,0.0500371740548
ACH-000204,0.0546957446038
ACH-000206,0.024830997188499997
ACH-000207,-0.0334184089813
ACH-000211,-0.196360313927
ACH-000215,-0.0566167296921
ACH-000221,0.19077100723
ACH-000222,-0.18438403404800002
ACH-000223,-0.0174950510273
ACH-000226,0.11394131192500001
ACH-000227,0.193152236012
ACH-000228,0.069921277121
ACH-000231,0.0053395673930500005
ACH-000232,-0.0661396537557
ACH-000233,-0.0125576980368
ACH-000234,-0.0822656564845
ACH-000235,0.0517311199689
ACH-000237,0.110216290383
ACH-000238,-0.0190096070493
ACH-000243,-0.11202577775
ACH-000244,-0.00953870736671
ACH-000246,-0.00871725441774
ACH-000248,-0.0638718729731
ACH-000250,0.116218391566
ACH-000251,0.43149233453599994
ACH-000253,-0.21724722543400002
ACH-000255,-0.18021804261
ACH-000256,-0.023716645246900002
ACH-000257,0.10097264536900001
ACH-000258,0.285021794874
ACH-000259,-0.014662402057
ACH-000260,0.0162603709324
ACH-000261,0.0774147607282
ACH-000262,-0.0285347261024
ACH-000263,-0.09624746387599999
ACH-000264,0.0765543638576
ACH-000265,-0.171918907504
ACH-000266,-0.020944959965500002
ACH-000272,0.121666428599
ACH-000273,-0.16223936448100001
ACH-000274,0.0382255487972
ACH-000277,0.263920476108
ACH-000278,0.06924719849689999
ACH-000279,-0.0266639052325
ACH-000280,-0.142872071886
ACH-000281,-0.055864568660900005
ACH-000288,0.15046435493899998
ACH-000291,0.120846077861
ACH-000293,0.019374144615499998
ACH-000294,-0.09630613733389999
ACH-000295,-0.07704544613719999
ACH-000296,-0.0092852708388
ACH-000302,0.0564956139834
ACH-000304,0.0599424801945
ACH-000307,0.0279067084479
ACH-000308,-0.0820587419828
ACH-000310,0.18754726993
ACH-000311,-0.17152454813499998
ACH-000312,-0.036342904712300006
ACH-000315,-0.049016783357499996
ACH-000316,0.0277709431722
ACH-000317,-0.08397247053120001
ACH-000318,-0.0242846958869
ACH-000319,-0.0290140197487
ACH-000320,-0.217409995291
ACH-000322,0.026823076698400002
ACH-000323,-0.05513473643619999
ACH-000324,-0.364451793543
ACH-000329,0.0282092298385
ACH-000330,-0.0222069754739
ACH-000331,-0.12256752190600001
ACH-000332,-0.025029603952599996
ACH-000334,-0.09406082225639999
ACH-000335,-0.184446381408
ACH-000336,-0.31871966348499997
ACH-000337,-0.0904853063909
ACH-000339,-0.072529132397
ACH-000341,0.11983965434900001
ACH-000348,-0.0149884061305
ACH-000350,0.224264445861
ACH-000352,0.0816825324894
ACH-000356,0.36097532246200004
ACH-000361,0.08411912280980001
ACH-000362,-0.13770884803
ACH-000363,0.181216764188
ACH-000364,-0.0692660447847
ACH-000365,-0.0465840115104
ACH-000366,-0.070854273036
ACH-000368,0.05317058592619999
ACH-000374,-0.18987853502500002
ACH-000375,-0.17986592461800002
ACH-000376,0.202334127517
ACH-000381,-0.054075199745
ACH-000383,-0.105676536163
ACH-000387,-0.0862119301972
ACH-000389,-0.039207177772900004
ACH-000390,-0.17540819719300002
ACH-000393,-0.241013889259
ACH-000395,-0.06421561852
ACH-000397,0.113278125371
ACH-000401,0.0324658411919
ACH-000402,0.130647773079
ACH-000403,-0.252212617775
ACH-000404,-0.162160461482
ACH-000406,-0.09758692802470001
ACH-000407,-0.112885148299
ACH-000408,-0.0102751484197
ACH-000410,-0.0521817336478
ACH-000411,0.162301883831
ACH-000414,0.0868023580113
ACH-000415,-0.053732534301199994
ACH-000416,-0.119025565006
ACH-000420,0.19900955265599998
ACH-000421,-0.124994006273
ACH-000424,-0.0142411822838
ACH-000425,-0.33676100299500006
ACH-000426,0.0755917534934
ACH-000427,0.0478547051044
ACH-000433,0.150793028641
ACH-000436,0.00059597013688
ACH-000444,0.0419284717127
ACH-000445,0.05339439377690001
ACH-000448,-0.0441648656934
ACH-000450,0.010657449462999999
ACH-000452,0.0226011690764
ACH-000454,0.025156368099700004
ACH-000458,-0.00868225314807
ACH-000459,-0.00821098099478
ACH-000460,-0.0819846020173
ACH-000461,0.0472624299333
ACH-000463,-0.0342292479275
ACH-000464,0.155801140572
ACH-000466,-0.187131512523
ACH-000467,0.05736867122619999
ACH-000468,-0.06099053727519999
ACH-000469,0.00221849561625
ACH-000470,-0.039193085124
ACH-000471,0.0178708495008
ACH-000472,-0.066355648908
ACH-000473,-0.165766465762
ACH-000475,0.0600699805485
ACH-000476,0.14279165579800002
ACH-000477,0.022887377222000002
ACH-000480,-0.018727137711900002
ACH-000481,-0.240162639725
ACH-000483,0.005783291186199999
ACH-000484,0.0641570606934
ACH-000485,0.0836518362752
ACH-000486,-0.102726439131
ACH-000487,-0.0343390869347
ACH-000488,0.169628572291
ACH-000490,0.031064328265299996
ACH-000491,-0.170804506924
ACH-000495,-0.127614333701
ACH-000496,-0.130654355593
ACH-000499,-0.0764473927235
ACH-000500,0.17206425813999998
ACH-000502,0.14752766279899998
ACH-000503,0.104275941378
ACH-000505,-0.0327826667182
ACH-000507,0.027268902591900002
ACH-000510,-0.241991090526
ACH-000511,-0.0916616673329
ACH-000512,0.180990263851
ACH-000516,0.180126280485
ACH-000517,0.117126086921
ACH-000518,0.018578436588900002
