,PLEKHF1 (79156)
ACH-000004,-0.28193760057399997
ACH-000007,-0.0440075196939
ACH-000009,0.0413561546049
ACH-000011,-0.10576350042799999
ACH-000012,0.028475284428
ACH-000013,-0.640016479498
ACH-000014,-0.208311859098
ACH-000015,-0.17426838146899998
ACH-000017,-0.0697659485631
ACH-000018,-0.108541177138
ACH-000019,-0.0143702879679
ACH-000021,0.005327745987590001
ACH-000022,-0.0620570239221
ACH-000025,-0.00118484863825
ACH-000028,-0.0509711377039
ACH-000030,-0.24286651588799998
ACH-000035,-0.22042061343000002
ACH-000036,0.0531234784887
ACH-000037,-0.051195564792499995
ACH-000039,-0.140227168422
ACH-000040,0.216055522654
ACH-000041,0.0239595810491
ACH-000042,-0.0323497082697
ACH-000045,-0.048904904066399996
ACH-000047,-0.118220613172
ACH-000052,-0.05959095539419999
ACH-000053,-0.0647402974802
ACH-000054,-0.027507695308
ACH-000055,0.0655048754352
ACH-000060,0.0308685640601
ACH-000067,-0.0198347061667
ACH-000070,-0.0169706019337
ACH-000075,-0.00870793196022
ACH-000078,-0.0644039499398
ACH-000082,0.0018403890690499999
ACH-000085,-0.0674173297259
ACH-000086,-0.162442285332
ACH-000087,-0.153243475353
ACH-000092,-0.131749314643
ACH-000095,0.049784935059
ACH-000097,0.026594379193799998
ACH-000098,-0.26691677049
ACH-000099,-0.261674690433
ACH-000108,-0.182093367396
ACH-000113,-0.22044239227899998
ACH-000115,-0.11138165945
ACH-000116,-0.06846839898070001
ACH-000118,-0.08796858444450001
ACH-000120,-0.0269029206614
ACH-000123,-0.0534337147559
ACH-000127,-0.07406931942419999
ACH-000128,-0.10442102732400001
ACH-000132,0.26003230666
ACH-000133,-0.22989309630899998
ACH-000137,-0.228609990328
ACH-000138,-0.222766674554
ACH-000142,-0.256518562913
ACH-000143,-0.160783174415
ACH-000146,-0.0904535512143
ACH-000148,0.0247966310863
ACH-000150,0.0722996248927
ACH-000152,-0.172049753098
ACH-000153,-0.284431296716
ACH-000159,0.020150588543700002
ACH-000160,-0.09571200741789998
ACH-000163,-0.0967197051677
ACH-000167,0.00860505840175
ACH-000168,-0.124571271177
ACH-000169,0.35064936709600003
ACH-000178,0.009074072911780001
ACH-000182,-0.009678229524540002
ACH-000183,-0.121125749583
ACH-000188,-0.0712090638035
ACH-000189,-0.234985960754
ACH-000190,-0.165639130505
ACH-000198,-0.00909786696966
ACH-000204,-0.18436671011
ACH-000206,-0.13748581862099998
ACH-000207,-0.050358626349800005
ACH-000211,-0.0493696562701
ACH-000215,-0.0319882753492
ACH-000221,-0.10863261008500001
ACH-000222,-0.049151655022599994
ACH-000223,-0.0844639456931
ACH-000226,-0.0507379140816
ACH-000227,-0.15139600132
ACH-000228,-0.11055213194599998
ACH-000231,0.016077160493000002
ACH-000232,-0.18261516340999998
ACH-000233,0.0248024036627
ACH-000234,-0.112725002721
ACH-000235,-0.138629211254
ACH-000237,0.12165908050799999
ACH-000238,0.060045563043599995
ACH-000243,-0.0948209150021
ACH-000244,0.148502205435
ACH-000246,-0.0194363722275
ACH-000248,-0.102859234995
ACH-000250,0.048606101536499996
ACH-000251,-0.19166269614
ACH-000253,-0.0731682634172
ACH-000255,-0.136152438631
ACH-000256,-0.226768127896
ACH-000257,-0.121806756945
ACH-000258,0.17577961504700002
ACH-000259,-0.113058971157
ACH-000260,-0.08330404948560001
ACH-000261,0.0175390198751
ACH-000262,-0.232519380641
ACH-000263,-0.214087313686
ACH-000264,0.114168577214
ACH-000265,-0.17602433016199998
ACH-000266,-0.0803745775445
ACH-000272,0.0525325764701
ACH-000273,0.115233750836
ACH-000274,-0.00348010243271
ACH-000277,0.0642607515101
ACH-000278,-0.0757930586581
ACH-000279,-0.03934377818919999
ACH-000280,-0.21580741124000002
ACH-000281,0.0686351556386
ACH-000288,0.168213507798
ACH-000291,-0.27092647213300003
ACH-000293,-0.0959132547306
ACH-000294,-0.10534714229499999
ACH-000295,0.157703959967
ACH-000296,0.09477384460510001
ACH-000302,-0.306926630801
ACH-000304,-0.138170297533
ACH-000307,0.151843370546
ACH-000308,-0.12957104329000002
ACH-000310,-0.16832423758
ACH-000311,-0.041491696796
ACH-000312,-0.20868808441199999
ACH-000315,-0.18107534092
ACH-000316,0.173301463332
ACH-000317,0.18618957926600002
ACH-000318,-0.195048148008
ACH-000319,-0.170791672744
ACH-000320,0.038223813060499996
ACH-000322,0.0944538500565
ACH-000323,-0.126327314071
ACH-000324,-0.30646288269
ACH-000329,-0.10341747783199999
ACH-000330,-0.27057254760899996
ACH-000331,0.0501945243552
ACH-000332,0.0636002471896
ACH-000334,-0.231784429036
ACH-000335,0.142562598569
ACH-000336,-0.07210304257610001
ACH-000337,-0.10431015572699999
ACH-000339,-0.0529787882748
ACH-000341,0.033534870688400005
ACH-000348,0.09827313608470001
ACH-000350,0.18034883844900002
ACH-000352,0.12454098164699999
ACH-000356,0.0760060986639
ACH-000361,0.0636448219634
ACH-000362,-0.11986045097300001
ACH-000363,-0.022894303287499997
ACH-000364,-0.09888975654169999
ACH-000365,-0.0470914286907
ACH-000366,-0.186113877898
ACH-000368,-0.0370699840527
ACH-000374,0.212387061339
ACH-000375,-0.19451102781
ACH-000376,-0.0677331262239
ACH-000381,0.07021900963830001
ACH-000383,-0.09929736577569999
ACH-000387,-0.0362739915941
ACH-000389,-0.0732432924622
ACH-000390,-0.0428820411962
ACH-000393,0.0848869336155
ACH-000395,0.144401822709
ACH-000397,-0.23956471404399998
ACH-000401,-0.234154352516
ACH-000402,-0.13428496898
ACH-000403,-0.0225404003285
ACH-000404,-0.12860913637
ACH-000406,0.00578263734949
ACH-000407,-0.198435925231
ACH-000408,-0.186204746461
ACH-000410,-0.0424015227021
ACH-000411,-0.055505636115
ACH-000414,-0.261562771134
ACH-000415,-0.0734982329275
ACH-000416,-0.123245553056
ACH-000420,-0.0326074922714
ACH-000421,-0.0469068350616
ACH-000424,0.126141524332
ACH-000425,0.0402707333034
ACH-000426,0.145584909792
ACH-000427,-0.0465202557693
ACH-000433,-0.277192918693
ACH-000436,0.280122083466
ACH-000444,-0.139109852445
ACH-000445,-0.18476715221
ACH-000448,-0.0808526253302
ACH-000450,0.0597606685775
ACH-000452,0.101409204804
ACH-000454,-0.16457449887700001
ACH-000458,0.0814492177893
ACH-000459,-0.13948175654300002
ACH-000460,-0.20980107726799999
ACH-000461,0.048866212797800006
ACH-000463,-0.141560047329
ACH-000464,-0.006021206477310001
ACH-000466,-0.00663906941961
ACH-000467,-0.019802633243599998
ACH-000468,-0.276444683841
ACH-000469,-0.035686706261400004
ACH-000470,-0.049477313808399995
ACH-000471,0.00348274428955
ACH-000472,-0.239993308514
