,DENND1A (57706)
ACH-000004,-0.098064202763
ACH-000007,0.31298548696600004
ACH-000009,-0.029589516342099997
ACH-000011,-0.047408793315599995
ACH-000012,-0.181406052236
ACH-000013,-0.17085313983699998
ACH-000014,0.027732257987799998
ACH-000015,-0.121343165989
ACH-000017,-0.0350635512562
ACH-000018,-0.114650285796
ACH-000019,0.035833878317900004
ACH-000021,-0.108895783738
ACH-000022,0.028345988859399998
ACH-000025,0.06746727118490001
ACH-000028,0.0358698076381
ACH-000030,0.120255278353
ACH-000035,-0.045366934221
ACH-000036,-0.0753013721572
ACH-000037,-0.0417837968073
ACH-000039,0.34340351585999995
ACH-000040,-0.0937193045163
ACH-000041,-0.275597669948
ACH-000042,-0.15056788284800002
ACH-000045,0.031182960481500002
ACH-000047,0.0384216441972
ACH-000052,-0.14612575650100001
ACH-000053,0.137522424064
ACH-000054,0.0354747297323
ACH-000055,0.116069568754
ACH-000060,0.0857660772187
ACH-000067,-0.206399015202
ACH-000070,-0.105339882445
ACH-000075,-0.316356380247
ACH-000078,-0.05114557002640001
ACH-000082,0.0425980347681
ACH-000085,-0.00516391759104
ACH-000086,-0.015824250850899998
ACH-000087,-0.34643972253399996
ACH-000092,-0.116962029381
ACH-000095,-0.0156367514337
ACH-000097,-0.0285375789066
ACH-000098,-0.07765190084660001
ACH-000099,-0.10463218109099999
ACH-000108,0.0387754649104
ACH-000113,0.049265776766
ACH-000115,-0.0366987155474
ACH-000116,0.0278036804875
ACH-000118,-0.0451021961959
ACH-000120,0.111619733999
ACH-000123,-0.11772169524000001
ACH-000127,-0.12487757920399999
ACH-000128,-0.0830564598483
ACH-000132,0.0362505518442
ACH-000133,-0.0210891896332
ACH-000137,-0.106709300638
ACH-000138,-0.143965581384
ACH-000142,0.0515209556711
ACH-000143,0.09962656569469999
ACH-000146,-0.075251484897
ACH-000148,-0.0836605792614
ACH-000150,-0.08007848752419999
ACH-000152,-0.09531686199480001
ACH-000153,-0.139530251918
ACH-000159,-0.162111427018
ACH-000160,-0.0730999915718
ACH-000163,-0.058397615505800006
ACH-000167,-0.16544150193399998
ACH-000168,0.06866044304409999
ACH-000169,-0.08403590835310001
ACH-000178,-0.136516217833
ACH-000182,0.0340642489637
ACH-000183,-0.092868438717
ACH-000188,0.13647509407400002
ACH-000189,0.440581410436
ACH-000190,0.0931348805577
ACH-000198,-0.0342019503205
ACH-000204,-0.106496911593
ACH-000206,-0.0132584888206
ACH-000207,-0.163475767295
ACH-000211,-0.0275198383757
ACH-000215,-0.17926068202999998
ACH-000221,-0.063107385363
ACH-000222,-0.173778897406
ACH-000223,-0.109115104758
ACH-000226,0.04300198438109999
ACH-000227,-0.245786400204
ACH-000228,0.15463894062
ACH-000231,0.0205914728717
ACH-000232,-0.0016544721271199998
ACH-000233,0.0935952371663
ACH-000234,-0.162176792711
ACH-000235,-0.0428849794057
ACH-000237,-0.11752624867799999
ACH-000238,-0.278670935364
ACH-000243,-0.014953089047100002
ACH-000244,0.025245210429400002
ACH-000246,-0.21288762527
ACH-000248,-0.0742704380409
ACH-000250,0.0222757444465
ACH-000251,0.323397502545
ACH-000253,-0.0975361629369
ACH-000255,-0.144232829697
ACH-000256,0.0549035780253
ACH-000257,-0.188721942682
ACH-000258,-0.12009473692500001
ACH-000259,-0.0591940633012
ACH-000260,0.023410925810599996
ACH-000261,-0.0232186927256
ACH-000262,-0.17072222522
ACH-000263,0.214457625037
ACH-000264,-0.010377887609299998
