,ARAP1 (116985)
ACH-000004,0.019062463076400003
ACH-000007,0.0660262725452
ACH-000009,0.0716540521856
ACH-000011,-0.0015681682770500001
ACH-000012,0.08527009801510001
ACH-000013,-0.050670180087400006
ACH-000014,0.110737478381
ACH-000015,0.09298536087239999
ACH-000017,-0.154289263376
ACH-000018,0.073396022501
ACH-000019,-0.319964269929
ACH-000021,-0.00385735985025
ACH-000022,-0.103628221642
ACH-000025,0.138337206183
ACH-000028,-0.07050097653950001
ACH-000030,-0.0715605276987
ACH-000035,-0.166431129066
ACH-000036,-0.0981423689762
ACH-000037,-0.15266660568600002
ACH-000039,-0.251494331252
ACH-000040,0.0298289392505
ACH-000041,-0.133853027084
ACH-000042,-0.051687284748
ACH-000045,-0.0987433272422
ACH-000047,-0.0487886435623
ACH-000052,-0.188832621398
ACH-000053,-0.139293233255
ACH-000054,0.0162165305429
ACH-000055,-0.313709702069
ACH-000060,0.06823691768109999
ACH-000067,0.165379931571
ACH-000070,-0.09841602209339999
ACH-000075,0.0254498940864
ACH-000078,-0.0455244506794
ACH-000082,-0.057027470637400005
ACH-000085,0.21668856673
ACH-000086,-0.0246536553499
ACH-000087,0.070022839638
ACH-000092,0.017608702637000002
ACH-000095,-0.0652202092133
ACH-000097,-0.116062580353
ACH-000098,-0.029105197670700002
ACH-000099,-0.17638205329999998
ACH-000108,-0.289318580938
ACH-000113,-0.108992281789
ACH-000115,0.018249252780799998
ACH-000116,-0.172968099894
ACH-000118,0.0213315880655
ACH-000120,0.0362257372394
ACH-000123,0.058285881771
ACH-000127,0.0065481737742
ACH-000128,-0.101444818253
ACH-000132,0.0542684060587
ACH-000133,-0.261723468093
ACH-000137,0.030466510137400003
ACH-000138,-0.10088076113500001
ACH-000142,0.019555530659199998
ACH-000143,0.240801538682
ACH-000146,-0.205006938297
ACH-000148,-0.173101531869
ACH-000150,0.0598743479191
ACH-000152,0.179398069201
ACH-000153,-0.11799000980999999
ACH-000159,0.0727436061352
ACH-000160,-0.0620701503804
ACH-000163,0.024663833689200002
ACH-000167,0.08461875768210002
ACH-000168,-0.0285216013832
ACH-000169,0.029063833229299996
ACH-000178,-0.106798868923
ACH-000182,-0.201613295468
ACH-000183,0.045816437009500006
ACH-000188,-0.111528498914
ACH-000189,0.00493000258755
ACH-000190,-0.16978364384199998
ACH-000198,-0.0615533675861
ACH-000204,-0.112089920194
ACH-000206,-0.0483475264494
ACH-000207,0.0159004110362
ACH-000211,-0.0060701553867
ACH-000215,-0.009780006740870002
ACH-000221,-0.06631414325360001
ACH-000222,0.00714279792364
ACH-000223,0.0151471845416
ACH-000226,-0.0864382022682
ACH-000227,0.115695781629
ACH-000228,-0.0058923427235400005
ACH-000231,-0.0756160033895
ACH-000232,-0.012338285215399999
ACH-000233,0.0996803593196
ACH-000234,-0.119840801388
ACH-000235,-0.0527436350064
ACH-000237,-0.12303455296700001
ACH-000238,-0.14672786144400002
ACH-000243,0.0123278057126
ACH-000244,0.259859201726
ACH-000246,0.0204936786415
ACH-000248,-0.0636540633837
ACH-000250,-0.11093861975
ACH-000251,0.311068725746
ACH-000253,-0.011728012288899999
ACH-000255,-0.443764639386
ACH-000256,-0.09542084884950001
ACH-000257,0.0528312821781
ACH-000258,-0.0295410482467
ACH-000259,-0.0421746171894
