,CXCR5 (643)
ACH-000004,-0.09341806266739999
ACH-000007,-0.00463108912796
ACH-000009,0.16448954339400002
ACH-000011,0.0478668686685
ACH-000012,0.0418542420951
ACH-000013,-0.149160253312
ACH-000014,0.17394768005999997
ACH-000015,0.0627790265478
ACH-000017,-0.029887265846400002
ACH-000018,-0.21287881000599998
ACH-000019,0.041483417203699996
ACH-000021,0.058070768139
ACH-000022,0.0993391515704
ACH-000025,0.039006619436699995
ACH-000028,0.007462115623189999
ACH-000030,0.135701706089
ACH-000035,0.227265509626
ACH-000036,0.173651457889
ACH-000037,-0.0806177641714
ACH-000039,0.0058895998542899996
ACH-000040,0.034865199356699995
ACH-000041,-0.0889704305958
ACH-000042,0.174077808835
ACH-000045,-0.0702675486079
ACH-000047,0.0481717883799
ACH-000052,-0.103428453851
ACH-000053,-0.071005111409
ACH-000054,0.16951182665
ACH-000055,-0.000265945998486
ACH-000060,0.173180074317
ACH-000067,0.173897690938
ACH-000070,0.304504096355
ACH-000075,0.00354078391794
ACH-000078,-0.106729018675
ACH-000082,0.0571016994626
ACH-000085,-0.258463103383
ACH-000086,-0.061927312946800005
ACH-000087,0.0564313585484
ACH-000092,0.07109440827760001
ACH-000095,-0.0662018068719
ACH-000097,0.05456510316240001
ACH-000098,0.18914839323
ACH-000099,0.147845442547
ACH-000108,-0.0749540810724
ACH-000113,0.067424620755
ACH-000115,0.129039110825
ACH-000116,-0.049091210303199996
ACH-000118,-0.0171998906036
ACH-000120,0.0460896450921
ACH-000123,0.129895643902
ACH-000127,0.0875052249666
ACH-000128,0.0288459566633
ACH-000132,-0.196390270332
ACH-000133,0.0917923836784
ACH-000137,0.218375459782
ACH-000138,0.0451296313986
ACH-000142,-0.05213092115069999
ACH-000143,-0.0585942059406
ACH-000146,0.0308183459039
ACH-000148,0.15185145254000001
ACH-000150,0.0401162241727
ACH-000152,0.218895937205
ACH-000153,-0.00822784439297
ACH-000159,0.0976236333596
ACH-000160,0.0733295456484
ACH-000163,0.009335353238280001
ACH-000167,-0.119128485943
ACH-000168,-0.09286511980170001
ACH-000169,0.113654404491
ACH-000178,0.14046113730100002
ACH-000182,0.172101891285
ACH-000183,0.249627360026
ACH-000188,0.053329110785
ACH-000189,0.283427975625
ACH-000190,0.199589092668
ACH-000198,0.0931056392653
ACH-000204,0.042378765849
ACH-000206,0.232427204723
ACH-000207,0.0159337992292
ACH-000211,0.0859772088456
ACH-000215,0.220135039675
ACH-000221,0.0706574538117
ACH-000222,0.24056077755199998
ACH-000223,-0.0415052510644
ACH-000226,0.109883342632
ACH-000227,0.38817781700599996
ACH-000228,-0.108434827752
ACH-000231,0.09028012333489999
ACH-000232,0.0745042891317
ACH-000233,-0.121179401089
ACH-000234,-0.00929550126757
ACH-000235,0.0219944165264
ACH-000237,-0.0830862551668
ACH-000238,0.157064802454
ACH-000243,0.140389972033
ACH-000244,0.35462706079499995
ACH-000246,0.155102598625
ACH-000248,0.178034108103
ACH-000250,0.04964585861
ACH-000251,0.227503212152
ACH-000253,0.051271123512699995
ACH-000255,0.12872143945800002
ACH-000256,0.111659043081
ACH-000257,-0.0959000819479
ACH-000258,0.144394860914
ACH-000259,-0.035387851225300006
ACH-000260,0.0604041457553
ACH-000261,-0.0254970796055
ACH-000262,0.07675859798189999
ACH-000263,0.11461020204399999
ACH-000264,0.0760000470245
ACH-000265,0.035782773031
ACH-000266,0.018150824438599996
ACH-000272,0.100117616608
ACH-000273,0.063045659578
ACH-000274,-0.23651832509100001
ACH-000277,0.183440940722
ACH-000278,-0.125870113117
ACH-000279,0.12330092989800001
ACH-000280,0.0774956903813
ACH-000281,-0.13513871412599998
ACH-000288,-0.0308880042259
ACH-000291,0.0683674257378
ACH-000293,-0.0830221755927
ACH-000294,-0.07645506312469999
ACH-000295,-0.039102923833699996
ACH-000296,0.00912002671973
ACH-000302,0.11222866105799999
ACH-000304,-0.11200974265699999
ACH-000307,0.201988892116
ACH-000308,0.102636684639
ACH-000310,0.139382862295
ACH-000311,0.038528572952199996
ACH-000312,-0.152116524834
ACH-000315,0.154432845593
ACH-000316,0.179640887483
ACH-000317,0.0916551143467
ACH-000318,-0.09314057990960001
ACH-000319,-0.0196558366219
ACH-000320,-9.68310755157e-05
ACH-000322,-0.061624278176
ACH-000323,0.160996528736
ACH-000324,0.07145428331760001
ACH-000329,0.059843993141700004
ACH-000330,0.0917474379279
ACH-000331,0.09278074434969999
ACH-000332,-0.139478453403
ACH-000334,-0.113709292371
ACH-000335,0.16261156316199998
ACH-000336,0.034173008022599996
ACH-000337,-0.155482201339
ACH-000339,0.106898783992
ACH-000341,0.097323909112
ACH-000348,-0.0145490454211
ACH-000350,-0.0544980044247
ACH-000352,0.09888425361230001
ACH-000356,-0.148373839012
ACH-000361,-0.023057626255099998
ACH-000362,0.0707102361917
