,PPAT (5471)
ACH-000831,-0.748662791165
ACH-000832,-0.7324914960240001
ACH-000833,-0.910035878264
ACH-000834,-0.0570202092981
ACH-000835,-0.747161894555
ACH-000836,-1.15204606323
ACH-000837,-1.08832416499
ACH-000838,-0.978469435238
ACH-000839,-0.343832972209
ACH-000840,-0.345777153936
ACH-000841,-0.660762220215
ACH-000843,-1.19084366068
ACH-000846,-0.465055610227
ACH-000847,-0.512026536158
ACH-000848,-0.545974131882
ACH-000849,-1.19690589654
ACH-000851,-0.921264126659
ACH-000855,-0.37620268585199995
ACH-000856,-0.993279315299
ACH-000858,-0.0891188914157
ACH-000859,-0.542602729385
ACH-000861,-0.50031428305
ACH-000862,-0.32205897684900003
ACH-000865,-0.263758649666
ACH-000866,-0.814337541487
ACH-000867,-1.0692141060299998
ACH-000869,-0.690990857075
ACH-000872,-0.521865879654
ACH-000873,-0.650715537101
ACH-000876,-0.749417605032
ACH-000878,-0.7601162687890001
ACH-000880,0.0025845209049200004
ACH-000881,-0.436033825461
ACH-000882,-0.8130536933079999
ACH-000884,-0.38503698589
ACH-000885,-0.608548038669
ACH-000887,-0.6070844164720001
ACH-000888,-0.740562192278
ACH-000889,-0.9664404473520001
ACH-000890,-0.44334821174500005
ACH-000896,-1.25087516509
ACH-000898,-0.984113843976
ACH-000900,-0.5461741902430001
ACH-000901,-0.42346996727799996
ACH-000905,-0.662121023635
ACH-000906,-0.547599908887
ACH-000907,-0.35348393573
ACH-000910,-1.21764487191
ACH-000911,-0.406577363257
ACH-000912,-0.329139829142
ACH-000913,-0.434977721392
ACH-000915,-0.504743307571
ACH-000916,-0.579830159767
ACH-000917,-0.919619826303
ACH-000921,-0.600075868957
ACH-000924,-0.721883929773
ACH-000926,-0.49526741730400003
ACH-000928,-0.392581740506
ACH-000929,-0.579522711116
ACH-000932,-1.07898015034
ACH-000935,-0.22681955195599998
ACH-000936,-0.707364352703
ACH-000937,-1.1425577892799998
ACH-000938,-1.02690451471
ACH-000939,-0.28209266545
ACH-000941,-0.770609444881
ACH-000943,-0.0764694198926
ACH-000946,-0.7260548554359999
ACH-000947,-0.312641776387
ACH-000948,-0.812240440281
ACH-000950,-0.367555630682
ACH-000953,-1.15644415326
ACH-000957,-0.757027083905
ACH-000958,-0.688880310723
ACH-000960,-1.30532075074
ACH-000963,-1.18891778623
ACH-000968,0.08554996510730001
ACH-000969,-0.7576292212119999
ACH-000973,-0.456698519677
ACH-000974,-0.130764139484
ACH-000975,-1.1478492052299998
ACH-000976,-0.563525928345
ACH-000978,-0.485179613044
ACH-000980,-0.584931009624
ACH-000984,-0.576021474203
ACH-000986,-0.625931682294
ACH-000988,-0.616973309524
ACH-000993,-0.194710194409
ACH-000994,-0.917162628804
ACH-000996,-0.7553462273170001
ACH-001001,-0.05278284936390001
ACH-001020,-0.030867768670099997
ACH-001028,-0.571772892279
ACH-001031,-0.475146684327
ACH-001038,-1.01362970064
ACH-001048,-0.82169367883
ACH-001050,-0.586285968886
ACH-001053,-0.47066205140100004
ACH-001054,-0.596100066913
ACH-001061,-0.866642405071
ACH-001067,-0.393205234715
ACH-001075,-0.45793852801000007
ACH-001096,-0.752884865474
ACH-001128,0.022638370953000003
ACH-001134,-0.7526722860349999
ACH-001151,-1.18529866939
ACH-001163,-0.969402512596
ACH-001164,-0.256975910711
ACH-001173,-0.0400502901664
ACH-001183,-0.126799955514
ACH-001184,-0.7757480704449999
ACH-001190,-0.39565168804799994
ACH-001192,-0.7947282988269999
ACH-001193,-0.284811958086
ACH-001196,-0.798898165993
ACH-001197,-0.674723343458
ACH-001205,-0.610842195414
ACH-001211,-0.5348393580290001
ACH-001212,-0.095811430204
ACH-001228,-0.058645657991500004
ACH-001232,-0.293154496054
ACH-001239,-0.5352413613629999
ACH-001274,-0.9304935713179999
ACH-001275,-0.40944792603200003
ACH-001277,-0.355788610675
ACH-001278,-0.281505621369
ACH-001280,-0.22900078392099998
ACH-001283,-0.165568646627
ACH-001289,-0.9245932453710001
ACH-001295,-0.23256831005399997
ACH-001300,-0.462476042394
ACH-001301,-0.218708561525
ACH-001302,-0.40068494393799997
ACH-001303,-0.20026288701099998
ACH-001306,-0.385848414179
ACH-001318,-0.46318731595
ACH-001322,0.0371477645712
ACH-001328,-0.296736454815
ACH-001332,-0.739798178014
ACH-001333,-0.34460405936899996
ACH-001336,-0.330082644283
ACH-001340,-0.336498333331
ACH-001346,-0.414628267584
ACH-001353,-0.709018261347
ACH-001354,-0.7670472653939999
ACH-001367,-0.539440542346
ACH-001368,-0.524999769745
ACH-001374,-0.280688834265
ACH-001375,-0.369535573437
ACH-001377,-0.155551693383
ACH-001380,-0.321793786175
ACH-001391,-0.249789331074
ACH-001407,-1.2620310865
ACH-001408,-0.42844482842299997
ACH-001413,-0.239599162363
ACH-001430,-0.4574688718399999
ACH-001431,-0.6638522546850001
ACH-001450,-0.763710023432
ACH-001496,-0.992298431249
ACH-001500,-0.553177276929
ACH-001521,-0.34871236732
ACH-001523,-0.44654252113399995
ACH-001532,-0.530284884464
ACH-001536,-0.27103510357
ACH-001550,-0.39233288073100003
ACH-001552,-0.293098981549
ACH-001554,-0.6430551217530001
ACH-001645,-0.232845851875
ACH-001654,-0.277848718973
ACH-001715,-0.520529844561
ACH-001735,-1.0321797105
ACH-001736,-1.11330992104
ACH-001737,-0.760217876707
ACH-001740,-0.8110013417849999
ACH-001745,-0.676192548203
ACH-001750,-0.191230602421
ACH-001765,-0.7718951235889999
ACH-001956,-0.29266549047400003
ACH-001957,-0.47696820630500003
