,NXT1 (29107)
ACH-000004,-0.90864162578
ACH-000007,-0.6885981049500001
ACH-000009,-1.40888898928
ACH-000011,0.044689050452500004
ACH-000012,0.042695640339900004
ACH-000013,-0.342410156678
ACH-000014,-0.28646196524399997
ACH-000015,-0.445795831801
ACH-000017,-0.305103018448
ACH-000018,-0.24755352921999998
ACH-000019,-0.288805807383
ACH-000021,-0.930952083934
ACH-000022,-1.59505166343
ACH-000025,-0.144097723487
ACH-000028,-0.82730597469
ACH-000030,-0.127498705057
ACH-000035,-0.394003225002
ACH-000036,-0.116514557876
ACH-000037,-0.211813918109
ACH-000039,-0.629662827582
ACH-000040,-0.07212354127619999
ACH-000041,-0.036679543679400003
ACH-000042,-1.21099571405
ACH-000045,0.0829371211038
ACH-000047,-0.138822941664
ACH-000052,-0.901592121784
ACH-000053,-0.0255927186665
ACH-000054,-0.279846668423
ACH-000055,-1.38038994433
ACH-000060,-0.0934721353932
ACH-000067,-0.32999023558
ACH-000070,-0.687065634048
ACH-000075,-0.151776530806
ACH-000078,-1.24396744366
ACH-000082,-0.181178615714
ACH-000085,-0.9400605673929999
ACH-000086,-0.07534480661239999
ACH-000087,-0.7784372321199999
ACH-000092,-0.23401888178199998
ACH-000095,-1.5064382603600002
ACH-000097,-0.178850040201
ACH-000098,-0.0800084674423
ACH-000099,-0.688507795704
ACH-000108,-0.545662870838
ACH-000113,0.22123942397500002
ACH-000115,-1.09666836095
ACH-000116,-0.470975000351
ACH-000118,-0.925057140485
ACH-000120,-0.8645116000040001
ACH-000123,-0.107425456
ACH-000127,-0.518931430262
ACH-000128,-1.10980239573
ACH-000132,-0.175780323947
ACH-000133,-0.43028162435199996
ACH-000137,-0.931042586452
ACH-000138,-0.296321786247
ACH-000142,-0.144347019203
ACH-000143,-0.0923090485366
ACH-000146,-0.194633039159
ACH-000148,-0.162536579076
ACH-000150,-0.215743325916
ACH-000152,-0.398592456448
ACH-000153,-0.9052696652459999
ACH-000159,-0.0979640597368
ACH-000160,-0.37140376764300004
ACH-000163,-0.45432458314499996
ACH-000167,0.05744069833880001
ACH-000168,-0.180163047592
ACH-000169,-1.20262376528
ACH-000178,-1.18713753285
ACH-000182,-0.654186469441
ACH-000183,0.11544057880000001
ACH-000188,0.0749152648239
ACH-000189,-0.23993438359299998
ACH-000190,-1.367041631
ACH-000198,0.14157674563300002
ACH-000204,-0.262734042492
ACH-000206,-0.419915685412
ACH-000207,-0.40846264650499997
ACH-000211,-1.08964629907
ACH-000215,-0.310128383274
ACH-000221,-1.20096734325
ACH-000222,-0.345575630731
ACH-000223,-0.362485704726
ACH-000226,-0.06828039427230001
ACH-000227,-0.842283045739
ACH-000228,-0.22677332407099998
ACH-000231,-0.134332024296
ACH-000232,-1.3698129452899999
