,CCNF (899)
ACH-000004,-0.0040682652809
ACH-000007,-0.07099368893360002
ACH-000009,-0.201412343051
ACH-000011,-0.607982394014
ACH-000012,0.192370574343
ACH-000013,-0.126243204444
ACH-000014,-0.15623355824899998
ACH-000015,-0.240541062079
ACH-000017,-0.701592451974
ACH-000018,-0.35351126527599996
ACH-000019,0.200947043026
ACH-000021,-0.11981639224000001
ACH-000022,-0.34878017093099994
ACH-000025,-0.0321715005947
ACH-000028,-0.566378137992
ACH-000030,-0.254563059149
ACH-000035,-0.07600237525930001
ACH-000036,-0.186800717965
ACH-000037,-0.162085827945
ACH-000039,0.273427949971
ACH-000040,-0.145412009002
ACH-000041,-0.6948003909029999
ACH-000042,0.236352497513
ACH-000045,-0.224232101256
ACH-000047,0.542003783971
ACH-000052,-0.233558072537
ACH-000053,-0.288234774967
ACH-000054,-0.162370035615
ACH-000055,0.0330359941432
ACH-000060,0.0298363377281
ACH-000067,-0.28291111801
ACH-000070,-0.284514218253
ACH-000075,0.10899780895099999
ACH-000078,-0.165533339423
ACH-000082,-0.322698473901
ACH-000085,-0.582343947421
ACH-000086,0.0193776265567
ACH-000087,-0.34668853784000003
ACH-000092,-0.122677259808
ACH-000095,0.0462152315226
ACH-000097,-0.5142177742840001
ACH-000098,-0.283468570818
ACH-000099,-0.529637280693
ACH-000108,-0.205331071195
ACH-000113,-0.27428355603300003
ACH-000115,-0.26616636764
ACH-000116,-0.48101092801600004
ACH-000118,-0.121602808088
ACH-000120,-0.32429632734499997
ACH-000123,-0.0606516525031
ACH-000127,-0.288684477296
ACH-000128,0.779388458086
ACH-000132,-0.318549559626
ACH-000133,0.0186487929792
ACH-000137,0.347837051978
ACH-000138,-0.034020595702
ACH-000142,-0.265075094172
ACH-000143,-0.019478453328299998
ACH-000146,-0.607479399467
ACH-000148,-0.374313792257
ACH-000150,-0.135374894255
ACH-000152,0.7098889235529999
ACH-000153,0.113926046729
ACH-000159,-0.023098379451
ACH-000160,0.0862987922356
ACH-000163,-0.0910314051657
ACH-000167,0.0864420770327
ACH-000168,0.305058225275
ACH-000169,-0.376092335984
ACH-000178,-0.247589184235
ACH-000182,-0.60550045345
ACH-000183,0.0762993181575
ACH-000188,0.10074696776599999
ACH-000189,0.16699965573699999
ACH-000190,0.140745250558
ACH-000198,-0.587432579436
ACH-000204,-0.116865008431
ACH-000206,-0.208865173259
ACH-000207,-0.537941549177
ACH-000211,-0.0814452768171
ACH-000215,0.040207798423699995
ACH-000221,-0.122097934912
ACH-000222,0.0505588610932
ACH-000223,0.23336720791999999
ACH-000226,-0.260029428557
ACH-000227,-0.188454162614
ACH-000228,-0.321169248074
ACH-000231,0.26804331152800004
ACH-000232,-0.251519570859
ACH-000233,0.163375284748
ACH-000234,-0.21171724129299999
ACH-000235,-0.326516681856
ACH-000237,-0.329352329743
ACH-000238,-0.878281850426
ACH-000243,0.251052510281
ACH-000244,-0.417440666949
ACH-000246,-0.0328993706407
ACH-000248,-0.467864688024
ACH-000250,-0.5017103632859999
ACH-000251,0.387249769597
ACH-000253,0.07990150475800001
ACH-000255,-0.19672116006299997
ACH-000256,0.021677690816900005
ACH-000257,-0.276945023954
ACH-000258,-0.605289328824
ACH-000259,-0.6069514748920001
ACH-000260,-0.0155471505441
ACH-000261,-0.227873819861
ACH-000262,-0.20973498941399998
ACH-000263,0.0775788945242
ACH-000264,-0.768277326727
ACH-000265,-0.024077179578999998
ACH-000266,-0.00828744468456
ACH-000272,-0.168398799226
ACH-000273,0.311474450361
ACH-000274,-0.19849487916900002
ACH-000277,-0.852116301322
ACH-000278,-0.246996959116
ACH-000279,-0.346453728803
ACH-000280,-0.489353928736
ACH-000281,-0.06454176454419999
ACH-000288,-0.279185901932
ACH-000291,-0.108901195593
ACH-000293,-0.272596729148
ACH-000294,-0.5858156324830001
ACH-000295,-0.296956861701
ACH-000296,-0.20223303567899997
ACH-000302,-0.120773969265
ACH-000304,0.0181220701457
ACH-000307,-0.0580746652819
ACH-000308,-0.15530717885
ACH-000310,0.0738016632066
ACH-000311,-0.0939787156644
ACH-000312,-0.316778048444
ACH-000315,-0.10673102258400001
ACH-000316,-0.8224664402680001
ACH-000317,0.112632071623
ACH-000318,-0.05188616676919999
ACH-000319,-0.051889171747199994
ACH-000320,0.04880786878480001
ACH-000322,-0.0993605550059
ACH-000323,-0.0939007969051
ACH-000324,-0.270734528182
ACH-000329,-0.678407455939
ACH-000330,-0.569002804794
ACH-000331,0.10099538333699999
ACH-000332,0.14930294558
ACH-000334,-0.227421486679
ACH-000335,-0.584717503469
ACH-000336,-0.430611756687
ACH-000337,-0.138141692154
ACH-000339,-0.147765457641
ACH-000341,-0.06495583694899999
ACH-000348,-0.455020299661
ACH-000350,0.0204295807119
ACH-000352,-0.0503098306216
ACH-000356,0.196485774771
ACH-000361,-0.378115180363
ACH-000362,-0.18803304951299998
ACH-000363,-0.18301864073
ACH-000364,-0.480048196884
ACH-000365,-0.16529543252
ACH-000366,-0.251983502257
ACH-000368,0.06627934375780001
ACH-000374,-0.166169498905
ACH-000375,-0.37192127889399995
ACH-000376,-0.07491023317010001
ACH-000381,0.0812732575406
ACH-000383,-0.21496650005999998
ACH-000387,-0.0781115699305
ACH-000389,-0.22187037903700002
ACH-000390,-0.136703331256
ACH-000393,-0.177953358128
ACH-000395,0.115472794435
ACH-000397,-0.226611897913
ACH-000401,-0.263677125576
ACH-000402,-0.27590913663600003
ACH-000403,-0.037085933832
ACH-000404,0.27361183456300003
ACH-000406,-0.5986641320830001
ACH-000407,-0.33249366954
ACH-000408,-0.135682194403
ACH-000410,0.19489038713100001
ACH-000411,-0.0929799581465
ACH-000414,-0.404958118911
ACH-000415,-0.23306791766999999
ACH-000416,-0.151822254892
ACH-000420,-0.195435298526
ACH-000421,-0.0793286679855
ACH-000424,-0.0451374270498
ACH-000425,-0.384240295932
ACH-000426,0.025473370342
ACH-000427,-0.180598255515
ACH-000433,-0.09499791238409999
ACH-000436,-0.547508626472
ACH-000444,-0.0142899044888
ACH-000445,-0.158039213635
ACH-000448,-0.419212049335
ACH-000450,-0.608621927461
ACH-000452,-0.0583465641957
ACH-000454,-0.0797766130232
ACH-000458,-0.49499778278800005
ACH-000459,-0.28084267552700004
ACH-000460,0.19705662630999998
ACH-000461,0.20843390598900002
ACH-000463,-0.0730030418688
ACH-000464,-0.224554511497
ACH-000466,-0.325585122753
ACH-000467,0.133654284555
ACH-000468,-0.14624552185
ACH-000469,-0.19115872991900001
ACH-000470,0.8014195762049999
ACH-000471,-0.440730791219
ACH-000472,-0.07742724404339998
ACH-000473,-0.16746989036499998
ACH-000475,-0.05012728226219999
ACH-000476,-0.179123358937
ACH-000477,-0.10051728310699999
ACH-000480,-0.105240367397
ACH-000481,-0.267684680527
