,SDHC (6391)
ACH-000004,-0.8991745107019999
ACH-000007,-0.845100397959
ACH-000009,-1.19259970923
ACH-000011,-0.7682263426260001
ACH-000012,-0.6946690526379999
ACH-000013,-0.382839666201
ACH-000014,-0.913196511279
ACH-000015,-0.683376327339
ACH-000017,-0.723304151733
ACH-000018,-0.7606894825130001
ACH-000019,-0.941391805105
ACH-000021,-0.8884427082549999
ACH-000022,-0.609957468873
ACH-000025,-0.643625994579
ACH-000028,-0.8156925873340001
ACH-000030,-1.02727364307
ACH-000035,-0.755039887339
ACH-000036,-0.22594737476799998
ACH-000037,-0.422218316971
ACH-000039,-1.14219207942
ACH-000040,-0.505962100919
ACH-000041,-0.678440769779
ACH-000042,-0.8005870714290001
ACH-000045,-0.45571945093099997
ACH-000047,-1.04105503669
ACH-000052,-0.615406464573
ACH-000053,-1.14664346259
ACH-000054,-0.8457653053540001
ACH-000055,-0.897907126784
ACH-000060,-0.659389149928
ACH-000067,-0.806425978392
ACH-000070,-1.1596408577
ACH-000075,-0.397506703506
ACH-000078,-0.657099403439
ACH-000082,-0.507669007354
ACH-000085,-0.39707937896300005
ACH-000086,-0.5928926684579999
ACH-000087,-0.767880784783
ACH-000092,-0.272145120249
ACH-000095,-0.592583191809
ACH-000097,-0.936214923538
ACH-000098,-0.609088374522
ACH-000099,-0.819152762687
ACH-000108,-0.6665366551799999
ACH-000113,-0.8161777045849999
ACH-000115,-0.515575183112
ACH-000116,-0.41823731415700005
ACH-000118,-0.933648873701
ACH-000120,-0.7054330313410001
ACH-000123,-0.653300017719
ACH-000127,-1.0135542329
ACH-000128,-0.659203885574
ACH-000132,-0.7369663545730001
ACH-000133,-0.6483519681809999
ACH-000137,-0.564332268969
ACH-000138,-1.11841367934
ACH-000142,-0.614267681247
ACH-000143,-0.485195490259
ACH-000146,-1.05468085676
ACH-000148,-0.6754333022560001
ACH-000150,-0.618932980103
ACH-000152,-0.723631609748
ACH-000153,-0.8100604323530001
ACH-000159,-0.6814063662469999
ACH-000160,-0.7254708153910001
ACH-000163,-0.514264371743
ACH-000167,-0.7289679748469999
ACH-000168,-0.746702529938
ACH-000169,-0.7128767551909999
ACH-000178,-0.707171685921
ACH-000182,-0.8417971152320001
ACH-000183,-0.9352290400799999
ACH-000188,-0.5174628711320001
ACH-000189,-0.8907445243150001
ACH-000190,-0.8441846955619999
ACH-000198,-0.7898993655750001
ACH-000204,-0.5948984035429999
ACH-000206,-0.50246931488
ACH-000207,-0.9459307951289999
ACH-000211,-0.47737211408200003
ACH-000215,-0.489115469454
ACH-000221,-0.7600013574410001
ACH-000222,-1.3224090804200002
ACH-000223,-0.992678802
ACH-000226,-0.8832325836339999
ACH-000227,-1.45821042333
ACH-000228,-0.931890653756
ACH-000231,-0.454937161037
ACH-000232,-0.577682368902
ACH-000233,-0.8420337345469999
ACH-000234,-0.578272712931
ACH-000235,-0.9714490196
ACH-000237,-0.39715708860699994
ACH-000238,-0.577210194959
ACH-000243,-0.7508828092540001
ACH-000244,-0.5256730422370001
ACH-000246,-0.83296551144
ACH-000248,-0.64724063346
ACH-000250,-0.743618356009
ACH-000251,-0.657709930913
ACH-000253,-0.774874805117
ACH-000255,-0.54313245925
ACH-000256,-0.765883978935
ACH-000257,-1.0829169930700002
ACH-000258,-1.07278593838
