,PARK7 (11315)
ACH-000004,0.08185979660060001
ACH-000007,-0.231126369917
ACH-000009,-0.157292172177
ACH-000011,0.117763285698
ACH-000012,-0.09659965396510001
ACH-000013,0.0613122232756
ACH-000014,-0.0160205153896
ACH-000015,0.0315737224122
ACH-000017,-0.205913465189
ACH-000018,-0.250171122212
ACH-000019,0.135470912
ACH-000021,0.0827704305094
ACH-000022,-0.0111629050269
ACH-000025,-0.167077839268
ACH-000028,0.0617901749416
ACH-000030,0.0485511377499
ACH-000035,-0.304873900719
ACH-000036,0.056367089018800005
ACH-000037,-0.120779767364
ACH-000039,-0.13570613657299999
ACH-000040,-0.20167788207899998
ACH-000041,-0.0052275535792600004
ACH-000042,0.0705854123557
ACH-000045,-0.0086519517079
ACH-000047,-0.0279933527855
ACH-000052,0.030537496786299998
ACH-000053,-0.036135432163
ACH-000054,-0.0795844838277
ACH-000055,0.120271525995
ACH-000060,0.0657139342612
ACH-000067,-0.247397508687
ACH-000070,0.048460162576
ACH-000075,0.0600032576794
ACH-000078,0.0353314895076
ACH-000082,0.0337580956704
ACH-000085,-0.307231342072
ACH-000086,-0.032693283180200004
ACH-000087,-0.128536079203
ACH-000092,-0.111870119309
ACH-000095,0.0324559351332
ACH-000097,0.0209916431451
ACH-000098,-0.07307172108769999
ACH-000099,-0.095631000912
ACH-000108,0.114526600733
ACH-000113,-0.0779041443752
ACH-000115,0.031734777864700005
ACH-000116,0.0557548581112
ACH-000118,0.06983406165850001
ACH-000120,-0.11450809156899999
ACH-000123,0.0253399445327
ACH-000127,0.054724700439599996
ACH-000128,0.201428519669
ACH-000132,0.0263527696478
ACH-000133,0.07825778045319999
ACH-000137,-0.0006703825953230002
ACH-000138,0.018981724401599998
ACH-000142,-0.10127341033199999
ACH-000143,-0.0983040030263
ACH-000146,0.022637605112400004
ACH-000148,-0.0908274837398
ACH-000150,-0.18802001130100002
ACH-000152,-0.023686454974099998
ACH-000153,0.135471254876
ACH-000159,-0.0206893776654
ACH-000160,0.04597215487319999
ACH-000163,0.033023842315199996
ACH-000167,-0.29224420646899996
ACH-000168,0.047792978761400005
ACH-000169,-0.0237406790151
ACH-000178,0.0937960945751
ACH-000182,0.0719844359772
ACH-000183,-0.118350468443
ACH-000188,-0.115099514194
ACH-000189,-0.12497426278899999
ACH-000190,-0.276566413162
ACH-000198,-0.012067241183
ACH-000204,0.0637146488092
ACH-000206,-0.0855296280925
ACH-000207,0.092773584113
ACH-000211,0.0101771732536
ACH-000215,-0.07511912772089999
ACH-000221,0.048185767216699996
ACH-000222,0.155856251084
ACH-000223,0.00386045000927
ACH-000226,0.139400420207
ACH-000227,-0.157284779381
ACH-000228,-0.043157995730999994
ACH-000231,-0.0171086051883
ACH-000232,0.0233651709086
ACH-000233,-0.0929226955834
ACH-000234,0.00763423548638
ACH-000235,0.0738655532041
ACH-000237,-0.0374744065539
ACH-000238,-0.244321448918
ACH-000243,0.0236175039812
ACH-000244,-0.35567116763800005
ACH-000246,-0.183500908804
ACH-000248,0.120092228525
ACH-000250,0.0077205335153
ACH-000251,0.129521459788
ACH-000253,-0.064840708251
ACH-000255,0.0158621545935
ACH-000256,-0.0703308316912
ACH-000257,-0.0796690937032
ACH-000258,0.166367904222
ACH-000259,0.0019465248436500002
ACH-000260,-0.0367990529946
ACH-000261,0.19214291516399998
ACH-000262,-0.06005552401769999
ACH-000263,-0.11248834647
ACH-000264,0.034365326588400004
ACH-000265,-0.0595847884911
ACH-000266,-0.0212318602868
ACH-000272,0.0474887861551
ACH-000273,-0.09820775917239999
ACH-000274,-0.11727679469699999
ACH-000277,-0.014605406702299999
ACH-000278,-0.246476563088
ACH-000279,-0.0016722550916099998
ACH-000280,0.0977961419379
ACH-000281,-0.0976630398546
ACH-000288,-0.19061180120299998
ACH-000291,0.015565928845600001
ACH-000293,0.10419938126900001
ACH-000294,0.0248688964902
ACH-000295,0.0538230116139
ACH-000296,-0.102287592719
ACH-000302,-0.023352900036499997
ACH-000304,0.202937474369
ACH-000307,-0.0731500388238
ACH-000308,0.0178218440383
ACH-000310,0.0413546366599
ACH-000311,0.07120115960689999
ACH-000312,-0.12072174386
ACH-000315,-0.21885888640700002
ACH-000316,-0.104101066584
ACH-000317,0.097787340022
ACH-000318,0.0523420306618
ACH-000319,0.0200533323674
ACH-000320,-0.100390302212
ACH-000322,-0.0566481370952
ACH-000323,-0.215044283883
ACH-000324,-0.029486722966
ACH-000329,-0.0418432526101
ACH-000330,0.110768173021
ACH-000331,-0.007482611905779999
ACH-000332,0.015352941955600002
ACH-000334,-0.276488344007
ACH-000335,-0.031035197754799997
ACH-000336,-0.207913603442
ACH-000337,-0.018615395587
ACH-000339,-0.10418567582
ACH-000341,0.09146489029009999
ACH-000348,0.0754531863358
ACH-000350,0.11676242860500001
ACH-000352,0.06349399133349999
ACH-000356,0.0220947485208
ACH-000361,-0.109255562749
ACH-000362,-0.0676206045473
ACH-000363,-0.0136712112683
ACH-000364,-0.0427903014188
ACH-000365,-0.0362390726711
ACH-000366,0.00329086156119
ACH-000368,-0.144551193302
ACH-000374,-0.0994360198513
ACH-000375,-0.0175512107011
ACH-000376,0.00394526623805
ACH-000381,0.0018742044030399998
ACH-000383,0.04525487686599999
ACH-000387,0.030891113761299997
ACH-000389,0.158017274893
ACH-000390,0.011459062157100002
ACH-000393,-0.029821532565999998
ACH-000395,-0.4192803603
ACH-000397,-0.04959461732369999
ACH-000401,-0.118483610188
ACH-000402,0.15475846602
ACH-000403,0.020971788624
ACH-000404,-0.10007437437200001
ACH-000406,-0.024406931737599998
ACH-000407,0.011990994458999999
ACH-000408,-0.180555243989
ACH-000410,-0.020932029209799998
ACH-000411,0.014247705075700001
ACH-000414,0.13450377900399998
ACH-000415,-0.0342908030889
ACH-000416,-0.0951323666922
ACH-000420,0.023487558928000002
ACH-000421,0.052815174681699995
ACH-000424,0.119372507711
ACH-000425,0.0211372228181
ACH-000426,0.153306282343
ACH-000427,0.0207496299007
ACH-000433,-0.107857264964
ACH-000436,0.0774961270783
ACH-000444,0.16256926184
ACH-000445,-0.220199168856
ACH-000448,-0.121530569806
ACH-000450,0.205735556214
ACH-000452,-0.13728860078
ACH-000454,-0.132798500763
ACH-000458,0.00499740645844
ACH-000459,0.141559304262
ACH-000460,-0.00284308072309
ACH-000461,0.048198941239599995
ACH-000463,0.020910583943
ACH-000464,-0.041457315287
ACH-000466,-0.006603248235310001
ACH-000467,0.035348957233500004
ACH-000468,0.0820789697742
ACH-000469,-0.13417061307
ACH-000470,-0.029729730696
ACH-000471,-0.0038727066371999994
ACH-000472,0.0249492988001
ACH-000473,-0.021408785045500003
ACH-000475,-0.0416423945549
ACH-000476,-0.0713963720859
ACH-000477,-0.123030817814
ACH-000480,0.0577752465267
ACH-000481,-0.109657136935
ACH-000483,0.026458879388799997
ACH-000484,0.040354869725099995
ACH-000485,0.182636925585
ACH-000486,0.10157726204800001
ACH-000487,0.0681935184627
ACH-000488,-0.0212379059445
ACH-000490,-0.09044725291960001
ACH-000491,0.07079630265930001
ACH-000495,-0.521183826925
ACH-000496,-0.053529253154600005
ACH-000499,-0.131215304187
ACH-000500,-0.0519689912134
ACH-000502,0.0577526758317
