,GGT5 (2687)
ACH-000004,-0.428971328916
ACH-000007,-0.136117083197
ACH-000009,0.00712949109616
ACH-000011,-0.251739788305
ACH-000012,-0.23849732615699998
ACH-000013,-0.149962560961
ACH-000014,0.0023596484833600002
ACH-000015,-0.193469859812
ACH-000017,-0.08685728205250001
ACH-000018,-0.283624370156
ACH-000019,-0.2390777288
ACH-000021,-0.226316890763
ACH-000022,-0.321036749008
ACH-000025,-0.260369921677
ACH-000028,-0.0905182090992
ACH-000030,-0.23175975495099999
ACH-000035,-0.012696669550299999
ACH-000036,-0.173203093524
ACH-000037,-0.264076428696
ACH-000039,-0.146707176484
ACH-000040,-0.226892093431
ACH-000041,-0.352895864434
ACH-000042,-0.365962936902
ACH-000045,0.0801202593409
ACH-000047,-0.149599914903
ACH-000052,-0.274849128812
ACH-000053,-0.182603778765
ACH-000054,-0.219579899547
ACH-000055,-0.395259914992
ACH-000060,-0.305514314015
ACH-000067,-0.169217823055
ACH-000070,-0.0950813876801
ACH-000075,-0.155731184233
ACH-000078,-0.113276976309
ACH-000082,-0.055691952589999996
ACH-000085,-0.0339990094641
ACH-000086,0.011067599962799999
ACH-000087,-0.07549201741110001
ACH-000092,-0.18629070084399998
ACH-000095,-0.179791720115
ACH-000097,-0.132145567709
ACH-000098,-0.22375710530600001
ACH-000099,-0.0398138424029
ACH-000108,-0.230065690546
ACH-000113,-0.247352081584
ACH-000115,-0.38353018221699997
ACH-000116,-0.166127921612
ACH-000118,-0.221117345599
ACH-000120,0.0482155341713
ACH-000123,-0.0488950478797
ACH-000127,-0.09397414264119999
ACH-000128,-0.101454275368
ACH-000132,-0.16443131517
ACH-000133,-0.245953370827
ACH-000137,-0.237785074135
ACH-000138,0.130283440552
ACH-000142,0.00605068110735
ACH-000143,-0.17728042122
ACH-000146,-0.23559000829100002
ACH-000148,-0.12544154099500002
ACH-000150,-0.194757148527
ACH-000152,-0.10583057273
ACH-000153,0.055915695962500005
ACH-000159,-0.123242212783
ACH-000160,-0.12195818596300001
ACH-000163,-0.244225675764
ACH-000167,-0.63544067867
ACH-000168,-0.16930260053500001
ACH-000169,-0.270746228049
ACH-000178,-0.180410199705
ACH-000182,-0.0324833549358
ACH-000183,-0.34549932755699997
ACH-000188,0.0182028072024
ACH-000189,-0.11365164802899999
ACH-000190,0.0066386703094099995
ACH-000198,-0.111689648519
ACH-000204,0.10965740076300001
ACH-000206,-0.48001710847900003
ACH-000207,-0.23011810098299998
ACH-000211,-0.153763367441
ACH-000215,-0.179252059199
ACH-000221,-0.25396870628
ACH-000222,-0.312275294601
ACH-000223,-0.163724946315
ACH-000226,-0.177179615418
ACH-000227,-0.48460571237899996
ACH-000228,-0.363724479193
ACH-000231,-0.25256353280099997
ACH-000232,-0.21868605164299998
ACH-000233,0.00111591323088
ACH-000234,0.0931816823955
ACH-000235,-0.032176629601400004
ACH-000237,-0.30045563051
ACH-000238,-0.256133740765
ACH-000243,-0.207300677898
ACH-000244,-0.198688271073
ACH-000246,-0.09545881143139999
ACH-000248,0.0298450739323
ACH-000250,-0.0397664106907
ACH-000251,-0.0395164874324
ACH-000253,-0.108568227798
ACH-000255,-0.246415568111
ACH-000256,-0.09665805572789998
ACH-000257,0.024972530709099997
ACH-000258,0.00965755687354
ACH-000259,-0.141452784971
ACH-000260,-0.167664594896
ACH-000261,-0.212308460086
ACH-000262,-0.16930006374099998
ACH-000263,-0.141446779039
ACH-000264,-0.37392867394900003
ACH-000265,-0.245356556452
ACH-000266,-0.164975822093
ACH-000272,-0.248574145277
ACH-000273,-0.0764744967815
ACH-000274,-0.31041180955
ACH-000277,-0.0182805501993
ACH-000278,-0.201533565396
ACH-000279,-0.189758234599
ACH-000280,-0.232474676976
ACH-000281,0.0254156171838
ACH-000288,-0.0892427111245
