,NEDD4L (23327)
ACH-000004,-0.0484396138382
ACH-000007,0.205201887137
ACH-000009,0.105921813509
ACH-000011,0.35296929866800003
ACH-000012,0.038784813834199995
ACH-000013,-0.0113457039285
ACH-000014,-0.0897104022872
ACH-000015,0.0889979718087
ACH-000017,-0.0568742395189
ACH-000018,-0.185149570643
ACH-000019,0.0399224160926
ACH-000021,0.158513494755
ACH-000022,0.16494592889499998
ACH-000025,-5.63031388682e-05
ACH-000028,0.153440162746
ACH-000030,-0.00294292044054
ACH-000035,0.148399115595
ACH-000036,0.0026907993001300005
ACH-000037,0.0968173572499
ACH-000039,-0.011203872532899999
ACH-000040,0.0626236661208
ACH-000041,0.00848124556354
ACH-000042,0.094843849222
ACH-000045,-0.23252801098
ACH-000047,0.2454795787
ACH-000052,0.226665708515
ACH-000053,0.08305244490710001
ACH-000054,0.0446200395721
ACH-000055,-0.054203000162699994
ACH-000060,0.0760956684992
ACH-000067,0.22465659673799998
ACH-000070,0.16149329116
ACH-000075,-0.0721316401775
ACH-000078,0.157734262647
ACH-000082,0.042395113399800004
ACH-000085,-0.0117869227332
ACH-000086,0.219415747084
ACH-000087,0.0568475773089
ACH-000092,0.08874855544960002
ACH-000095,0.048075229591300006
ACH-000097,0.10569353553500001
ACH-000098,-0.0315592747152
ACH-000099,0.012944310007400001
ACH-000108,0.118726622982
ACH-000113,0.0462866324735
ACH-000115,0.011065615286900001
ACH-000116,0.107584607149
ACH-000118,0.3681239817
ACH-000120,0.0912973650172
ACH-000123,0.0728530377613
ACH-000127,0.0545487530281
ACH-000128,0.045928804480599994
ACH-000132,0.166990321649
ACH-000133,0.192119215884
ACH-000137,0.0250270305393
ACH-000138,0.16148323636700002
ACH-000142,0.058663354328300006
ACH-000143,0.048787321728300005
ACH-000146,0.112449692192
ACH-000148,0.0583619462029
ACH-000150,0.184439621954
ACH-000152,0.08847617652789999
ACH-000153,-0.235897718713
ACH-000159,0.0129150088347
ACH-000160,0.141947295309
ACH-000163,0.10699686495300001
ACH-000167,0.21240809260899998
ACH-000168,-0.0333696297808
ACH-000169,-0.0654110865958
ACH-000178,0.0611001876783
ACH-000182,0.0719104281458
ACH-000183,0.0701545512988
ACH-000188,0.201315686335
ACH-000189,0.04814469666540001
ACH-000190,0.0412640314234
ACH-000198,0.12300958093
ACH-000204,0.169946999745
ACH-000206,-0.14006688050799998
ACH-000207,0.028733312615200002
ACH-000211,-0.0385815594643
ACH-000215,0.06305994126299999
ACH-000221,0.112316108591
ACH-000222,0.0233719278181
ACH-000223,-0.07081751402589999
ACH-000226,0.17846655537
ACH-000227,-0.10415904004899999
ACH-000228,0.083490330924
ACH-000231,0.125149244911
ACH-000232,-0.011870852512399999
ACH-000233,0.154852501409
ACH-000234,0.107549026023
ACH-000235,0.0148879702686
ACH-000237,0.351512752998
ACH-000238,0.11445611674799999
ACH-000243,0.0897436780139
ACH-000244,-0.0480646063796
ACH-000246,0.143916779889
ACH-000248,0.0644698049785
ACH-000250,0.0854582838617
ACH-000251,0.115337150654
ACH-000253,0.21901530934799998
ACH-000255,0.124561927932
ACH-000256,0.09337153070189999
ACH-000257,0.034256426532299995
ACH-000258,0.19640966671500001
ACH-000259,0.037044110015
ACH-000260,0.0772883966353
ACH-000261,0.0887412610288
ACH-000262,0.108147442911
ACH-000263,-0.332924414873
ACH-000264,0.09522167962139999
ACH-000265,0.08736932793589999
ACH-000266,0.17540209556400002
ACH-000272,0.0504395781931
ACH-000273,-0.0762719180782
ACH-000274,0.148748922824
ACH-000277,0.0291749726636
ACH-000278,0.053196349816699996
ACH-000279,0.0605065240231
ACH-000280,0.0266370029398
ACH-000281,-0.07696716298100001
ACH-000288,0.257633304982
ACH-000291,0.0447274734459
ACH-000293,0.041017682323300005
ACH-000294,0.142575069682
ACH-000295,0.164580844501
ACH-000296,0.444584648799
ACH-000302,0.07773814136589999
ACH-000304,-0.0112907549031
ACH-000307,0.18275387048
ACH-000308,0.06725795345480001
ACH-000310,0.09543894946119999
ACH-000311,0.245341854137
ACH-000312,0.19061354244800002
ACH-000315,0.10819271908299999
ACH-000316,0.12006710992900001
ACH-000317,0.216249274509
ACH-000318,0.0122421924943
ACH-000319,-0.0797139290221
ACH-000320,0.325612966803
ACH-000322,-0.10418653476399999
ACH-000323,0.05962968697869999
ACH-000324,0.0899606749911
ACH-000329,0.209091190497
ACH-000330,-0.0495258351387
ACH-000331,0.107667925087
ACH-000332,0.129156361774
ACH-000334,-0.144607369707
ACH-000335,0.0375105573097
ACH-000336,-0.0834478656234
ACH-000337,-0.124485184148
ACH-000339,0.0371570472599
ACH-000341,-0.0384395153065
ACH-000348,-0.0212570898907
ACH-000350,0.017081034864199998
ACH-000352,0.061383402686900006
ACH-000356,0.045647715536
ACH-000361,-0.12576179313799998
ACH-000362,0.012329017337200002
ACH-000363,-0.117967215247
ACH-000364,-0.14000109874000002
ACH-000365,0.00520684060542
ACH-000366,0.14208271133
ACH-000368,-0.0678774756479
ACH-000374,0.22491167809999998
ACH-000375,0.051397077000699995
ACH-000376,0.041423626767
ACH-000381,0.110913159647
ACH-000383,0.160401532852
ACH-000387,0.137448190236
ACH-000389,-0.0154875174988
ACH-000390,0.0280498656717
ACH-000393,0.0984965247613
ACH-000395,-0.014787500226700001
ACH-000397,0.268929127123
ACH-000401,-0.23772045225299998
