,SHANK1 (50944)
ACH-000004,-0.011124071039200002
ACH-000007,0.0798833714433
ACH-000009,0.144274326532
ACH-000011,0.0895478524948
ACH-000012,0.170628181101
ACH-000013,-0.04252069076219999
ACH-000014,0.08825909459419999
ACH-000015,0.08019430561719999
ACH-000017,0.145443796218
ACH-000018,0.00551036754341
ACH-000019,0.165020338346
ACH-000021,0.108128037354
ACH-000022,0.176304293433
ACH-000025,0.237680523906
ACH-000028,0.0747676128063
ACH-000030,0.125795719202
ACH-000035,0.133508691363
ACH-000036,0.173413802104
ACH-000037,0.19893928920600001
ACH-000039,0.198050995915
ACH-000040,0.290630231841
ACH-000041,-0.18229120005899999
ACH-000042,0.195485244873
ACH-000045,0.0237746455967
ACH-000047,0.020032786358
ACH-000052,0.000911136721999
ACH-000053,0.24915442139000002
ACH-000054,0.10555211601600001
ACH-000055,-0.160424352724
ACH-000060,0.011966647167799998
ACH-000067,0.0750047152679
ACH-000070,0.245614710404
ACH-000075,0.15629824337200002
ACH-000078,0.19743888501499998
ACH-000082,0.16600737486300002
ACH-000085,0.206818517527
ACH-000086,0.198381393842
ACH-000087,0.0130052333658
ACH-000092,0.031267324704
ACH-000095,0.230386390719
ACH-000097,0.143696903211
ACH-000098,0.07836122719939999
ACH-000099,0.103216589014
ACH-000108,0.111553685832
ACH-000113,0.281947197744
ACH-000115,0.0706948359163
ACH-000116,0.133722505741
ACH-000118,0.152836776024
ACH-000120,0.11516200502999999
ACH-000123,0.12360559533500001
ACH-000127,0.199223882982
ACH-000128,0.279614362066
ACH-000132,0.177292631417
ACH-000133,-0.0648625896129
ACH-000137,-0.41227643488000004
ACH-000138,0.23000106575100002
ACH-000142,0.0416203852269
ACH-000143,0.141554165851
ACH-000146,0.0719919531695
ACH-000148,0.16781567854200002
ACH-000150,0.0442999146505
ACH-000152,-0.0481403049187
ACH-000153,-0.015089011910700001
ACH-000159,0.00558225432749
ACH-000160,0.144882875184
ACH-000163,0.20716532484900002
ACH-000167,-0.112009768151
ACH-000168,-0.0217375996758
ACH-000169,0.101273356223
ACH-000178,0.24495082018199998
ACH-000182,0.0636094169353
ACH-000183,0.08583306950519999
ACH-000188,0.13914471705999998
ACH-000189,-0.188249241199
ACH-000190,0.33127351065099997
ACH-000198,0.21050539440299998
ACH-000204,0.00592059044323
ACH-000206,0.0505849762811
ACH-000207,0.0529507805971
ACH-000211,0.141147506711
ACH-000215,0.165561411045
ACH-000221,-0.051157826288900005
ACH-000222,-0.031261313643
ACH-000223,0.20910193857
ACH-000226,-0.0473777339267
ACH-000227,0.39984596894
ACH-000228,0.00376290148331
ACH-000231,0.102007626678
ACH-000232,0.10819435481899999
ACH-000233,0.23517118338799997
ACH-000234,0.00360761114663
ACH-000235,0.196239620446
ACH-000237,0.016395474264
ACH-000238,0.1074025493
ACH-000243,0.178056572267
ACH-000244,0.247337196776
ACH-000246,0.07320686520280001
ACH-000248,0.33198545129
ACH-000250,0.0636975066715
ACH-000251,-0.115680365479
ACH-000253,0.0547120487477
ACH-000255,0.0598986050088
ACH-000256,0.297055970136
ACH-000257,0.194816465555
ACH-000258,0.130566118749
ACH-000259,0.0693082342978
ACH-000260,0.153278151378
ACH-000261,0.10899648256899999
ACH-000262,0.21112075651299997
ACH-000263,0.0604938428022
ACH-000264,0.0028716541294899994
ACH-000265,0.0457485004381
ACH-000266,0.08561616064880001
ACH-000272,0.298810378453
ACH-000273,0.133727759035
ACH-000274,-0.019304927944200002
ACH-000277,0.173474268515
ACH-000278,0.062687952733
ACH-000279,0.133397321307
ACH-000280,0.239428107403
ACH-000281,0.291381247565
ACH-000288,0.246206894923
ACH-000291,0.247710836958
ACH-000293,0.13574636986400002
ACH-000294,-0.017206038888400003
ACH-000295,0.100148798243
ACH-000296,-0.029865431778799998
ACH-000302,0.0980223554906
ACH-000304,0.300114823679
ACH-000307,0.121186735405
ACH-000308,0.039330181704300006
ACH-000310,0.178794741601
ACH-000311,0.114410145317
ACH-000312,0.15994489295999997
ACH-000315,0.337066486054
ACH-000316,0.10990051418400001
ACH-000317,0.24763304595
ACH-000318,0.0133336108245
ACH-000319,0.246908599063
ACH-000320,0.123682716862
ACH-000322,0.145588664891
ACH-000323,0.214752948802
ACH-000324,0.127425726054
ACH-000329,0.105616517918
ACH-000330,0.30188164858600003
ACH-000331,0.140158609883
ACH-000332,0.036529709330699996
ACH-000334,0.0344875620859
ACH-000335,-0.0373490165633
ACH-000336,0.0353109310175
ACH-000337,0.0712655976895
ACH-000339,-0.0290025507296
ACH-000341,-0.150668188582
ACH-000348,0.155396506314
ACH-000350,0.19481466356
ACH-000352,0.252872071824
ACH-000356,0.074088111178
ACH-000361,0.141969062844
ACH-000362,0.23850744553000003
ACH-000363,0.132197987468
ACH-000364,0.09372507233539999
ACH-000365,0.0839423454126
ACH-000366,-0.051959947119000004
ACH-000368,0.132703054905
ACH-000374,0.33618157502400003
ACH-000375,0.220503361574
ACH-000376,0.269433406738
ACH-000381,0.250681881439
ACH-000383,0.164575974504
ACH-000387,0.204180834686
ACH-000389,-0.09800852182530001
ACH-000390,0.27139396882100003
ACH-000393,0.016860295051
ACH-000395,0.0372619823463
ACH-000397,0.106625931708
ACH-000401,-0.141909037384
ACH-000402,-0.0640042274316
ACH-000403,-0.0485013037428
ACH-000404,0.262184795352
ACH-000406,0.0421936942785
ACH-000407,0.145337283668
ACH-000408,0.07572805392260001
ACH-000410,0.11346299483
ACH-000411,0.0788474254935
ACH-000414,0.0768046719104
ACH-000415,0.121953208024
ACH-000416,0.166401351108
ACH-000420,0.21509043293400001
ACH-000421,0.151815478836
ACH-000424,0.0156499646374
ACH-000425,0.148186004422
ACH-000426,0.250178072091
ACH-000427,0.167972111632
ACH-000433,0.161812640326
ACH-000436,0.0629120284874
ACH-000444,0.229484567949
ACH-000445,0.255342685347
ACH-000448,0.259905458098
ACH-000450,-0.22742722938299997
ACH-000452,0.09336754835729999
ACH-000454,0.0536117719977
ACH-000458,0.144131787009
ACH-000459,0.281937996175
ACH-000460,0.237485532533
ACH-000461,0.035708888404900004
ACH-000463,0.046784098607700005
ACH-000464,0.09939829715399999
ACH-000466,0.173925089199
ACH-000467,0.310524985109
ACH-000468,0.280482220475
ACH-000469,0.107493407476
ACH-000470,0.0221733738276
ACH-000471,0.108814432086
ACH-000472,0.152760802586
ACH-000473,-0.038618952547
ACH-000475,0.15241012138
ACH-000476,0.182650971072
ACH-000477,-0.0201640442917
ACH-000480,0.16766360679700001
ACH-000481,0.124017949496
ACH-000483,0.35848848697999997
ACH-000484,-0.10872193481100001
ACH-000485,0.264546219514
ACH-000486,0.120534327868
ACH-000487,0.204637848684
ACH-000488,0.162343454369
ACH-000490,0.242205005278
ACH-000491,0.110646519675
ACH-000495,0.10823522296700001
ACH-000496,0.033295202751700004
ACH-000499,0.255895810973
ACH-000500,-0.229402375245
ACH-000502,0.180835485544
ACH-000503,0.12035208872400001
