,DYRK1B (9149)
ACH-000004,0.200804427856
ACH-000007,0.136173549508
ACH-000009,0.112848074704
ACH-000011,0.06394207179519999
ACH-000012,-0.16139366800000002
ACH-000013,-0.603275815248
ACH-000014,0.17094241708
ACH-000015,-0.055761893888800006
ACH-000017,0.10984519962099999
ACH-000018,-0.193543084153
ACH-000019,-0.328075428451
ACH-000021,-0.0720109080119
ACH-000022,0.0913106004124
ACH-000025,0.07164849531289999
ACH-000028,-0.09543116057710001
ACH-000030,-0.12406198716700001
ACH-000035,-0.292298826369
ACH-000036,0.026715899824799997
ACH-000037,-0.0222565093493
ACH-000039,0.27494608686
ACH-000040,0.0496074367753
ACH-000041,0.00562851006711
ACH-000042,0.0745433053815
ACH-000045,0.074493165097
ACH-000047,-0.0691073745113
ACH-000052,-0.149396305923
ACH-000053,-0.169636054668
ACH-000054,0.05607148746019999
ACH-000055,0.130914152167
ACH-000060,0.025998865708599998
ACH-000067,0.031238578356900002
ACH-000070,0.22343934514000002
ACH-000075,-0.0962304211424
ACH-000078,-0.10138509060900001
ACH-000082,0.0897577662492
ACH-000085,0.219847706564
ACH-000086,0.060553744578300005
ACH-000087,-0.10273199344100001
ACH-000092,-0.075221906223
ACH-000095,0.048405642764699996
ACH-000097,-0.100291436635
ACH-000098,0.044948831554100004
ACH-000099,-0.11086328285599999
ACH-000108,-0.00196393389865
ACH-000113,-0.033361497055599994
ACH-000115,-0.041133610654500004
ACH-000116,0.157355167637
ACH-000118,-0.06274944293689999
ACH-000120,-0.051878873559600004
ACH-000123,-0.18671245706300002
ACH-000127,-6.13339416156e-05
ACH-000128,-0.101130104923
ACH-000132,0.0715906604654
ACH-000133,0.0615685543992
ACH-000137,-0.324573966089
ACH-000138,0.00403203754918
ACH-000142,-0.169488332405
ACH-000143,0.0300368475971
ACH-000146,-0.064227731886
ACH-000148,0.163432586231
ACH-000150,0.0527878518304
ACH-000152,0.144924815547
ACH-000153,-0.164026167152
ACH-000159,-0.012357816071500001
ACH-000160,0.594944249045
ACH-000163,-0.121304175282
ACH-000167,0.915288380076
ACH-000168,-0.0095713539321
ACH-000169,-0.0462283251454
ACH-000178,-0.133685481014
ACH-000182,0.0470506693957
ACH-000183,-0.0565694707577
ACH-000188,-0.06487814874509999
ACH-000189,0.058043798799400005
ACH-000190,0.564828388624
ACH-000198,-0.199587005872
ACH-000204,-0.05767165461609999
ACH-000206,-0.0881931142067
ACH-000207,0.08121269408819999
ACH-000211,0.0695365442612
ACH-000215,0.0656678172005
ACH-000221,0.0175292702325
ACH-000222,-0.140809807336
ACH-000223,0.0907177234527
ACH-000226,0.0156675519422
ACH-000227,-0.0273498335243
ACH-000228,-0.15031609457200001
ACH-000231,0.165133813378
ACH-000232,-0.100172758357
ACH-000233,-0.21939938669700002
ACH-000234,-0.12382849843100001
ACH-000235,-0.0380287322991
ACH-000237,-0.12703849941099998
ACH-000238,-0.0602880218023
ACH-000243,-0.0032992687834
ACH-000244,-0.331265809746
ACH-000246,0.17804446980799998
ACH-000248,0.0662785553202
ACH-000250,0.0187831814319
ACH-000251,-0.281910171105
ACH-000253,0.0829781907563
ACH-000255,-0.0917354290425
ACH-000256,-0.0647228100768
ACH-000257,0.209416177042
ACH-000258,-0.15155266575200002
ACH-000259,-0.00353051575271
ACH-000260,-0.00126065895779
ACH-000261,-0.018324649146499998
ACH-000262,-0.288173855957
ACH-000263,0.0358168437632
ACH-000264,0.130189988644
ACH-000265,-0.172288370332
ACH-000266,-0.08985077340119998
ACH-000272,0.0707855465406
ACH-000273,-0.037817303723
ACH-000274,0.126516408562
ACH-000277,0.17889761053599998
ACH-000278,-0.100138033598
ACH-000279,0.0816341784409
ACH-000280,-0.05468921553930001
ACH-000281,0.030029411016899998
ACH-000288,0.0067453135173
ACH-000291,-0.0453278878545
ACH-000293,-0.17474024638099997
ACH-000294,0.052715666678999996
ACH-000295,-0.133808528068
ACH-000296,0.174582087503
ACH-000302,-0.30597777573
ACH-000304,0.196386206782
ACH-000307,0.160041494692
ACH-000308,0.0220115956317
ACH-000310,0.0298271722601
ACH-000311,0.148627089381
ACH-000312,0.0983426563192
ACH-000315,-0.233577415446
ACH-000316,0.20548642299400002
ACH-000317,0.048816239755999996
ACH-000318,-0.108704922533
ACH-000319,0.17432333270599998
ACH-000320,0.24089816878400003
ACH-000322,0.025237205831400003
ACH-000323,0.045335269729199996
ACH-000324,-0.12834063753
ACH-000329,-0.0350455377529
ACH-000330,-0.181401250966
ACH-000331,-0.00773650501902
ACH-000332,-0.107851802995
ACH-000334,-0.163267689651
ACH-000335,-0.148945684931
ACH-000336,0.0678170924307
ACH-000337,0.0648596025651
ACH-000339,-0.11413205205999999
ACH-000341,-0.0705887287693
ACH-000348,0.14105050077099998
ACH-000350,-0.141586010571
ACH-000352,-0.05671437895359999
ACH-000356,-0.257716747233
ACH-000361,-0.073416959549
ACH-000362,-0.0160010663783
ACH-000363,0.0100453730437
ACH-000364,0.0264325265724
ACH-000365,-0.184575775258
ACH-000366,-0.140044071687
ACH-000368,0.0806374015683
ACH-000374,0.378895453204
ACH-000375,0.22042963733000004
ACH-000376,-0.00819262414109
ACH-000381,-0.0168979075856
ACH-000383,-0.0241903137927
