,CRYGA (1418)
ACH-000004,-0.24476215978500002
ACH-000007,-0.0330573589923
ACH-000009,-0.363478835225
ACH-000011,-0.20168673376200003
ACH-000012,-0.271899436193
ACH-000013,-0.17678309779800003
ACH-000014,-0.311607765222
ACH-000015,-0.278153902463
ACH-000017,-0.0636779537007
ACH-000018,-0.150895280061
ACH-000019,-0.225169679406
ACH-000021,-0.219947923869
ACH-000022,-0.34279266341799997
ACH-000025,-0.120543529287
ACH-000028,-0.23420415936500003
ACH-000030,-0.223306885737
ACH-000035,0.0817708759182
ACH-000036,-0.169681451569
ACH-000037,-0.31083049407200003
ACH-000039,-0.21259212992499998
ACH-000040,-0.19726393949299997
ACH-000041,-0.14194617548
ACH-000042,-0.36790724158200006
ACH-000045,-0.215696280865
ACH-000047,-0.23265301046700002
ACH-000052,-0.10086506488600001
ACH-000053,-0.303250750304
ACH-000054,-0.308856738586
ACH-000055,-0.000395284500901
ACH-000060,-0.273879140291
ACH-000067,-0.33266619830899996
ACH-000070,0.00859702921839
ACH-000075,-0.146445777885
ACH-000078,-0.116605360744
ACH-000082,-0.240286607711
ACH-000085,-0.270220420414
ACH-000086,-0.285676105053
ACH-000087,-0.101267059001
ACH-000092,-0.33893959474299995
ACH-000095,-0.18196806076699998
ACH-000097,-0.281622919066
ACH-000098,-0.269931410573
ACH-000099,-0.221614476316
ACH-000108,-0.47935722612899995
ACH-000113,-0.22056820895799997
ACH-000115,-0.163155044464
ACH-000116,-0.251137520042
ACH-000118,-0.295131007401
ACH-000120,-0.08131335542830001
ACH-000123,-0.281431128524
ACH-000127,-0.208288823422
ACH-000128,-0.147555499948
ACH-000132,-0.171619021631
ACH-000133,-0.196414386248
ACH-000137,-0.39845537885
ACH-000138,-0.19302871046599998
ACH-000142,-0.231464386784
ACH-000143,-0.225988985724
ACH-000146,-0.219934136569
ACH-000148,-0.331336909691
ACH-000150,-0.148091359806
ACH-000152,-0.086907803211
ACH-000153,-0.0741985855175
ACH-000159,-0.19053667167899999
ACH-000160,-0.208579587876
ACH-000163,-0.322316351648
ACH-000167,-0.380191171938
ACH-000168,-0.09351176516380001
ACH-000169,-0.215498927872
ACH-000178,-0.23784715587900002
ACH-000182,-0.212192579311
ACH-000183,-0.379561960397
ACH-000188,-0.126090803232
ACH-000189,-0.173031576566
ACH-000190,-0.43235787403000003
ACH-000198,-0.102269874206
ACH-000204,-0.409714735241
ACH-000206,-0.30223679135000003
ACH-000207,-0.180697641462
ACH-000211,-0.295609216305
ACH-000215,-0.157427398074
ACH-000221,-0.13343905085000002
ACH-000222,-0.361739363524
ACH-000223,-0.225002923568
ACH-000226,-0.342423895135
ACH-000227,-0.444861847482
ACH-000228,-0.165185230267
ACH-000231,-0.22111694377399999
ACH-000232,-0.185248911371
ACH-000233,-0.166275991644
ACH-000234,-0.36845835096900004
ACH-000235,-0.249798678646
ACH-000237,-0.27838040739
ACH-000238,-0.134540158818
ACH-000243,-0.240407748693
ACH-000244,-0.311142809897
ACH-000246,-0.12449014213500001
ACH-000248,-0.0168114087163
ACH-000250,-0.30281462344500004
ACH-000251,-0.347796951419
ACH-000253,-0.214350096053
ACH-000255,-0.153608866265
ACH-000256,-0.109018862533
ACH-000257,-0.136473958301
ACH-000258,-0.375755122739
ACH-000259,-0.309360920675
ACH-000260,-0.299664437425
ACH-000261,-0.262484468038
ACH-000262,-0.050239377094999996
ACH-000263,0.140654704967
ACH-000264,-0.23395153549000003
ACH-000265,-0.383934617005
ACH-000266,-0.31018194477600003
ACH-000272,-0.288985907272
ACH-000273,-0.186725199029
ACH-000274,-0.437701550876
ACH-000277,-0.08506961734650001
ACH-000278,-0.328990820077
ACH-000279,-0.183521684907
ACH-000280,-0.0194229299204
ACH-000281,-0.152776787457
ACH-000288,-0.270595277425
ACH-000291,-0.18757771380199997
ACH-000293,-0.286614321529
ACH-000294,-0.377197506801
ACH-000295,-0.0706591354928
ACH-000296,-0.134202856831
ACH-000302,-0.22516868154
ACH-000304,-0.1248637508
ACH-000307,-0.33572894872000003
ACH-000308,-0.284827985738
ACH-000310,-0.25214473955899996
ACH-000311,-0.366591626068
ACH-000312,-0.363008782747
ACH-000315,0.0927919842526
ACH-000316,-0.22784948320300003
ACH-000317,-0.38892302645800003
ACH-000318,-0.304510362441
ACH-000319,-0.127434342908
ACH-000320,-0.451929897267
ACH-000322,-0.39748987029399996
ACH-000323,-0.32626406199700003
ACH-000324,-0.291711062081
ACH-000329,-0.353451453076
ACH-000330,-0.0657106263378
ACH-000331,-0.21818444891999997
ACH-000332,-0.462465122736
ACH-000334,-0.295818113059
ACH-000335,-0.403708595516
ACH-000336,0.145167198645
ACH-000337,-0.36607927915399996
ACH-000339,-0.192848273586
ACH-000341,-0.224662641583
ACH-000348,-0.204117208031
ACH-000350,-0.130519102686
ACH-000352,-0.026010806005700004
ACH-000356,-0.19474890716499998
ACH-000361,-0.06048540668480001
ACH-000362,-0.33128953207899997
ACH-000363,-0.118113036746
ACH-000364,-0.191704614645
ACH-000365,-0.164039185263
ACH-000366,-0.181747290045
ACH-000368,-0.192185040725
ACH-000374,-0.293903608832
ACH-000375,-0.25688369978
ACH-000376,-0.220977700887
ACH-000381,-0.04329283460799999
ACH-000383,-0.216364826712
ACH-000387,-0.31091322186799997
ACH-000389,-0.196234409876
ACH-000390,-0.129669907648
ACH-000393,-0.366737391497
ACH-000395,-0.100754978314
ACH-000397,-0.29601803143800004
ACH-000401,0.0135109069658
ACH-000402,-0.24244165665999998
ACH-000403,-0.270329281301
ACH-000404,-0.257743037465
ACH-000406,-0.237774878285
ACH-000407,-0.4429062967399999
ACH-000408,-0.260940671891
ACH-000410,-0.30307929560400004
ACH-000411,-0.183399845517
ACH-000414,-0.254985838874
ACH-000415,-0.250076002462
ACH-000416,-0.173244160195
ACH-000420,-0.413321069838
ACH-000421,-0.352620287942
ACH-000424,-0.0500960165924
ACH-000425,-0.26959959087200003
ACH-000426,-0.299829728743
ACH-000427,-0.136312235954
ACH-000433,-0.0779626806287
ACH-000436,-0.185768137514
ACH-000444,-0.314583307222
ACH-000445,-0.24084888153700001
ACH-000448,-0.210206558323
ACH-000450,-0.038852879601099996
ACH-000452,-0.150300539245
ACH-000454,-0.0423697407767
ACH-000458,-0.053642047173100005
ACH-000459,-0.18713257788600002
ACH-000460,-0.23509544780699998
ACH-000461,-0.04325900581230001
ACH-000463,-0.27427210836800003
ACH-000464,-0.00247820781073
ACH-000466,-0.0902878646256
ACH-000467,-0.20719646887499998
ACH-000468,-0.218508515802
ACH-000469,-0.267544063272
ACH-000470,-0.163023633698
ACH-000471,-0.19035674872400002
ACH-000472,-0.11705573353399999
ACH-000473,-0.17996951898299998
ACH-000475,-0.284908926281
ACH-000476,-0.27114228053399997
ACH-000477,-0.007094036325700001
ACH-000480,-0.299444375115
ACH-000481,-0.329421318791
ACH-000483,-0.24623962495
ACH-000484,-0.21453716755899999
ACH-000485,-0.135876871401
ACH-000486,-0.146009782393
ACH-000487,-0.48366058701399994
ACH-000488,-0.322717090028
ACH-000490,-0.177994828679
ACH-000491,-0.163338107246
ACH-000495,-0.347762738914
ACH-000496,-0.329915086301
ACH-000499,-0.11975705202999999
ACH-000500,-0.647463678521
ACH-000502,-0.29975554522500003
ACH-000503,-0.147064915922
ACH-000505,-0.126914059999
ACH-000507,-0.131954336911
ACH-000510,-0.173165156081
ACH-000511,-0.192683563703
ACH-000512,-0.710189904898
ACH-000516,-0.244070324456
ACH-000517,-0.18829053629
ACH-000518,-0.221862163891
ACH-000520,-0.273145717854
ACH-000521,-0.26263444360300003
ACH-000522,-0.20813194561999998
ACH-000524,-0.361603521757
ACH-000527,-0.293479075089
ACH-000528,-0.266043029742
ACH-000537,-0.33850415063699996
ACH-000541,-0.287791118732
ACH-000542,-0.294228747944
ACH-000544,-0.193264907672
ACH-000545,-0.245763261409
ACH-000547,-0.08992160667379999
ACH-000548,-0.144333124037
ACH-000549,-0.129819578042
ACH-000550,-0.295053800898
ACH-000552,-0.187613860933
ACH-000556,-0.25324927988
ACH-000557,-0.243354303407
ACH-000570,-0.261911872874
ACH-000571,-0.1628983148
ACH-000573,-0.366899356858
ACH-000576,-0.289868441876
ACH-000580,-0.26020230415999995
ACH-000584,-0.213199863383
ACH-000585,-0.255548724907
ACH-000588,-0.09345520842970001
ACH-000589,-0.340954253302
ACH-000591,-0.101615283572
ACH-000593,-0.256502361461
ACH-000600,-0.297045645651
ACH-000601,-0.252871525141
ACH-000604,-0.0299984834516
ACH-000605,-0.034616831860599995
ACH-000606,-0.231901744666
ACH-000608,-0.365027808514
ACH-000614,-0.245617768013
ACH-000616,-0.21289473856199997
ACH-000618,-0.272978926411
ACH-000619,-0.307517492718
ACH-000620,-0.101900762433
ACH-000621,-0.301249372634
ACH-000622,-0.444197336822
ACH-000623,-0.327680117694
ACH-000624,-0.403400166822
ACH-000627,-0.305305013587
ACH-000630,-0.19347762747000002
ACH-000632,-0.314543048612
ACH-000633,-0.250695615529
ACH-000637,0.0163365563101
ACH-000638,-0.273707395317
ACH-000646,-0.08355227682000001
ACH-000647,-0.234471724872
ACH-000648,-0.40705235744400003
ACH-000649,-0.231526016246
ACH-000651,-0.148056891135
ACH-000652,-0.154882654137
ACH-000653,-0.370577047702
ACH-000657,-0.20239333826499997
ACH-000658,-0.08840087782560001
ACH-000661,-0.145394336684
ACH-000662,-0.37767488372
ACH-000663,-0.0592502195371
ACH-000665,-0.23659144569
ACH-000671,-0.12513909910999998
ACH-000673,-0.20301362456
ACH-000676,-0.15504069121300001
ACH-000677,-0.060960115663
ACH-000681,-0.378664513027
ACH-000682,-0.194044665306
ACH-000683,-0.138201570089
ACH-000684,-0.151372839079
ACH-000688,-0.36500874912799997
ACH-000693,-0.184996387713
ACH-000694,-0.10665270865599999
ACH-000695,-0.45370453133
ACH-000696,-0.325226430092
ACH-000697,-0.301032154846
ACH-000699,-0.14293281971799998
ACH-000701,-0.617335805163
ACH-000706,-0.214775272545
ACH-000711,-0.254778071093
ACH-000713,-0.17894662394299998
ACH-000714,-0.355152581418
ACH-000718,-0.183311139752
ACH-000720,-0.268201175113
ACH-000721,-0.203619598722
ACH-000724,0.167531635691
ACH-000725,-0.206921469081
ACH-000732,-0.297245276023
ACH-000734,-0.140109135327
ACH-000735,-0.301321656004
