,RAMP1 (10267)
ACH-000004,0.071136297037
ACH-000007,-0.0250341082361
ACH-000009,-0.00242586633837
ACH-000011,-0.08064162063569999
ACH-000012,-0.16170635351
ACH-000013,-0.0035716170571799995
ACH-000014,-0.18221890431499999
ACH-000015,-0.0737889152894
ACH-000017,-0.08370876671500001
ACH-000018,-0.03846336852730001
ACH-000019,-0.18965781480399999
ACH-000021,-0.009027652108479998
ACH-000022,-0.2238266708
ACH-000025,-0.11368275594699999
ACH-000028,0.0545171698811
ACH-000030,-0.053454604313900006
ACH-000035,-0.105519595711
ACH-000036,-0.20632821428599998
ACH-000037,-0.276194614421
ACH-000039,-0.743614484721
ACH-000040,-0.229880079038
ACH-000041,-0.15664049905
ACH-000042,-0.0445818066866
ACH-000045,-0.000492779104734
ACH-000047,0.025470141201900002
ACH-000052,0.040003463836
ACH-000053,-0.0942766658579
ACH-000054,-0.20490169527899998
ACH-000055,0.057649674440299996
ACH-000060,-0.018867805568400002
ACH-000067,-0.09827487987130001
ACH-000070,-0.119474429704
ACH-000075,-0.00860115474305
ACH-000078,-0.167360431123
ACH-000082,-0.0791889611243
ACH-000085,-0.187659473556
ACH-000086,0.05122501040730001
ACH-000087,-0.017586605275400003
ACH-000092,-0.185570953566
ACH-000095,-0.17491020925
ACH-000097,-0.0076554729821300006
ACH-000098,-0.116268106352
ACH-000099,-0.224574555184
ACH-000108,-0.204814905763
ACH-000113,-0.0343403482634
ACH-000115,-0.0522078793413
ACH-000116,-0.0349973772935
ACH-000118,-0.0162885257615
ACH-000120,-0.10708909382099999
ACH-000123,-0.15463081781
ACH-000127,-0.13753289842900002
ACH-000128,-0.247949030838
ACH-000132,-0.07039649432739999
ACH-000133,-0.166338189802
ACH-000137,-0.21527959855300002
ACH-000138,0.0199781384645
ACH-000142,-0.0532632253868
ACH-000143,-0.06146974139690001
ACH-000146,0.07792570275230001
ACH-000148,-0.263734970793
ACH-000150,-0.26436288598200003
ACH-000152,0.0334591317613
ACH-000153,-0.300818447359
ACH-000159,-0.14736246867900002
ACH-000160,0.329547664097
ACH-000163,-0.048648172275400005
ACH-000167,-0.0561680508308
ACH-000168,-0.131174488102
ACH-000169,-0.331473129135
ACH-000178,-0.246696939397
ACH-000182,-0.184320178282
ACH-000183,0.060765029935800005
ACH-000188,-0.23849275285799998
ACH-000189,0.34034723178000004
ACH-000190,-0.0752148099129
ACH-000198,-0.0804505766735
ACH-000204,-0.557800110454
ACH-000206,-0.265960174273
ACH-000207,-0.547847374385
ACH-000211,-0.022114299022300003
ACH-000215,-0.240606880988
ACH-000221,0.12719956084200001
ACH-000222,-0.31526932389400003
ACH-000223,-0.123761568343
ACH-000226,0.0706021158005
ACH-000227,-0.17115854988899998
ACH-000228,-0.158907141177
ACH-000231,-0.146899122867
ACH-000232,-0.039423438792
ACH-000233,-0.010996036279
ACH-000234,0.005312635718369999
ACH-000235,-0.14023484879599998
ACH-000237,-0.35797284419200004
ACH-000238,-0.11660544919299999
ACH-000243,-0.0968014245479
ACH-000244,-0.40697077466
ACH-000246,-0.0637297863359
ACH-000248,-0.08393409082100001
ACH-000250,-0.151075589069
ACH-000251,-0.31964101241799997
ACH-000253,-0.0794156640425
ACH-000255,-0.15942782640900002
ACH-000256,-0.0480927765108
ACH-000257,0.175289118343
ACH-000258,-0.306589950018
ACH-000259,-0.036937458398699996
ACH-000260,-0.13030450416300002
ACH-000261,-0.139601874551
ACH-000262,-0.255679356615
ACH-000263,0.0200582777498
ACH-000264,-0.022591022612299998
ACH-000265,0.015815736110600002
ACH-000266,-0.155801557601
ACH-000272,-0.181198250928
ACH-000273,0.0245023757468
ACH-000274,-0.011068023601799998
ACH-000277,-0.096316380299
ACH-000278,-0.201251346738
ACH-000279,0.0636783989726
ACH-000280,-0.0840449643241
ACH-000281,-0.134546508988
ACH-000288,-0.12603771282
ACH-000291,-0.08738433298239999
ACH-000293,-0.417734891808
ACH-000294,-0.0641315336803
ACH-000295,-0.0815408898631
ACH-000296,0.0749628828445
ACH-000302,0.06681194870400001
ACH-000304,0.23436972768199998
ACH-000307,-0.17462934755600001
ACH-000308,-0.128317040362
ACH-000310,-0.323732551454
ACH-000311,-0.234471573236
ACH-000312,-0.0708840824266
ACH-000315,0.0674421458776
ACH-000316,-0.0361590850143
ACH-000317,0.0075514757002099996
ACH-000318,0.0677371546207
ACH-000319,0.138975100598
ACH-000320,-0.054266227131599995
ACH-000322,-0.126687706036
ACH-000323,-0.228182831089
ACH-000324,-0.17840407255999996
ACH-000329,-0.252776522456
ACH-000330,-0.161964726832
ACH-000331,-0.0745531527786
ACH-000332,-0.166797995569
ACH-000334,0.197136168058
ACH-000335,0.0422246367852
ACH-000336,-0.505045133087
ACH-000337,-0.274792811628
ACH-000339,-0.0947581014415
ACH-000341,-0.04594181437869999
ACH-000348,-0.17239500837000002
ACH-000350,-0.135433636277
ACH-000352,-0.038829405032599996
ACH-000356,-0.243613856227
ACH-000361,-0.0712052627808
ACH-000362,-0.109477777247
ACH-000363,0.010345340798
ACH-000364,0.00918616491592
ACH-000365,-0.0618938008232
ACH-000366,-0.11233687445
ACH-000368,0.0843204503104
ACH-000374,-0.0120597646594
ACH-000375,-0.33797787266900003
ACH-000376,-0.20262446760000002
ACH-000381,-0.160670708074
ACH-000383,-0.10968355397
ACH-000387,-0.08917224746850001
ACH-000389,-0.058999328942300006
ACH-000390,-0.10791925651499999
ACH-000393,-0.157744082399
ACH-000395,-0.24317325127599998
ACH-000397,-0.0364845377921
ACH-000401,-0.145103711764
ACH-000402,-0.146634002326
ACH-000403,-0.154944888527
ACH-000404,-0.155080897075
ACH-000406,-0.107275240337
ACH-000407,0.013052732799799998
ACH-000408,0.082957167444
ACH-000410,-0.151444352448
ACH-000411,-0.0719054981027
ACH-000414,-0.150185500649
ACH-000415,-0.0191948054756
ACH-000416,-0.0692627009867
ACH-000420,-0.173808890266
ACH-000421,-0.042561809902
ACH-000424,0.113982555941
ACH-000425,-0.10315365805099999
ACH-000426,0.176239219606
ACH-000427,-0.0844444037197
ACH-000433,-0.140038126409
ACH-000436,-0.0131451585008
ACH-000444,-0.19157422429
ACH-000445,0.212471431911
ACH-000448,-0.164018465094
ACH-000450,-0.113463897318
ACH-000452,-0.031126768704400003
ACH-000454,-0.0651625415674
ACH-000458,-0.09372444588860002
ACH-000459,0.0545917772821
ACH-000460,-0.07745118036160001
ACH-000461,0.17817143922200002
ACH-000463,0.028630934205200003
ACH-000464,-0.054790358697199996
ACH-000466,-0.14239473880200001
ACH-000467,-0.114493069537
ACH-000468,-0.19147880945
ACH-000469,-0.0417092571467
ACH-000470,-0.024545644559999996
ACH-000471,0.057393231442300005
ACH-000472,0.0587497165159
ACH-000473,-0.0291895439983
ACH-000475,-0.0311737392502
ACH-000476,-0.0744007350642
ACH-000477,-0.18127560950999996
ACH-000480,-0.0216836886863
ACH-000481,-0.07894458176289999
ACH-000483,-0.150930849678
ACH-000484,-0.17450582062
ACH-000485,-0.256006404506
ACH-000486,-0.0168411361295
ACH-000487,-0.196356834113
ACH-000488,-0.141865608487
ACH-000490,-0.07231907473839999
ACH-000491,-0.0769710145808
ACH-000495,-0.156847520521
ACH-000496,-0.046807784115300004
ACH-000499,0.0799485613887
ACH-000500,0.10166616956499999
ACH-000502,-0.028795540695500003
ACH-000503,-0.0804493411123
ACH-000505,0.0170277642075
ACH-000507,0.124749457007
ACH-000510,0.0855789559641
ACH-000511,-0.156367267921
ACH-000512,-0.28173172068700003
ACH-000516,0.0196911998888
ACH-000517,-0.16111517953600002
ACH-000518,-0.0490747621199
ACH-000520,-0.249016604945
ACH-000521,0.0126470651501
ACH-000522,0.009699839924430001
ACH-000524,-0.256584797378
ACH-000527,-0.118934501014
ACH-000528,-0.0020180784346600002
ACH-000537,0.00891291445869
ACH-000541,-0.0242602139965
ACH-000542,-0.07841180050549999
ACH-000544,-0.08636997453539999
ACH-000545,-0.0518735829755
ACH-000547,-0.00206109358928
ACH-000548,-0.16607350029
ACH-000549,0.15962835650499999
ACH-000550,-0.0783930073832
ACH-000552,-0.195530892443
ACH-000556,-0.08726872641460001
ACH-000557,-0.0301048616567
ACH-000570,-0.20585843440999999
ACH-000571,-0.160067024791
ACH-000573,-0.011714165412
ACH-000576,-0.256473572708
ACH-000580,-0.105549196306
ACH-000584,-0.232216674956
ACH-000585,-0.159264389736
ACH-000588,-0.026861026579
ACH-000589,-0.186907682445
ACH-000591,-0.139811908987
ACH-000593,-0.0030232207908600004
ACH-000600,-0.0738247824765
ACH-000601,-0.0488861360615
ACH-000604,0.0666423291963
ACH-000605,-0.128141890675
ACH-000606,0.0651388258771
ACH-000608,-0.31243152072299996
ACH-000614,-0.0451110244906
ACH-000616,-0.118571240755
ACH-000618,0.062762049192
ACH-000619,-0.0628536522379
ACH-000620,-0.138682245471
ACH-000621,-0.220485476848
ACH-000622,0.0785323320787
ACH-000623,-0.354673438236
ACH-000624,-0.218994318731
ACH-000627,-0.0369845220664
