,SMARCC1 (6599)
ACH-000160,0.165568146574
ACH-000163,-0.345476370481
ACH-000167,0.61757357115
ACH-000168,-0.640875252585
ACH-000169,-0.465789609973
ACH-000178,-0.42845001894900003
ACH-000182,-0.177404009113
ACH-000183,-0.626475042243
ACH-000188,-0.597389778883
ACH-000189,-0.143551229575
ACH-000190,-0.0463638127241
ACH-000198,-0.462964007703
ACH-000204,-0.5201721402480001
ACH-000206,-0.5524869496989999
ACH-000207,-0.520848526433
ACH-000211,-0.33481418045899997
ACH-000215,-0.239303534281
ACH-000221,-0.256615515665
ACH-000222,-0.00306766396619
ACH-000223,-0.47220359101000003
ACH-000226,-0.36358523339800003
ACH-000227,-0.526736794567
ACH-000228,-0.256494244484
ACH-000231,-0.380908062485
ACH-000232,-0.445027702962
ACH-000233,-0.246936009369
ACH-000234,-0.6029691266699999
ACH-000235,-0.21718335150899998
ACH-000237,-0.265553473991
ACH-000238,-0.59872301179
ACH-000243,-0.542813560469
ACH-000244,-0.36250204490599996
ACH-000246,-0.28952827556899996
ACH-000248,-0.464851316201
ACH-000250,-0.236611176739
ACH-000251,-0.20809176764100001
ACH-000253,-0.0518526003715
ACH-000255,-0.8895963741480001
ACH-000256,-0.25258174225
ACH-000257,-0.772807877379
ACH-000258,-0.6750093561030001
ACH-000259,-0.422583535401
ACH-000260,-0.32141693340599997
ACH-000261,-0.414939201422
ACH-000262,-0.40767855610299997
ACH-000263,-0.24879268317699998
ACH-000264,-0.625532034652
ACH-000265,-0.48744819450800003
ACH-000266,-0.611536971259
ACH-000272,-0.329128779664
ACH-000273,-0.38717282758599997
ACH-000274,-0.6240323650490001
ACH-000277,-0.227131172238
ACH-000278,-0.589053964786
ACH-000279,-0.418209084084
ACH-000280,-0.206733683341
ACH-000281,-0.394815551356
ACH-000288,-0.771537692225
ACH-000291,-0.242604905986
ACH-000293,-0.6359760866399999
ACH-000294,-0.476789345592
ACH-000295,-0.211749858745
ACH-000296,-0.498422283119
ACH-000302,-0.27027149817699997
ACH-000304,-0.523087020858
ACH-000307,-0.19974079485
ACH-000308,-0.190596227907
ACH-000310,-0.533828968875
ACH-000311,-0.5021693789339999
ACH-000312,-0.496102593556
ACH-000315,-0.0185854380641
ACH-000316,-0.479000139098
ACH-000317,-0.50399542514
ACH-000318,-0.161043016411
ACH-000319,-0.34849513711999996
ACH-000320,-0.601541833843
ACH-000322,-0.551152779182
ACH-000323,-0.33908166303599996
ACH-000324,-0.260237823795
ACH-000329,-0.542779857158
ACH-000330,-0.309549706923
ACH-000331,-0.442961272642
ACH-000332,-0.441916851374
ACH-000334,-0.19025377549000003
ACH-000335,-0.439409641421
ACH-000336,-0.570731495817
ACH-000337,-0.452226189608
ACH-000339,-0.472517214256
ACH-000341,-0.253247473611
ACH-000348,-0.402406742929
ACH-000350,-0.21128299405200002
ACH-000352,-0.265400207895
ACH-000356,-0.29057390656300003
ACH-000361,-0.383797536474
ACH-000362,-0.7112455261730001
ACH-000363,-0.555644400889
ACH-000364,-0.29125264010699997
ACH-000365,-0.17093455079599998
ACH-000366,-0.548464269534
ACH-000368,-0.49283861853999994
ACH-000374,-0.5472847398189999
ACH-000375,-0.040366036146
ACH-000376,-0.24761450476799998
ACH-000381,-0.33606477015600006
ACH-000383,-0.310847891903
ACH-000387,-0.668883112884
ACH-000389,-0.613173878577
ACH-000390,-0.367027630914
ACH-000393,-0.522634701048
ACH-000395,-0.890110327537
ACH-000397,-0.31044246731499997
ACH-000401,-0.391784282065
ACH-000402,-0.45112558375399997
ACH-000403,-0.263193982564
ACH-000404,-0.702625033518
ACH-000406,-0.890386103199
ACH-000407,-0.41675773752800005
ACH-000408,-0.305069939699
ACH-000410,-0.26951256336999996
ACH-000411,-0.320313921442
ACH-000414,-0.2861584823
ACH-000415,-0.49752727917499995
ACH-000416,-0.34993561188699995
ACH-000420,-0.447420548812
ACH-000421,-0.203926412865
ACH-000424,-0.0317354228376
ACH-000425,-0.21515043469
ACH-000426,0.0994037644507
ACH-000427,-0.10301623912699999
ACH-000433,-0.0643704770777
ACH-000436,-0.0665777996028
ACH-000444,-0.198659377884
ACH-000445,-0.303881252331
ACH-000448,-0.279029425746
ACH-000450,-0.15806614067
ACH-000452,-0.533644555085
ACH-000454,-0.5039913197079999
ACH-000458,-0.43163229321099994
ACH-000459,-0.437566554437
ACH-000460,-0.335802202355
ACH-000461,-0.430998258244
ACH-000463,-0.262492922892
ACH-000464,0.06376222925359999
ACH-000466,-0.203392307478
ACH-000467,-0.204124390519
ACH-000468,-0.48110292060800003
ACH-000469,-0.461616480587
ACH-000470,-0.0629820126411
ACH-000471,-0.0025708403570500003
ACH-000472,-0.255429336563
ACH-000473,-0.382459740494
ACH-000475,-0.186213022313
ACH-000476,-0.153745801816
ACH-000477,-0.31306988471299996
ACH-000480,-0.38584970313199995
ACH-000481,-0.318631437262
ACH-000483,-0.550112293586
ACH-000484,-0.509469308393
ACH-000485,-0.10589444436899999
ACH-000486,-0.401093416014
ACH-000487,-0.571012293634
ACH-000488,-0.416584205882
ACH-000490,-0.5011442679779999
ACH-000491,-0.132687646208
ACH-000495,-0.18180482895999997
ACH-000496,-0.18545067760899997
ACH-000499,0.052542905963
ACH-000500,-0.16318706527899998
ACH-000502,-0.24349291917399998
ACH-000503,-0.744824813794
ACH-000505,-0.721235200367
ACH-000507,-0.147854195449
ACH-000510,-0.290454099797
ACH-000511,-0.445712839076
ACH-000512,-0.62145599208
ACH-000516,-0.404479483737
ACH-000517,-0.559706135682
ACH-000518,-0.41878107904
ACH-000520,-0.40080004079400006
ACH-000521,-0.375570445669
ACH-000522,-0.442051086321
ACH-000524,-0.516125045765
ACH-000527,-0.21441496327100001
ACH-000528,-0.31217395106999996
ACH-000537,-0.5768847886680001
ACH-000541,-0.91602093831
ACH-000542,-0.394912099142
ACH-000544,-0.59424963929
ACH-000545,-0.20436536061299998
ACH-000547,-0.622242609099
ACH-000548,-0.33151219030900003
ACH-000549,-0.290892247212
ACH-000550,-0.339074130115
ACH-000552,-0.35658569805600004
ACH-000556,-0.35159347303099997
ACH-000557,-0.242886762128
ACH-000570,-0.49304091860699994
ACH-000571,-0.37680493132299997
ACH-000573,-0.29900506687600004
ACH-000576,-0.37751835893799995
ACH-000580,-0.346407940264
ACH-000584,-0.23067253488699999
ACH-000585,-0.193025307893
ACH-000588,-0.552391951793
ACH-000589,-0.352893903385
ACH-000591,-0.36460431713799996
ACH-000593,-0.588175935145
ACH-000600,-0.508146174063
ACH-000601,-0.255675883706
ACH-000604,-0.302316479036
ACH-000605,-0.156433193362
ACH-000606,-0.537264764947
ACH-000608,-0.192022851525
ACH-000614,-0.167644748053
ACH-000616,-0.20094328437800002
ACH-000618,-0.472170996257
ACH-000619,-0.681728986819
ACH-000620,-0.165037970699
ACH-000621,-0.387494804177
ACH-000622,-0.607546497796
ACH-000623,-0.398646501272
ACH-000624,-0.273662446861
ACH-000627,-0.37902940250100003
ACH-000630,-0.516973867818
ACH-000632,-0.108151510699
ACH-000633,-0.432391385088
ACH-000637,-0.537705763975
ACH-000638,-0.316493950595
ACH-000646,-0.786951396945
ACH-000647,-0.371948722214
ACH-000648,-0.127134245922
ACH-000649,-0.262860730773
ACH-000651,-0.204996881978
ACH-000652,-0.285315663178
ACH-000653,-0.495736908293
ACH-000657,-0.36006037425399995
ACH-000658,-0.21876802806999995
ACH-000661,-0.268341066102
ACH-000662,-0.5326989458079999
ACH-000663,-0.232024200228
ACH-000665,-0.40062757906400004
ACH-000671,-0.707452651609
ACH-000673,-0.26144096109000003
ACH-000676,-0.362242299489
ACH-000677,-0.399919618711
ACH-000681,-0.145464294079
ACH-000682,-0.41078935581
ACH-000683,-0.334765561834
ACH-000684,-0.597688816856
ACH-000688,-0.293501377763
ACH-000693,-0.413736387328
ACH-000694,-0.336135460738
ACH-000695,-0.379996228964
ACH-000696,-0.283813247237
ACH-000697,-0.38566492005999997
ACH-000699,-0.617271002941
ACH-000701,-0.32882990531
ACH-000706,-0.375580748239
ACH-000711,-0.333475677152
ACH-000713,-0.421843420897
ACH-000714,-0.44200957893200005
ACH-000718,-0.408224382946
ACH-000720,-0.30054339226300003
ACH-000721,-0.325917633281
ACH-000724,-0.243340629571
ACH-000725,-0.146006358942
ACH-000732,0.310470265396
ACH-000734,-0.25486909511399997
ACH-000735,-0.17352514337400002
ACH-000736,-0.552745226125
ACH-000738,-0.576610793243
ACH-000746,-0.154247389482
ACH-000747,-0.319508787204
ACH-000748,0.0430698297124
ACH-000753,-0.30843730715100004
ACH-000756,-0.5615731952530001
ACH-000757,-0.34025856478
ACH-000758,-0.57939288393
ACH-000760,-0.331433838695
ACH-000763,-0.5828303357519999
ACH-000764,-0.208969011112
ACH-000765,-0.504076388498
ACH-000766,-0.205346669301
ACH-000767,-0.260302707804
ACH-000768,-0.548292717347
ACH-000769,-0.491975800205
ACH-000770,-0.424988374811
ACH-000771,-0.770017595039
ACH-000773,-0.41547751898
ACH-000776,-0.40580183679
ACH-000777,-0.471536591156
ACH-000778,-0.478264468936
ACH-000781,-0.20162534002399998
ACH-000782,-0.627670104815
ACH-000783,-0.52154798038
ACH-000784,-0.26922413192600003
ACH-000785,-0.37471637429899995
ACH-000787,-0.307300360883
ACH-000788,-0.33038240137499997
ACH-000791,-0.401722230075
ACH-000792,-0.40868543581100003
ACH-000794,-0.37605974957500005
ACH-000796,-0.385043648166
ACH-000799,-0.400681327712
ACH-000800,-0.341226211927
ACH-000802,-0.38514976179099997
ACH-000804,-0.502181976382
ACH-000805,-0.329940633587
ACH-000809,-0.264323701156
ACH-000810,-0.0433395000318
ACH-000811,-0.303391961886
ACH-000817,-0.285659654642
ACH-000819,-0.176459664785
ACH-000820,-0.177974183447
ACH-000821,-0.39236816687
ACH-000822,-0.665131080123
ACH-000823,-0.318526106674
ACH-000824,-0.144469201095
ACH-000827,-0.43560521543799996
ACH-000829,-0.260975512873
ACH-000831,-0.29654515712900004
ACH-000832,-0.421418290428
ACH-000833,-0.6751603258230001
ACH-000834,-0.440459736514
ACH-000835,-0.289349837386
ACH-000836,0.152918241448
ACH-000837,-0.288768918732
ACH-000838,-0.012692176115700001
ACH-000839,-0.310645462767
ACH-000840,-0.50632954065
ACH-000841,-0.121893891263
ACH-000843,-0.22360556091699998
ACH-000846,-0.614795665878
ACH-000847,-0.363003600897
ACH-000848,-0.0840871764742
ACH-000849,-0.45998579744199997
ACH-000851,-0.312740683162
ACH-000855,-0.310250699086
ACH-000856,-0.293246705277
ACH-000858,-0.522237315794
ACH-000859,-0.165573110855
ACH-000861,-0.34653421418200003
ACH-000862,-0.320455488095
ACH-000865,-0.209985843676
ACH-000866,-0.404862732685
ACH-000867,-0.34032723145099997
ACH-000869,-0.219894313243
ACH-000872,-0.34005992714
ACH-000873,-0.591048117069
ACH-000876,-0.365529240713
ACH-000878,-0.472467881285
ACH-000880,-0.8699168883380001
ACH-000881,-0.238706561624
ACH-000882,-0.38368222955700004
ACH-000884,-0.35706702723800005
ACH-000885,-0.146054049221
ACH-000887,-0.414838560079
ACH-000888,-0.324445672865
ACH-000889,-1.0026018624600002
ACH-000890,-0.34838965493100005
ACH-000896,-0.24161020340199998
ACH-000898,-0.240300266319
ACH-000900,-0.38562400159500004
ACH-000901,-0.526652299521
ACH-000905,-0.455033986816
ACH-000906,-0.178136217325
ACH-000907,-0.436869985704
ACH-000910,-0.298069200965
ACH-000911,-0.20946350301600003
ACH-000912,-0.200272007089
ACH-000913,-0.309362406079
ACH-000915,-0.117263854135
ACH-000916,-0.547087334131
ACH-000917,-0.328429626348
ACH-000921,-0.27111269258299997
ACH-000924,-0.364172065194
ACH-000926,-0.227906416838
ACH-000928,-0.42806837078500004
ACH-000929,-0.449567393143
ACH-000932,-0.0932778088507
ACH-000935,-0.295103449623
ACH-000936,-0.137879204901
ACH-000937,-0.975796636688
ACH-000938,-0.493305701771
ACH-000939,0.271074352658
ACH-000941,-0.512184309894
ACH-000943,-0.207319594534
ACH-000946,-0.296106296759
ACH-000947,-0.175123131775
ACH-000948,-0.349690752575
ACH-000950,-0.142782924032
ACH-000953,-0.922930601801
ACH-000957,-0.178937794855
ACH-000958,-0.188202983865
ACH-000960,-0.642671797367
ACH-000963,-0.656564337335
ACH-000968,-0.267853946373
ACH-000969,-0.127192266893
ACH-000973,-0.15322425957
ACH-000974,-0.142876793209
ACH-000975,-0.206150662258
ACH-000976,-0.240997840176
ACH-000978,-0.42155677760300003
ACH-000980,-0.256991540577
ACH-000984,-0.21393255518399998
ACH-000986,-0.354886708209
ACH-000988,-0.17578796097600002
ACH-000993,-0.47550587416699996
ACH-000994,-0.12056598079099999
ACH-000996,-0.421207916083
ACH-001001,-0.446702222943
ACH-001020,-0.08141481676699999
ACH-001028,-0.010186643410799999
ACH-001031,-0.23649974834399998
ACH-001038,-0.274485094016
ACH-001048,-0.182593933689
ACH-001050,-0.046559810129000005
ACH-001053,-0.662676704548
ACH-001054,-0.46241697351800004
ACH-001061,-0.417249523936
ACH-001067,-0.301623414236
ACH-001075,-0.40295896413800003
ACH-001096,-0.259630637016
ACH-001128,1.12982823299
ACH-001134,-0.650270440731
ACH-001151,-0.440432967497
ACH-001163,-0.418520691258
ACH-001164,-0.32062558653
ACH-001173,-0.529182214474
ACH-001183,-0.37330168226899996
ACH-001184,-0.49922060137900004
ACH-001190,-0.228441778948
ACH-001192,-0.0509889746798
ACH-001193,-0.294776597875
ACH-001196,-0.259691850878
ACH-001197,-0.41484541949299997
ACH-001205,-0.37647635398699997
ACH-001211,-0.12245476116599999
ACH-001212,-0.314724364812
ACH-001228,-0.315106623172
ACH-001232,-0.10191195242000001
ACH-001239,-0.205786300924
ACH-001274,-0.203609750416
ACH-001275,-0.569587102953
ACH-001277,-0.47690440437700005
ACH-001278,-0.176941520547
ACH-001280,-0.307617697046
ACH-001283,-0.37482235500600003
ACH-001289,-0.315054079934
ACH-001295,-0.575542237827
ACH-001300,-0.8186496447
ACH-001301,-0.10196851183599999
ACH-001302,-0.296469877792
ACH-001303,-0.7664368276379999
ACH-001306,-0.730197808608
ACH-001318,-0.397202660398
ACH-001322,-0.255584024388
ACH-001328,-0.248659770032
ACH-001332,-0.669391168956
ACH-001333,-0.5725518412089999
ACH-001336,-0.40542354497199995
ACH-001340,-0.586491963716
ACH-001346,-0.35168307708499996
ACH-001353,-0.32259383707600003
ACH-001354,-0.762972151187
ACH-001367,-0.566135493058
ACH-001368,-0.164929363226
ACH-001374,-0.903968299251
ACH-001375,-0.741440814629
ACH-001377,-0.37717990979000005
ACH-001380,-0.558039479812
ACH-001391,-0.41230779859300004
ACH-001407,-0.321396731452
ACH-001408,-0.411576016463
ACH-001413,-0.40765943338
ACH-001430,-0.40160021517899996
ACH-001431,-0.333589850779
ACH-001450,-0.540976340002
ACH-001496,-0.141713031228
ACH-001500,-0.00959276714702
ACH-001521,-0.7436664643559999
ACH-001523,-0.22761445718000003
ACH-001532,-0.455618013772
ACH-001536,-0.434565719317
ACH-001550,0.192785066362
ACH-001552,-0.285830790856
ACH-001554,-0.54338101371
ACH-001645,-0.340476055336
ACH-001654,-0.155574691307
ACH-001715,-0.46280141554
ACH-001735,-0.595619338418
ACH-001736,-0.938335190116
ACH-001737,-0.865043436453
ACH-001740,-0.34580042628200003
ACH-001745,-0.44852253703100003
ACH-001750,-0.271555028422
ACH-001765,-0.37578931959
ACH-001956,-0.289125099481
ACH-001957,-0.25597426957499997
