,RND2 (8153)
ACH-000004,-0.0718225798325
ACH-000007,-0.16264442449000002
ACH-000009,-0.392483083547
ACH-000011,0.056028911889000006
ACH-000012,-0.256497788129
ACH-000013,-0.180992445374
ACH-000014,-0.129954287311
ACH-000015,-0.138828150493
ACH-000017,-0.121124803906
ACH-000018,-0.230416245102
ACH-000019,-0.06823905253
ACH-000021,-0.19292134989100002
ACH-000022,-0.0847933501318
ACH-000025,-0.247994509212
ACH-000028,-0.325527879693
ACH-000030,-0.269847422047
ACH-000035,-0.359076618765
ACH-000036,-0.027343846193800002
ACH-000037,-0.10590436521400001
ACH-000039,-0.203977708959
ACH-000040,-0.22283136591699998
ACH-000041,0.000175536178132
ACH-000042,-0.181866328154
ACH-000045,-0.15146654365
ACH-000047,-0.325242677196
ACH-000052,-0.00380817435951
ACH-000053,-0.162808124736
ACH-000054,-0.186648380243
ACH-000055,-0.11876981552400001
ACH-000060,0.0871811937252
ACH-000067,-0.356341639036
ACH-000070,-0.0667142537545
ACH-000075,-0.22332311048700001
ACH-000078,-0.160043921146
ACH-000082,-0.12902067375700002
ACH-000085,-0.0621736491831
ACH-000086,-0.128704451544
ACH-000087,-0.14799838506100002
ACH-000092,-0.100845187226
ACH-000095,-0.157927741817
ACH-000097,-0.314437354818
ACH-000098,-0.28976847241500003
ACH-000099,-0.342466961056
ACH-000108,-0.20616632405000002
ACH-000113,-0.128769317929
ACH-000115,-0.26067324408000003
ACH-000116,-0.132432511596
ACH-000118,-0.239519332168
ACH-000120,-0.326844040217
ACH-000123,-0.208241311848
ACH-000127,-0.055625054234
ACH-000128,-0.032803495134499996
ACH-000132,-0.277159338248
ACH-000133,-0.152971940813
ACH-000137,-0.118178772365
ACH-000138,-0.43970443909100004
ACH-000142,-0.374068042887
ACH-000143,-0.031734333089400005
ACH-000146,-0.0222547232628
ACH-000148,-0.221051652162
ACH-000150,-0.180868799203
ACH-000152,-0.25139366433000004
ACH-000153,-0.45629413366099997
ACH-000159,-0.00651935552886
ACH-000160,-0.040637785356300006
ACH-000163,-0.40108967998499995
ACH-000167,-0.180292697493
ACH-000168,-0.21270417255399998
ACH-000169,-0.265439957871
ACH-000178,-0.056070058406199996
ACH-000182,-0.21929323946499998
ACH-000183,-0.12006140806900001
ACH-000188,-0.260837956456
ACH-000189,-0.397470707844
ACH-000190,0.07200712900600001
ACH-000198,-0.114516642025
ACH-000204,-0.457392559736
ACH-000206,0.0692352954166
ACH-000207,0.12919049435000002
ACH-000211,-0.28111926702
ACH-000215,-0.2671136649
ACH-000221,-0.25407712174400005
ACH-000222,-0.30987423768800004
ACH-000223,-0.122242036784
ACH-000226,-0.17498308731400003
ACH-000227,-0.224073323671
ACH-000228,-0.504987040399
ACH-000231,-0.08775385125700001
ACH-000232,-0.0594686578573
ACH-000233,-0.12105235986
ACH-000234,-0.216715522568
ACH-000235,-0.19007047653099998
ACH-000237,-0.124515465437
ACH-000238,-0.531149138414
ACH-000243,-0.347099947932
ACH-000244,-0.20081246101300002
ACH-000246,-0.138532056446
ACH-000248,-0.0964230084115
ACH-000250,-0.202476737349
ACH-000251,-0.443900675277
ACH-000253,-0.0968173627277
ACH-000255,-0.26084678553199997
ACH-000256,-0.22470590511799998
ACH-000257,0.282684039717
ACH-000258,-0.10051557594
ACH-000259,-0.19949330209000002
ACH-000260,-0.0378358265925
ACH-000261,-0.1382192059
ACH-000262,-0.0609632185589
ACH-000263,0.21178016313900003
ACH-000264,-0.147680968455
ACH-000265,-0.336817749296
ACH-000266,-0.181725676113
ACH-000272,-0.149727362778
ACH-000273,-0.116800069561
ACH-000274,-0.313647734009
