,SNAI3 (333929)
ACH-000004,-0.26921556016
ACH-000007,-0.119772339987
ACH-000009,0.0658592864821
ACH-000011,-0.153888097937
ACH-000012,-0.005730100402800001
ACH-000013,-0.07778967917230001
ACH-000014,-0.21819177944499998
ACH-000015,-0.11343076929700001
ACH-000017,-0.0115355766719
ACH-000018,-0.228604512229
ACH-000019,-0.0158446886749
ACH-000021,-0.17285825063000002
ACH-000022,-0.0226400907919
ACH-000025,-0.303373872095
ACH-000028,-0.049056511179400006
ACH-000030,0.0054196250012799995
ACH-000035,0.065456239803
ACH-000036,-0.260629649596
ACH-000037,-0.533644215297
ACH-000039,-0.072840025286
ACH-000040,0.0575602781874
ACH-000041,-0.22977537616399998
ACH-000042,-0.14475884236300002
ACH-000045,-0.216316545774
ACH-000047,-0.0257869810653
ACH-000052,-0.204505644019
ACH-000053,-0.0346003923217
ACH-000054,-0.0931796648581
ACH-000055,0.0539205132895
ACH-000060,-0.156769890956
ACH-000067,0.0200778324118
ACH-000070,0.203570297743
ACH-000075,-0.123849730661
ACH-000078,-0.163584352024
ACH-000082,-0.16749665451999998
ACH-000085,-0.201566571857
ACH-000086,-0.0589137961103
ACH-000087,0.130767976767
ACH-000092,-0.10146577953199999
ACH-000095,-0.0169476615493
ACH-000097,-0.163920452982
ACH-000098,-0.0369828490212
ACH-000099,-0.0234934680185
ACH-000108,-0.18948923839600001
ACH-000113,-0.153356392193
ACH-000115,0.127854732389
ACH-000116,-0.0641969869769
ACH-000118,-0.0714877311555
ACH-000120,-0.16823641333500003
ACH-000123,-0.025404234789
ACH-000127,-0.0804298056842
ACH-000128,-0.136631695389
ACH-000132,-0.132175431929
ACH-000133,-0.103823368674
ACH-000137,-0.08938027356039999
ACH-000138,-0.156114822105
ACH-000142,-0.147719318249
ACH-000143,-0.0159675968754
ACH-000146,-0.192400908673
ACH-000148,-0.07942121337869999
ACH-000150,-0.133566164718
ACH-000152,-0.174335819148
ACH-000153,0.07732047609239999
ACH-000159,0.13990210303099998
ACH-000160,-0.11315791934399999
ACH-000163,-0.0307457367624
ACH-000167,-0.0741132536908
ACH-000168,-0.027404487573000003
ACH-000169,-0.12883872483300002
ACH-000178,-0.0439552257447
ACH-000182,-0.12520376570900002
ACH-000183,-0.157456965121
ACH-000188,-0.0107206279388
ACH-000189,-0.09243015415190001
ACH-000190,-0.16231894498299998
ACH-000198,0.0306158811454
ACH-000204,-0.012367717476600001
ACH-000206,-0.197235692847
ACH-000207,-0.0398113193106
ACH-000211,0.0194686662244
ACH-000215,-0.06332144477900001
ACH-000221,-0.148448865736
ACH-000222,-0.18013565798300002
ACH-000223,-0.0900273748062
ACH-000226,0.0065365594668000005
ACH-000227,-0.250039058037
ACH-000228,0.00344141396768
ACH-000231,-0.023561266382599998
ACH-000232,-0.052303900841
ACH-000233,-0.032698845707099994
ACH-000234,-0.0978558561517
ACH-000235,-0.153204883934
ACH-000237,-0.030463213848200003
ACH-000238,-0.166940477008
ACH-000243,0.00023939132860799995
ACH-000244,-0.283732036339
ACH-000246,-0.0644671339186
ACH-000248,0.100397055249
ACH-000250,-0.12393156804500001
ACH-000251,0.126547717833
ACH-000253,-0.282585868774
