,AHSP (51327)
ACH-000228,-0.081308815726
ACH-000231,0.00279865916985
ACH-000232,-0.10950760045499999
ACH-000233,-0.016253847959999998
ACH-000234,-0.00884090499451
ACH-000235,-0.116759817929
ACH-000237,-0.0191151012268
ACH-000238,-0.021210038007999997
ACH-000243,-0.172986019679
ACH-000244,0.09136213944289999
ACH-000246,-0.121690008059
ACH-000248,0.136519442547
ACH-000250,-0.0200087597419
ACH-000251,-0.128984179619
ACH-000253,0.039749454038
ACH-000255,-0.209484784178
ACH-000256,-0.039160897947699995
ACH-000257,0.12459729605599999
ACH-000258,0.08791072048660001
ACH-000259,-0.0615193175031
ACH-000260,-0.0273581655308
ACH-000261,-0.0216857014836
ACH-000262,-0.0981213713745
ACH-000263,-0.290321232983
ACH-000264,-0.0705317250779
ACH-000265,-0.17210604717300002
ACH-000266,-0.027497819387099998
ACH-000272,0.0821764128202
ACH-000273,0.0721814296523
ACH-000274,-0.038943603632199994
ACH-000277,-0.17960246029
ACH-000278,-0.0330139817204
ACH-000279,0.00261218487991
ACH-000280,-0.0819428470419
ACH-000281,0.13737901874000003
ACH-000288,-0.11430481546499999
ACH-000291,-0.0390656289066
ACH-000293,-0.13690543570699998
ACH-000294,-0.0266016667008
ACH-000295,0.0715073088929
ACH-000296,-0.20792422660300003
ACH-000302,0.10170609031300001
ACH-000304,-0.0965613949158
ACH-000307,-0.028477058483599996
ACH-000308,-0.07216115972869999
ACH-000310,0.11155479494000001
ACH-000311,-0.0982240159544
ACH-000312,0.0512836568709
ACH-000315,0.000222624428248
ACH-000316,-0.0178139147167
ACH-000317,0.024181527258900003
ACH-000318,-0.07867180140980001
ACH-000319,-0.0886511391089
ACH-000320,0.026397543428599998
ACH-000322,-0.171082002086
ACH-000323,-0.09361559275800001
ACH-000324,-0.0125806159585
ACH-000329,-0.09848079621269999
ACH-000330,0.081591952361
ACH-000331,-0.0770958931707
ACH-000332,-0.0953402736159
ACH-000334,-0.0172937831741
ACH-000335,-0.110600433792
ACH-000336,0.102251260549
ACH-000337,-0.153090765846
ACH-000339,-0.127796049133
ACH-000341,0.026740497734599997
ACH-000348,0.0474497051831
ACH-000350,0.038949190008
ACH-000352,-0.057426866963800005
ACH-000356,-0.15616579086
ACH-000361,0.0753750362801
ACH-000362,-0.00463667085339
ACH-000363,-0.0314908286868
ACH-000364,-0.116930333842
ACH-000365,-0.0547746982951
ACH-000366,0.0275387952776
ACH-000368,-0.111883005711
ACH-000374,0.002842818991
ACH-000375,-0.102107167462
ACH-000376,0.034611295611699996
ACH-000381,-0.190543589087
ACH-000383,-0.00582506358321
ACH-000387,-0.0397493528229
ACH-000389,-0.134146811853
ACH-000390,-0.0163798829989
ACH-000393,0.0652572924994
ACH-000395,0.11200904782099999
ACH-000397,-0.0184824543202
ACH-000401,-0.06501319237730001
ACH-000402,-0.106093765978
ACH-000403,0.0644624589006
ACH-000404,-0.22942783883499998
ACH-000406,-0.054703669379900004
ACH-000407,-0.10263482821900001
ACH-000408,-0.131372434484
ACH-000410,-0.11654061495899999
ACH-000411,-0.22738431115
ACH-000414,-0.09939233744280002
ACH-000415,0.0017918154499699998
ACH-000416,-0.131175583386
ACH-000420,-0.23094512025
ACH-000421,-0.102814537406
ACH-000424,-0.327217136209
ACH-000425,-0.149230263844
ACH-000426,-0.06887993130219999
ACH-000427,-0.169707345025
ACH-000433,-0.11199801611099999
ACH-000436,-0.105528447907
ACH-000444,-0.18553848773200002
ACH-000445,-0.08620565137189999
ACH-000448,-0.0805901679845
ACH-000450,-0.057409517418900005
ACH-000452,-0.0825503803971
ACH-000454,-0.0871070005637
ACH-000458,-0.153991056487
ACH-000459,-0.19195406667
ACH-000460,-0.024088804593
ACH-000461,0.028262017913900005
ACH-000463,-0.0188810090984
ACH-000464,-0.142413333997
ACH-000466,0.045087515479100004
ACH-000467,0.0181498769641
ACH-000468,-0.12601155315600002
ACH-000469,0.0315485873372
ACH-000470,0.08577902520539998
ACH-000471,0.014528904658800001
ACH-000472,-0.08302255109500001
ACH-000473,0.11970308566
ACH-000475,-0.050744925656699996
ACH-000476,-0.141241709518
ACH-000477,-0.316322180646
ACH-000480,-0.21286109709000003
ACH-000481,-0.00646598469494
ACH-000483,-0.431559173306
ACH-000484,-0.0276051958595
ACH-000485,-0.0432814510887
ACH-000486,-0.162246337836
ACH-000487,-0.0425008160419
ACH-000488,-0.024104384246
ACH-000490,-0.0676862259314
ACH-000491,-0.056727162554
ACH-000495,-0.276889813225
ACH-000496,-0.184060536945
ACH-000499,-0.11762199550100001
ACH-000500,0.314184059452
ACH-000502,-0.11610402034000002
ACH-000503,-0.0128507888564
ACH-000505,-0.24745124273000002
ACH-000507,-0.153883462832
ACH-000510,-0.148361867359
ACH-000511,0.0478823388127
ACH-000512,-0.023973841831099997
ACH-000516,-0.0930036603311
ACH-000517,-0.059076032278800004
ACH-000518,-0.022687214279400004
ACH-000520,-0.065608872938
ACH-000521,-0.197108835443
ACH-000522,-0.0516899710336
ACH-000524,0.011164077874200002
ACH-000527,-0.09607103590959999
ACH-000528,0.04401508429480001
ACH-000537,-0.0008916188091210001
ACH-000541,-0.0443011630329
ACH-000542,-0.117590099306
ACH-000544,0.11356598720200001
ACH-000545,-0.109370963057
ACH-000547,-0.164590328178
ACH-000548,-0.026957809397299998
ACH-000549,-0.22610421644
ACH-000550,-0.07103601335950001
ACH-000552,-0.09554949717080001
ACH-000556,-0.0589087420822
ACH-000557,-0.00298258558518
ACH-000570,0.241134327077
ACH-000571,0.07736238935169999
ACH-000573,0.0173652232603
ACH-000576,-0.156458076986
ACH-000580,-0.13426136978199998
ACH-000584,-0.0319984685068
ACH-000585,-0.09332599649319999
ACH-000588,-0.0070775077625
ACH-000589,0.0124293171066
ACH-000591,-0.0816304259238
ACH-000593,0.0822223548943
ACH-000600,-0.046963938121800004
ACH-000601,-0.204787246763
ACH-000604,0.021937510142000002
ACH-000605,-0.0961084859932
ACH-000606,-0.192171654499
ACH-000608,0.0198621264325
ACH-000614,-0.0877846109803
ACH-000616,-0.122555681468
ACH-000618,-0.114106400439
ACH-000619,-0.127135855227
ACH-000620,-0.0703009206204
ACH-000621,-0.164527115128
ACH-000622,0.00959815936317
ACH-000623,-0.06966112370619999
ACH-000624,-0.1509643639
ACH-000627,0.16534500782199998
ACH-000630,-0.131253465022
ACH-000632,-0.15660013552000002
ACH-000633,-0.11070976227700001
ACH-000637,-0.38394880133500003
ACH-000638,-0.054244860500600005
ACH-000646,-0.07636187827839999
ACH-000647,-0.0208361189305
ACH-000648,-0.0695196414123
ACH-000649,0.006406094941270001
ACH-000651,-0.0330109477944
ACH-000652,-0.06994056737439999
ACH-000653,0.037450608339
ACH-000657,-0.14880851821399999
ACH-000658,-0.12990463330600002
ACH-000661,-0.09034289986670001
ACH-000662,0.04208623110569999
ACH-000663,-0.0119650870072
ACH-000665,-0.125945086961
ACH-000671,-0.204199147319
ACH-000673,-0.0781446358898
ACH-000676,-0.127244583399
ACH-000677,-0.00395388893037
ACH-000681,-0.0620239228737
ACH-000682,0.0193360751395
ACH-000683,-0.109919829142
ACH-000684,-0.255156441131
ACH-000688,-0.0972221399048
ACH-000693,0.0253813867143
ACH-000694,-0.006642329025390001
ACH-000695,0.0203478072575
ACH-000696,-0.12112742464000001
ACH-000697,-0.0555071485081
ACH-000699,-0.0665896377786
ACH-000701,-0.0549582820413
ACH-000706,-0.09356511874510001
ACH-000711,-0.0993683153871
ACH-000713,-0.255367330554
ACH-000714,0.101878600382
ACH-000718,-0.0298029472798
ACH-000720,0.0219447363716
ACH-000721,-0.06438569350449999
ACH-000724,0.17930377100900002
ACH-000725,-0.318515302575
ACH-000732,-0.0657189541539
ACH-000734,-0.100123863012
ACH-000735,0.0879996552627
ACH-000736,-0.10171419504799999
ACH-000738,-0.071530371706
ACH-000746,-0.00828388300586
ACH-000747,-0.060462072309600004
ACH-000748,-0.155111729423
ACH-000753,-0.110421454331
ACH-000756,-0.00399009580614
ACH-000757,-0.282711958611
ACH-000758,-0.124925501223
ACH-000760,-0.134103924215
ACH-000763,0.011267917929499998
ACH-000764,-0.172012876286
ACH-000765,-0.179799358706
ACH-000766,-0.148406636023
ACH-000767,-0.06996695551030001
ACH-000768,-0.120387621129
ACH-000769,-0.09805711558800001
ACH-000770,-0.05886466492549999
ACH-000771,0.029953354248599996
ACH-000773,-0.113271898625
ACH-000776,-0.140976691019
ACH-000777,0.0716380828455
ACH-000778,-0.07288789149460001
ACH-000781,-0.039379841198
ACH-000782,0.0525416020006
ACH-000783,-0.00756214613961
ACH-000784,-0.0467177363736
ACH-000785,-0.0583895413999
ACH-000787,0.00699859496048
ACH-000788,-0.0150539082894
ACH-000791,-0.110755584804
ACH-000792,0.0130568433687
ACH-000794,0.035478984387800006
ACH-000796,-0.0676096669969
ACH-000799,-0.17949710029100002
ACH-000800,0.0715595308751
ACH-000802,0.0459753759836
ACH-000804,-0.192406173963
ACH-000805,0.0275783418026
ACH-000809,-0.0362568438092
ACH-000810,-0.00220533071112
ACH-000811,-0.129215104586
ACH-000817,-0.131930384643
ACH-000819,-0.0555485108428
ACH-000820,-0.034973716680900005
ACH-000821,-0.037805194061599996
ACH-000822,-0.010930933561700001
ACH-000823,0.0508035985511
ACH-000824,0.0528789320606
ACH-000827,-0.08285920522819999
ACH-000829,0.0541846904942
ACH-000831,0.08509837405819999
ACH-000832,-0.132247606692
ACH-000833,0.0787856740138
ACH-000834,-0.07831979128210001
ACH-000835,-0.0898458560564
ACH-000836,0.0010919079663599999
ACH-000837,-0.08558703385399999
ACH-000838,-0.00606417076482
ACH-000839,0.0263812557442
ACH-000840,-0.0179627704372
ACH-000841,0.0561091109834
ACH-000843,0.168444217001
ACH-000846,-0.0863020320142
ACH-000847,-0.0038905816272100002
ACH-000848,-0.0785904496016
ACH-000849,-0.020249865483900002
ACH-000851,-0.24417737162300002
ACH-000855,0.128943076031
ACH-000856,-0.103139736678
ACH-000858,-0.0358883893504
ACH-000859,0.0320511981975
ACH-000861,-0.213104689859
ACH-000862,-0.0295118564811
ACH-000865,0.00188327482368
ACH-000866,0.0745809680499
ACH-000867,-0.0962183542053
ACH-000869,-0.11509923340099999
ACH-000872,-0.204967483481
ACH-000873,0.0185328586635
ACH-000876,0.0107680949465
ACH-000878,0.200730433976
ACH-000880,-0.0299562669642
ACH-000881,-0.087623772727
ACH-000882,0.030347763725799996
ACH-000884,0.027237614205700002
ACH-000885,-0.0759542894177
ACH-000887,0.05232397554959999
ACH-000888,-0.181414669181
ACH-000889,-0.1288192584
ACH-000890,-0.0331236709672
ACH-000896,-0.07622545012439999
ACH-000898,-0.0918813468494
ACH-000900,-0.170887225889
ACH-000901,-0.175045392166
ACH-000905,-0.27766489872
ACH-000906,0.022769477460500002
ACH-000907,0.027523069778
ACH-000910,0.0169540534808
ACH-000911,0.052552862208400004
ACH-000912,-0.0280855293647
ACH-000913,-0.00201577497057
ACH-000915,-0.09147935009989999
ACH-000916,-0.22666912713100001
ACH-000917,-0.227666515795
ACH-000921,-0.215640246421
ACH-000924,0.0275447516139
ACH-000926,-0.0395178837299
ACH-000928,-0.045403425873300006
ACH-000929,0.0497298661172
ACH-000932,0.028286734676099996
ACH-000935,-0.19373510986900003
ACH-000936,-0.14354732933599998
ACH-000937,0.048773095554300004
ACH-000938,0.154404946512
ACH-000939,-0.252700102431
ACH-000941,-0.106131790396
ACH-000943,-0.154384084385
ACH-000946,-0.105450010602
ACH-000947,-0.07924495461839999
ACH-000948,-0.139551098585
ACH-000950,0.08619711032189999
ACH-000953,-0.227408106583
ACH-000957,-0.0318854530239
ACH-000958,0.005541856330649999
ACH-000960,-0.0773350931079
ACH-000963,-0.333878989297
ACH-000968,0.059614011208699996
ACH-000969,0.0264948107738
ACH-000973,0.0108484676661
ACH-000974,-0.148414962494
ACH-000975,-0.03971240764180001
ACH-000976,-0.0207804472242
ACH-000978,0.311609482298
ACH-000980,-0.0896333022865
ACH-000984,-0.272079836091
ACH-000986,-0.122374600589
ACH-000988,-0.19845903158
ACH-000993,-0.17303683225000002
ACH-000994,0.030154057076
ACH-000996,-0.16940490024799998
ACH-001001,-0.0635053710634
ACH-001020,-0.039338027032
ACH-001028,-0.0626516487986
ACH-001031,-0.0686188666501
ACH-001038,-0.15104154299699998
ACH-001048,-0.0599757254585
ACH-001050,-0.203418149382
ACH-001053,0.18031793098299997
ACH-001054,-0.0192103842493
ACH-001061,-0.0652946886785
ACH-001067,-0.0859061719717
ACH-001075,-0.0147333106288
ACH-001096,-0.0121305450483
ACH-001128,-0.11267609465299999
ACH-001134,-0.08599189525180001
ACH-001151,-0.08802424886389999
ACH-001163,-0.055965006918
ACH-001164,0.12359945995100001
ACH-001173,-0.0732137046186
ACH-001183,0.0274741620493
ACH-001184,-0.122287444106
ACH-001190,-0.110373021544
ACH-001192,-0.06945004254960001
ACH-001193,0.105599875735
ACH-001196,-0.106999323865
ACH-001197,-0.138434627051
ACH-001205,-0.217212166703
ACH-001211,-0.07150519244260001
ACH-001212,-0.10270268256899999
ACH-001228,0.04277091865069999
ACH-001232,-0.173247618075
ACH-001239,-0.0397984031082
ACH-001274,-0.0682124279561
ACH-001275,-0.195804620185
ACH-001277,-0.0150240088921
ACH-001278,-0.101050173144
ACH-001280,0.017972423002
ACH-001283,-0.06948891553730001
ACH-001289,-0.158608774095
ACH-001295,-0.0925295573261
ACH-001300,0.0604111148472
ACH-001301,0.0321073098428
ACH-001302,0.277161022989
ACH-001303,-0.0190255570817
ACH-001306,-0.16816942778400001
ACH-001318,-0.139651271031
ACH-001322,-0.228955376479
ACH-001328,0.06554577925869999
ACH-001332,0.068360249149
ACH-001333,0.034353064516500005
ACH-001336,-0.12097534487299999
ACH-001340,-0.0194817723953
ACH-001346,-0.120280057121
ACH-001353,-0.0262362595914
ACH-001354,0.154087327834
ACH-001367,0.217590351576
ACH-001368,-0.12069533181700001
ACH-001374,-0.428523375209
ACH-001375,0.049489175110800004
ACH-001377,-0.150503838646
ACH-001380,0.03388924945190001
ACH-001391,0.20049322994600002
ACH-001407,0.006417216082319999
ACH-001408,-0.116705891433
ACH-001413,-0.213740071979
ACH-001430,-0.0662819212304
ACH-001431,-0.011316631918799998
ACH-001450,0.06879003044260001
ACH-001496,0.0187742623689
ACH-001500,0.114611137202
ACH-001521,-0.0101354840036
ACH-001523,0.00900613498662
ACH-001532,-0.196640891628
ACH-001536,0.00300450513783
ACH-001550,0.0174532309227
ACH-001552,-0.0520660326523
ACH-001554,0.018655400825599997
ACH-001645,-0.144062731331
ACH-001654,-0.09335766376499999
ACH-001715,-0.22238336317899998
ACH-001735,-0.000254791058195
ACH-001736,-0.030750775948400005
ACH-001737,-0.09684524662110001
ACH-001740,0.0417281141744
ACH-001745,0.0128302545028
ACH-001750,-0.158800029649
ACH-001765,-0.0261546370411
ACH-001956,-0.109349856984
ACH-001957,-0.22447955372099998
